,what,was,the,first,series,to,be,televised,in,color,on,abc,?
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.19879554212093353,1.0,0.4972836375236511,0.23923970758914948,0.45010748505592346,0.2497486025094986,0.41031414270401,0.1762417107820511,0.29463258385658264
catch,0.247139111161232,0.16668148338794708,0.22350099682807922,0.19118857383728027,0.23496803641319275,0.3158206641674042,0.2657812237739563,0.17467918992042542,0.22515015304088593,0.17880360782146454,0.22425855696201324,0.16547328233718872,0.28881779313087463
up,0.28591108322143555,0.24070115387439728,0.38423117995262146,0.2506323456764221,0.21352851390838623,0.40375280380249023,0.27963516116142273,0.22685807943344116,0.3120773434638977,0.1975770741701126,0.34194523096084595,0.13020706176757812,0.1819818764925003
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.24060699343681335,0.44245919585227966,0.39254459738731384,0.23756082355976105,0.5201468467712402,0.20653429627418518,0.49057599902153015,0.2097204476594925,0.31091248989105225
abc,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.2403600513935089,0.38518208265304565,0.1762417107820511,0.14780379831790924,0.40931931138038635,0.1697147786617279,0.1639925241470337,0.2862928807735443,1.0000001192092896,0.19065172970294952
followed,0.20169416069984436,0.2845839560031891,0.3567860722541809,0.3457415997982025,0.20884594321250916,0.23444271087646484,0.22258059680461884,0.29188093543052673,0.3307904005050659,0.15728627145290375,0.28835389018058777,0.18081481754779816,0.20567169785499573
up,0.28591108322143555,0.24070115387439728,0.38423117995262146,0.2506323456764221,0.21352851390838623,0.40375280380249023,0.27963516116142273,0.22685807943344116,0.3120773434638977,0.1975770741701126,0.34194523096084595,0.13020706176757812,0.1819818764925003
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.31376904249191284,0.535392165184021,0.4248143136501312,0.32855433225631714,0.6662389636039734,0.21895472705364227,0.5107308030128479,0.2068762183189392,0.22068053483963013
flintstones,0.1743185967206955,0.2534482479095459,0.1954326629638672,0.1980665624141693,0.3875825107097626,0.1365019679069519,0.1985059380531311,0.3037467300891876,0.23422248661518097,0.24665632843971252,0.2602778375148773,0.27111661434173584,0.21507510542869568
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.2691199779510498,0.17767351865768433,0.4239959120750427,0.36101722717285156,0.31546682119369507,0.4080928862094879,0.22848032414913177,0.40749499201774597,0.17432008683681488,0.2433311939239502
another,0.4190070629119873,0.34961897134780884,0.5019711852073669,0.43250274658203125,0.1687842309474945,0.48769932985305786,0.42243969440460205,0.16054552793502808,0.3397690951824188,0.20273829996585846,0.2988088130950928,0.16896098852157593,0.295511931180954
animated,0.1981387585401535,0.23250442743301392,0.2584627568721771,0.2666533589363098,0.5031037330627441,0.2219563126564026,0.18851405382156372,0.37953969836235046,0.2128359079360962,0.15012899041175842,0.17662712931632996,0.3651624023914337,0.19142872095108032
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.3264976441860199,1.0000001192092896,0.19879554212093353,0.21031107008457184,0.49009525775909424,0.2914260923862457,0.21274156868457794,0.23828625679016113,0.38518208265304565,0.1709602326154709
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.23348960280418396,0.20279763638973236,0.4069952368736267,0.3107333183288574,0.1659439206123352,0.4274188280105591,0.25717154145240784,0.36926645040512085,0.12159302085638046,0.19969791173934937
hanna-barbera,0.27690231800079346,0.36983272433280945,0.3135928809642792,0.25505226850509644,0.3795824348926544,0.26231124997138977,0.18350298702716827,0.27825498580932617,0.2921808362007141,0.16746290028095245,0.32038554549217224,0.4016168415546417,0.2529374063014984
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.24060699343681335,0.44245919585227966,0.39254459738731384,0.23756082355976105,0.5201468467712402,0.20653429627418518,0.49057599902153015,0.2097204476594925,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.31376904249191284,0.535392165184021,0.4248143136501312,0.32855433225631714,0.6662389636039734,0.21895472705364227,0.5107308030128479,0.2068762183189392,0.22068053483963013
jetsons,0.15691179037094116,0.24427902698516846,0.2416982650756836,0.24321341514587402,0.427379846572876,0.15097744762897491,0.135433629155159,0.338951051235199,0.22180184721946716,0.22408311069011688,0.23572315275669098,0.38949209451675415,0.23732660710811615
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.24060699343681335,0.44245919585227966,0.39254459738731384,0.23756082355976105,0.5201468467712402,0.20653429627418518,0.49057599902153015,0.2097204476594925,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.3828166127204895,0.2484029233455658,0.5345056653022766,0.476310670375824,0.2598966658115387,0.4840516746044159,0.26011791825294495,0.4245251417160034,0.1991286277770996,0.25814583897590637
debuted,0.08543460816144943,0.3357197344303131,0.28418588638305664,0.35306718945503235,0.2802524268627167,0.17721480131149292,0.14085184037685394,0.40781787037849426,0.25110283493995667,0.18881756067276,0.3414226770401001,0.27247121930122375,0.12089905142784119
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.23828625679016113,0.41031414270401,0.37900757789611816,0.3225823640823364,0.46853652596473694,0.20340315997600555,0.9999999403953552,0.2862928807735443,0.2714994251728058
september,0.2153792530298233,0.4425655007362366,0.2516939043998718,0.2735162377357483,0.17910413444042206,0.22485187649726868,0.16678357124328613,0.2590835690498352,0.25402772426605225,0.13787920773029327,0.39627984166145325,0.23585575819015503,0.2665146589279175
23,0.036675017327070236,-0.04668274149298668,-0.04008803516626358,0.006463608704507351,-0.10668274015188217,-0.017384229227900505,-0.03458748385310173,-0.015527949668467045,-0.00097907695453614,-0.021597791463136673,-0.11098738014698029,-0.02172941528260708,0.012076443061232567
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.24060699343681335,0.44245919585227966,0.39254459738731384,0.23756082355976105,0.5201468467712402,0.20653429627418518,0.49057599902153015,0.2097204476594925,0.31091248989105225
1962,-0.001027831924147904,-0.03281155601143837,-0.023296929895877838,-0.12709982693195343,-0.1470051258802414,-0.048656053841114044,0.004001747351139784,-0.18306440114974976,-0.0651141032576561,-0.013377656228840351,-0.12164092063903809,-0.12502028048038483,-0.008269774727523327
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.33842000365257263,0.2641415596008301,0.42092081904411316,0.5230465531349182,0.26157230138778687,0.3887844979763031,0.21893621981143951,0.36047765612602234,0.2286096066236496,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.31376904249191284,0.535392165184021,0.4248143136501312,0.32855433225631714,0.6662389636039734,0.21895472705364227,0.5107308030128479,0.2068762183189392,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,1.0,0.3264976441860199,0.3792489171028137,0.29818081855773926,0.3656581938266754,0.4127444326877594,0.2140340805053711,0.3120559751987457,0.2403600513935089,0.18701928853988647
television,0.19838058948516846,0.2516675293445587,0.24569597840309143,0.2787016034126282,0.6111506819725037,0.1933557242155075,0.21234801411628723,0.7145999670028687,0.2689782977104187,0.15436944365501404,0.2825660705566406,0.46871840953826904,0.16825827956199646
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.3264976441860199,1.0000001192092896,0.19879554212093353,0.21031107008457184,0.49009525775909424,0.2914260923862457,0.21274156868457794,0.23828625679016113,0.38518208265304565,0.1709602326154709
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.19879554212093353,1.0,0.4972836375236511,0.23923970758914948,0.45010748505592346,0.2497486025094986,0.41031414270401,0.1762417107820511,0.29463258385658264
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.29818081855773926,0.21031107008457184,0.4972836375236511,1.0,0.21121026575565338,0.3481820821762085,0.25171205401420593,0.37900757789611816,0.14780379831790924,0.3324260413646698
