,what,kind,of,economy,does,victoria,have,?
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.24644890427589417,0.35928019881248474,0.2204313427209854,0.40389683842658997,0.22068053483963013
economy,0.21764783561229706,0.14723443984985352,0.2583308815956116,1.0,0.17583751678466797,0.11471247673034668,0.18772046267986298,0.11486924439668655
of,0.33290785551071167,0.2285657674074173,1.0,0.2583308815956116,0.3119818866252899,0.2505437433719635,0.3802283704280853,0.1826142966747284
victoria,0.1194850504398346,0.13189169764518738,0.2505437433719635,0.11471247673034668,0.09501408785581589,1.0,0.16480252146720886,0.12246892601251602
is,0.28837618231773376,0.3292753994464874,0.4854315221309662,0.2698528468608856,0.4403602182865143,0.1633591204881668,0.3613572418689728,0.22961433231830597
highly,0.22724121809005737,0.22162090241909027,0.21906863152980804,0.13162261247634888,0.20624683797359467,0.0662359893321991,0.30218270421028137,0.1542806625366211
diversified,0.12123613804578781,0.18081696331501007,0.2651498019695282,0.30865299701690674,0.15414758026599884,0.1562364101409912,0.2808569371700287,0.04989355057477951
:,-0.12022944539785385,-0.1352740079164505,-0.08807745575904846,0.05854745954275131,-0.11934193223714828,-0.11330875754356384,-0.10825085639953613,-0.07156077772378922
service,0.16857224702835083,0.12527631223201752,0.18425606191158295,0.2478625625371933,0.14214417338371277,0.2556370496749878,0.14890135824680328,0.1676298975944519
sectors,0.2103491723537445,0.19089215993881226,0.30364930629730225,0.42624571919441223,0.17946767807006836,0.21082887053489685,0.27572932839393616,0.08638603240251541
including,0.18328791856765747,0.20866802334785461,0.44195112586021423,0.17461474239826202,0.20252716541290283,0.1815689355134964,0.41958683729171753,0.1633303165435791
financial,0.1900392472743988,0.10687042772769928,0.30178552865982056,0.4356849491596222,0.18370962142944336,0.14785988628864288,0.1648257076740265,0.06444920599460602
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.26484790444374084,0.3461615741252899,0.24507255852222443,0.4711785912513733,0.20544172823429108
property,0.24978817999362946,0.19268450140953064,0.2299845814704895,0.21817699074745178,0.20449848473072052,0.13789412379264832,0.21833796799182892,0.16865147650241852
services,0.16048473119735718,0.16555213928222656,0.23787347972393036,0.3158982992172241,0.21305601298809052,0.29007697105407715,0.20395144820213318,0.1328447163105011
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2521176040172577,0.28617382049560547,0.2279360294342041,0.3541618287563324,0.31091248989105225
health,0.21460163593292236,0.13489030301570892,0.28076469898223877,0.3636942207813263,0.2216196060180664,0.16232343018054962,0.2750714123249054,0.16094304621219635
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2521176040172577,0.28617382049560547,0.2279360294342041,0.3541618287563324,0.31091248989105225
education,0.19940856099128723,0.09706664830446243,0.3015166223049164,0.3624971807003021,0.1943693906068802,0.18859943747520447,0.19461645185947418,0.18067774176597595
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2521176040172577,0.28617382049560547,0.2279360294342041,0.3541618287563324,0.31091248989105225
wholesale,0.29576560854911804,0.22332192957401276,0.1980276256799698,0.4194283187389374,0.27492761611938477,0.1073065921664238,0.30419275164604187,0.29312044382095337
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2521176040172577,0.28617382049560547,0.2279360294342041,0.3541618287563324,0.31091248989105225
retail,0.14509697258472443,0.12639105319976807,0.22651293873786926,0.3323313295841217,0.13990212976932526,0.2023278772830963,0.21119394898414612,0.07912889122962952
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2521176040172577,0.28617382049560547,0.2279360294342041,0.3541618287563324,0.31091248989105225
hospitality,0.18768493831157684,0.16839028894901276,0.23605740070343018,0.3355278968811035,0.18931742012500763,0.20268751680850983,0.2454778552055359,0.16437436640262604
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.26484790444374084,0.3461615741252899,0.24507255852222443,0.4711785912513733,0.20544172823429108
manufacturing,0.1945977807044983,0.20790335536003113,0.26644885540008545,0.40923160314559937,0.14351007342338562,0.10239111632108688,0.16728973388671875,0.11596895009279251
constitute,0.30935925245285034,0.22515904903411865,0.36595216393470764,0.19213630259037018,0.22185388207435608,0.1299796849489212,0.2508368194103241,0.23319922387599945
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.24644890427589417,0.35928019881248474,0.2204313427209854,0.40389683842658997,0.22068053483963013
majority,0.25967487692832947,0.18829452991485596,0.29706597328186035,0.2377488613128662,0.2256021648645401,0.11181531846523285,0.36177510023117065,0.220119908452034
of,0.33290785551071167,0.2285657674074173,1.0,0.2583308815956116,0.3119818866252899,0.2505437433719635,0.3802283704280853,0.1826142966747284
employment,0.1882249116897583,0.16312439739704132,0.25652140378952026,0.4760255217552185,0.23374494910240173,0.17772091925144196,0.23099453747272491,0.20128771662712097
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2477293759584427,0.3022993505001068,0.23069117963314056,0.41614407300949097,0.4130953550338745
