,where,are,teachers,recruited,from,?
in,0.5344807505607605,0.3841303884983063,0.2128150761127472,0.17244060337543488,0.4274188280105591,0.20430970191955566
germany,0.20900733768939972,0.19546794891357422,0.17061324417591095,0.1330108493566513,0.18705032765865326,0.1388660967350006
",",0.3149496018886566,0.4062570035457611,0.28049156069755554,0.17033177614212036,0.39760664105415344,0.31091248989105225
teachers,0.21712590754032135,0.2565288841724396,1.0,0.39103689789772034,0.2124260663986206,0.19522249698638916
are,0.32389864325523376,1.0,0.2565288841724396,0.1574554443359375,0.2674213647842407,0.24591213464736938
mainly,0.3845270276069641,0.40445566177368164,0.2321222573518753,0.25249433517456055,0.3165775537490845,0.07608037441968918
civil,0.13912323117256165,0.12244163453578949,0.23243674635887146,0.21210676431655884,0.11420916765928268,0.1494513899087906
servants,0.18830028176307678,0.25798866152763367,0.3749677538871765,0.21947982907295227,0.18279364705085754,0.15403048694133759
recruited,0.19832047820091248,0.1574554443359375,0.39103689789772034,1.0,0.1273527294397354,0.09634052217006683
in,0.5344807505607605,0.3841303884983063,0.2128150761127472,0.17244060337543488,0.4274188280105591,0.20430970191955566
special,0.2774714529514313,0.28764480352401733,0.18985873460769653,0.15787947177886963,0.17036697268486023,0.29623302817344666
university,0.26550742983818054,0.16609783470630646,0.4543011486530304,0.19813266396522522,0.2771088182926178,0.11887256056070328
classes,0.19161160290241241,0.2913099527359009,0.40751945972442627,0.1781955361366272,0.1705537587404251,0.14397528767585754
",",0.3149496018886566,0.4062570035457611,0.28049156069755554,0.17033177614212036,0.39760664105415344,0.31091248989105225
called,0.3857341706752777,0.3676711618900299,0.18789449334144592,0.24732021987438202,0.2703215777873993,0.18963319063186646
lehramtstudien,0.21595893800258636,0.18777239322662354,0.3604018986225128,0.311110258102417,0.21786271035671234,0.23829670250415802
(,0.1970011591911316,0.23263892531394958,0.17691689729690552,0.07313727587461472,0.25806233286857605,0.40561532974243164
teaching,0.24929308891296387,0.23373855650424957,0.6562570333480835,0.29980289936065674,0.20678803324699402,0.20424684882164001
education,0.19163627922534943,0.14324818551540375,0.5322820544242859,0.25887608528137207,0.19191351532936096,0.18067774176597595
studies,0.22773514688014984,0.2574615776538849,0.37560921907424927,0.18402335047721863,0.1846308708190918,0.1388726830482483
),0.20711064338684082,0.2373749315738678,0.20307962596416473,0.08337271958589554,0.2672361731529236,0.42300865054130554
.,0.41390106081962585,0.3452940285205841,0.24628326296806335,0.18272782862186432,0.41536515951156616,0.4130953550338745
