,what,team,lost,super,bowl,xxxiii,?
the,0.42745697498321533,0.22564226388931274,0.3376973867416382,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.22068053483963013
broncos,0.1787765771150589,0.32797038555145264,0.19186308979988098,0.36141330003738403,0.4351775348186493,0.46111395955085754,0.18377114832401276
last,0.23175878822803497,0.17319153249263763,0.2995735704898834,0.17231976985931396,0.20327796041965485,0.2604474425315857,0.22371746599674225
wore,0.16125711798667908,0.21997667849063873,0.20162568986415863,0.16364960372447968,0.17592862248420715,0.21195809543132782,0.11052817106246948
matching,0.25211000442504883,0.1995486170053482,0.13886789977550507,0.08712805807590485,0.16784971952438354,0.19846192002296448,0.2242019772529602
white,0.1410645991563797,0.1012396290898323,0.12830454111099243,0.11256568133831024,0.17490817606449127,0.14468711614608765,0.124679796397686
jerseys,0.11635155230760574,0.3443291187286377,0.1396152228116989,0.23186436295509338,0.19441187381744385,0.28409475088119507,0.0964861810207367
and,0.31309178471565247,0.22394508123397827,0.25558507442474365,0.18368244171142578,0.1698254644870758,0.18720266222953796,0.20544172823429108
pants,0.1608412116765976,0.17318162322044373,0.08244715631008148,0.2106703817844391,0.2013835906982422,0.22776800394058228,0.17935864627361298
in,0.30808621644973755,0.18841172754764557,0.3167656362056732,0.18576006591320038,0.17236235737800598,0.23179616034030914,0.20430970191955566
the,0.42745697498321533,0.22564226388931274,0.3376973867416382,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.22068053483963013
super,0.13651713728904724,0.23339706659317017,0.19755052030086517,1.0000001192092896,0.4848237931728363,0.521435022354126,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.20279569923877716,0.4848237931728363,1.0,0.5332549810409546,0.21118052303791046
in,0.30808621644973755,0.18841172754764557,0.3167656362056732,0.18576006591320038,0.17236235737800598,0.23179616034030914,0.20430970191955566
super,0.13651713728904724,0.23339706659317017,0.19755052030086517,1.0000001192092896,0.4848237931728363,0.521435022354126,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.20279569923877716,0.4848237931728363,1.0,0.5332549810409546,0.21118052303791046
xxxiii,0.13784337043762207,0.26799407601356506,0.2170814424753189,0.521435022354126,0.5332549810409546,1.0,0.19756333529949188
",",0.3087472915649414,0.21287471055984497,0.26788443326950073,0.22322475910186768,0.1810409277677536,0.28180480003356934,0.31091248989105225
elway,0.2192334681749344,0.2936027944087982,0.20700524747371674,0.2389257848262787,0.3023669123649597,0.32840511202812195,0.2248448133468628
's,0.02692362666130066,0.04450521618127823,-0.04458974674344063,0.09726737439632416,-0.02838491089642048,0.017510170117020607,-0.023395681753754616
last,0.23175878822803497,0.17319153249263763,0.2995735704898834,0.17231976985931396,0.20327796041965485,0.2604474425315857,0.22371746599674225
game,0.2246788740158081,0.3462994396686554,0.18611027300357819,0.3480181396007538,0.2413962334394455,0.3162572979927063,0.1829071193933487
as,0.31749409437179565,0.14189721643924713,0.19285669922828674,0.21450649201869965,0.14539222419261932,0.20796296000480652,0.27043893933296204
denver,0.1275133192539215,0.18347741663455963,0.1464529186487198,0.24589714407920837,0.2861449718475342,0.3136270344257355,0.1520889848470688
qb,0.12458405643701553,0.30134010314941406,0.1933930218219757,0.2669486999511719,0.32663026452064514,0.3660312294960022,0.17378021776676178
",",0.3087472915649414,0.21287471055984497,0.26788443326950073,0.22322475910186768,0.1810409277677536,0.28180480003356934,0.31091248989105225
when,0.4700249433517456,0.19886156916618347,0.2786714434623718,0.20393483340740204,0.20523639023303986,0.22676533460617065,0.22841128706932068
they,0.4431931674480438,0.22993488609790802,0.25142577290534973,0.1988932192325592,0.18658970296382904,0.2121027112007141,0.2753053903579712
defeated,0.13652801513671875,0.2748386263847351,0.5409082174301147,0.22541621327400208,0.24224305152893066,0.3593118488788605,0.1413237303495407
the,0.42745697498321533,0.22564226388931274,0.3376973867416382,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.22068053483963013
atlanta,0.16388162970542908,0.2395622879266739,0.102445587515831,0.18281380832195282,0.2594067454338074,0.36442822217941284,0.15733501315116882
falcons,0.16426008939743042,0.2701348066329956,0.0829600840806961,0.2247217297554016,0.3091208338737488,0.328747034072876,0.13383014500141144
34–19,-0.024621915072202682,-0.09153582900762558,-0.021365545690059662,-0.015810701996088028,-0.08226211369037628,-0.09271158277988434,-0.03791365772485733
.,0.3567904531955719,0.26467522978782654,0.2800092399120331,0.2757420241832733,0.21516893804073334,0.24740536510944366,0.4130953550338745
