,whose,control,of,the,uk,'s,government,helped,fuel,a,desire,for,a,scottish,parliament,?
throughout,0.23082780838012695,0.18419265747070312,0.35374847054481506,0.4158564507961273,0.09953273832798004,0.002080083591863513,0.2024364471435547,0.2587437033653259,0.14803741872310638,0.2578590512275696,0.17901965975761414,0.31491008400917053,0.2578590512275696,0.06985606253147125,0.1311212182044983,0.12665234506130219
the,0.38253846764564514,0.32841500639915466,0.733189046382904,1.0,0.2143084555864334,-0.01540423184633255,0.31798112392425537,0.3108886480331421,0.18534968793392181,0.5829201340675354,0.21467123925685883,0.4739971458911896,0.5829201340675354,0.21724988520145416,0.26521381735801697,0.22068053483963013
1980s,0.017679160460829735,0.12238510698080063,0.11110851913690567,0.07890266180038452,0.04348371550440788,0.1363120675086975,0.11077824980020523,-0.028258273378014565,0.21804358065128326,0.1030743196606636,-0.1281919628381729,0.01433656644076109,0.1030743196606636,0.05364219471812248,0.08128772675991058,-0.0718669518828392
and,0.3339773118495941,0.29790008068084717,0.5116966962814331,0.5171257257461548,0.2701246440410614,0.06895173341035843,0.2859337627887726,0.318156898021698,0.22683054208755493,0.3739250600337982,0.20454153418540955,0.5064792633056641,0.3739250600337982,0.2972351908683777,0.26227831840515137,0.20544172823429108
1990s,0.004707771353423595,-0.015797503292560577,-0.1590232104063034,-0.09473290294408798,-0.04483962059020996,0.02525479905307293,0.12802797555923462,0.07700645178556442,-0.10004918277263641,-0.03140617534518242,0.04015157371759415,0.0328381322324276,-0.03140617534518242,-0.0625244528055191,0.05204346403479576,0.11282819509506226
",",0.25601375102996826,0.20811550319194794,0.4946078956127167,0.4933079481124878,0.2632971405982971,-0.0016132977325469255,0.27344048023223877,0.2661169171333313,0.19458916783332825,0.427140474319458,0.2094406634569168,0.4464869201183319,0.427140474319458,0.21369139850139618,0.25442883372306824,0.31091248989105225
demand,0.11670663207769394,0.24256980419158936,0.2345065176486969,0.27194610238075256,0.1271771341562271,0.009128083474934101,0.3500652611255646,0.1375577747821808,0.2775256037712097,0.2180943340063095,0.2586333751678467,0.3395264446735382,0.2180943340063095,0.127549946308136,0.22604183852672577,0.13359291851520538
for,0.22978365421295166,0.2014283388853073,0.4185989499092102,0.4739971458911896,0.22479099035263062,-0.07241261005401611,0.23902073502540588,0.26606255769729614,0.19778265058994293,0.44038116931915283,0.2139434516429901,0.9999999403953552,0.44038116931915283,0.15676887333393097,0.23382046818733215,0.264628142118454
a,0.3225097060203552,0.21056023240089417,0.5052502155303955,0.5829201340675354,0.19665123522281647,0.04866964742541313,0.25158295035362244,0.24550430476665497,0.199651837348938,1.0,0.18329136073589325,0.44038116931915283,1.0,0.18544672429561615,0.22951169312000275,0.23916715383529663
scottish,0.16443532705307007,0.11660381406545639,0.1698460429906845,0.21724988520145416,0.2735420763492584,0.09608723223209381,0.17260609567165375,0.08887634426355362,0.0871955007314682,0.18544672429561615,0.08939295262098312,0.15676887333393097,0.18544672429561615,1.0000001192092896,0.3418616056442261,0.06442669779062271
parliament,0.08063250035047531,0.14446541666984558,0.2885259687900543,0.26521381735801697,0.31670740246772766,0.012842429801821709,0.5386218428611755,0.13780249655246735,0.2052791565656662,0.22951169312000275,0.11709544062614441,0.23382046818733215,0.22951169312000275,0.3418616056442261,1.0,0.1586504578590393
grew,0.10337785631418228,0.11274311691522598,0.2421051263809204,0.226883202791214,0.11457596719264984,-0.017871098592877388,0.13792748749256134,0.3145090639591217,0.14430966973304749,0.15698304772377014,0.09721531718969345,0.19393101334571838,0.15698304772377014,0.17708274722099304,0.14633631706237793,0.05505307391285896
",",0.25601375102996826,0.20811550319194794,0.4946078956127167,0.4933079481124878,0.2632971405982971,-0.0016132977325469255,0.27344048023223877,0.2661169171333313,0.19458916783332825,0.427140474319458,0.2094406634569168,0.4464869201183319,0.427140474319458,0.21369139850139618,0.25442883372306824,0.31091248989105225
in,0.23496666550636292,0.24831421673297882,0.5696388483047485,0.6662389636039734,0.2261405885219574,-0.037580832839012146,0.3066793978214264,0.304380863904953,0.17527905106544495,0.539380669593811,0.1546286642551422,0.4322226941585541,0.539380669593811,0.16512006521224976,0.2323146015405655,0.20430970191955566
part,0.25495222210884094,0.2996152937412262,0.452393114566803,0.527681291103363,0.11931297183036804,0.007562864106148481,0.20592926442623138,0.18525241315364838,0.20115692913532257,0.3994528353214264,0.14622634649276733,0.250704288482666,0.3994528353214264,0.08492352068424225,0.20559187233448029,0.08557961881160736
because,0.38319703936576843,0.2736515998840332,0.4075504541397095,0.44596394896507263,0.13033239543437958,0.05210670828819275,0.26671093702316284,0.2933576703071594,0.25946691632270813,0.42230045795440674,0.27544882893562317,0.4676002562046051,0.42230045795440674,0.15186581015586853,0.18986336886882782,0.2528740465641022
the,0.38253846764564514,0.32841500639915466,0.733189046382904,1.0,0.2143084555864334,-0.01540423184633255,0.31798112392425537,0.3108886480331421,0.18534968793392181,0.5829201340675354,0.21467123925685883,0.4739971458911896,0.5829201340675354,0.21724988520145416,0.26521381735801697,0.22068053483963013
government,0.16691625118255615,0.32472148537635803,0.3475167155265808,0.31798112392425537,0.20926889777183533,0.00033092309604398906,1.0000001192092896,0.25491011142730713,0.2181398868560791,0.25158295035362244,0.1837754249572754,0.23902073502540588,0.25158295035362244,0.17260609567165375,0.5386218428611755,0.18851417303085327
of,0.37058958411216736,0.2817542552947998,1.0,0.733189046382904,0.21513383090496063,-0.03817026689648628,0.3475167155265808,0.26548290252685547,0.18857792019844055,0.5052502155303955,0.15082654356956482,0.4185989499092102,0.5052502155303955,0.1698460429906845,0.2885259687900543,0.1826142966747284
the,0.38253846764564514,0.32841500639915466,0.733189046382904,1.0,0.2143084555864334,-0.01540423184633255,0.31798112392425537,0.3108886480331421,0.18534968793392181,0.5829201340675354,0.21467123925685883,0.4739971458911896,0.5829201340675354,0.21724988520145416,0.26521381735801697,0.22068053483963013
united,0.13012927770614624,0.14107011258602142,0.3187655806541443,0.34367692470550537,0.40107643604278564,-0.03853745758533478,0.33881843090057373,0.204621359705925,0.1678466945886612,0.2732578217983246,0.10622955113649368,0.30487096309661865,0.2732578217983246,0.23761798441410065,0.2553708553314209,0.17266890406608582
kingdom,0.07660921663045883,0.2187635898590088,0.3218171298503876,0.3143408000469208,0.5142970681190491,0.04632937163114548,0.2937403917312622,0.0726897194981575,0.1568707525730133,0.18099536001682281,0.1262558251619339,0.19669248163700104,0.18099536001682281,0.22036601603031158,0.3534179627895355,0.12927088141441345
was,0.2162860482931137,0.19347785413265228,0.4069072902202606,0.48711544275283813,0.206756129860878,0.008974763564765453,0.2995857298374176,0.384408563375473,0.16905204951763153,0.4508470594882965,0.1945728212594986,0.3863949179649353,0.4508470594882965,0.20229777693748474,0.24742799997329712,0.18412111699581146
controlled,0.15449100732803345,0.7488215565681458,0.2840180993080139,0.3320712745189667,0.12126826494932175,0.04226101562380791,0.35482412576675415,0.22310031950473785,0.17936669290065765,0.22610771656036377,0.1432480663061142,0.1490403413772583,0.22610771656036377,0.138427734375,0.14440502226352692,0.1105743944644928
by,0.3384193778038025,0.2360290139913559,0.3646814823150635,0.4408751428127289,0.1589900702238083,-0.010884488001465797,0.24235671758651733,0.24260085821151733,0.14972494542598724,0.32094135880470276,0.16310028731822968,0.3248702883720398,0.32094135880470276,0.1562303602695465,0.1523929238319397,0.17966607213020325
the,0.38253846764564514,0.32841500639915466,0.733189046382904,1.0,0.2143084555864334,-0.01540423184633255,0.31798112392425537,0.3108886480331421,0.18534968793392181,0.5829201340675354,0.21467123925685883,0.4739971458911896,0.5829201340675354,0.21724988520145416,0.26521381735801697,0.22068053483963013
conservative,0.12035736441612244,0.21816082298755646,0.17898385226726532,0.19218477606773376,0.33419641852378845,0.01201924029737711,0.3413686156272888,0.14450225234031677,0.19826513528823853,0.2118833065032959,0.1541750282049179,0.1900888830423355,0.2118833065032959,0.28672918677330017,0.41210222244262695,0.1597563922405243
party,0.1311964988708496,0.20044298470020294,0.23662418127059937,0.23779736459255219,0.23062366247177124,0.02531869150698185,0.41171973943710327,0.21738611161708832,0.14658388495445251,0.20141370594501495,0.16801506280899048,0.22076621651649475,0.20141370594501495,0.23822161555290222,0.47402411699295044,0.19031576812267303
",",0.25601375102996826,0.20811550319194794,0.4946078956127167,0.4933079481124878,0.2632971405982971,-0.0016132977325469255,0.27344048023223877,0.2661169171333313,0.19458916783332825,0.427140474319458,0.2094406634569168,0.4464869201183319,0.427140474319458,0.21369139850139618,0.25442883372306824,0.31091248989105225
while,0.25962477922439575,0.2686825096607208,0.3366928696632385,0.39804592728614807,0.14254289865493774,0.0011869525769725442,0.1848406046628952,0.19244027137756348,0.18269018828868866,0.3733035624027252,0.19945113360881805,0.4232339859008789,0.3733035624027252,0.20786727964878082,0.19438320398330688,0.21076419949531555
scotland,0.08212298899888992,0.1344141662120819,0.2208399921655655,0.23846951127052307,0.390516996383667,0.03316264972090721,0.22436054050922394,0.02844676561653614,0.18107780814170837,0.2106660157442093,0.09440135955810547,0.2155212014913559,0.2106660157442093,0.667405903339386,0.33239492774009705,0.09160218387842178
itself,0.2160191535949707,0.2946222722530365,0.3157202899456024,0.45971640944480896,0.1910431683063507,-0.024358876049518585,0.21740679442882538,0.08037926256656647,0.16708043217658997,0.4065200984477997,0.2427484095096588,0.25750136375427246,0.4065200984477997,0.119144007563591,0.2203376293182373,0.17933900654315948
elected,0.16867996752262115,0.18052136898040771,0.2767166793346405,0.23167964816093445,0.1249026283621788,-0.09862285107374191,0.3878932595252991,0.22668832540512085,0.1331525295972824,0.18310341238975525,0.1808486431837082,0.19620943069458008,0.18310341238975525,0.18456816673278809,0.5323356986045837,0.1966295689344406
relatively,0.33175498247146606,0.16436445713043213,0.2916591167449951,0.33481109142303467,0.07947248220443726,0.04332387074828148,0.1447027623653412,0.19125597178936005,0.17864090204238892,0.3819689452648163,0.14656777679920197,0.23884440958499908,0.3819689452648163,0.13847030699253082,0.12416913360357285,0.1281091868877411
few,0.24348071217536926,0.16072586178779602,0.2682102620601654,0.34660017490386963,0.0788951963186264,0.06408512592315674,0.20405253767967224,0.23027363419532776,0.1702764928340912,0.2765968441963196,0.15021595358848572,0.34910818934440613,0.2765968441963196,0.0784732922911644,0.15290284156799316,0.2334265559911728
