,how,did,the,black,death,make,it,to,the,mediterranean,and,europe,?
from,0.22939439117908478,0.20248863101005554,0.40150508284568787,0.1814838945865631,0.22335824370384216,0.24641869962215424,0.325604110956192,0.4069952368736267,0.40150508284568787,0.2079935371875763,0.3601827025413513,0.18114914000034332,0.19969791173934937
there,0.3328511416912079,0.29736605286598206,0.47025805711746216,0.14695332944393158,0.14366398751735687,0.38302484154701233,0.4020688533782959,0.40669289231300354,0.47025805711746216,0.1871892362833023,0.4242868423461914,0.2181350141763687,0.29405656456947327
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.324553906917572,0.48329564929008484,0.44245919585227966,0.4933079481124878,0.2047611027956009,0.6633074283599854,0.2542513906955719,0.31091248989105225
it,0.36714982986450195,0.2993364930152893,0.6251175999641418,0.2078537493944168,0.16903388500213623,0.40787607431411743,0.9999999403953552,0.513711154460907,0.6251175999641418,0.2698756158351898,0.40957894921302795,0.2849960923194885,0.25732165575027466
was,0.16678167879581451,0.41399896144866943,0.48711544275283813,0.1419273465871811,0.28516459465026855,0.20205417275428772,0.4577186405658722,0.3636345863342285,0.48711544275283813,0.1871383637189865,0.3740963041782379,0.2931758761405945,0.18412111699581146
most,0.311336874961853,0.2822507321834564,0.47635307908058167,0.20673897862434387,0.1540587842464447,0.39040058851242065,0.4001435935497284,0.321603000164032,0.47635307908058167,0.25737664103507996,0.4309377074241638,0.33005326986312866,0.2107497900724411
likely,0.3949867784976959,0.27472808957099915,0.28129076957702637,0.16708774864673615,0.17528821527957916,0.33809709548950195,0.32353657484054565,0.41562584042549133,0.28129076957702637,0.17463549971580505,0.3069725036621094,0.2237749993801117,0.35971182584762573
carried,0.2256346195936203,0.17487744987010956,0.31854987144470215,0.23373478651046753,0.16053631901741028,0.2407548576593399,0.182406947016716,0.21867457032203674,0.31854987144470215,0.20276881754398346,0.2700822949409485,0.20634430646896362,0.1305524855852127
by,0.34370526671409607,0.18574509024620056,0.4408751428127289,0.1966358721256256,0.23285827040672302,0.2695997655391693,0.40926623344421387,0.33534231781959534,0.4408751428127289,0.17718994617462158,0.4289871156215668,0.2368858903646469,0.17966607213020325
oriental,0.14351023733615875,0.12901484966278076,0.28532177209854126,0.20615823566913605,0.1328476369380951,0.13473547995090485,0.2207237035036087,0.1792728751897812,0.28532177209854126,0.33803102374076843,0.20877836644649506,0.24571330845355988,0.1044238805770874
rat,0.17446976900100708,0.12738826870918274,0.20352445542812347,0.20736907422542572,0.13449351489543915,0.18251463770866394,0.1686747521162033,0.18712738156318665,0.20352445542812347,0.12195523083209991,0.16388389468193054,0.2152467668056488,0.1439226120710373
fleas,0.29172441363334656,0.24303287267684937,0.25670117139816284,0.2548484802246094,0.16260693967342377,0.30142518877983093,0.27030476927757263,0.344497412443161,0.25670117139816284,0.3002270758152008,0.3353881537914276,0.3203912675380707,0.25398749113082886
living,0.16140781342983246,0.16898059844970703,0.3127744197845459,0.171754851937294,0.19755612313747406,0.1944745033979416,0.20901772379875183,0.2300543487071991,0.3127744197845459,0.17047737538814545,0.27568840980529785,0.1735750287771225,0.18362653255462646
on,0.32655060291290283,0.2670976221561432,0.5107308030128479,0.18663345277309418,0.16915851831436157,0.27031177282333374,0.4529881477355957,0.41031414270401,0.5107308030128479,0.18215149641036987,0.4077630043029785,0.250590980052948,0.2714994251728058
the,0.33890387415885925,0.34736719727516174,1.0,0.28466513752937317,0.21438048779964447,0.3146495521068573,0.6251175999641418,0.535392165184021,1.0,0.33625227212905884,0.5171257257461548,0.34463706612586975,0.22068053483963013
black,0.2023327350616455,0.14310608804225922,0.28466513752937317,1.0,0.1932034194469452,0.19728462398052216,0.2078537493944168,0.23292754590511322,0.28466513752937317,0.2222985029220581,0.24407927691936493,0.21574854850769043,0.15159966051578522
rats,0.18014338612556458,0.17853616178035736,0.216946080327034,0.1869579255580902,0.11440344154834747,0.2148417830467224,0.16775110363960266,0.22670532763004303,0.216946080327034,0.18371114134788513,0.23571710288524628,0.2919968366622925,0.08418426662683487
that,0.557814359664917,0.47518548369407654,0.5473989248275757,0.22347763180732727,0.25607815384864807,0.48783382773399353,0.5921133160591125,0.5436353087425232,0.5473989248275757,0.21460191905498505,0.4731321930885315,0.23799441754817963,0.32716336846351624
were,0.2082374095916748,0.4162326455116272,0.3906462490558624,0.1622566133737564,0.20675764977931976,0.2902480363845825,0.25487732887268066,0.31913647055625916,0.3906462490558624,0.15862956643104553,0.42175528407096863,0.2586973309516907,0.17890112102031708
