,how,was,luther,presented,as,an,image,to,spread,protestantism,?
he,0.2594625651836395,0.5410010814666748,0.2454872578382492,0.2304069697856903,0.33787044882774353,0.281929612159729,0.09870817512273788,0.385390967130661,0.21667730808258057,0.24583843350410461,0.2089974731206894
was,0.16678167879581451,1.0000001192092896,0.19185513257980347,0.2883085608482361,0.3677520453929901,0.3694365322589874,0.15568946301937103,0.3636345863342285,0.16506560146808624,0.24404795467853546,0.18412111699581146
shown,0.28056201338768005,0.21061603724956512,0.10535307973623276,0.472531259059906,0.29049909114837646,0.22352667152881622,0.17647375166416168,0.23958280682563782,0.20023849606513977,0.15852293372154236,0.2433658242225647
to,0.44169697165489197,0.3636345863342285,0.18029534816741943,0.24592746794223785,0.42092081904411316,0.3138085603713989,0.19959285855293274,1.0,0.2748686373233795,0.2578659951686859,0.29463258385658264
be,0.4158933162689209,0.42228707671165466,0.15299063920974731,0.23645514249801636,0.5230465531349182,0.33041056990623474,0.22909583151340485,0.4972836375236511,0.2378535121679306,0.19489948451519012,0.3324260413646698
physically,0.37826427817344666,0.25170713663101196,0.07857785373926163,0.19850550591945648,0.3122498095035553,0.24865873157978058,0.09674376994371414,0.3394286632537842,0.21784618496894836,0.1403084099292755,0.10199815034866333
imposing,0.29142042994499207,0.20210310816764832,0.19802919030189514,0.2810491621494293,0.22978781163692474,0.2044975459575653,0.05163992568850517,0.3367830812931061,0.1916794776916504,0.23653952777385712,0.1977396309375763
",",0.22659391164779663,0.45456063747406006,0.23255878686904907,0.28443270921707153,0.48816442489624023,0.3581022024154663,0.2188224196434021,0.44245919585227966,0.24950742721557617,0.27199801802635193,0.31091248989105225
an,0.2520636022090912,0.3694365322589874,0.10983039438724518,0.21940281987190247,0.37218472361564636,1.0,0.09266305714845657,0.3138085603713989,0.16270339488983154,0.16157232224941254,0.19793890416622162
equal,0.2386460304260254,0.1280919909477234,0.19251880049705505,0.16943930089473724,0.2172086089849472,0.17070713639259338,0.09154237806797028,0.28325995802879333,0.09515752643346786,0.18017660081386566,0.15421567857265472
in,0.2601168751716614,0.45514053106307983,0.20523880422115326,0.3047972023487091,0.3887844979763031,0.2605783939361572,0.1773042231798172,0.45010748505592346,0.24312569200992584,0.24573495984077454,0.20430970191955566
stature,0.26176413893699646,0.2293339967727661,0.12774771451950073,0.23269206285476685,0.24884533882141113,0.1796221286058426,0.22415444254875183,0.2838200032711029,0.20521171391010284,0.23127694427967072,0.09926426410675049
to,0.44169697165489197,0.3636345863342285,0.18029534816741943,0.24592746794223785,0.42092081904411316,0.3138085603713989,0.19959285855293274,1.0,0.2748686373233795,0.2578659951686859,0.29463258385658264
the,0.33890387415885925,0.48711544275283813,0.1759674996137619,0.3251480758190155,0.48381632566452026,0.4207492768764496,0.24039390683174133,0.535392165184021,0.28994160890579224,0.2780466079711914,0.22068053483963013
secular,0.12806102633476257,0.23214595019817352,0.2782488763332367,0.23047932982444763,0.16796626150608063,0.15674293041229248,0.09652436524629593,0.19456274807453156,0.14050860702991486,0.4901156723499298,0.13290788233280182
german,0.17899556457996368,0.26016926765441895,0.28169330954551697,0.16498424112796783,0.18164515495300293,0.18336929380893707,0.04853824898600578,0.15143753588199615,0.0915849581360817,0.2858656644821167,0.13978645205497742
princes,0.1424785554409027,0.16042394936084747,0.16308733820915222,0.18629594147205353,0.18412446975708008,0.06614689528942108,0.08314286917448044,0.23058465123176575,0.18084537982940674,0.3221622109413147,0.10049814730882645
with,0.3525622487068176,0.27411898970603943,0.14705438911914825,0.270183265209198,0.40387406945228577,0.2730048894882202,0.10228703171014786,0.4239959120750427,0.1960212141275406,0.17546840012073517,0.2433311939239502
whom,0.29626429080963135,0.2438793033361435,0.11776672303676605,0.23022538423538208,0.31695985794067383,0.12124081701040268,0.08279317617416382,0.3108522593975067,0.06621915102005005,0.22977174818515778,0.222135990858078
he,0.2594625651836395,0.5410010814666748,0.2454872578382492,0.2304069697856903,0.33787044882774353,0.281929612159729,0.09870817512273788,0.385390967130661,0.21667730808258057,0.24583843350410461,0.2089974731206894
would,0.43239715695381165,0.41663143038749695,0.14161886274814606,0.2608315348625183,0.3824005722999573,0.2650099992752075,0.15377894043922424,0.5965728163719177,0.21013857424259186,0.2394380122423172,0.37178951501846313
join,0.19254592061042786,0.1602792590856552,0.12979061901569366,0.1409376859664917,0.16838692128658295,0.16049239039421082,0.08952772617340088,0.34188714623451233,0.15371182560920715,0.14663267135620117,0.13127188384532928
forces,0.17453457415103912,0.22620010375976562,0.06829691678285599,0.265575110912323,0.1724308878183365,0.16929563879966736,0.12835444509983063,0.2581802308559418,0.17161904275417328,0.2796376347541809,0.16984491050243378
to,0.44169697165489197,0.3636345863342285,0.18029534816741943,0.24592746794223785,0.42092081904411316,0.3138085603713989,0.19959285855293274,1.0,0.2748686373233795,0.2578659951686859,0.29463258385658264
spread,0.22865283489227295,0.16506560146808624,0.11462883651256561,0.1548481285572052,0.19766707718372345,0.16270339488983154,0.10149703174829483,0.2748686373233795,1.0,0.2673034965991974,0.16482828557491302
lutheranism,0.18144236505031586,0.21432355046272278,0.6462252736091614,0.11697667837142944,0.19032828509807587,0.07793542742729187,0.04395240545272827,0.23014745116233826,0.24819165468215942,0.7339338660240173,0.21496212482452393
.,0.3287222981452942,0.40146201848983765,0.24907569587230682,0.2494649887084961,0.515582263469696,0.3581749200820923,0.2041902095079422,0.4645031690597534,0.2690257728099823,0.2700658440589905,0.4130953550338745
,how,was,luther,presented,as,an,image,to,spread,protestantism,?
in,0.2601168751716614,0.45514053106307983,0.20523880422115326,0.3047972023487091,0.3887844979763031,0.2605783939361572,0.1773042231798172,0.45010748505592346,0.24312569200992584,0.24573495984077454,0.20430970191955566
contrast,0.3102145791053772,0.17308409512043,0.17197979986667633,0.21382451057434082,0.27679118514060974,0.18112654983997345,0.1456489861011505,0.23685190081596375,0.2185344696044922,0.2325264811515808,0.15469981729984283
to,0.44169697165489197,0.3636345863342285,0.18029534816741943,0.24592746794223785,0.42092081904411316,0.3138085603713989,0.19959285855293274,1.0,0.2748686373233795,0.2578659951686859,0.29463258385658264
images,0.18564391136169434,0.12238597869873047,0.1797129064798355,0.21170830726623535,0.17579805850982666,0.11164950579404831,0.6239683032035828,0.2165423482656479,0.1571897715330124,0.17215408384799957,0.22502069175243378
of,0.2480744868516922,0.4069072902202606,0.1719115972518921,0.30231305956840515,0.3886612355709076,0.32280945777893066,0.21113355457782745,0.41548454761505127,0.2895529866218567,0.31892913579940796,0.1826142966747284
frail,0.2465285062789917,0.21017606556415558,0.19377611577510834,0.0706462562084198,0.22322486340999603,0.14992481470108032,0.13897928595542908,0.32326218485832214,0.2186843603849411,0.21817171573638916,0.16722220182418823
catholic,0.11491761356592178,0.2832975387573242,0.30848968029022217,0.1519927978515625,0.2185802161693573,0.16177888214588165,0.09218844771385193,0.2619607746601105,0.2049921452999115,0.658447265625,0.16609853506088257
saints,0.10800965130329132,0.2515062391757965,0.17173054814338684,0.12067537754774094,0.20046180486679077,0.12203294038772583,0.10185560584068298,0.1799524873495102,0.13846617937088013,0.33841851353645325,0.1782425343990326
",",0.22659391164779663,0.45456063747406006,0.23255878686904907,0.28443270921707153,0.48816442489624023,0.3581022024154663,0.2188224196434021,0.44245919585227966,0.24950742721557617,0.27199801802635193,0.31091248989105225
luther,0.13354721665382385,0.19185513257980347,1.0,0.15171067416667938,0.20242992043495178,0.10983039438724518,0.10062293708324432,0.18029534816741943,0.11462883651256561,0.44069474935531616,0.1732746809720993
was,0.16678167879581451,1.0000001192092896,0.19185513257980347,0.2883085608482361,0.3677520453929901,0.3694365322589874,0.15568946301937103,0.3636345863342285,0.16506560146808624,0.24404795467853546,0.18412111699581146
presented,0.24352394044399261,0.2883085608482361,0.15171067416667938,1.0,0.27148348093032837,0.21940281987190247,0.14457367360591888,0.24592746794223785,0.1548481285572052,0.19334308803081512,0.17025142908096313
as,0.33782753348350525,0.3677520453929901,0.20242992043495178,0.27148348093032837,1.0,0.37218472361564636,0.1830495148897171,0.42092081904411316,0.19766707718372345,0.2112450748682022,0.27043893933296204
a,0.29312583804130554,0.4508470594882965,0.17967689037322998,0.24034897983074188,0.39550232887268066,0.44552403688430786,0.199119433760643,0.45503583550453186,0.17979469895362854,0.22709010541439056,0.23916715383529663
stout,0.10821306705474854,0.1672333925962448,0.22464551031589508,0.05938390642404556,0.19704343378543854,0.18338413536548615,0.1234867125749588,0.19126169383525848,0.15105751156806946,0.09990549832582474,0.18636903166770935
man,0.25158804655075073,0.3030987083911896,0.21149881184101105,0.10592912137508392,0.19683623313903809,0.2114652395248413,0.15678277611732483,0.2487562596797943,0.10143483430147171,0.1146940067410469,0.2528940737247467
with,0.3525622487068176,0.27411898970603943,0.14705438911914825,0.270183265209198,0.40387406945228577,0.2730048894882202,0.10228703171014786,0.4239959120750427,0.1960212141275406,0.17546840012073517,0.2433311939239502
a,0.29312583804130554,0.4508470594882965,0.17967689037322998,0.24034897983074188,0.39550232887268066,0.44552403688430786,0.199119433760643,0.45503583550453186,0.17979469895362854,0.22709010541439056,0.23916715383529663
``,-0.01591024175286293,-0.012679691426455975,-0.013964727520942688,-0.09873887151479721,0.03910288214683533,0.03770720958709717,-0.04851071909070015,0.06720756739377975,0.024730026721954346,0.13495144248008728,0.0685480609536171
double,0.1738475114107132,0.16609808802604675,0.14945551753044128,0.16519854962825775,0.20162899792194366,0.15728214383125305,0.10050312429666519,0.16518351435661316,0.0426420122385025,0.13686224818229675,0.10017921775579453
chin,0.2059525102376938,0.17222964763641357,0.09467990696430206,0.11881250143051147,0.2312687486410141,0.1405731737613678,0.14784230291843414,0.18573392927646637,0.11681944131851196,0.1131003126502037,0.18390442430973053
",",0.22659391164779663,0.45456063747406006,0.23255878686904907,0.28443270921707153,0.48816442489624023,0.3581022024154663,0.2188224196434021,0.44245919585227966,0.24950742721557617,0.27199801802635193,0.31091248989105225
strong,0.19945120811462402,0.21312883496284485,0.09317424893379211,0.10784455388784409,0.29006344079971313,0.2345537394285202,0.1004948765039444,0.2913058400154114,0.1606987565755844,0.23208290338516235,0.11990999430418015
mouth,0.13989293575286865,0.15302841365337372,0.10869012773036957,0.12365728616714478,0.12942473590373993,0.15102826058864594,0.2126152366399765,0.23971806466579437,0.23333635926246643,0.07324223220348358,0.21761061251163483
",",0.22659391164779663,0.45456063747406006,0.23255878686904907,0.28443270921707153,0.48816442489624023,0.3581022024154663,0.2188224196434021,0.44245919585227966,0.24950742721557617,0.27199801802635193,0.31091248989105225
piercing,0.1990790069103241,0.1383943110704422,0.16534437239170074,0.10946007072925568,0.23970893025398254,0.18988308310508728,0.2049923688173294,0.2663513720035553,0.3038869798183441,0.16879376769065857,0.22003528475761414
deep-set,0.307363897562027,0.1605568826198578,0.1747894585132599,0.19539637863636017,0.23211698234081268,0.18812352418899536,0.12970802187919617,0.29100945591926575,0.18404586613178253,0.12897124886512756,0.2364954799413681
eyes,0.24265450239181519,0.17043136060237885,0.16321928799152374,0.15994510054588318,0.21148613095283508,0.2131837159395218,0.1928049921989441,0.18490970134735107,0.19149938225746155,0.14382463693618774,0.1874968707561493
",",0.22659391164779663,0.45456063747406006,0.23255878686904907,0.28443270921707153,0.48816442489624023,0.3581022024154663,0.2188224196434021,0.44245919585227966,0.24950742721557617,0.27199801802635193,0.31091248989105225
fleshy,0.2524867653846741,0.12440302968025208,0.1398417055606842,0.08706589788198471,0.2429697960615158,0.15830495953559875,0.24081842601299286,0.24977558851242065,0.31350380182266235,0.23344089090824127,0.18372267484664917
face,0.2165890783071518,0.1933094710111618,0.05618768185377121,0.18519793450832367,0.18361623585224152,0.1305890530347824,0.22822627425193787,0.2785937190055847,0.16130895912647247,0.1287843883037567,0.12476722151041031
",",0.22659391164779663,0.45456063747406006,0.23255878686904907,0.28443270921707153,0.48816442489624023,0.3581022024154663,0.2188224196434021,0.44245919585227966,0.24950742721557617,0.27199801802635193,0.31091248989105225
and,0.33647966384887695,0.3740963041782379,0.20796556770801544,0.26139622926712036,0.49487000703811646,0.2838519215583801,0.143681138753891,0.48971283435821533,0.2815358638763428,0.2314465492963791,0.20544172823429108
squat,0.09699501097202301,0.1369660347700119,0.10689912736415863,0.11501994729042053,0.1878174990415573,0.20225770771503448,0.2579440474510193,0.1640070527791977,0.23946291208267212,0.2435845136642456,0.11795613914728165
neck,0.22054722905158997,0.20437124371528625,0.11981090903282166,0.0729411169886589,0.17639638483524323,0.15933513641357422,0.08049370348453522,0.1826469749212265,0.17542265355587006,0.10028557479381561,0.1379052996635437
.,0.3287222981452942,0.40146201848983765,0.24907569587230682,0.2494649887084961,0.515582263469696,0.3581749200820923,0.2041902095079422,0.4645031690597534,0.2690257728099823,0.2700658440589905,0.4130953550338745
'',-0.0029843549709767103,0.04456103965640068,-0.04572787508368492,-0.02615985833108425,0.006628023460507393,0.09471100568771362,0.012970664538443089,-0.009905828163027763,-0.06186336651444435,0.014032616280019283,0.018684765323996544
