,what,was,the,time,on,the,clock,when,carolina,got,the,ball,to,their,24-yard,line,in,the,fourth,quarter,?
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.31862112879753113,0.40749499201774597,0.4223487675189972,0.12343753129243851,0.5075214505195618,0.1565731316804886,0.2582400441169739,0.4223487675189972,0.1654299646615982,0.4239959120750427,0.4258328378200531,0.1841059923171997,0.18698516488075256,0.4080928862094879,0.4223487675189972,0.2221207469701767,0.2626938819885254,0.2433311939239502
4:51,0.025887267664074898,0.21127496659755707,0.07660811394453049,0.037032563239336014,0.08508143573999405,0.07660811394453049,0.03791464865207672,0.07091885060071945,0.1535077542066574,0.13743551075458527,0.07660811394453049,0.07029654830694199,0.03956975042819977,0.01768309250473976,0.0941600650548935,0.06723792850971222,0.12840983271598816,0.07660811394453049,0.12920191884040833,0.09423079341650009,0.14450648427009583
left,0.2442072629928589,0.21956826746463776,0.33113980293273926,0.18303614854812622,0.30747801065444946,0.33113980293273926,0.17346173524856567,0.3236202895641327,0.1195613220334053,0.20172128081321716,0.33113980293273926,0.13393549621105194,0.2724500000476837,0.22544988989830017,0.2142075002193451,0.14868047833442688,0.21139952540397644,0.33113980293273926,0.19624528288841248,0.1490352898836136,0.13251960277557373
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.3431483507156372,0.46853652596473694,0.6662389636039734,0.1651686578989029,0.4431333839893341,0.2380082756280899,0.2664507329463959,0.6662389636039734,0.1472199559211731,0.45010748505592346,0.34976133704185486,0.2533566653728485,0.2258777767419815,1.0,0.6662389636039734,0.29149749875068665,0.2899305522441864,0.20430970191955566
regulation,0.24804432690143585,0.1876436173915863,0.33589670062065125,0.2593784034252167,0.21283218264579773,0.33589670062065125,0.20539741218090057,0.27710211277008057,0.13382448256015778,0.08973512798547745,0.33589670062065125,0.16288506984710693,0.2733672261238098,0.32553938031196594,0.1836117058992386,0.13306351006031036,0.25001105666160583,0.33589670062065125,0.06783797591924667,0.25426042079925537,0.1690916270017624
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3029961884021759,0.49057599902153015,0.4933079481124878,0.17917221784591675,0.36674630641937256,0.2566046118736267,0.26594072580337524,0.4933079481124878,0.2170172780752182,0.44245919585227966,0.3045167922973633,0.24484103918075562,0.22637072205543518,0.5201468467712402,0.4933079481124878,0.271299809217453,0.2742914855480194,0.31091248989105225
carolina,0.1956660896539688,0.26687008142471313,0.24749229848384857,0.15216653048992157,0.19547675549983978,0.24749229848384857,0.07608891278505325,0.16545826196670532,1.0000001192092896,0.17484834790229797,0.24749229848384857,0.11953222006559372,0.23296888172626495,0.16664347052574158,0.15040680766105652,0.14648932218551636,0.2380082756280899,0.24749229848384857,0.10907643288373947,0.1515623927116394,0.11847445368766785
got,0.22145941853523254,0.4498348534107208,0.25685515999794006,0.2703416645526886,0.28486916422843933,0.25685515999794006,0.1002310961484909,0.2747868001461029,0.17484834790229797,0.9999999403953552,0.25685515999794006,0.14045661687850952,0.22959870100021362,0.26816514134407043,0.13884176313877106,0.10184694826602936,0.2664507329463959,0.25685515999794006,0.18710097670555115,0.16297587752342224,0.24048802256584167
the,0.42745697498321533,0.48711544275283813,1.0,0.43061500787734985,0.5107308030128479,1.0,0.25408005714416504,0.5091903209686279,0.24749229848384857,0.25685515999794006,1.0,0.18895584344863892,0.535392165184021,0.516537070274353,0.3051435649394989,0.29789501428604126,0.6662389636039734,1.0,0.40804702043533325,0.3659466803073883,0.22068053483963013
ball,0.19548681378364563,0.16079293191432953,0.18895584344863892,0.17993028461933136,0.1605052351951599,0.18895584344863892,0.1892467737197876,0.2694079577922821,0.11953222006559372,0.14045661687850952,0.18895584344863892,1.0,0.2563202381134033,0.17807866632938385,0.28005072474479675,0.2138069123029709,0.1472199559211731,0.18895584344863892,0.1527126431465149,0.20976915955543518,0.1766241192817688
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.30044233798980713,0.9999999403953552,0.5107308030128479,0.22520987689495087,0.37706470489501953,0.19547675549983978,0.28486916422843933,0.5107308030128479,0.1605052351951599,0.41031414270401,0.3598666191101074,0.22229516506195068,0.2094266265630722,0.46853652596473694,0.5107308030128479,0.2738758623600006,0.21235644817352295,0.2714994251728058
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.32461634278297424,0.3598666191101074,0.516537070274353,0.1443023532629013,0.3682888448238373,0.16664347052574158,0.26816514134407043,0.516537070274353,0.17807866632938385,0.44619059562683105,1.0,0.19404377043247223,0.15859980881214142,0.34976133704185486,0.516537070274353,0.17179417610168457,0.2777663767337799,0.1898253709077835
own,0.35062843561172485,0.19632458686828613,0.334675133228302,0.28468748927116394,0.305448979139328,0.334675133228302,0.12255038321018219,0.3067531883716583,0.10376729816198349,0.22432841360569,0.334675133228302,0.2054952085018158,0.35879063606262207,0.5763392448425293,0.23752331733703613,0.16709096729755402,0.31893372535705566,0.334675133228302,0.1587153971195221,0.15868990123271942,0.1937696635723114
24-yard,0.22272932529449463,0.2911725342273712,0.3051435649394989,0.272616446018219,0.22229516506195068,0.3051435649394989,0.25855764746665955,0.26807838678359985,0.15040680766105652,0.13884176313877106,0.3051435649394989,0.28005072474479675,0.22677923738956451,0.19404377043247223,1.0,0.21854597330093384,0.2533566653728485,0.3051435649394989,0.2374509572982788,0.24625049531459808,0.11831290274858475
line,0.2245367169380188,0.1765366792678833,0.29789501428604126,0.1919175535440445,0.2094266265630722,0.29789501428604126,0.18068170547485352,0.2305605411529541,0.14648932218551636,0.10184694826602936,0.29789501428604126,0.2138069123029709,0.2615616023540497,0.15859980881214142,0.21854597330093384,1.0000001192092896,0.2258777767419815,0.29789501428604126,0.13458310067653656,0.1788603961467743,0.16271452605724335
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.31862112879753113,0.40749499201774597,0.4223487675189972,0.12343753129243851,0.5075214505195618,0.1565731316804886,0.2582400441169739,0.4223487675189972,0.1654299646615982,0.4239959120750427,0.4258328378200531,0.1841059923171997,0.18698516488075256,0.4080928862094879,0.4223487675189972,0.2221207469701767,0.2626938819885254,0.2433311939239502
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.3292340338230133,0.3848365545272827,0.5829201340675354,0.23731647431850433,0.44397395849227905,0.1979188621044159,0.2347145676612854,0.5829201340675354,0.23578347265720367,0.45503583550453186,0.29698723554611206,0.2805190086364746,0.23499317467212677,0.539380669593811,0.5829201340675354,0.3032437562942505,0.26766106486320496,0.23916715383529663
chance,0.3029831349849701,0.19678395986557007,0.26683303713798523,0.36973026394844055,0.2316577136516571,0.26683303713798523,0.18660753965377808,0.3471524119377136,0.13602235913276672,0.31180715560913086,0.26683303713798523,0.242139533162117,0.3269282877445221,0.3138500452041626,0.19874411821365356,0.10131625086069107,0.14831462502479553,0.26683303713798523,0.1894436925649643,0.2545732855796814,0.274066299200058
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3679993152618408,0.41031414270401,0.535392165184021,0.19391514360904694,0.5423505902290344,0.23296888172626495,0.22959870100021362,0.535392165184021,0.2563202381134033,1.0,0.44619059562683105,0.22677923738956451,0.2615616023540497,0.45010748505592346,0.535392165184021,0.22159133851528168,0.21890336275100708,0.29463258385658264
