,where,did,the,exposition,take,place,?
in,0.5344807505607605,0.2593238651752472,0.6662389636039734,0.30755117535591125,0.21975718438625336,0.38128477334976196,0.20430970191955566
1893,0.08304338157176971,0.10365716367959976,0.10564703494310379,0.006615803577005863,0.12284772098064423,0.13803084194660187,0.0544506311416626
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.22023259103298187,0.2881867289543152,0.34068408608436584,0.31091248989105225
george,0.12368191033601761,0.238631471991539,0.2510760426521301,0.19204741716384888,0.05764712393283844,0.05863683670759201,0.1479024887084961
westinghouse,0.19164210557937622,0.1608617752790451,0.3101098835468292,0.20539408922195435,0.13874728977680206,0.20564815402030945,0.17307911813259125
won,0.19505172967910767,0.3493216037750244,0.29432493448257446,0.24101118743419647,0.2459520846605301,0.2218494862318039,0.17925700545310974
the,0.5003893971443176,0.34736719727516174,1.0,0.30685076117515564,0.31620436906814575,0.4179787337779999,0.22068053483963013
bid,0.1536879688501358,0.2128802388906479,0.19956929981708527,0.19962206482887268,0.22142228484153748,0.21131840348243713,0.19390296936035156
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.16629932820796967,0.4075521230697632,0.3346366882324219,0.29463258385658264
light,0.1997321993112564,0.18105649948120117,0.2649136185646057,0.13830211758613586,0.22946876287460327,0.1340629756450653,0.17429810762405396
the,0.5003893971443176,0.34736719727516174,1.0,0.30685076117515564,0.31620436906814575,0.4179787337779999,0.22068053483963013
1893,0.08304338157176971,0.10365716367959976,0.10564703494310379,0.006615803577005863,0.12284772098064423,0.13803084194660187,0.0544506311416626
world,0.29259413480758667,0.1944720596075058,0.33604270219802856,0.3343954384326935,0.16498534381389618,0.2469390332698822,0.17579582333564758
's,0.0007701900321990252,0.05069678649306297,-0.01540423184633255,-0.02067454531788826,0.02030942589044571,-0.03236493840813637,-0.023395681753754616
columbian,0.20000217854976654,0.17246979475021362,0.33056461811065674,0.34490251541137695,0.10705652087926865,0.2073366791009903,0.08890089392662048
exposition,0.2598124146461487,0.13539977371692657,0.30685076117515564,1.0,0.11702468991279602,0.2826274633407593,0.09475983679294586
in,0.5344807505607605,0.2593238651752472,0.6662389636039734,0.30755117535591125,0.21975718438625336,0.38128477334976196,0.20430970191955566
chicago,0.18485027551651,0.1900576800107956,0.27360326051712036,0.3728184700012207,0.09029626846313477,0.15375077724456787,0.16446958482265472
with,0.4142743945121765,0.25472134351730347,0.4223487675189972,0.15394657850265503,0.21222369372844696,0.18794342875480652,0.2433311939239502
alternating,0.23877131938934326,0.023347359150648117,0.34576064348220825,0.20281866192817688,0.21320800483226776,0.17150138318538666,0.13878576457500458
current,0.21811948716640472,0.07635620981454849,0.3314409554004669,0.1083880066871643,0.16970707476139069,0.14114490151405334,0.12074550241231918
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.22023259103298187,0.2881867289543152,0.34068408608436584,0.31091248989105225
beating,0.2439660131931305,0.22071105241775513,0.2606811225414276,0.14610621333122253,0.23031651973724365,0.2387777864933014,0.19785179197788239
out,0.4094439148902893,0.28413498401641846,0.39404502511024475,0.11496812850236893,0.2960454225540161,0.29128244519233704,0.22020699083805084
a,0.40997210144996643,0.2552328109741211,0.5829201340675354,0.23940640687942505,0.2789212465286255,0.3079278767108917,0.23916715383529663
general,0.20537003874778748,0.19499315321445465,0.28634732961654663,0.12622110545635223,0.16440629959106445,0.16754250228405,0.1972234547138214
electric,0.18615438044071198,0.12459144741296768,0.21345196664333344,0.15120090544223785,0.13068073987960815,0.1168583482503891,0.15674720704555511
bid,0.1536879688501358,0.2128802388906479,0.19956929981708527,0.19962206482887268,0.22142228484153748,0.21131840348243713,0.19390296936035156
by,0.2641284465789795,0.18574509024620056,0.4408751428127289,0.2346900999546051,0.1697900891304016,0.22235022485256195,0.17966607213020325
one,0.3907615840435028,0.27659472823143005,0.5514441132545471,0.17995379865169525,0.3211195170879364,0.3078412115573883,0.2673267424106598
million,0.16446907818317413,0.1815238744020462,0.277012437582016,0.18452520668506622,0.13728511333465576,0.17032688856124878,0.23092924058437347
dollars,0.16064585745334625,0.2074357569217682,0.2665082812309265,0.17465318739414215,0.16324032843112946,0.12342222034931183,0.21298730373382568
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.24119582772254944,0.3045158088207245,0.2844318151473999,0.4130953550338745
