,what,was,walt,disney,'s,brother,'s,name,?
walt,0.1869807094335556,0.28954240679740906,0.9999999403953552,0.8116229772567749,0.09715674072504044,0.22724242508411407,0.09715674072504044,0.18834009766578674,0.18540392816066742
disney,0.19632026553153992,0.22590678930282593,0.8116229772567749,1.0,0.0786653682589531,0.20089326798915863,0.0786653682589531,0.1465969830751419,0.22150784730911255
and,0.31309178471565247,0.3740963041782379,0.23346897959709167,0.23352548480033875,0.06895173341035843,0.2818823754787445,0.06895173341035843,0.21235932409763336,0.20544172823429108
his,0.26976513862609863,0.4405253231525421,0.2717784345149994,0.25793975591659546,0.047556519508361816,0.4439162015914917,0.047556519508361816,0.1914493292570114,0.18075084686279297
brother,0.14914146065711975,0.30654317140579224,0.22724242508411407,0.20089326798915863,-0.0180375799536705,1.0000001192092896,-0.0180375799536705,0.15339834988117218,0.14267398416996002
roy,0.2334662228822708,0.2787262499332428,0.3192497789859772,0.27168703079223633,0.06181887164711952,0.27658647298812866,0.06181887164711952,0.11069010198116302,0.18236976861953735
contacted,0.29682064056396484,0.24562884867191315,0.17996284365653992,0.16222868859767914,-0.028640836477279663,0.1352737694978714,-0.028640836477279663,0.1659085750579834,0.30126768350601196
goldenson,0.24370093643665314,0.2537340223789215,0.4321686923503876,0.3693087697029114,0.09304779767990112,0.2047446370124817,0.09304779767990112,0.1505599468946457,0.2495560646057129
at,0.2838611304759979,0.36707764863967896,0.13551774621009827,0.13690274953842163,-0.08481216430664062,0.14674127101898193,-0.08481216430664062,0.11450952291488647,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,0.2561357319355011,0.24980762600898743,-0.01540423184633255,0.1885300725698471,-0.01540423184633255,0.3171212375164032,0.22068053483963013
end,0.29234179854393005,0.19220198690891266,0.14264455437660217,0.17961914837360382,0.030466308817267418,0.09691035747528076,0.030466308817267418,0.1902262419462204,0.12543344497680664
of,0.33290785551071167,0.4069072902202606,0.21986570954322815,0.19926400482654572,-0.03817026689648628,0.18226121366024017,-0.03817026689648628,0.24075818061828613,0.1826142966747284
1953,-0.022929862141609192,0.09139815717935562,0.11481291055679321,0.10864770412445068,0.0588824488222599,-0.0014020296512171626,0.0588824488222599,-0.00615208875387907,-0.048926934599876404
for,0.3017193675041199,0.3863949179649353,0.1657402515411377,0.16913838684558868,-0.07241261005401611,0.17453324794769287,-0.07241261005401611,0.25737348198890686,0.264628142118454
abc,0.1317344456911087,0.21565799415111542,0.36108773946762085,0.37895750999450684,0.06670809537172318,0.1383068859577179,0.06670809537172318,0.1380753219127655,0.19065172970294952
to,0.455847829580307,0.3636345863342285,0.24481339752674103,0.23984374105930328,0.03782717138528824,0.2254609316587448,0.03782717138528824,0.27806994318962097,0.29463258385658264
agree,0.45932960510253906,0.1859472543001175,0.17678222060203552,0.1751091033220291,0.0038431459106504917,0.17601378262043,0.0038431459106504917,0.14635004103183746,0.33165234327316284
to,0.455847829580307,0.3636345863342285,0.24481339752674103,0.23984374105930328,0.03782717138528824,0.2254609316587448,0.03782717138528824,0.27806994318962097,0.29463258385658264
finance,0.20704226195812225,0.2725954055786133,0.19808875024318695,0.1944522261619568,0.051388636231422424,0.1515854001045227,0.051388636231422424,0.178316131234169,0.1273542046546936
part,0.3476244807243347,0.3407018780708313,0.15606620907783508,0.1760566532611847,0.007562864106148481,0.1843409389257431,0.007562864106148481,0.239738330245018,0.08557961881160736
of,0.33290785551071167,0.4069072902202606,0.21986570954322815,0.19926400482654572,-0.03817026689648628,0.18226121366024017,-0.03817026689648628,0.24075818061828613,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.2561357319355011,0.24980762600898743,-0.01540423184633255,0.1885300725698471,-0.01540423184633255,0.3171212375164032,0.22068053483963013
disneyland,0.21946722269058228,0.24742449820041656,0.6021803617477417,0.7213653922080994,0.047162871807813644,0.15603423118591309,0.047162871807813644,0.1794409155845642,0.18708528578281403
project,0.27033838629722595,0.17915812134742737,0.16019144654273987,0.18589292466640472,0.07063660025596619,0.15661458671092987,0.07063660025596619,0.1691625565290451,0.30569031834602356
in,0.30808621644973755,0.45514053106307983,0.24451637268066406,0.18521910905838013,-0.037580832839012146,0.21517863869667053,-0.037580832839012146,0.2459065467119217,0.20430970191955566
exchange,0.11323627829551697,0.15612690150737762,0.09140516817569733,0.09932074695825577,0.03569260984659195,0.1683942675590515,0.03569260984659195,0.05673673376441002,0.048212938010692596
for,0.3017193675041199,0.3863949179649353,0.1657402515411377,0.16913838684558868,-0.07241261005401611,0.17453324794769287,-0.07241261005401611,0.25737348198890686,0.264628142118454
producing,0.1989585906267166,0.18193523585796356,0.2097536027431488,0.21043214201927185,-0.011738907545804977,0.08347433060407639,-0.011738907545804977,0.10517984628677368,0.1406429558992386
a,0.3320399522781372,0.4508470594882965,0.23267912864685059,0.21907898783683777,0.04866964742541313,0.21524782478809357,0.04866964742541313,0.26421117782592773,0.23916715383529663
television,0.19838058948516846,0.2516675293445587,0.3781507611274719,0.3754020631313324,0.11021530628204346,0.22867512702941895,0.11021530628204346,0.1647563874721527,0.16825827956199646
program,0.25047802925109863,0.1849333792924881,0.1474563181400299,0.1420411914587021,0.0445902980864048,0.1000169888138771,0.0445902980864048,0.15997080504894257,0.1440187245607376
for,0.3017193675041199,0.3863949179649353,0.1657402515411377,0.16913838684558868,-0.07241261005401611,0.17453324794769287,-0.07241261005401611,0.25737348198890686,0.264628142118454
the,0.42745697498321533,0.48711544275283813,0.2561357319355011,0.24980762600898743,-0.01540423184633255,0.1885300725698471,-0.01540423184633255,0.3171212375164032,0.22068053483963013
