,in,what,city,'s,marriott,did,the,broncos,stay,?
the,0.6662389636039734,0.42745697498321533,0.35769423842430115,-0.01540423184633255,0.2137458175420761,0.34736719727516174,1.0,0.25985947251319885,0.2869375944137573,0.22068053483963013
broncos,0.20316283404827118,0.1787765771150589,0.21325227618217468,-0.037254199385643005,0.2674105763435364,0.1738176792860031,0.25985947251319885,1.0000001192092896,0.09497296065092087,0.18377114832401276
practiced,0.290182888507843,0.19797801971435547,0.170017272233963,0.09300829470157623,0.2561805844306946,0.2674696445465088,0.20430389046669006,0.15887229144573212,0.13399751484394073,0.07469849288463593
at,0.4374977946281433,0.2838611304759979,0.2310783565044403,-0.08481216430664062,0.2200389802455902,0.28390252590179443,0.457212895154953,0.23374907672405243,0.23286797106266022,0.21978627145290375
stanford,0.26389890909194946,0.20460334420204163,0.17908982932567596,-0.002092467388138175,0.2540401518344879,0.16381965577602386,0.2224142998456955,0.33789780735969543,0.17153790593147278,0.14956782758235931
university,0.3201795518398285,0.20256435871124268,0.38537919521331787,-0.007441582623869181,0.3143061101436615,0.15114416182041168,0.263973206281662,0.32310593128204346,0.15583083033561707,0.11887256056070328
and,0.4954058527946472,0.31309178471565247,0.2827445864677429,0.06895173341035843,0.32654210925102234,0.34479495882987976,0.5171257257461548,0.20959050953388214,0.279899924993515,0.20544172823429108
stayed,0.29930081963539124,0.19541862607002258,0.21747787296772003,0.04686899110674858,0.16563761234283447,0.42530572414398193,0.3768083155155182,0.14158828556537628,0.5232035517692566,0.06590735167264938
at,0.4374977946281433,0.2838611304759979,0.2310783565044403,-0.08481216430664062,0.2200389802455902,0.28390252590179443,0.457212895154953,0.23374907672405243,0.23286797106266022,0.21978627145290375
the,0.6662389636039734,0.42745697498321533,0.35769423842430115,-0.01540423184633255,0.2137458175420761,0.34736719727516174,1.0,0.25985947251319885,0.2869375944137573,0.22068053483963013
santa,0.20108501613140106,0.23841293156147003,0.3028823137283325,-0.05174333602190018,0.24169275164604187,0.11785970628261566,0.23511074483394623,0.272367924451828,0.1529785692691803,0.17321589589118958
clara,0.1910705864429474,0.23403491079807281,0.24610762298107147,0.04011387377977371,0.23437654972076416,0.15096807479858398,0.2410326898097992,0.23439905047416687,0.15551725029945374,0.11961202323436737
marriott,0.3011830151081085,0.09404444694519043,0.29351794719696045,-0.040775906294584274,1.0,0.17210820317268372,0.2137458175420761,0.2674105763435364,0.1887931078672409,0.16338540613651276
.,0.5591574311256409,0.3567904531955719,0.29856356978416443,-0.003708066651597619,0.3352230489253998,0.35288307070732117,0.5934505462646484,0.2612393796443939,0.3077605068683624,0.4130953550338745
