,what,is,structural,geology,?
in,0.30808621644973755,0.5394441485404968,0.2507881224155426,0.21882881224155426,0.20430970191955566
typical,0.2897430658340454,0.28977829217910767,0.3302497863769531,0.23435252904891968,0.15633712708950043
geological,0.2686845362186432,0.19911125302314758,0.3677878677845001,0.7828213572502136,0.16050557792186737
investigations,0.20865970849990845,0.19517801702022552,0.2965829074382782,0.2568710446357727,0.14811140298843384
",",0.3087472915649414,0.4691906273365021,0.22993656992912292,0.21413999795913696,0.31091248989105225
geologists,0.33891814947128296,0.24277998507022858,0.29535454511642456,0.6594966650009155,0.18105274438858032
use,0.3453877568244934,0.3357410430908203,0.22699463367462158,0.1715269833803177,0.32795652747154236
primary,0.2113915979862213,0.23824772238731384,0.26779651641845703,0.134519562125206,0.16286636888980865
information,0.35283446311950684,0.2520555853843689,0.2539084851741791,0.25260311365127563,0.24875912070274353
related,0.258600115776062,0.20549555122852325,0.231266587972641,0.2208912968635559,0.17689068615436554
to,0.455847829580307,0.42745086550712585,0.22107602655887604,0.20812717080116272,0.29463258385658264
petrology,0.2366693764925003,0.20695112645626068,0.3057795464992523,0.635601818561554,0.17026908695697784
(,0.2411840260028839,0.35393038392066956,0.17606548964977264,0.18835406005382538,0.40561532974243164
the,0.42745697498321533,0.5823672413825989,0.205324187874794,0.214850515127182,0.22068053483963013
study,0.3123835027217865,0.20457550883293152,0.3413517475128174,0.45563748478889465,0.15902167558670044
of,0.33290785551071167,0.4854315221309662,0.23907262086868286,0.2915674149990082,0.1826142966747284
rocks,0.24802041053771973,0.23288390040397644,0.2694534361362457,0.4690230190753937,0.17394492030143738
),0.26259949803352356,0.37732169032096863,0.1871356964111328,0.2035074532032013,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.22993656992912292,0.21413999795913696,0.31091248989105225
stratigraphy,0.2908082604408264,0.2390870898962021,0.39311763644218445,0.608271598815918,0.13363385200500488
(,0.2411840260028839,0.35393038392066956,0.17606548964977264,0.18835406005382538,0.40561532974243164
the,0.42745697498321533,0.5823672413825989,0.205324187874794,0.214850515127182,0.22068053483963013
study,0.3123835027217865,0.20457550883293152,0.3413517475128174,0.45563748478889465,0.15902167558670044
of,0.33290785551071167,0.4854315221309662,0.23907262086868286,0.2915674149990082,0.1826142966747284
sedimentary,0.2219204604625702,0.2035568505525589,0.3558826744556427,0.5073001384735107,0.1575118452310562
layers,0.24485039710998535,0.23205043375492096,0.29479295015335083,0.3157208561897278,0.09622068703174591
),0.26259949803352356,0.37732169032096863,0.1871356964111328,0.2035074532032013,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.22993656992912292,0.21413999795913696,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.2612690031528473,0.21209557354450226,0.20544172823429108
structural,0.19746112823486328,0.18122926354408264,1.0000001192092896,0.3389621078968048,0.1448175609111786
geology,0.27770960330963135,0.17141100764274597,0.3389621078968048,1.0,0.1570872962474823
(,0.2411840260028839,0.35393038392066956,0.17606548964977264,0.18835406005382538,0.40561532974243164
the,0.42745697498321533,0.5823672413825989,0.205324187874794,0.214850515127182,0.22068053483963013
study,0.3123835027217865,0.20457550883293152,0.3413517475128174,0.45563748478889465,0.15902167558670044
of,0.33290785551071167,0.4854315221309662,0.23907262086868286,0.2915674149990082,0.1826142966747284
positions,0.19736577570438385,0.1819259375333786,0.29044151306152344,0.22444330155849457,0.126787006855011
of,0.33290785551071167,0.4854315221309662,0.23907262086868286,0.2915674149990082,0.1826142966747284
rock,0.1923677921295166,0.1981455236673355,0.18470719456672668,0.34901607036590576,0.13172835111618042
units,0.1804584264755249,0.18204201757907867,0.26485675573349,0.15023018419742584,0.089388407766819
and,0.31309178471565247,0.3859752118587494,0.2612690031528473,0.21209557354450226,0.20544172823429108
their,0.35142919421195984,0.2101074606180191,0.24861378967761993,0.080006442964077,0.1898253709077835
deformation,0.2611449956893921,0.2944431006908417,0.41451898217201233,0.4367758631706238,0.17587928473949432
),0.26259949803352356,0.37732169032096863,0.1871356964111328,0.2035074532032013,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.24253211915493011,0.20729686319828033,0.4130953550338745
