,what,year,was,the,university,'s,first,president,given,his,position,?
founded,0.1163782924413681,0.19139066338539124,0.36917948722839355,0.2840350568294525,0.3603554666042328,0.011454867199063301,0.29694172739982605,0.28054043650627136,0.2015918493270874,0.18633422255516052,0.14740034937858582,0.09119737893342972
by,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.4408751428127289,0.1929011344909668,-0.010884488001465797,0.3877052962779999,0.18304786086082458,0.25286126136779785,0.3107621967792511,0.1652236133813858,0.17966607213020325
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.263973206281662,-0.01540423184633255,0.49448907375335693,0.24330610036849976,0.37508252263069153,0.4394008219242096,0.3183514177799225,0.22068053483963013
american,0.1909721940755844,0.18412037193775177,0.31632548570632935,0.24562937021255493,0.22128956019878387,0.01565130427479744,0.29280033707618713,0.25288230180740356,0.17838339507579803,0.21155373752117157,0.1544075310230255,0.18877598643302917
baptist,0.18676947057247162,0.12904496490955353,0.23352500796318054,0.19322502613067627,0.2729613482952118,0.006550132296979427,0.15740787982940674,0.2695334255695343,0.10131780058145523,0.18093712627887726,0.09300351142883301,0.13512451946735382
education,0.19940856099128723,0.18821442127227783,0.23187610507011414,0.23982903361320496,0.503289520740509,0.0036171283572912216,0.18416465818881989,0.2633126676082611,0.21576370298862457,0.26743069291114807,0.2320939004421234,0.18067774176597595
society,0.23231269419193268,0.1369493305683136,0.21627455949783325,0.2789285480976105,0.27261555194854736,-0.027537118643522263,0.158951997756958,0.1715964525938034,0.17589890956878662,0.19477857649326324,0.19912618398666382,0.1373005360364914
with,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.13264121115207672,-0.04624466598033905,0.2691199779510498,0.14994901418685913,0.29518163204193115,0.33836179971694946,0.16771268844604492,0.2433311939239502
a,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.20256656408309937,0.04866964742541313,0.4287874400615692,0.16959697008132935,0.3335871398448944,0.3497250974178314,0.28626853227615356,0.23916715383529663
donation,0.2708088159561157,0.26826128363609314,0.25097429752349854,0.2916262447834015,0.27285951375961304,-0.0032935498747974634,0.22865377366542816,0.23252731561660767,0.3174074590206146,0.25367164611816406,0.18098518252372742,0.2340010702610016
from,0.2737620174884796,0.2101740688085556,0.31171464920043945,0.40150508284568787,0.2771088182926178,-0.01936490088701248,0.23348960280418396,0.14635725319385529,0.28116533160209656,0.3195365369319916,0.23697097599506378,0.19969791173934937
oil,0.14842186868190765,0.11215627938508987,0.15102124214172363,0.21849922835826874,0.14503049850463867,-0.08246297389268875,0.11076387017965317,0.1659858226776123,0.043592505156993866,0.13940200209617615,0.15202295780181885,0.14867261052131653
magnate,0.12983864545822144,0.14636965095996857,0.30401191115379333,0.1785733550786972,0.2510603964328766,-0.0007352419779635966,0.22279922664165497,0.2848750948905945,0.18664930760860443,0.2380218654870987,0.211531400680542,0.10767308622598648
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.3167642652988434,0.23286236822605133,0.30185943841934204,0.4234102666378021,0.22603030502796173,0.20544172823429108
wealthiest,0.22377167642116547,0.20340636372566223,0.2865244746208191,0.3305174708366394,0.2887149155139923,0.02887716516852379,0.29010289907455444,0.256457656621933,0.19062435626983643,0.23678280413150787,0.16707783937454224,0.15221920609474182
man,0.21916821599006653,0.18764397501945496,0.3030987083911896,0.23171134293079376,0.09502419084310532,-0.04544515535235405,0.26658472418785095,0.16814158856868744,0.18755510449409485,0.3181658685207367,0.18247894942760468,0.2528940737247467
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.4127444326877594,0.18811661005020142,0.2528568208217621,0.3598145842552185,0.20453733205795288,0.20430970191955566
history,0.28630873560905457,0.20572951436042786,0.25589004158973694,0.33215048909187317,0.27712079882621765,-0.0466335192322731,0.3202230632305145,0.16636349260807037,0.18478995561599731,0.264125794172287,0.17379581928253174,0.2501974403858185
john,0.18237407505512238,0.13745838403701782,0.2875721752643585,0.2230520099401474,0.17917944490909576,-0.1023898646235466,0.2870165705680847,0.21517303586006165,0.17065075039863586,0.288114070892334,0.10741642117500305,0.13162356615066528
d.,0.05416262149810791,0.06366022676229477,0.0687001422047615,0.03410084545612335,-0.04384462907910347,0.1534915566444397,0.1267024725675583,-0.005834608338773251,0.044377394020557404,0.12422426789999008,-0.01006010826677084,-0.049560099840164185
rockefeller,0.1775365173816681,0.1675749272108078,0.18953031301498413,0.2275867909193039,0.32498377561569214,0.0005224538617767394,0.18536803126335144,0.31633710861206055,0.20145520567893982,0.2477203607559204,0.1954752653837204,0.1453901082277298
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.34503069519996643,0.26552814245224,0.2843315005302429,0.3378419280052185,0.1771278828382492,0.31091248989105225
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.263973206281662,-0.01540423184633255,0.49448907375335693,0.24330610036849976,0.37508252263069153,0.4394008219242096,0.3183514177799225,0.22068053483963013
university,0.20256435871124268,0.15213046967983246,0.290752112865448,0.263973206281662,1.0,-0.007441582623869181,0.2596641778945923,0.2515452206134796,0.14161303639411926,0.22286750376224518,0.18426471948623657,0.11887256056070328
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.3536086082458496,0.21610750257968903,0.39388060569763184,0.38364991545677185,0.23636478185653687,0.1826142966747284
chicago,0.1521448791027069,0.1798611879348755,0.2574843168258667,0.27360326051712036,0.29005804657936096,-0.0033615175634622574,0.24072907865047455,0.22458115220069885,0.0799739733338356,0.23678803443908691,0.1531303972005844,0.16446958482265472
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.290752112865448,0.008974763564765453,0.5022147297859192,0.2505730390548706,0.26878538727760315,0.4405253231525421,0.23203803598880768,0.18412111699581146
incorporated,0.16587792336940765,0.14428530633449554,0.23662322759628296,0.28890469670295715,0.20820875465869904,-0.04326849430799484,0.22695006430149078,0.14158552885055542,0.18800632655620575,0.17083477973937988,0.11882488429546356,0.13423967361450195
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.4127444326877594,0.18811661005020142,0.2528568208217621,0.3598145842552185,0.20453733205795288,0.20430970191955566
1890,-0.032123319804668427,0.0496969036757946,0.04199131578207016,-0.08158351480960846,0.0057269916869699955,0.09305726736783981,-0.022314496338367462,0.025905529037117958,-0.07842607796192169,0.048956308513879776,-0.14745467901229858,-0.0038504337426275015
;,0.10986888408660889,0.00956164300441742,0.0754367932677269,0.09152708947658539,-0.012021088972687721,0.006909397430717945,0.07760433852672577,-0.05959305167198181,0.06479515880346298,0.07100893557071686,0.004627429414540529,0.10349778085947037
william,0.24990826845169067,0.12221778929233551,0.28444796800613403,0.21537061035633087,0.21283619105815887,0.00675395829603076,0.26558709144592285,0.2477579563856125,0.13758337497711182,0.2728368639945984,0.12419416010379791,0.14462219178676605
rainey,0.15687088668346405,0.2040112167596817,0.307547926902771,0.1976844072341919,0.304889440536499,0.10207071900367737,0.17798787355422974,0.2477332204580307,0.161899596452713,0.30170738697052,0.06174561008810997,0.27845558524131775
harper,0.20680077373981476,0.17746122181415558,0.19965697824954987,0.18981124460697174,0.18601959943771362,0.020509731024503708,0.2543606162071228,0.15366175770759583,0.11766523867845535,0.25497519969940186,0.1481260508298874,0.1652441769838333
became,0.1434093862771988,0.28121209144592285,0.6575068235397339,0.36325156688690186,0.25457096099853516,0.0067522358149290085,0.37862223386764526,0.2389896661043167,0.2024402618408203,0.3503277599811554,0.21057558059692383,0.11374033987522125
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.263973206281662,-0.01540423184633255,0.49448907375335693,0.24330610036849976,0.37508252263069153,0.4394008219242096,0.3183514177799225,0.22068053483963013
university,0.20256435871124268,0.15213046967983246,0.290752112865448,0.263973206281662,1.0,-0.007441582623869181,0.2596641778945923,0.2515452206134796,0.14161303639411926,0.22286750376224518,0.18426471948623657,0.11887256056070328
's,0.02692362666130066,-0.04087831452488899,0.008974763564765453,-0.01540423184633255,-0.007441582623869181,0.9999999403953552,-0.014458609744906425,-0.08566092699766159,-0.024429189041256905,0.047556519508361816,-0.02956485003232956,-0.023395681753754616
first,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.49448907375335693,0.2596641778945923,-0.014458609744906425,1.0,0.2690713107585907,0.29456719756126404,0.3241460621356964,0.2173307240009308,0.18701928853988647
president,0.1870913952589035,0.25048401951789856,0.2505730390548706,0.24330610036849976,0.2515452206134796,-0.08566092699766159,0.2690713107585907,1.0000001192092896,0.14346818625926971,0.25683027505874634,0.19582977890968323,0.14148259162902832
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.4127444326877594,0.18811661005020142,0.2528568208217621,0.3598145842552185,0.20453733205795288,0.20430970191955566
1891,0.16301026940345764,0.14704038202762604,0.16745510697364807,0.20667614042758942,0.22507667541503906,-0.02192506194114685,0.19663262367248535,0.37111765146255493,0.0956522598862648,0.1601889729499817,0.23028412461280823,0.17882704734802246
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.34503069519996643,0.26552814245224,0.2843315005302429,0.3378419280052185,0.1771278828382492,0.31091248989105225
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.3167642652988434,0.23286236822605133,0.30185943841934204,0.4234102666378021,0.22603030502796173,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.263973206281662,-0.01540423184633255,0.49448907375335693,0.24330610036849976,0.37508252263069153,0.4394008219242096,0.3183514177799225,0.22068053483963013
first,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.49448907375335693,0.2596641778945923,-0.014458609744906425,1.0,0.2690713107585907,0.29456719756126404,0.3241460621356964,0.2173307240009308,0.18701928853988647
classes,0.20746955275535583,0.18417790532112122,0.15290966629981995,0.21469499170780182,0.25311097502708435,-0.04030177742242813,0.206620454788208,0.09323043376207352,0.169344961643219,0.15382510423660278,0.15274904668331146,0.14397528767585754
were,0.22298263013362885,0.23735305666923523,0.590133786201477,0.3906462490558624,0.153096005320549,0.007088581565767527,0.3285558819770813,0.11741934716701508,0.25531911849975586,0.3142043352127075,0.14195087552070618,0.17890112102031708
held,0.0974166989326477,0.2161356508731842,0.30231067538261414,0.32185450196266174,0.18579119443893433,0.02657921425998211,0.2648550271987915,0.21008138358592987,0.3308808207511902,0.26191920042037964,0.27009931206703186,0.14103956520557404
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.4127444326877594,0.18811661005020142,0.2528568208217621,0.3598145842552185,0.20453733205795288,0.20430970191955566
1892,-0.018924584612250328,0.13593631982803345,0.010261036455631256,0.1010928824543953,0.043279893696308136,0.11019168049097061,0.07865149527788162,-0.038046278059482574,-0.002205358585342765,0.01656411774456501,0.06200017035007477,-0.03980826586484909
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.4345304071903229,0.26255303621292114,0.3169408142566681,0.3119256794452667,0.24342353641986847,0.4130953550338745
