,full,size,working,engines,on,what,vehicles,sometimes,use,oscillating,cylinder,steam,engines,?
these,0.2322140336036682,0.2542095482349396,0.280343621969223,0.30611324310302734,0.32800400257110596,0.4164220690727234,0.31808939576148987,0.48219484090805054,0.43580424785614014,0.29339465498924255,0.2469586879014969,0.23361007869243622,0.30611324310302734,0.2571668326854706
engines,0.16641606390476227,0.21484757959842682,0.14905445277690887,1.0000001192092896,0.19385121762752533,0.1634974628686905,0.4915829300880432,0.16067561507225037,0.27862992882728577,0.258605420589447,0.48618724942207336,0.4903687536716461,1.0000001192092896,0.18940703570842743
are,0.16167086362838745,0.25654396414756775,0.23492206633090973,0.21946673095226288,0.268924742937088,0.29724663496017456,0.30638766288757324,0.47411349415779114,0.4174068570137024,0.22751964628696442,0.17915545403957367,0.14139318466186523,0.21946673095226288,0.24591213464736938
mainly,0.18161410093307495,0.16983449459075928,0.2538343071937561,0.1278943568468094,0.37579700350761414,0.29325804114341736,0.20698343217372894,0.4280686676502228,0.3100205659866333,0.1720319539308548,0.10181962698698044,0.1219605952501297,0.1278943568468094,0.07608037441968918
used,0.23587197065353394,0.22543680667877197,0.2766396701335907,0.2519303560256958,0.24785758554935455,0.27546408772468567,0.28868207335472107,0.4974112808704376,0.7127541303634644,0.3686958849430084,0.2783815860748291,0.2604328691959381,0.2519303560256958,0.22430120408535004
in,0.20023053884506226,0.21714140474796295,0.3062970042228699,0.18084456026554108,0.46853652596473694,0.30808621644973755,0.23028446733951569,0.31462913751602173,0.2715643048286438,0.2336682677268982,0.1721159964799881,0.19852672517299652,0.18084456026554108,0.20430970191955566
toys,0.13571040332317352,0.17249442636966705,0.17784422636032104,0.21879634261131287,0.2082861363887787,0.21154378354549408,0.3416061997413635,0.1724015325307846,0.24011479318141937,0.166344553232193,0.21755588054656982,0.24207726120948792,0.21879634261131287,0.19469822943210602
and,0.2361413836479187,0.252314954996109,0.30510061979293823,0.21148960292339325,0.4077630043029785,0.31309178471565247,0.25169602036476135,0.35151126980781555,0.34145063161849976,0.17032672464847565,0.17546038329601288,0.24133789539337158,0.21148960292339325,0.20544172823429108
models,0.09913108497858047,0.2586885392665863,0.15541501343250275,0.34442922472953796,0.20537379384040833,0.22431734204292297,0.3531387150287628,0.18303856253623962,0.2791529893875122,0.20520733296871185,0.3117382228374481,0.23859627544879913,0.34442922472953796,0.16656708717346191
",",0.18524548411369324,0.2156888097524643,0.29007792472839355,0.20245449244976044,0.49057599902153015,0.3087472915649414,0.19388854503631592,0.26600122451782227,0.3276674151420593,0.19937825202941895,0.15694238245487213,0.2264556586742401,0.20245449244976044,0.31091248989105225
because,0.22412866353988647,0.2551269829273224,0.24259094893932343,0.2839584946632385,0.33021900057792664,0.46729007363319397,0.23631605505943298,0.47810056805610657,0.40689316391944885,0.2590939700603485,0.12703320384025574,0.246084526181221,0.2839584946632385,0.2528740465641022
of,0.3238043189048767,0.27599775791168213,0.19986772537231445,0.17593856155872345,0.3966929316520691,0.33290785551071167,0.22431141138076782,0.296434611082077,0.2750902473926544,0.25066229701042175,0.16377530992031097,0.20239725708961487,0.17593856155872345,0.1826142966747284
their,0.2970364987850189,0.22592175006866455,0.2702975869178772,0.22963929176330566,0.3598666191101074,0.35142919421195984,0.21840666234493256,0.37100598216056824,0.3415622115135193,0.202265202999115,0.11450563371181488,0.17527107894420624,0.22963929176330566,0.1898253709077835
simplicity,0.23180270195007324,0.30668753385543823,0.17027364671230316,0.17418043315410614,0.19855156540870667,0.3988766074180603,0.21418267488479614,0.2835332155227661,0.3524770140647888,0.23763592541217804,0.16050000488758087,0.15571783483028412,0.17418043315410614,0.3735150396823883
",",0.18524548411369324,0.2156888097524643,0.29007792472839355,0.20245449244976044,0.49057599902153015,0.3087472915649414,0.19388854503631592,0.26600122451782227,0.3276674151420593,0.19937825202941895,0.15694238245487213,0.2264556586742401,0.20245449244976044,0.31091248989105225
but,0.2843914330005646,0.2906142771244049,0.32553669810295105,0.27383869886398315,0.3584071099758148,0.5029441118240356,0.20122741162776947,0.3846900463104248,0.43892642855644226,0.19678403437137604,0.18311622738838196,0.25995272397994995,0.27383869886398315,0.27921953797340393
have,0.26423826813697815,0.29607439041137695,0.27710407972335815,0.2422233670949936,0.36494916677474976,0.39808809757232666,0.2648106515407562,0.3968924283981323,0.4805850088596344,0.21991285681724548,0.20921985805034637,0.15978071093559265,0.2422233670949936,0.32991164922714233
also,0.2910975515842438,0.22071801126003265,0.3220829963684082,0.21938642859458923,0.3762153089046478,0.42747777700424194,0.22933810949325562,0.5747261643409729,0.3900981843471527,0.2359085977077484,0.19259385764598846,0.22489124536514282,0.21938642859458923,0.21848613023757935
been,0.16321226954460144,0.17180192470550537,0.2730814218521118,0.19427621364593506,0.29937630891799927,0.2567804455757141,0.21497519314289093,0.2778259515762329,0.27338850498199463,0.15684007108211517,0.17518724501132965,0.175981804728508,0.19427621364593506,0.24354910850524902
used,0.23587197065353394,0.22543680667877197,0.2766396701335907,0.2519303560256958,0.24785758554935455,0.27546408772468567,0.28868207335472107,0.4974112808704376,0.7127541303634644,0.3686958849430084,0.2783815860748291,0.2604328691959381,0.2519303560256958,0.22430120408535004
in,0.20023053884506226,0.21714140474796295,0.3062970042228699,0.18084456026554108,0.46853652596473694,0.30808621644973755,0.23028446733951569,0.31462913751602173,0.2715643048286438,0.2336682677268982,0.1721159964799881,0.19852672517299652,0.18084456026554108,0.20430970191955566
full,1.0,0.2088230550289154,0.20971280336380005,0.16641606390476227,0.2275353968143463,0.20298334956169128,0.2276349812746048,0.15830953419208527,0.2926822900772095,0.15400484204292297,0.18615800142288208,0.21703651547431946,0.16641606390476227,0.168479785323143
size,0.2088230550289154,1.0000001192092896,0.1125839427113533,0.21484757959842682,0.22330769896507263,0.2566739320755005,0.2828885614871979,0.21231593191623688,0.27887198328971863,0.2467077523469925,0.28667449951171875,0.14250414073467255,0.21484757959842682,0.13693112134933472
working,0.20971280336380005,0.1125839427113533,1.0,0.14905445277690887,0.2811677157878876,0.2846863269805908,0.16618074476718903,0.20013006031513214,0.29593580961227417,0.2439921647310257,0.10842061787843704,0.20605218410491943,0.14905445277690887,0.17154020071029663
engines,0.16641606390476227,0.21484757959842682,0.14905445277690887,1.0000001192092896,0.19385121762752533,0.1634974628686905,0.4915829300880432,0.16067561507225037,0.27862992882728577,0.258605420589447,0.48618724942207336,0.4903687536716461,1.0000001192092896,0.18940703570842743
",",0.18524548411369324,0.2156888097524643,0.29007792472839355,0.20245449244976044,0.49057599902153015,0.3087472915649414,0.19388854503631592,0.26600122451782227,0.3276674151420593,0.19937825202941895,0.15694238245487213,0.2264556586742401,0.20245449244976044,0.31091248989105225
mainly,0.18161410093307495,0.16983449459075928,0.2538343071937561,0.1278943568468094,0.37579700350761414,0.29325804114341736,0.20698343217372894,0.4280686676502228,0.3100205659866333,0.1720319539308548,0.10181962698698044,0.1219605952501297,0.1278943568468094,0.07608037441968918
on,0.2275353968143463,0.22330769896507263,0.2811677157878876,0.19385121762752533,0.9999999403953552,0.34226128458976746,0.2033701092004776,0.20871618390083313,0.2776605486869812,0.21577732264995575,0.13916563987731934,0.1939276158809662,0.19385121762752533,0.2714994251728058
ships,0.1799355447292328,0.1580716222524643,0.18282191455364227,0.301408976316452,0.24699397385120392,0.18164707720279694,0.41117003560066223,0.20282649993896484,0.229171484708786,0.21725913882255554,0.190778449177742,0.32751697301864624,0.301408976316452,0.18477600812911987
where,0.19476696848869324,0.19092345237731934,0.2553141415119171,0.14921875298023224,0.37630224227905273,0.4457937180995941,0.18586386740207672,0.3723720908164978,0.3083797097206116,0.29738539457321167,0.1669466495513916,0.18907299637794495,0.14921875298023224,0.24793872237205505
their,0.2970364987850189,0.22592175006866455,0.2702975869178772,0.22963929176330566,0.3598666191101074,0.35142919421195984,0.21840666234493256,0.37100598216056824,0.3415622115135193,0.202265202999115,0.11450563371181488,0.17527107894420624,0.22963929176330566,0.1898253709077835
compactness,0.33847251534461975,0.4060616195201874,0.21576237678527832,0.29515761137008667,0.30280593037605286,0.3546985983848572,0.37600138783454895,0.2779095768928528,0.2974867522716522,0.3739076554775238,0.30685603618621826,0.25984764099121094,0.29515761137008667,0.20963791012763977
is,0.18005375564098358,0.22983339428901672,0.20290212333202362,0.1648903638124466,0.3635730445384979,0.28837618231773376,0.20329910516738892,0.3757973313331604,0.3357410430908203,0.23028051853179932,0.19112510979175568,0.13029660284519196,0.1648903638124466,0.22961433231830597
valued,0.11490849405527115,0.20375069975852966,0.1715516895055771,0.12511524558067322,0.15831680595874786,0.19062063097953796,0.11806157976388931,0.24938517808914185,0.21769341826438904,0.12573248147964478,0.17580904066562653,0.12176936119794846,0.12511524558067322,0.20130088925361633
.,0.23337839543819427,0.30260366201400757,0.28468647599220276,0.24894580245018005,0.49257001280784607,0.3567904531955719,0.2500588297843933,0.24956031143665314,0.3711656630039215,0.26462385058403015,0.23330281674861908,0.22855372726917267,0.24894580245018005,0.4130953550338745
