,how,many,of,the,mau,mau,did,home,gaurd,kill,?
by,0.34370526671409607,0.3409687578678131,0.3646814823150635,0.4408751428127289,0.13623730838298798,0.13623730838298798,0.18574509024620056,0.16632650792598724,0.20039395987987518,0.26655957102775574,0.17966607213020325
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.17236579954624176,0.17236579954624176,0.34736719727516174,0.28978195786476135,0.26916927099227905,0.1907513439655304,0.22068053483963013
end,0.2481066733598709,0.2364911139011383,0.2215006798505783,0.39658910036087036,0.10749128460884094,0.10749128460884094,0.18808481097221375,0.2227584421634674,0.20423339307308197,0.15035147964954376,0.12543344497680664
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.15862257778644562,0.15862257778644562,0.2513895630836487,0.24402645230293274,0.21256116032600403,0.19896888732910156,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.17236579954624176,0.17236579954624176,0.34736719727516174,0.28978195786476135,0.26916927099227905,0.1907513439655304,0.22068053483963013
emergency,0.19985660910606384,0.18327708542346954,0.2012619823217392,0.21307751536369324,0.07266923040151596,0.07266923040151596,0.1988172084093094,0.2118099182844162,0.07740563899278641,0.2291889190673828,0.16178704798221588
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.22278594970703125,0.22278594970703125,0.3015086054801941,0.2790627181529999,0.2932274043560028,0.30406463146209717,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.17236579954624176,0.17236579954624176,0.34736719727516174,0.28978195786476135,0.26916927099227905,0.1907513439655304,0.22068053483963013
home,0.11464780569076538,0.19523783028125763,0.24402645230293274,0.28978195786476135,0.15735960006713867,0.15735960006713867,0.17098017036914825,1.0,0.1273997724056244,0.16441640257835388,0.0757145956158638
guard,0.1639660745859146,0.137734055519104,0.22777998447418213,0.30210334062576294,0.10479617118835449,0.10479617118835449,0.16974282264709473,0.21147151291370392,0.1925971657037735,0.219840869307518,0.11036597937345505
had,0.2549138069152832,0.40130746364593506,0.37755560874938965,0.3875846862792969,0.12042845040559769,0.12042845040559769,0.540525496006012,0.24833010137081146,0.22735661268234253,0.18736809492111206,0.20728366076946259
killed,0.1255389302968979,0.1783437877893448,0.2589981257915497,0.23115427792072296,0.16010445356369019,0.16010445356369019,0.24296797811985016,0.18347884714603424,0.272644579410553,0.6108298897743225,0.17928971350193024
"4,686",0.0963725820183754,0.10345535725355148,0.16314458847045898,0.07932303845882416,0.14218735694885254,0.14218735694885254,0.10756275057792664,-0.022197142243385315,0.038899749517440796,-0.02508692443370819,0.09904021769762039
mau,0.18375243246555328,0.18779924511909485,0.15862257778644562,0.17236579954624176,0.9999999403953552,0.9999999403953552,0.12260053306818008,0.15735960006713867,0.28884410858154297,0.1500236541032791,0.12663695216178894
mau,0.18375243246555328,0.18779924511909485,0.15862257778644562,0.17236579954624176,0.9999999403953552,0.9999999403953552,0.12260053306818008,0.15735960006713867,0.28884410858154297,0.1500236541032791,0.12663695216178894
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.22278594970703125,0.22278594970703125,0.3015086054801941,0.2790627181529999,0.2932274043560028,0.30406463146209717,0.31091248989105225
amounting,0.3491685688495636,0.35490524768829346,0.3237479329109192,0.35290196537971497,0.13225792348384857,0.13225792348384857,0.2225775271654129,0.13250112533569336,0.2138916403055191,0.06668667495250702,0.16863957047462463
to,0.44169697165489197,0.40243685245513916,0.41548454761505127,0.535392165184021,0.16618125140666962,0.16618125140666962,0.4452643394470215,0.31056779623031616,0.2239132523536682,0.328944593667984,0.29463258385658264
42,-0.03820109739899635,-0.09037695825099945,-0.15006105601787567,-0.16943266987800598,-0.2771551012992859,-0.2771551012992859,-0.07248067110776901,-0.07256200909614563,-0.15894712507724762,-0.179277241230011,-0.04003704711794853
%,0.1237400695681572,0.24948352575302124,0.19953428208827972,0.21490740776062012,0.10656974464654922,0.10656974464654922,0.1450016051530838,0.0849776491522789,0.22084274888038635,0.1301565021276474,0.21441808342933655
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.15862257778644562,0.15862257778644562,0.2513895630836487,0.24402645230293274,0.21256116032600403,0.19896888732910156,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.17236579954624176,0.17236579954624176,0.34736719727516174,0.28978195786476135,0.26916927099227905,0.1907513439655304,0.22068053483963013
total,0.22199897468090057,0.2912171483039856,0.29045331478118896,0.27068960666656494,0.10701516270637512,0.10701516270637512,0.14788632094860077,0.13287930190563202,0.0968107134103775,0.13133402168750763,0.14396025240421295
insurgents,0.19522178173065186,0.2578029930591583,0.21263791620731354,0.25735417008399963,0.27663272619247437,0.27663272619247437,0.19549068808555603,0.13581742346286774,0.28851526975631714,0.2668800354003906,0.1172666847705841
.,0.3287222981452942,0.3974229395389557,0.5352458953857422,0.5934505462646484,0.16479991376399994,0.16479991376399994,0.35288307070732117,0.3067048490047455,0.22776590287685394,0.29428622126579285,0.4130953550338745
