,what,year,was,the,only,film,version,of,doctor,who,shown,?
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.5497692227363586,0.2824619710445404,0.27268242835998535,0.733189046382904,0.2820442318916321,0.3733934462070465,0.3387985825538635,0.22068053483963013
2005,0.0704459398984909,0.13351094722747803,0.11356307566165924,0.037273142486810684,0.01377417054027319,0.032295554876327515,0.12933923304080963,0.017815761268138885,0.07635467499494553,0.18423187732696533,-0.06298744678497314,0.10709824413061142
version,0.20755547285079956,0.19092321395874023,0.297456830739975,0.27268242835998535,0.3048602044582367,0.18940189480781555,1.0000001192092896,0.14166875183582306,0.16003715991973877,0.17217524349689484,0.25960907340049744,0.2573966085910797
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.49632513523101807,0.22166931629180908,0.14166875183582306,1.0,0.16895952820777893,0.2827862501144409,0.24332952499389648,0.1826142966747284
doctor,0.20870667695999146,0.16282056272029877,0.19672659039497375,0.2820442318916321,0.20663131773471832,0.20001187920570374,0.16003715991973877,0.16895952820777893,0.9999999403953552,0.3504868149757385,0.18401096761226654,0.1462511420249939
who,0.40942975878715515,0.2851492762565613,0.3318818509578705,0.3733934462070465,0.4202229380607605,0.16308167576789856,0.17217524349689484,0.2827862501144409,0.3504868149757385,0.9999998807907104,0.16586925089359283,0.26220351457595825
is,0.28837618231773376,0.2402215600013733,0.5810302495956421,0.5823672413825989,0.44708555936813354,0.21704672276973724,0.26673051714897156,0.4854315221309662,0.19875872135162354,0.24293622374534607,0.2509501576423645,0.22961433231830597
a,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.47549712657928467,0.19172197580337524,0.27132871747016907,0.5052502155303955,0.22883038222789764,0.36608949303627014,0.2581788897514343,0.23916715383529663
direct,0.26271191239356995,0.13735882937908173,0.22959941625595093,0.3262479901313782,0.34705138206481934,0.2722962200641632,0.202697291970253,0.2533726394176483,0.09381206333637238,0.20854562520980835,0.2300223559141159,0.18476411700248718
plot,0.27055343985557556,0.16099987924098969,0.17129768431186676,0.22070206701755524,0.16962337493896484,0.2634248733520508,0.21583010256290436,0.2079721987247467,0.1478414535522461,0.20069892704486847,0.18114888668060303,0.1946352869272232
continuation,0.30185413360595703,0.26438474655151367,0.3183766305446625,0.41826045513153076,0.2630021572113037,0.15612652897834778,0.2631723880767822,0.32713258266448975,0.18086256086826324,0.16539721190929413,0.27826300263404846,0.14227430522441864
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.49632513523101807,0.22166931629180908,0.14166875183582306,1.0,0.16895952820777893,0.2827862501144409,0.24332952499389648,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.5497692227363586,0.2824619710445404,0.27268242835998535,0.733189046382904,0.2820442318916321,0.3733934462070465,0.3387985825538635,0.22068053483963013
original,0.24651947617530823,0.18830199539661407,0.32203906774520874,0.4037000238895416,0.30343738198280334,0.2861906588077545,0.3942320942878723,0.30228546261787415,0.13737785816192627,0.1785319596529007,0.26045581698417664,0.17256900668144226
1963–1989,-0.19746999442577362,0.12387587130069733,0.157029390335083,0.08282152563333511,-0.09906472265720367,0.000294260069495067,-0.1501111537218094,0.058865148574113846,0.0077168140560388565,-0.028495904058218002,-0.09190007299184799,-0.2186838984489441
series,0.17328087985515594,0.2600080966949463,0.2261398285627365,0.31376904249191284,0.23628194630146027,0.2540489733219147,0.2539559602737427,0.22268271446228027,0.2712797522544861,0.21484537422657013,0.3483121395111084,0.1709602326154709
[,0.010752761736512184,0.14371466636657715,0.03263993561267853,0.07130392640829086,0.044609878212213516,0.17815491557121277,0.14466188848018646,0.010817250236868858,0.09639045596122742,0.011881873942911625,0.13019806146621704,0.011015460826456547
note,0.2500276267528534,0.22631148993968964,0.13123425841331482,0.255229115486145,0.3397364020347595,0.08465932309627533,0.30156299471855164,0.1706424355506897,0.16248038411140442,0.208273783326149,0.25104427337646484,0.2754004895687103
2,-0.049862053245306015,-0.043360184878110886,-0.013097384944558144,-0.019434669986367226,-0.046577464789152145,0.021310655400156975,0.04344789683818817,-0.013777675107121468,0.03075770102441311,-0.0748172402381897,-0.07621709257364273,0.001977203879505396
],-0.03775298595428467,-0.09102598577737808,0.0001094614781322889,-0.04779602214694023,-0.002925447653979063,0.08354230225086212,-0.07807204127311707,-0.035044461488723755,-0.048316486179828644,0.03976386412978172,0.10284081101417542,-0.0022520492784678936
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.4542345404624939,0.23832054436206818,0.1978406310081482,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.28805026412010193,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.5497692227363586,0.2824619710445404,0.27268242835998535,0.733189046382904,0.2820442318916321,0.3733934462070465,0.3387985825538635,0.22068053483963013
1996,0.1822642683982849,0.06595204025506973,0.16684161126613617,0.10029517859220505,0.04122553765773773,0.020866384729743004,-0.01704762689769268,0.08521515130996704,0.09654296189546585,0.23735210299491882,-0.025611797347664833,0.18022380769252777
telefilm,0.1988658457994461,0.1714908331632614,0.21887551248073578,0.23906278610229492,0.1699094921350479,0.5907873511314392,0.20849940180778503,0.18030792474746704,0.2555907666683197,0.1700359284877777,0.27994516491889954,0.17530423402786255
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.49507418274879456,0.22823183238506317,0.2754054665565491,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.3143177330493927,0.4130953550338745
