,what,did,the,non-afghan,veterans,returning,home,have,in,addition,to,their,prestige,?
the,0.42745697498321533,0.34736719727516174,1.0,0.25719061493873596,0.3290243446826935,0.3807036876678467,0.28978195786476135,0.40389683842658997,0.6662389636039734,0.32955414056777954,0.535392165184021,0.516537070274353,0.3049629330635071,0.22068053483963013
us,0.32081687450408936,0.23250600695610046,0.25727739930152893,0.22086134552955627,0.20599265396595,0.13822555541992188,0.11478497833013535,0.2249869704246521,0.19746538996696472,0.13515712320804596,0.2928973436355591,0.18662944436073303,0.043276336044073105,0.2742428481578827
spent,0.17218980193138123,0.26986101269721985,0.24215754866600037,0.15421339869499207,0.17889149487018585,0.3389764130115509,0.26291459798812866,0.2103969156742096,0.26677900552749634,0.16403831541538239,0.16536113619804382,0.20798325538635254,0.12166198343038559,0.09774520993232727
billions,0.27758651971817017,0.18913741409778595,0.24078384041786194,0.16212604939937592,0.21482990682125092,0.12117688357830048,0.19816000759601593,0.3290676176548004,0.19087044894695282,0.2044716626405716,0.2520607113838196,0.23528316617012024,0.13030356168746948,0.2010827362537384
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.22050851583480835,0.30576401948928833,0.3265147805213928,0.24402645230293274,0.3802283704280853,0.5696388483047485,0.27503931522369385,0.41548454761505127,0.4329940676689148,0.19719675183296204,0.1826142966747284
dollars,0.2180599719285965,0.2074357569217682,0.2665082812309265,0.11973831802606583,0.2568523585796356,0.1484944373369217,0.1585206389427185,0.25993818044662476,0.21489819884300232,0.1670713871717453,0.23776228725910187,0.20960958302021027,0.17537836730480194,0.21298730373382568
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.21062897145748138,0.23743145167827606,0.3828968405723572,0.31056779623031616,0.4544740617275238,0.45010748505592346,0.29394859075546265,1.0,0.44619059562683105,0.15078945457935333,0.29463258385658264
aid,0.1778782606124878,0.1701076328754425,0.21952909231185913,0.21469329297542572,0.2683956027030945,0.22987793385982513,0.15976832807064056,0.18381038308143616,0.1754455417394638,0.2032983899116516,0.2690417766571045,0.21167044341564178,0.1118878498673439,0.08358026295900345
the,0.42745697498321533,0.34736719727516174,1.0,0.25719061493873596,0.3290243446826935,0.3807036876678467,0.28978195786476135,0.40389683842658997,0.6662389636039734,0.32955414056777954,0.535392165184021,0.516537070274353,0.3049629330635071,0.22068053483963013
mujahideen,0.2557944357395172,0.23387806117534637,0.2543865144252777,0.49576663970947266,0.2246820032596588,0.2131444662809372,0.1588544100522995,0.22694283723831177,0.22776757180690765,0.17739081382751465,0.19356641173362732,0.1984318196773529,0.2096007615327835,0.25100576877593994
muslim,0.2631456255912781,0.2098924219608307,0.28099653124809265,0.44900551438331604,0.15405432879924774,0.21726718544960022,0.10860753059387207,0.21171724796295166,0.2092999517917633,0.162809357047081,0.2551989257335663,0.21655887365341187,0.19138075411319733,0.17456822097301483
afghanistan,0.23892498016357422,0.17636427283287048,0.28314414620399475,0.746921956539154,0.2167697250843048,0.168435737490654,0.13912473618984222,0.17845943570137024,0.2505266070365906,0.15065708756446838,0.20390678942203522,0.1976931393146515,0.20564767718315125,0.1478135734796524
enemies,0.23385491967201233,0.26751837134361267,0.28070276975631714,0.20234140753746033,0.16709734499454498,0.29135575890541077,0.2165031135082245,0.2412876933813095,0.1660536229610443,0.17473118007183075,0.27960988879203796,0.3113681972026825,0.25273770093917847,0.1540507823228836
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.22050851583480835,0.30576401948928833,0.3265147805213928,0.24402645230293274,0.3802283704280853,0.5696388483047485,0.27503931522369385,0.41548454761505127,0.4329940676689148,0.19719675183296204,0.1826142966747284
