,what,article,of,the,grundgesetz,grants,the,right,to,make,private,schools,?
the,0.42745697498321533,0.3329811692237854,0.733189046382904,1.0,0.35664358735084534,0.2900126874446869,1.0,0.33901116251945496,0.535392165184021,0.3146495521068573,0.18291357159614563,0.22905772924423218,0.22068053483963013
right,0.38502591848373413,0.27035006880760193,0.22473211586475372,0.33901116251945496,0.3444332480430603,0.2316877841949463,0.33901116251945496,1.0,0.31834647059440613,0.23227570950984955,0.17115983366966248,0.14779479801654816,0.27135515213012695
to,0.455847829580307,0.361922025680542,0.41548454761505127,0.535392165184021,0.32515910267829895,0.2831681966781616,0.535392165184021,0.31834647059440613,1.0,0.497876912355423,0.18892748653888702,0.2362271547317505,0.29463258385658264
create,0.2962724268436432,0.358712762594223,0.23675619065761566,0.25265660881996155,0.32699164748191833,0.1558833122253418,0.25265660881996155,0.19628718495368958,0.41124165058135986,0.5915648937225342,0.14424921572208405,0.17071837186813354,0.300167441368103
private,0.16778090596199036,0.11464355140924454,0.18706899881362915,0.18291357159614563,0.19920983910560608,0.31541165709495544,0.18291357159614563,0.17115983366966248,0.18892748653888702,0.16853754222393036,1.0,0.4158569872379303,0.14389030635356903
schools,0.1820785105228424,0.17768268287181854,0.265506386756897,0.22905772924423218,0.2763463258743286,0.3189310133457184,0.22905772924423218,0.14779479801654816,0.2362271547317505,0.19170349836349487,0.4158569872379303,1.0,0.18349280953407288
in,0.30808621644973755,0.26153311133384705,0.5696388483047485,0.6662389636039734,0.26637840270996094,0.22626352310180664,0.6662389636039734,0.16096803545951843,0.45010748505592346,0.268858402967453,0.21135757863521576,0.2632134258747101,0.20430970191955566
germany,0.21690446138381958,0.17013821005821228,0.2942050099372864,0.3181285262107849,0.3963528275489807,0.12089088559150696,0.3181285262107849,0.1924206018447876,0.24172882735729218,0.2068416327238083,0.11005246639251709,0.2058108150959015,0.1388660967350006
is,0.28837618231773376,0.29873761534690857,0.4854315221309662,0.5823672413825989,0.2556866705417633,0.16080595552921295,0.5823672413825989,0.22718656063079834,0.42745086550712585,0.3331545889377594,0.1420905888080597,0.2022145688533783,0.22961433231830597
in,0.30808621644973755,0.26153311133384705,0.5696388483047485,0.6662389636039734,0.26637840270996094,0.22626352310180664,0.6662389636039734,0.16096803545951843,0.45010748505592346,0.268858402967453,0.21135757863521576,0.2632134258747101,0.20430970191955566
article,0.40514686703681946,0.9999999403953552,0.25720444321632385,0.3329811692237854,0.4332563877105713,0.13357260823249817,0.3329811692237854,0.27035006880760193,0.361922025680542,0.291926771402359,0.11464355140924454,0.17768268287181854,0.4948462247848511
7,-0.1699475795030594,-0.14599363505840302,-0.04983885586261749,-0.1142377033829689,-0.04101843014359474,0.009467468596994877,-0.1142377033829689,-0.10364524275064468,-0.1819358468055725,-0.20371752977371216,-0.0657002329826355,-0.013381686061620712,-0.15092156827449799
",",0.3087472915649414,0.28605279326438904,0.4946078956127167,0.4933079481124878,0.2839145064353943,0.30463892221450806,0.4933079481124878,0.24165019392967224,0.44245919585227966,0.324553906917572,0.1899166703224182,0.2760516405105591,0.31091248989105225
paragraph,0.3436802327632904,0.6257914304733276,0.21860730648040771,0.27994242310523987,0.4046946167945862,0.05346064269542694,0.27994242310523987,0.25495627522468567,0.2531296908855438,0.2492227405309677,0.14676950871944427,0.18432587385177612,0.3896709978580475
4,-0.04324747622013092,0.010625466704368591,0.17227263748645782,0.15499350428581238,0.07179071009159088,0.12152742594480515,0.15499350428581238,0.022820916026830673,0.059323787689208984,-0.053615253418684006,0.13625040650367737,0.019904205575585365,0.010515431873500347
of,0.33290785551071167,0.25720444321632385,1.0,0.733189046382904,0.30758821964263916,0.3099519908428192,0.733189046382904,0.22473211586475372,0.41548454761505127,0.2912110388278961,0.18706899881362915,0.265506386756897,0.1826142966747284
the,0.42745697498321533,0.3329811692237854,0.733189046382904,1.0,0.35664358735084534,0.2900126874446869,1.0,0.33901116251945496,0.535392165184021,0.3146495521068573,0.18291357159614563,0.22905772924423218,0.22068053483963013
grundgesetz,0.4220198690891266,0.4332563877105713,0.30758821964263916,0.35664358735084534,1.0,0.2934019863605499,0.35664358735084534,0.3444332480430603,0.32515910267829895,0.32913491129875183,0.19920983910560608,0.2763463258743286,0.3399113118648529
and,0.31309178471565247,0.23647621273994446,0.5116966962814331,0.5171257257461548,0.3169628977775574,0.2782057225704193,0.5171257257461548,0.27311667799949646,0.48971283435821533,0.4160483181476593,0.2557651102542877,0.29319998621940613,0.20544172823429108
can,0.34502777457237244,0.3214142918586731,0.2603091299533844,0.312528520822525,0.31832289695739746,0.15530896186828613,0.312528520822525,0.2777777910232544,0.4979398250579834,0.4845520555973053,0.15051504969596863,0.162617489695549,0.3226337134838104
not,0.5449194312095642,0.427753210067749,0.3307090103626251,0.4310511648654938,0.41860371828079224,0.20597131550312042,0.4310511648654938,0.3370451331138611,0.5149973034858704,0.4738420248031616,0.181801438331604,0.2299577295780182,0.41942933201789856
be,0.3929833769798279,0.4253923296928406,0.33904364705085754,0.4248143136501312,0.37436217069625854,0.1711733192205429,0.4248143136501312,0.28686586022377014,0.4972836375236511,0.4759829044342041,0.1834806501865387,0.21943484246730804,0.3324260413646698
suspended,0.15452195703983307,0.14556941390037537,0.2760421931743622,0.28768354654312134,0.21342608332633972,0.2335537075996399,0.28768354654312134,0.16140912473201752,0.20259469747543335,0.17470774054527283,0.17390099167823792,0.15595123171806335,0.13118882477283478
even,0.40872135758399963,0.3600095510482788,0.34735506772994995,0.37996912002563477,0.36176207661628723,0.1786610633134842,0.37996912002563477,0.24898862838745117,0.46467068791389465,0.4666332006454468,0.17857690155506134,0.22663062810897827,0.30082517862319946
in,0.30808621644973755,0.26153311133384705,0.5696388483047485,0.6662389636039734,0.26637840270996094,0.22626352310180664,0.6662389636039734,0.16096803545951843,0.45010748505592346,0.268858402967453,0.21135757863521576,0.2632134258747101,0.20430970191955566
a,0.3320399522781372,0.30913418531417847,0.5052502155303955,0.5829201340675354,0.3180333971977234,0.21260610222816467,0.5829201340675354,0.2849915027618408,0.45503583550453186,0.34303420782089233,0.20346391201019287,0.2118925303220749,0.23916715383529663
state,0.24273863434791565,0.16446204483509064,0.34253445267677307,0.3097178041934967,0.35051047801971436,0.2610282897949219,0.3097178041934967,0.11720108985900879,0.25557461380958557,0.2164146602153778,0.3059387505054474,0.2832874357700348,0.1160883978009224
of,0.33290785551071167,0.25720444321632385,1.0,0.733189046382904,0.30758821964263916,0.3099519908428192,0.733189046382904,0.22473211586475372,0.41548454761505127,0.2912110388278961,0.18706899881362915,0.265506386756897,0.1826142966747284
emergency,0.25711625814437866,0.19482602179050446,0.2012619823217392,0.21307751536369324,0.2523777484893799,0.21775375306606293,0.21307751536369324,0.16403205692768097,0.2783624827861786,0.25937604904174805,0.23533813655376434,0.1846960335969925,0.16178704798221588
.,0.3567904531955719,0.30669885873794556,0.5352458953857422,0.5934505462646484,0.32455503940582275,0.2610261142253876,0.5934505462646484,0.2597152590751648,0.4645031690597534,0.3547073304653168,0.2534593939781189,0.2752705216407776,0.4130953550338745
