,cost,overruns,with,government,projects,have,occurred,when,the,contractor,did,what,?
cost,1.0000001192092896,0.26751944422721863,0.2314605861902237,0.2889222502708435,0.2570052742958069,0.30025556683540344,0.2434549778699875,0.1785220354795456,0.23177006840705872,0.3506034314632416,0.2525390386581421,0.210266575217247,0.17823095619678497
overruns,0.26751944422721863,1.0,0.1880752444267273,0.25489458441734314,0.2547817826271057,0.15266180038452148,0.26550576090812683,0.23480546474456787,0.2584819197654724,0.23009315133094788,0.1472056806087494,0.16817238926887512,0.17810197174549103
with,0.2314605861902237,0.1880752444267273,0.9999999403953552,0.2035938799381256,0.24232852458953857,0.48046383261680603,0.17290179431438446,0.5075214505195618,0.4223487675189972,0.21588647365570068,0.25472134351730347,0.2464839518070221,0.2433311939239502
government,0.2889222502708435,0.25489458441734314,0.2035938799381256,1.0000001192092896,0.2482490986585617,0.23351164162158966,0.2042401283979416,0.23078718781471252,0.31798112392425537,0.3216192424297333,0.2792121469974518,0.28074538707733154,0.18851417303085327
projects,0.2570052742958069,0.2547817826271057,0.24232852458953857,0.2482490986585617,1.0,0.33960428833961487,0.14581161737442017,0.18047361075878143,0.23802334070205688,0.2564004957675934,0.21255384385585785,0.28646913170814514,0.3193145990371704
have,0.30025556683540344,0.15266180038452148,0.48046383261680603,0.23351164162158966,0.33960428833961487,0.9999999403953552,0.2891860902309418,0.40555819869041443,0.40389683842658997,0.1468748152256012,0.3783526122570038,0.39808809757232666,0.32991164922714233
occurred,0.2434549778699875,0.26550576090812683,0.17290179431438446,0.2042401283979416,0.14581161737442017,0.2891860902309418,1.0000001192092896,0.221700981259346,0.3372073173522949,0.20395302772521973,0.2772168517112732,0.22118957340717316,0.15880417823791504
when,0.1785220354795456,0.23480546474456787,0.5075214505195618,0.23078718781471252,0.18047361075878143,0.40555819869041443,0.221700981259346,0.9999999403953552,0.5091903209686279,0.21528659760951996,0.3228907287120819,0.4700249433517456,0.22841128706932068
the,0.23177006840705872,0.2584819197654724,0.4223487675189972,0.31798112392425537,0.23802334070205688,0.40389683842658997,0.3372073173522949,0.5091903209686279,1.0,0.21471422910690308,0.34736719727516174,0.42745697498321533,0.22068053483963013
contractor,0.3506034314632416,0.23009315133094788,0.21588647365570068,0.3216192424297333,0.2564004957675934,0.1468748152256012,0.20395302772521973,0.21528659760951996,0.21471422910690308,0.9999999403953552,0.21242330968379974,0.17357058823108673,0.07686037570238113
identified,0.10279503464698792,0.13457506895065308,0.275267094373703,0.11773290485143661,0.1477801352739334,0.3323366343975067,0.2892146110534668,0.20130477845668793,0.3162215054035187,0.13268865644931793,0.15355098247528076,0.16489295661449432,0.18080152571201324
change,0.19993875920772552,0.16355322301387787,0.22604717314243317,0.21514688432216644,0.20871275663375854,0.40199920535087585,0.24247096478939056,0.33026453852653503,0.3641999065876007,0.165887251496315,0.2806394100189209,0.3690716028213501,0.24115969240665436
orders,0.14213339984416962,0.25627657771110535,0.1561945229768753,0.2591840624809265,0.08086023479700089,0.18352602422237396,0.1500001698732376,0.22304923832416534,0.26927345991134644,0.12692590057849884,0.2706792652606964,0.1898462176322937,0.18005457520484924
or,0.24070757627487183,0.19915466010570526,0.38158315420150757,0.2456667572259903,0.21512368321418762,0.46389055252075195,0.27940401434898376,0.417120099067688,0.4174870550632477,0.1698150485754013,0.28211739659309387,0.33867141604423523,0.32389625906944275
project,0.25715333223342896,0.20044761896133423,0.19682161509990692,0.24943788349628448,0.7827755212783813,0.24547767639160156,0.037836432456970215,0.15249502658843994,0.2027820199728012,0.20830978453159332,0.18681181967258453,0.27033838629722595,0.30569031834602356
changes,0.1896582990884781,0.20027965307235718,0.23350933194160461,0.18183781206607819,0.29244622588157654,0.3310432434082031,0.2907344102859497,0.3188721537590027,0.3427845537662506,0.13699287176132202,0.18026256561279297,0.2740466892719269,0.21264225244522095
that,0.2857586443424225,0.22371752560138702,0.4154358208179474,0.29558056592941284,0.31265854835510254,0.6182622313499451,0.2822191119194031,0.5860282182693481,0.5473989248275757,0.21892297267913818,0.47518548369407654,0.6297725439071655,0.32716336846351624
increased,0.325657457113266,0.23505093157291412,0.2477453649044037,0.2212865799665451,0.17872470617294312,0.3476240336894989,0.3639582097530365,0.27145320177078247,0.3188653886318207,0.2635931372642517,0.20765343308448792,0.1599731743335724,0.09587585180997849
costs,0.7332470417022705,0.19252818822860718,0.22785615921020508,0.24909737706184387,0.315578818321228,0.2859073877334595,0.20317021012306213,0.21439620852470398,0.2180386483669281,0.2957799732685089,0.2604030668735504,0.21587958931922913,0.19150719046592712
",",0.20970560610294342,0.25343969464302063,0.4120737314224243,0.27344048023223877,0.2649989724159241,0.3541618287563324,0.28958946466445923,0.36674630641937256,0.4933079481124878,0.24117542803287506,0.3015086054801941,0.3087472915649414,0.31091248989105225
which,0.28075534105300903,0.19953717291355133,0.46403205394744873,0.27266770601272583,0.27615708112716675,0.49652695655822754,0.272514283657074,0.572554349899292,0.6521818041801453,0.20886953175067902,0.2750149369239807,0.5261979103088379,0.25814583897590637
