,what,documentary,was,shown,about,doctor,who,?
although,0.24844598770141602,0.07404202222824097,0.3711436688899994,0.266217976808548,0.2556116580963135,0.15578992664813995,0.3003382384777069,0.15541206300258636
(,0.2411840260028839,0.18341603875160217,0.2980341613292694,0.17931321263313293,0.27495184540748596,0.1570640504360199,0.2443375140428543,0.40561532974243164
as,0.31749409437179565,0.15774887800216675,0.3677520453929901,0.29049909114837646,0.2989700436592102,0.17422905564308167,0.3923053741455078,0.27043893933296204
series,0.17328087985515594,0.2647181451320648,0.2261398285627365,0.3483121395111084,0.19678106904029846,0.2712797522544861,0.21484537422657013,0.1709602326154709
co-star,0.2597615420818329,0.32196876406669617,0.28198421001434326,0.23443381488323212,0.18996745347976685,0.1358223557472229,0.2089904546737671,0.22776302695274353
sophie,0.1402960568666458,0.19261932373046875,0.20520447194576263,0.09318233281373978,0.15158337354660034,0.178248330950737,0.2028590440750122,0.1763855516910553
aldred,0.15257224440574646,0.24547062814235687,0.3188561797142029,0.22146165370941162,0.21533602476119995,0.2690303325653076,0.32993006706237793,0.20777727663516998
reported,0.16211873292922974,0.1694120615720749,0.2993243634700775,0.2587100565433502,0.3168935775756836,0.10156430304050446,0.2103302925825119,0.16150116920471191
in,0.30808621644973755,0.24391870200634003,0.45514053106307983,0.2988935708999634,0.39797019958496094,0.25567495822906494,0.2792111933231354,0.20430970191955566
the,0.42745697498321533,0.26381126046180725,0.48711544275283813,0.3387985825538635,0.37995871901512146,0.2820442318916321,0.3733934462070465,0.22068053483963013
documentary,0.24060073494911194,1.0000001192092896,0.23386526107788086,0.2816632091999054,0.2858372926712036,0.1871531903743744,0.18639856576919556,0.20526576042175293
doctor,0.20870667695999146,0.1871531903743744,0.19672659039497375,0.18401096761226654,0.18911071121692657,0.9999999403953552,0.3504868149757385,0.1462511420249939
who,0.40942975878715515,0.18639856576919556,0.3318818509578705,0.16586925089359283,0.3477841317653656,0.3504868149757385,0.9999998807907104,0.26220351457595825
:,-0.12022944539785385,-0.03908379003405571,0.002802103292196989,-0.09815337508916855,-0.14031879603862762,-0.004988687578588724,-0.0025186005514115095,-0.07156077772378922
more,0.3484537899494171,0.1573159247636795,0.21525104343891144,0.23811866343021393,0.4194578528404236,0.16165468096733093,0.31567877531051636,0.27894994616508484
than,0.29388150572776794,0.11321111023426056,0.1872616857290268,0.26416149735450745,0.40586400032043457,0.16240152716636658,0.24983921647071838,0.24917294085025787
30,-0.04443084076046944,0.00929954368621111,0.08394331485033035,0.03798467293381691,0.019249456003308296,-0.0031356567051261663,0.0856964960694313,-0.08261742442846298
years,0.1981470286846161,0.23078158497810364,0.35855233669281006,0.13141706585884094,0.3661487102508545,0.1280619502067566,0.29867154359817505,0.1914375126361847
in,0.30808621644973755,0.24391870200634003,0.45514053106307983,0.2988935708999634,0.39797019958496094,0.25567495822906494,0.2792111933231354,0.20430970191955566
the,0.42745697498321533,0.26381126046180725,0.48711544275283813,0.3387985825538635,0.37995871901512146,0.2820442318916321,0.3733934462070465,0.22068053483963013
tardis,0.21426796913146973,0.25375205278396606,0.1628473550081253,0.22702059149742126,0.21643495559692383,0.5026617050170898,0.2757788300514221,0.14893783628940582
),0.26259949803352356,0.20769837498664856,0.3267642855644226,0.20446927845478058,0.2775460183620453,0.1509941965341568,0.2457384318113327,0.42300865054130554
it,0.45803478360176086,0.16636988520622253,0.4577186405658722,0.27352818846702576,0.4291239380836487,0.24568085372447968,0.2868398427963257,0.25732165575027466
was,0.22111038863658905,0.23386526107788086,1.0000001192092896,0.21061603724956512,0.2577359974384308,0.19672659039497375,0.3318818509578705,0.18412111699581146
effectively,0.2696734368801117,0.11907599121332169,0.24608884751796722,0.22741228342056274,0.1836671531200409,0.1838058978319168,0.2969565689563751,0.21523159742355347
",",0.3087472915649414,0.1999746561050415,0.45456063747406006,0.25911012291908264,0.3877100944519043,0.20407600700855255,0.3365725874900818,0.31091248989105225
if,0.5277165174484253,0.11331900209188461,0.16164100170135498,0.24471823871135712,0.30191555619239807,0.19982358813285828,0.3758285641670227,0.4441644251346588
not,0.5449194312095642,0.12267044186592102,0.2888734042644501,0.31383776664733887,0.36646416783332825,0.18341001868247986,0.369414746761322,0.41942933201789856
formally,0.19840256869792938,0.027581647038459778,0.3541161119937897,0.17333722114562988,0.12278503179550171,0.0436992347240448,0.25612738728523254,0.1371411830186844
",",0.3087472915649414,0.1999746561050415,0.45456063747406006,0.25911012291908264,0.3877100944519043,0.20407600700855255,0.3365725874900818,0.31091248989105225
cancelled,0.19608551263809204,0.20644408464431763,0.37362921237945557,0.32666540145874023,0.13261647522449493,0.18912015855312347,0.12617811560630798,0.17645953595638275
with,0.2464839518070221,0.1636398285627365,0.27411898970603943,0.2707523703575134,0.3347385823726654,0.17277967929840088,0.3282766342163086,0.2433311939239502
the,0.42745697498321533,0.26381126046180725,0.48711544275283813,0.3387985825538635,0.37995871901512146,0.2820442318916321,0.3733934462070465,0.22068053483963013
decision,0.32053670287132263,0.16783228516578674,0.25498270988464355,0.13269370794296265,0.19612200558185577,0.15379731357097626,0.2630499601364136,0.2796577215194702
not,0.5449194312095642,0.12267044186592102,0.2888734042644501,0.31383776664733887,0.36646416783332825,0.18341001868247986,0.369414746761322,0.41942933201789856
to,0.455847829580307,0.15569530427455902,0.3636345863342285,0.23958280682563782,0.391953706741333,0.22950075566768646,0.42656609416007996,0.29463258385658264
commission,0.22273972630500793,0.14823338389396667,0.28741392493247986,0.11794904619455338,0.11744632571935654,0.10050181299448013,0.15008439123630524,0.16231559216976166
a,0.3320399522781372,0.2067284882068634,0.4508470594882965,0.2581788897514343,0.34171196818351746,0.22883038222789764,0.36608949303627014,0.23916715383529663
planned,0.21141068637371063,0.189650759100914,0.3590250015258789,0.23122549057006836,0.21999645233154297,0.14897648990154266,0.189250648021698,0.16188396513462067
27th,0.10533325374126434,0.11541670560836792,0.1652284860610962,0.16523467004299164,0.18239019811153412,0.20439797639846802,0.08525776118040085,-0.0038551546167582273
series,0.17328087985515594,0.2647181451320648,0.2261398285627365,0.3483121395111084,0.19678106904029846,0.2712797522544861,0.21484537422657013,0.1709602326154709
of,0.33290785551071167,0.2168540358543396,0.4069072902202606,0.24332952499389648,0.40939709544181824,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.42745697498321533,0.26381126046180725,0.48711544275283813,0.3387985825538635,0.37995871901512146,0.2820442318916321,0.3733934462070465,0.22068053483963013
show,0.29653704166412354,0.29251331090927124,0.20142383873462677,0.6074616312980652,0.21301472187042236,0.2094513326883316,0.2095358669757843,0.2520138621330261
for,0.3017193675041199,0.21092510223388672,0.3863949179649353,0.28684258460998535,0.3312419354915619,0.1556548923254013,0.37110671401023865,0.264628142118454
transmission,0.21502315998077393,0.17014247179031372,0.1702040582895279,0.21100308001041412,0.1301092654466629,0.19828075170516968,0.1659122109413147,0.16372337937355042
in,0.30808621644973755,0.24391870200634003,0.45514053106307983,0.2988935708999634,0.39797019958496094,0.25567495822906494,0.2792111933231354,0.20430970191955566
1990,0.053733065724372864,-0.0018839786062017083,0.0701504573225975,-0.12672217190265656,0.043758973479270935,0.04351554065942764,0.17690111696720123,0.07789827883243561
",",0.3087472915649414,0.1999746561050415,0.45456063747406006,0.25911012291908264,0.3877100944519043,0.20407600700855255,0.3365725874900818,0.31091248989105225
the,0.42745697498321533,0.26381126046180725,0.48711544275283813,0.3387985825538635,0.37995871901512146,0.2820442318916321,0.3733934462070465,0.22068053483963013
bbc,0.20634698867797852,0.3509858548641205,0.19087861478328705,0.27733859419822693,0.21976140141487122,0.32370132207870483,0.2086644321680069,0.20556949079036713
repeatedly,0.3288915753364563,0.16455435752868652,0.18233363330364227,0.2809154689311981,0.2667236626148224,0.09333745390176773,0.32156744599342346,0.23499341309070587
affirmed,0.19637024402618408,0.16259491443634033,0.313925564289093,0.25992342829704285,0.13183225691318512,0.19361640512943268,0.2485743761062622,0.18072663247585297
that,0.6297725439071655,0.2278808057308197,0.33670201897621155,0.3633551597595215,0.4500710964202881,0.2390732765197754,0.45444270968437195,0.32716336846351624
the,0.42745697498321533,0.26381126046180725,0.48711544275283813,0.3387985825538635,0.37995871901512146,0.2820442318916321,0.3733934462070465,0.22068053483963013
series,0.17328087985515594,0.2647181451320648,0.2261398285627365,0.3483121395111084,0.19678106904029846,0.2712797522544861,0.21484537422657013,0.1709602326154709
would,0.45766422152519226,0.13272303342819214,0.41663143038749695,0.23785531520843506,0.2849528193473816,0.16451218724250793,0.3632977604866028,0.37178951501846313
return,0.18344242870807648,0.15922939777374268,0.12940508127212524,0.23036158084869385,0.12279704958200455,0.18143901228904724,0.14819499850273132,0.14655634760856628
.,0.3567904531955719,0.1716383397579193,0.40146201848983765,0.3143177330493927,0.42038556933403015,0.22361043095588684,0.3541337847709656,0.4130953550338745
