,where,were,the,devonshire,hunting,tapestries,made,?
a,0.40997210144996643,0.17203083634376526,0.5829201340675354,0.12952390313148499,0.2730202376842499,0.27172237634658813,0.3180864453315735,0.23916715383529663
highlight,0.19554749131202698,0.14378181099891663,0.26126983761787415,0.09715456515550613,0.10730956494808197,0.17237745225429535,0.2099047601222992,0.19680358469486237
of,0.38066378235816956,0.34038281440734863,0.733189046382904,0.18575336039066315,0.23968064785003662,0.2834693491458893,0.33167365193367004,0.1826142966747284
the,0.5003893971443176,0.3906462490558624,1.0,0.16706396639347076,0.2975936233997345,0.2850809097290039,0.3885267674922943,0.22068053483963013
collection,0.17401628196239471,0.22638525068759918,0.25281965732574463,0.11060739308595657,0.17496898770332336,0.3590417802333832,0.20294539630413055,0.20069393515586853
is,0.3586711287498474,0.29386836290359497,0.5823672413825989,0.1243281438946724,0.21004845201969147,0.1843765527009964,0.29543453454971313,0.22961433231830597
the,0.5003893971443176,0.3906462490558624,1.0,0.16706396639347076,0.2975936233997345,0.2850809097290039,0.3885267674922943,0.22068053483963013
four,0.205618217587471,0.3769223988056183,0.40344667434692383,0.14176997542381287,0.19234883785247803,0.22991926968097687,0.22736433148384094,0.14532537758350372
devonshire,0.184381365776062,0.19658209383487701,0.16706396639347076,1.0,0.20835080742835999,0.1812037080526352,0.1308363825082779,0.07247522473335266
hunting,0.18009217083454132,0.24256548285484314,0.2975936233997345,0.20835080742835999,0.9999998807907104,0.3281814754009247,0.19700157642364502,0.1138605922460556
tapestries,0.26074010133743286,0.31190451979637146,0.2850809097290039,0.1812037080526352,0.3281814754009247,0.9999999403953552,0.34932219982147217,0.1611575335264206
",",0.3149496018886566,0.36755475401878357,0.4933079481124878,0.22726620733737946,0.2791766822338104,0.2338220626115799,0.32507219910621643,0.31091248989105225
very,0.36831510066986084,0.3175065517425537,0.34171217679977417,0.1391448974609375,0.2551844120025635,0.2674739956855774,0.34289970993995667,0.20864155888557434
rare,0.2331361472606659,0.18973805010318756,0.23127084970474243,0.08565322309732437,0.2677357494831085,0.26310813426971436,0.2318650633096695,0.14820347726345062
15th-century,0.19174562394618988,0.32634392380714417,0.31860220432281494,0.2554054856300354,0.262052983045578,0.3186954855918884,0.20634351670742035,0.09978894144296646
tapestries,0.26074010133743286,0.31190451979637146,0.2850809097290039,0.1812037080526352,0.3281814754009247,0.9999999403953552,0.34932219982147217,0.1611575335264206
",",0.3149496018886566,0.36755475401878357,0.4933079481124878,0.22726620733737946,0.2791766822338104,0.2338220626115799,0.32507219910621643,0.31091248989105225
woven,0.19683463871479034,0.2039099633693695,0.2016974836587906,0.16926410794258118,0.29593074321746826,0.5171258449554443,0.32209670543670654,0.14438338577747345
in,0.5344807505607605,0.3815755248069763,0.6662389636039734,0.20138908922672272,0.21091331541538239,0.23872441053390503,0.25271502137184143,0.20430970191955566
the,0.5003893971443176,0.3906462490558624,1.0,0.16706396639347076,0.2975936233997345,0.2850809097290039,0.3885267674922943,0.22068053483963013
netherlands,0.2084113508462906,0.18124517798423767,0.2279868870973587,0.22792205214500427,0.1704232394695282,0.2415500283241272,0.13443726301193237,0.09310898929834366
",",0.3149496018886566,0.36755475401878357,0.4933079481124878,0.22726620733737946,0.2791766822338104,0.2338220626115799,0.32507219910621643,0.31091248989105225
depicting,0.1651177853345871,0.21506856381893158,0.29021337628364563,0.18015141785144806,0.27423208951950073,0.42935696244239807,0.15617941319942474,0.09648919850587845
the,0.5003893971443176,0.3906462490558624,1.0,0.16706396639347076,0.2975936233997345,0.2850809097290039,0.3885267674922943,0.22068053483963013
hunting,0.18009217083454132,0.24256548285484314,0.2975936233997345,0.20835080742835999,0.9999998807907104,0.3281814754009247,0.19700157642364502,0.1138605922460556
of,0.38066378235816956,0.34038281440734863,0.733189046382904,0.18575336039066315,0.23968064785003662,0.2834693491458893,0.33167365193367004,0.1826142966747284
various,0.28814008831977844,0.34943774342536926,0.3235042691230774,0.17262370884418488,0.26843687891960144,0.2906154692173004,0.2208157628774643,0.12823495268821716
animals,0.24580097198486328,0.2710593342781067,0.2939487397670746,0.19099117815494537,0.44804510474205017,0.3350594639778137,0.19771292805671692,0.16430135071277618
;,-0.020392686128616333,0.14040996134281158,0.09152708947658539,0.08790859580039978,0.02452435903251171,0.02955389767885208,0.06876794993877411,0.10349778085947037
not,0.3820744752883911,0.33318549394607544,0.4310511648654938,0.1313306987285614,0.2406625747680664,0.26449793577194214,0.35529249906539917,0.41942933201789856
just,0.4018353819847107,0.2839916944503784,0.40061673521995544,0.20440514385700226,0.15856504440307617,0.20647497475147247,0.23961441218852997,0.4144178032875061
their,0.3356108069419861,0.43277356028556824,0.516537070274353,0.14500080049037933,0.3161989748477936,0.3536095917224884,0.2909255027770996,0.1898253709077835
age,0.2418987900018692,0.20031394064426422,0.24711290001869202,0.21727782487869263,0.21099768579006195,0.1346752792596817,0.18241026997566223,0.16859300434589386
but,0.49101024866104126,0.38291117548942566,0.4859698414802551,0.22149352729320526,0.2544337511062622,0.27878692746162415,0.3279869258403778,0.27921953797340393
their,0.3356108069419861,0.43277356028556824,0.516537070274353,0.14500080049037933,0.3161989748477936,0.3536095917224884,0.2909255027770996,0.1898253709077835
size,0.19092345237731934,0.14647510647773743,0.2946445941925049,0.20890343189239502,0.22807037830352783,0.18524911999702454,0.20161019265651703,0.13693112134933472
make,0.2980242967605591,0.2902480363845825,0.3146495521068573,0.08025295287370682,0.22742313146591187,0.3224842846393585,0.613452136516571,0.28314751386642456
these,0.380450963973999,0.587685227394104,0.49086877703666687,0.12856298685073853,0.2506411373615265,0.31406909227371216,0.3645925223827362,0.2571668326854706
unique,0.23359957337379456,0.17511925101280212,0.26165643334388733,0.14483261108398438,0.16504088044166565,0.3001187741756439,0.1909293383359909,0.17680858075618744
.,0.41390106081962585,0.3378238379955292,0.5934505462646484,0.2164583057165146,0.24856072664260864,0.27647626399993896,0.4032190144062042,0.4130953550338745
