,who,led,the,mongolian,borjigin,clan,?
the,0.3733934462070465,0.3267505168914795,1.0,0.2657795250415802,0.31788668036460876,0.25248298048973083,0.22068053483963013
yuan,0.20351146161556244,0.18353863060474396,0.2548272907733917,0.4689459800720215,0.2086370438337326,0.33561161160469055,0.12871281802654266
dynasty,0.19946415722370148,0.17547492682933807,0.26267939805984497,0.40221554040908813,0.2615760266780853,0.3159351050853729,0.15884074568748474
(,0.2443375140428543,0.17649628221988678,0.33289089798927307,0.22146162390708923,0.36684650182724,0.11392728984355927,0.40561532974243164
chinese,0.2538459002971649,0.1986471265554428,0.2785343527793884,0.4981498718261719,0.30876651406288147,0.1937265694141388,0.20843194425106049
:,-0.0025186005514115095,0.023935522884130478,-0.03403344005346298,0.01640564575791359,0.1684710681438446,-0.07338636368513107,-0.07156077772378922
元朝,-0.09883582592010498,-0.005099985282868147,-0.03571220859885216,-0.018118688836693764,0.009135502390563488,0.0015353569760918617,0.08522719144821167
;,0.007937713526189327,0.10556129366159439,0.09152708947658539,-0.009678289294242859,0.14586469531059265,0.05019649863243103,0.10349778085947037
pinyin,0.1315552294254303,0.11685007810592651,0.22656001150608063,0.4124390482902527,0.3227480351924896,0.11176302284002304,0.22529643774032593
:,-0.0025186005514115095,0.023935522884130478,-0.03403344005346298,0.01640564575791359,0.1684710681438446,-0.07338636368513107,-0.07156077772378922
yuán,0.3009732663631439,0.2423911690711975,0.26569807529449463,0.2837177813053131,0.4979374408721924,0.3125768303871155,0.20375649631023407
cháo,0.315064936876297,0.24760548770427704,0.360204815864563,0.2883128821849823,0.42341119050979614,0.3129894435405731,0.28107210993766785
),0.2457384318113327,0.1660025268793106,0.3456730246543884,0.23745420575141907,0.37249571084976196,0.11882240325212479,0.42300865054130554
",",0.3365725874900818,0.22548827528953552,0.4933079481124878,0.22636307775974274,0.42880749702453613,0.1591440886259079,0.31091248989105225
officially,0.1786022186279297,0.17071621119976044,0.36343514919281006,0.21922248601913452,0.28667134046554565,0.12411438673734665,0.15603435039520264
the,0.3733934462070465,0.3267505168914795,1.0,0.2657795250415802,0.31788668036460876,0.25248298048973083,0.22068053483963013
great,0.24061277508735657,0.1807110458612442,0.2822027802467346,0.21042397618293762,0.25428399443626404,0.12093464285135269,0.13135133683681488
yuan,0.20351146161556244,0.18353863060474396,0.2548272907733917,0.4689459800720215,0.2086370438337326,0.33561161160469055,0.12871281802654266
(,0.2443375140428543,0.17649628221988678,0.33289089798927307,0.22146162390708923,0.36684650182724,0.11392728984355927,0.40561532974243164
chinese,0.2538459002971649,0.1986471265554428,0.2785343527793884,0.4981498718261719,0.30876651406288147,0.1937265694141388,0.20843194425106049
:,-0.0025186005514115095,0.023935522884130478,-0.03403344005346298,0.01640564575791359,0.1684710681438446,-0.07338636368513107,-0.07156077772378922
大元,-0.049940381199121475,0.016445299610495567,0.04971197620034218,0.04047515615820885,0.16785278916358948,-0.042833976447582245,-0.10699106752872467
;,0.007937713526189327,0.10556129366159439,0.09152708947658539,-0.009678289294242859,0.14586469531059265,0.05019649863243103,0.10349778085947037
pinyin,0.1315552294254303,0.11685007810592651,0.22656001150608063,0.4124390482902527,0.3227480351924896,0.11176302284002304,0.22529643774032593
:,-0.0025186005514115095,0.023935522884130478,-0.03403344005346298,0.01640564575791359,0.1684710681438446,-0.07338636368513107,-0.07156077772378922
dà,0.32352009415626526,0.19937972724437714,0.3587157726287842,0.46627694368362427,0.4023585915565491,0.28655344247817993,0.29450011253356934
yuán,0.3009732663631439,0.2423911690711975,0.26569807529449463,0.2837177813053131,0.4979374408721924,0.3125768303871155,0.20375649631023407
;,0.007937713526189327,0.10556129366159439,0.09152708947658539,-0.009678289294242859,0.14586469531059265,0.05019649863243103,0.10349778085947037
mongolian,0.22100761532783508,0.13795971870422363,0.2657795250415802,0.9999999403953552,0.2574436664581299,0.30424463748931885,0.13122369349002838
:,-0.0025186005514115095,0.023935522884130478,-0.03403344005346298,0.01640564575791359,0.1684710681438446,-0.07338636368513107,-0.07156077772378922
yehe,0.24364136159420013,0.17650935053825378,0.25372564792633057,0.2714587152004242,0.3216843605041504,0.22313451766967773,0.26387616991996765
yuan,0.20351146161556244,0.18353863060474396,0.2548272907733917,0.4689459800720215,0.2086370438337326,0.33561161160469055,0.12871281802654266
ulus,0.059369608759880066,0.07380542159080505,0.09236661344766617,0.19266767799854279,0.2200654000043869,0.17871476709842682,0.04654638096690178
[,0.011881873942911625,0.06303949654102325,0.07130392640829086,-0.01699981465935707,0.12649083137512207,-0.023219440132379532,0.011015460826456547
a,0.36608949303627014,0.19072435796260834,0.5829201340675354,0.20499378442764282,0.2996339499950409,0.17925439774990082,0.23916715383529663
],0.03976386412978172,0.03050163947045803,-0.04779602214694023,-0.08907729387283325,-0.009747183881700039,0.042446620762348175,-0.0022520492784678936
),0.2457384318113327,0.1660025268793106,0.3456730246543884,0.23745420575141907,0.37249571084976196,0.11882240325212479,0.42300865054130554
",",0.3365725874900818,0.22548827528953552,0.4933079481124878,0.22636307775974274,0.42880749702453613,0.1591440886259079,0.31091248989105225
was,0.3318818509578705,0.34443995356559753,0.48711544275283813,0.11424200981855392,0.3148431181907654,0.18729539215564728,0.18412111699581146
the,0.3733934462070465,0.3267505168914795,1.0,0.2657795250415802,0.31788668036460876,0.25248298048973083,0.22068053483963013
empire,0.18977859616279602,0.19584736227989197,0.32532164454460144,0.27490848302841187,0.27035197615623474,0.24747595191001892,0.14909450709819794
or,0.31144875288009644,0.17816363275051117,0.4174870550632477,0.26400884985923767,0.2463686317205429,0.20800361037254333,0.32389625906944275
ruling,0.25958362221717834,0.25260475277900696,0.31106188893318176,0.2568621039390564,0.24710406363010406,0.3435077965259552,0.18874719738960266
