,what,is,chemical,energy,used,to,produce,in,plants,?
one,0.376489520072937,0.4544198513031006,0.21578417718410492,0.22750023007392883,0.3009188175201416,0.4025384783744812,0.20605838298797607,0.4129433035850525,0.19641777873039246,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.22874756157398224,0.26257598400115967,0.3075267970561981,0.41548454761505127,0.19541172683238983,0.5696388483047485,0.29386165738105774,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.18641819059848785,0.26756542921066284,0.3718377649784088,0.535392165184021,0.23457570374011993,0.6662389636039734,0.29499560594558716,0.22068053483963013
main,0.2344268560409546,0.3009335994720459,0.2345050573348999,0.11117629706859589,0.2582900822162628,0.26116618514060974,0.12413603067398071,0.28862449526786804,0.11564554274082184,0.1665669083595276
functions,0.22357098758220673,0.1740858554840088,0.2344726324081421,0.26344943046569824,0.33144906163215637,0.24301983416080475,0.21693062782287598,0.19547589123249054,0.2621128261089325,0.13745930790901184
of,0.33290785551071167,0.4854315221309662,0.22874756157398224,0.26257598400115967,0.3075267970561981,0.41548454761505127,0.19541172683238983,0.5696388483047485,0.29386165738105774,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.18641819059848785,0.26756542921066284,0.3718377649784088,0.535392165184021,0.23457570374011993,0.6662389636039734,0.29499560594558716,0.22068053483963013
chloroplast,0.23505516350269318,0.20798198878765106,0.4930190145969391,0.3882652223110199,0.26170215010643005,0.22531428933143616,0.39576154947280884,0.19207799434661865,0.5447878837585449,0.12532055377960205
is,0.28837618231773376,1.0,0.2387559562921524,0.2171693742275238,0.3288823366165161,0.42745086550712585,0.26456785202026367,0.5394441485404968,0.2423158437013626,0.22961433231830597
its,0.30393704771995544,0.4447362422943115,0.3096489906311035,0.2807580232620239,0.294392853975296,0.3691340684890747,0.2532801926136017,0.3793783485889435,0.2317553162574768,0.15103481709957123
role,0.22614215314388275,0.20847192406654358,0.17543673515319824,0.18328417837619781,0.13835081458091736,0.17841029167175293,0.09901001304388046,0.243671715259552,0.15450868010520935,0.18676944077014923
in,0.30808621644973755,0.5394441485404968,0.23203688859939575,0.17693158984184265,0.3090210556983948,0.45010748505592346,0.21160131692886353,1.0,0.2697395086288452,0.20430970191955566
photosynthesis,0.261831134557724,0.22769613564014435,0.4647919833660126,0.5107198357582092,0.256893515586853,0.30760520696640015,0.5029282569885254,0.2557604908943176,0.5779159069061279,0.1871609091758728
",",0.3087472915649414,0.4691906273365021,0.20593619346618652,0.21156731247901917,0.3120402991771698,0.44245919585227966,0.19927625358104706,0.5201468467712402,0.2555769681930542,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.18641819059848785,0.26756542921066284,0.3718377649784088,0.535392165184021,0.23457570374011993,0.6662389636039734,0.29499560594558716,0.22068053483963013
process,0.3466717302799225,0.21762968599796295,0.3019576072692871,0.2869214713573456,0.2672698497772217,0.35462963581085205,0.33287039399147034,0.19851736724376678,0.30403652787208557,0.2460896074771881
by,0.2455483376979828,0.3899846076965332,0.21947693824768066,0.1721600890159607,0.27705541253089905,0.33534231781959534,0.2717679440975189,0.370934396982193,0.21003800630569458,0.17966607213020325
which,0.5261979103088379,0.4457404911518097,0.2880592346191406,0.29086095094680786,0.414506196975708,0.5345056653022766,0.44459521770477295,0.4840516746044159,0.3458610773086548,0.25814583897590637
light,0.22953972220420837,0.2457275241613388,0.223028302192688,0.3715866506099701,0.27522099018096924,0.22474321722984314,0.3007934093475342,0.1819845736026764,0.18942701816558838,0.17429810762405396
is,0.28837618231773376,1.0,0.2387559562921524,0.2171693742275238,0.3288823366165161,0.42745086550712585,0.26456785202026367,0.5394441485404968,0.2423158437013626,0.22961433231830597
transformed,0.1665840744972229,0.17622648179531097,0.17262420058250427,0.265597939491272,0.22736527025699615,0.20001614093780518,0.2054765224456787,0.17698952555656433,0.2051755040884018,0.08252272009849548
into,0.2180619090795517,0.2619607150554657,0.13986143469810486,0.2190977931022644,0.21789848804473877,0.38810545206069946,0.22096818685531616,0.38021373748779297,0.22131139039993286,0.15662476420402527
chemical,0.26249468326568604,0.2387559562921524,0.9999999403953552,0.3445950746536255,0.3138500452041626,0.19030416011810303,0.29250818490982056,0.23203688859939575,0.36466869711875916,0.2040288895368576
energy,0.190252885222435,0.2171693742275238,0.3445950746536255,1.0000001192092896,0.18094463646411896,0.27179354429244995,0.36468130350112915,0.17693158984184265,0.2858235836029053,0.14860127866268158
",",0.3087472915649414,0.4691906273365021,0.20593619346618652,0.21156731247901917,0.3120402991771698,0.44245919585227966,0.19927625358104706,0.5201468467712402,0.2555769681930542,0.31091248989105225
to,0.455847829580307,0.42745086550712585,0.19030416011810303,0.27179354429244995,0.40058770775794983,1.0,0.30018290877342224,0.45010748505592346,0.27162864804267883,0.29463258385658264
subsequently,0.10897690057754517,0.12358549237251282,0.15526947379112244,0.10216327011585236,0.14708532392978668,0.29023027420043945,0.06282533705234528,0.21820683777332306,0.1163349524140358,0.005594457965344191
produce,0.1685742735862732,0.26456785202026367,0.29250818490982056,0.36468130350112915,0.35044559836387634,0.30018290877342224,1.0,0.21160131692886353,0.39513707160949707,0.19229066371917725
food,0.23540689051151276,0.20563258230686188,0.23658815026283264,0.354541540145874,0.26044461131095886,0.2816076874732971,0.26862993836402893,0.21391697227954865,0.33728066086769104,0.15376032888889313
in,0.30808621644973755,0.5394441485404968,0.23203688859939575,0.17693158984184265,0.3090210556983948,0.45010748505592346,0.21160131692886353,1.0,0.2697395086288452,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.18641819059848785,0.26756542921066284,0.3718377649784088,0.535392165184021,0.23457570374011993,0.6662389636039734,0.29499560594558716,0.22068053483963013
form,0.15868011116981506,0.3218395411968231,0.16953223943710327,0.22681395709514618,0.2868722975254059,0.2772196829319,0.32283809781074524,0.2815987169742584,0.1763942837715149,0.1463010311126709
of,0.33290785551071167,0.4854315221309662,0.22874756157398224,0.26257598400115967,0.3075267970561981,0.41548454761505127,0.19541172683238983,0.5696388483047485,0.29386165738105774,0.1826142966747284
sugars,0.2835851311683655,0.23830680549144745,0.4073788523674011,0.48040634393692017,0.24490109086036682,0.27371466159820557,0.4315454065799713,0.21925321221351624,0.4490590989589691,0.18126407265663147
.,0.3567904531955719,0.4569662809371948,0.23593789339065552,0.22292809188365936,0.33111312985420227,0.4645031690597534,0.2587496340274811,0.5591574311256409,0.2542511522769928,0.4130953550338745
