,who,added,to,dioscorides,',book,in,the,islamic,golden,age,?
the,0.3733934462070465,0.3207796514034271,0.535392165184021,0.3262089490890503,0.474788099527359,0.2652374505996704,0.6662389636039734,1.0,0.27231070399284363,0.28740859031677246,0.24711290001869202,0.22068053483963013
latin,0.16089873015880585,0.11618315428495407,0.18086881935596466,0.29600679874420166,0.15121865272521973,0.18747279047966003,0.18954341113567352,0.24914836883544922,0.14679953455924988,0.16342972218990326,0.14454348385334015,0.1303461492061615
translation,0.1680198311805725,0.1613902598619461,0.16402019560337067,0.15309728682041168,0.28818774223327637,0.4110705852508545,0.1721324771642685,0.26402729749679565,0.16583530604839325,0.14584635198116302,-0.010560689494013786,0.22574150562286377
de,0.18189555406570435,0.12340828776359558,0.15903331339359283,0.31712695956230164,0.25263482332229614,0.13256895542144775,0.24818959832191467,0.23491892218589783,0.13299842178821564,0.08405649662017822,0.09874231368303299,0.11064168810844421
materia,0.16174903512001038,0.1927315890789032,0.2491922527551651,0.33103030920028687,0.14463946223258972,0.20295749604701996,0.15255513787269592,0.1780187338590622,0.09954844415187836,0.09010995179414749,0.12457907199859619,0.20970690250396729
medica,0.23902541399002075,0.10967019200325012,0.20391899347305298,0.346174418926239,0.15871292352676392,0.14597256481647491,0.1539727747440338,0.15281075239181519,0.1385279893875122,0.13503822684288025,0.0949932262301445,0.13558873534202576
(,0.2443375140428543,0.2574270963668823,0.30882009863853455,0.25863656401634216,0.5287467241287231,0.18474207818508148,0.3087427020072937,0.33289089798927307,0.13537868857383728,0.18328653275966644,0.14561709761619568,0.40561532974243164
concerning,0.21219265460968018,0.21115785837173462,0.2871672809123993,0.13030998408794403,0.22013626992702484,0.2982954680919647,0.3220304250717163,0.3162810802459717,0.2376827597618103,0.07303142547607422,0.1659201979637146,0.2719282805919647
medical,0.283721387386322,0.14451581239700317,0.2909846603870392,0.15102916955947876,0.1766381412744522,0.1969011425971985,0.25996583700180054,0.2398311346769333,0.23489554226398468,0.07899665087461472,0.12823118269443512,0.13234087824821472
substances,0.21760506927967072,0.28179416060447693,0.2833317220211029,0.4378352761268616,0.12997256219387054,0.18609201908111572,0.2591451108455658,0.27348068356513977,0.20597924292087555,0.13754068315029144,0.14688637852668762,0.19339443743228912
),0.2457384318113327,0.2627060115337372,0.31236231327056885,0.25851351022720337,0.5468860864639282,0.19147184491157532,0.3326910734176636,0.3456730246543884,0.17926958203315735,0.1831241399049759,0.16737043857574463,0.42300865054130554
was,0.3318818509578705,0.22848746180534363,0.3636345863342285,0.2812802195549011,0.33675912022590637,0.24848085641860962,0.45514053106307983,0.48711544275283813,0.19776177406311035,0.21282179653644562,0.27072176337242126,0.18412111699581146
used,0.20756356418132782,0.4124175012111664,0.40058770775794983,0.3557758331298828,0.24871127307415009,0.1797858029603958,0.3090210556983948,0.3718377649784088,0.17047704756259918,0.11932680010795593,0.07633404433727264,0.22430120408535004
a,0.36608949303627014,0.2839798927307129,0.45503583550453186,0.3195284307003021,0.48837921023368835,0.19186489284038544,0.539380669593811,0.5829201340675354,0.20177602767944336,0.24846121668815613,0.19297243654727936,0.23916715383529663
basis,0.24115082621574402,0.1725715845823288,0.23188701272010803,0.16976383328437805,0.18534986674785614,0.22583144903182983,0.24894960224628448,0.2758672833442688,0.20406074821949005,0.0697837844491005,0.11354587972164154,0.14255106449127197
for,0.37110671401023865,0.28443121910095215,0.4451248347759247,0.2704591453075409,0.31184524297714233,0.22091296315193176,0.4322226941585541,0.4739971458911896,0.13630835711956024,0.28620874881744385,0.23129768669605255,0.264628142118454
many,0.4149286150932312,0.24790258705615997,0.40243685245513916,0.27483078837394714,0.15973903238773346,0.2048235684633255,0.41474202275276184,0.4335206151008606,0.1976783722639084,0.22177015244960785,0.17488515377044678,0.2124512493610382
medieval,0.1664111316204071,0.1761689931154251,0.1536858230829239,0.23054799437522888,0.1216343566775322,0.21531333029270172,0.2546980679035187,0.28617456555366516,0.30393365025520325,0.23017136752605438,0.12159894406795502,0.15571735799312592
texts,0.15759965777397156,0.19953782856464386,0.23146893084049225,0.1966836154460907,0.128335639834404,0.39455437660217285,0.14861591160297394,0.2725931704044342,0.261782169342041,0.04867711290717125,0.16377028822898865,0.18584510684013367
",",0.3365725874900818,0.28397712111473083,0.44245919585227966,0.33629110455513,0.5178600549697876,0.23644568026065826,0.5201468467712402,0.4933079481124878,0.20175659656524658,0.26355642080307007,0.2693369388580322,0.31091248989105225
and,0.41279885172843933,0.29847657680511475,0.48971283435821533,0.2780933678150177,0.3053182065486908,0.28024056553840637,0.4954058527946472,0.5171257257461548,0.2192772477865219,0.2541743218898773,0.20936404168605804,0.20544172823429108
was,0.3318818509578705,0.22848746180534363,0.3636345863342285,0.2812802195549011,0.33675912022590637,0.24848085641860962,0.45514053106307983,0.48711544275283813,0.19776177406311035,0.21282179653644562,0.27072176337242126,0.18412111699581146
built,0.2059558480978012,0.28104543685913086,0.2183011770248413,0.24063822627067566,0.19498005509376526,0.15275737643241882,0.25829681754112244,0.2950156033039093,0.11237599700689316,0.13935373723506927,0.12283435463905334,0.09449632465839386
upon,0.19846883416175842,0.13525591790676117,0.2616317570209503,0.16649676859378815,0.1009242981672287,0.14641645550727844,0.20347267389297485,0.28184252977371216,0.12285468727350235,0.1425597220659256,0.1333223432302475,0.13780277967453003
by,0.39727845788002014,0.2588680684566498,0.33534231781959534,0.24068690836429596,0.2610379159450531,0.27178502082824707,0.370934396982193,0.4408751428127289,0.1815912425518036,0.14126090705394745,0.17756789922714233,0.17966607213020325
many,0.4149286150932312,0.24790258705615997,0.40243685245513916,0.27483078837394714,0.15973903238773346,0.2048235684633255,0.41474202275276184,0.4335206151008606,0.1976783722639084,0.22177015244960785,0.17488515377044678,0.2124512493610382
middle,0.16097767651081085,0.18127785623073578,0.2015334814786911,0.1929221749305725,0.2252303659915924,0.1778571903705597,0.26767921447753906,0.3405749201774597,0.22080999612808228,0.19659556448459625,0.25346726179122925,0.13139553368091583
eastern,0.18017642199993134,0.17195631563663483,0.1750476211309433,0.2761397957801819,0.21809235215187073,0.17111621797084808,0.3306356370449066,0.3928247392177582,0.29104405641555786,0.2202778309583664,0.13408751785755157,0.20060817897319794
scientists,0.2545245885848999,0.09242811799049377,0.27814680337905884,0.21460606157779694,0.12479400634765625,0.11449498683214188,0.1995355486869812,0.25988271832466125,0.132021963596344,0.09191594272851944,0.1385016292333603,0.16597221791744232
during,0.30551859736442566,0.14463433623313904,0.2828781306743622,0.23835743963718414,0.18130852282047272,0.17538011074066162,0.4627237319946289,0.4838213622570038,0.2328358292579651,0.19448167085647583,0.27434083819389343,0.1325719803571701
the,0.3733934462070465,0.3207796514034271,0.535392165184021,0.3262089490890503,0.474788099527359,0.2652374505996704,0.6662389636039734,1.0,0.27231070399284363,0.28740859031677246,0.24711290001869202,0.22068053483963013
islamic,0.20530520379543304,0.1401042938232422,0.1969100832939148,0.13142725825309753,0.10022702813148499,0.18743962049484253,0.19633598625659943,0.27231070399284363,0.9999999403953552,0.23506593704223633,0.16862837970256805,0.1692383587360382
golden,0.21521420776844025,0.13544408977031708,0.17844271659851074,0.335239976644516,0.21419976651668549,0.16135329008102417,0.22636684775352478,0.28740859031677246,0.23506593704223633,1.0000001192092896,0.2540838420391083,0.1324693262577057
age,0.2584081292152405,0.038943689316511154,0.23830388486385345,0.2205238938331604,0.13282175362110138,0.17114943265914917,0.30576348304748535,0.24711290001869202,0.16862837970256805,0.2540838420391083,0.9999998807907104,0.16859300434589386
.,0.3541337847709656,0.30304840207099915,0.4645031690597534,0.3135232925415039,0.4806240200996399,0.21435262262821198,0.5591574311256409,0.5934505462646484,0.20520655810832977,0.21567393839359283,0.2498820275068283,0.4130953550338745
