,what,makes,red,algae,red,?
rhodoplasts,0.22360283136367798,0.2188793271780014,0.19195899367332458,0.5568037629127502,0.19195899367332458,0.16657331585884094
have,0.39808809757232666,0.28616786003112793,0.2217920422554016,0.29609477519989014,0.2217920422554016,0.32991164922714233
chlorophyll,0.23408083617687225,0.16915930807590485,0.3044220805168152,0.6421076655387878,0.3044220805168152,0.1099696233868599
a,0.3320399522781372,0.3509295880794525,0.293155312538147,0.16808637976646423,0.293155312538147,0.23916715383529663
and,0.31309178471565247,0.34688496589660645,0.20267853140830994,0.22090305387973785,0.20267853140830994,0.20544172823429108
phycobilins,0.2545374929904938,0.21423549950122833,0.23386695981025696,0.5164781212806702,0.23386695981025696,0.2176510989665985
for,0.3017193675041199,0.3219717741012573,0.2239922434091568,0.18570446968078613,0.2239922434091568,0.264628142118454
photosynthetic,0.20943596959114075,0.20327474176883698,0.26894381642341614,0.6407391428947449,0.26894381642341614,0.15254013240337372
pigments,0.2220182567834854,0.24366270005702972,0.3739686906337738,0.529504656791687,0.3739686906337738,0.16673754155635834
;,0.10986888408660889,-0.029235268011689186,0.0016769906505942345,0.016512837260961533,0.0016769906505942345,0.10349778085947037
the,0.42745697498321533,0.3029823303222656,0.2817947566509247,0.17142868041992188,0.2817947566509247,0.22068053483963013
phycobilin,0.23367923498153687,0.18058688938617706,0.22617636620998383,0.47203224897384644,0.22617636620998383,0.18560703098773956
phycoerytherin,0.3430229127407074,0.21376457810401917,0.209265798330307,0.42699262499809265,0.209265798330307,0.21522711217403412
is,0.28837618231773376,0.4565773010253906,0.22996017336845398,0.20872966945171356,0.22996017336845398,0.22961433231830597
responsible,0.26869386434555054,0.28005871176719666,0.12586115300655365,0.20741134881973267,0.12586115300655365,0.11367333680391312
for,0.3017193675041199,0.3219717741012573,0.2239922434091568,0.18570446968078613,0.2239922434091568,0.264628142118454
giving,0.28628480434417725,0.3477117121219635,0.133697509765625,0.12542501091957092,0.133697509765625,0.2052922248840332
many,0.36131182312965393,0.2597222924232483,0.20190106332302094,0.23175473511219025,0.20190106332302094,0.2124512493610382
red,0.16784515976905823,0.18600624799728394,1.0000001192092896,0.23007147014141083,1.0000001192092896,0.1495664119720459
algae,0.1909741312265396,0.2073289304971695,0.23007147014141083,1.0000001192092896,0.23007147014141083,0.15479309856891632
their,0.35142919421195984,0.2618332803249359,0.1588587760925293,0.27692094445228577,0.1588587760925293,0.1898253709077835
distinctive,0.25436970591545105,0.30458974838256836,0.22500929236412048,0.2692614793777466,0.22500929236412048,0.07970129698514938
red,0.16784515976905823,0.18600624799728394,1.0000001192092896,0.23007147014141083,1.0000001192092896,0.1495664119720459
color,0.2746529281139374,0.18669654428958893,0.2868311405181885,0.24063055217266083,0.2868311405181885,0.21299609541893005
.,0.3567904531955719,0.265095978975296,0.27710169553756714,0.19348591566085815,0.27710169553756714,0.4130953550338745
