,what,television,show,for,abc,was,an,adaptation,of,the,1947,film,wyoming,kid,?
airing,0.19145789742469788,0.5306075215339661,0.48867538571357727,0.2297060489654541,0.45737579464912415,0.22454959154129028,0.16624397039413452,0.20714740455150604,0.173755943775177,0.26751524209976196,0.16267874836921692,0.27418792247772217,0.20406058430671692,0.25408780574798584,0.20769737660884857
during,0.24137552082538605,0.2791837751865387,0.2252446562051773,0.3448435664176941,0.18870772421360016,0.4470829963684082,0.21076080203056335,0.15311522781848907,0.3869180977344513,0.4838213622570038,0.19060580432415009,0.16027748584747314,0.1265459954738617,0.12100175023078918,0.1325719803571701
the,0.42745697498321533,0.24569597840309143,0.319829523563385,0.4739971458911896,0.2068762183189392,0.48711544275283813,0.4207492768764496,0.2371719926595688,0.733189046382904,1.0,0.25957298278808594,0.2824619710445404,0.25937825441360474,0.1682891696691513,0.22068053483963013
1955–56,0.05651099234819412,0.21605433523654938,0.09351446479558945,0.09598030149936676,0.15047365427017212,0.17951394617557526,0.15733005106449127,0.23818805813789368,0.10652154684066772,0.12892985343933105,0.08352182060480118,0.2379625290632248,0.0771481841802597,0.09187712520360947,0.015500962734222412
season,0.12117787450551987,0.28917866945266724,0.3358197808265686,0.24490800499916077,0.29887476563453674,0.24797968566417694,0.1245875135064125,0.19460389018058777,0.1598338931798935,0.2507155239582062,0.1901608109474182,0.19931383430957794,0.1401292383670807,0.20506814122200012,0.16793298721313477
",",0.3087472915649414,0.27995240688323975,0.31928569078445435,0.4464869201183319,0.2097204476594925,0.45456063747406006,0.3581022024154663,0.20935222506523132,0.4946078956127167,0.4933079481124878,0.20759901404380798,0.2552308440208435,0.23546960949897766,0.20983783900737762,0.31091248989105225
it,0.45803478360176086,0.17099279165267944,0.2669452726840973,0.32171204686164856,0.17324577271938324,0.4577186405658722,0.39472338557243347,0.2487431913614273,0.38761502504348755,0.6251175999641418,0.22417831420898438,0.24434618651866913,0.17082171142101288,0.2552967965602875,0.25732165575027466
showcased,0.1985124796628952,0.41312679648399353,0.45989924669265747,0.27848711609840393,0.289134681224823,0.2182055413722992,0.17304907739162445,0.2293492555618286,0.20487777888774872,0.2156442403793335,0.10226013511419296,0.31326448917388916,0.13001112639904022,0.25009122490882874,0.2344977706670761
television,0.19838058948516846,1.0000001192092896,0.5277389287948608,0.27045196294784546,0.46871840953826904,0.2516675293445587,0.22427234053611755,0.2515454590320587,0.21995750069618225,0.24569597840309143,0.041800711303949356,0.39371010661125183,0.18131524324417114,0.21689163148403168,0.16825827956199646
adaptations,0.1629462093114853,0.24197745323181152,0.2107197493314743,0.2712244987487793,0.13143962621688843,0.1045914962887764,0.18624405562877655,0.9185535311698914,0.17331954836845398,0.2545331120491028,0.075701504945755,0.27206531167030334,0.19350536167621613,0.11621035635471344,0.15192241966724396
of,0.33290785551071167,0.21995750069618225,0.21383242309093475,0.4185989499092102,0.14607268571853638,0.4069072902202606,0.32280945777893066,0.14920257031917572,1.0,0.733189046382904,0.20373398065567017,0.22166931629180908,0.23376528918743134,0.1273588091135025,0.1826142966747284
the,0.42745697498321533,0.24569597840309143,0.319829523563385,0.4739971458911896,0.2068762183189392,0.48711544275283813,0.4207492768764496,0.2371719926595688,0.733189046382904,1.0,0.25957298278808594,0.2824619710445404,0.25937825441360474,0.1682891696691513,0.22068053483963013
1942,0.15789857506752014,0.18297529220581055,0.15443849563598633,0.36265525221824646,0.2516576945781708,0.3519994914531708,0.1923380196094513,0.18278750777244568,0.28637850284576416,0.38329726457595825,0.17811983823776245,0.1473504900932312,0.18735550343990326,0.2253873348236084,0.0997183620929718
films,0.19852851331233978,0.4166643023490906,0.25520849227905273,0.22327518463134766,0.2945549488067627,0.16167162358760834,0.14996381103992462,0.29351991415023804,0.2151229828596115,0.23072484135627747,0.03588300198316574,0.706394612789154,0.12885433435440063,0.27767691016197205,0.20618696510791779
kings,0.23629537224769592,0.15480691194534302,0.09466490149497986,0.18849974870681763,0.10184735059738159,0.2065296173095703,0.09789252281188965,0.12448161095380783,0.2775171995162964,0.26066139340400696,0.14408649504184723,0.10018524527549744,0.10197587311267853,0.18252740800380707,0.19563011825084686
row,0.19005049765110016,0.12471061944961548,0.2110074907541275,0.18688130378723145,0.12877152860164642,0.12143786251544952,0.1129613071680069,0.16718393564224243,0.15142002701759338,0.20418651401996613,0.18197967112064362,0.11971036344766617,0.07439979165792465,0.13520550727844238,0.11000081151723862
and,0.31309178471565247,0.29514092206954956,0.3455478549003601,0.5064792633056641,0.16453155875205994,0.3740963041782379,0.2838519215583801,0.21907475590705872,0.5116966962814331,0.5171257257461548,0.24638228118419647,0.23832054436206818,0.23750071227550507,0.22708600759506226,0.20544172823429108
casablanca,0.14917141199111938,0.1825244277715683,0.1908722072839737,0.18813984096050262,0.21465197205543518,0.27218449115753174,0.0931859090924263,0.21380530297756195,0.19918282330036163,0.2729934751987457,0.2558429539203644,0.31584614515304565,0.18594492971897125,0.2385890781879425,0.15178745985031128
;,0.10986888408660889,-0.018809376284480095,0.04267780855298042,0.0293948445469141,-0.0012340332614257932,0.0754367932677269,-0.0424368716776371,-0.018103158101439476,0.054534342139959335,0.09152708947658539,0.09770539402961731,-0.004339606035500765,0.051738765090703964,0.10205549746751785,0.10349778085947037
cheyenne,0.1980035901069641,0.22746604681015015,0.23843152821063995,0.12306084483861923,0.22957253456115723,0.24958665668964386,0.17483308911323547,0.16056206822395325,0.13922594487667084,0.27141427993774414,0.04126941040158272,0.13102543354034424,0.42662256956100464,0.2665107250213623,0.11928379535675049
(,0.2411840260028839,0.27449095249176025,0.21963447332382202,0.3357032239437103,0.183883935213089,0.2980341613292694,0.286407470703125,0.17352277040481567,0.35032153129577637,0.33289089798927307,0.1315596103668213,0.22846083343029022,0.19958548247814178,0.20712929964065552,0.40561532974243164
adapted,0.16136768460273743,0.2278965264558792,0.18359382450580597,0.29824551939964294,0.16639386117458344,0.16588330268859863,0.18565189838409424,0.6795219779014587,0.14981709420681,0.2189546525478363,0.060913313180208206,0.27034056186676025,0.1451309621334076,0.16142301261425018,0.13878031075000763
from,0.2737620174884796,0.19486135244369507,0.2004580795764923,0.314039945602417,0.12159302085638046,0.31171464920043945,0.20876385271549225,0.14143747091293335,0.4249346852302551,0.40150508284568787,0.19847750663757324,0.17437699437141418,0.1668284833431244,0.14715473353862762,0.19969791173934937
the,0.42745697498321533,0.24569597840309143,0.319829523563385,0.4739971458911896,0.2068762183189392,0.48711544275283813,0.4207492768764496,0.2371719926595688,0.733189046382904,1.0,0.25957298278808594,0.2824619710445404,0.25937825441360474,0.1682891696691513,0.22068053483963013
1947,0.09657053649425507,0.041800711303949356,0.08721058070659637,0.13156339526176453,0.06037771701812744,0.11935493350028992,0.0748259499669075,-0.0220115315169096,0.20373398065567017,0.25957298278808594,1.0,0.009500068612396717,0.08550500124692917,-0.03685160353779793,0.020605526864528656
film,0.17437689006328583,0.39371010661125183,0.20821957290172577,0.24293163418769836,0.19744548201560974,0.25235438346862793,0.19123156368732452,0.34397342801094055,0.22166931629180908,0.2824619710445404,0.009500068612396717,0.9999999403953552,0.17064140737056732,0.2593059241771698,0.16369038820266724
wyoming,0.19318029284477234,0.18131524324417114,0.1412128061056137,0.19001664221286774,0.14969797432422638,0.18454132974147797,0.1523897349834442,0.20165999233722687,0.23376528918743134,0.25937825441360474,0.08550500124692917,0.17064140737056732,1.0000001192092896,0.2051761895418167,0.19579485058784485
kid,0.28870874643325806,0.21689163148403168,0.23023946583271027,0.17497378587722778,0.19454026222229004,0.24344006180763245,0.13265001773834229,0.14604732394218445,0.1273588091135025,0.1682891696691513,-0.03685160353779793,0.2593059241771698,0.2051761895418167,0.9999999403953552,0.2916106581687927
