,friedrich,ratzel,thought,imperialism,was,what,for,the,country,?
the,0.19149547815322876,0.31063205003738403,0.3509289622306824,0.2716025412082672,0.48711544275283813,0.42745697498321533,0.4739971458911896,1.0,0.30432501435279846,0.22068053483963013
royal,0.18053902685642242,0.16601444780826569,0.1394338309764862,0.2435559332370758,0.2874114215373993,0.16189028322696686,0.20729990303516388,0.2997032403945923,0.16846515238285065,0.11453001946210861
geographical,0.16575998067855835,0.12382982671260834,0.17301563918590546,0.24231263995170593,0.11450415849685669,0.2645968794822693,0.24166621267795563,0.3164447844028473,0.3190740942955017,0.1692802608013153
society,0.2450849413871765,0.19468943774700165,0.26799795031547546,0.306761771440506,0.21627455949783325,0.23231269419193268,0.21769006550312042,0.2789285480976105,0.22110380232334137,0.1373005360364914
of,0.23445762693881989,0.26923495531082153,0.34673458337783813,0.29240643978118896,0.4069072902202606,0.33290785551071167,0.4185989499092102,0.733189046382904,0.28866857290267944,0.1826142966747284
london,0.2150098830461502,0.17484009265899658,0.211758092045784,0.22379784286022186,0.3026486933231354,0.15188734233379364,0.19099627435207367,0.27034124732017517,0.2239205241203308,0.11278104782104492
and,0.19365821778774261,0.24961033463478088,0.34702804684638977,0.19073538482189178,0.3740963041782379,0.31309178471565247,0.5064792633056641,0.5171257257461548,0.30884742736816406,0.20544172823429108
other,0.13172078132629395,0.20169751346111298,0.28904253244400024,0.19548238813877106,0.14651623368263245,0.341873437166214,0.3273986279964447,0.44152235984802246,0.28020480275154114,0.24682199954986572
geographical,0.16575998067855835,0.12382982671260834,0.17301563918590546,0.24231263995170593,0.11450415849685669,0.2645968794822693,0.24166621267795563,0.3164447844028473,0.3190740942955017,0.1692802608013153
societies,0.19577130675315857,0.17183160781860352,0.28700050711631775,0.3879055678844452,0.16861869394779205,0.21333153545856476,0.21123450994491577,0.2507815659046173,0.23042519390583038,0.19051554799079895
in,0.19481603801250458,0.29220396280288696,0.24524326622486115,0.2081184834241867,0.45514053106307983,0.30808621644973755,0.4322226941585541,0.6662389636039734,0.3040012717247009,0.20430970191955566
europe,0.21711494028568268,0.2576349377632141,0.26119598746299744,0.3225352466106415,0.2931758761405945,0.17179538309574127,0.26120877265930176,0.34463706612586975,0.3741563558578491,0.18278923630714417
had,0.18808169662952423,0.2935786843299866,0.49726027250289917,0.20571103692054749,0.5927209258079529,0.23849567770957947,0.3270139992237091,0.3875846862792969,0.2020130157470703,0.20728366076946259
great,0.1556476354598999,0.11495360732078552,0.3100413680076599,0.18564727902412415,0.19652196764945984,0.2562883198261261,0.19302397966384888,0.2822027802467346,0.1370573192834854,0.13135133683681488
influence,0.16743582487106323,0.14142589271068573,0.39312469959259033,0.38372498750686646,0.25968071818351746,0.2790174186229706,0.22429068386554718,0.3039984107017517,0.28604161739349365,0.14200882613658905
and,0.19365821778774261,0.24961033463478088,0.34702804684638977,0.19073538482189178,0.3740963041782379,0.31309178471565247,0.5064792633056641,0.5171257257461548,0.30884742736816406,0.20544172823429108
were,0.13707521557807922,0.2173435389995575,0.40236467123031616,0.2340797334909439,0.590133786201477,0.22298263013362885,0.33592689037323,0.3906462490558624,0.19303756952285767,0.17890112102031708
able,0.1179225891828537,0.18677377700805664,0.369014710187912,0.18583373725414276,0.19031302630901337,0.3404487371444702,0.2947812080383301,0.3435857892036438,0.14274631440639496,0.260649710893631
to,0.15858955681324005,0.2759164571762085,0.3858291208744049,0.21685542166233063,0.3636345863342285,0.455847829580307,0.4451248347759247,0.535392165184021,0.31281599402427673,0.29463258385658264
fund,0.15336531400680542,0.13762731850147247,0.1964876800775528,0.2664397358894348,0.24310266971588135,0.14864346385002136,0.3049182593822479,0.25521403551101685,0.17318519949913025,0.1883198469877243
travelers,0.06985734403133392,0.09694169461727142,0.2393733710050583,0.2604631781578064,0.21543216705322266,0.2372334748506546,0.30394840240478516,0.28501126170158386,0.22361503541469574,0.12435371428728104
who,0.22862009704113007,0.20941774547100067,0.38083821535110474,0.1855015754699707,0.3318818509578705,0.40942975878715515,0.37110671401023865,0.3733934462070465,0.22791717946529388,0.26220351457595825
would,0.16596534848213196,0.3030776083469391,0.5179054737091064,0.23777715861797333,0.41663143038749695,0.45766422152519226,0.39877474308013916,0.4133751392364502,0.19528944790363312,0.37178951501846313
come,0.07170205563306808,0.18667946755886078,0.31520843505859375,0.144979789853096,0.1758924275636673,0.39461299777030945,0.2792086601257324,0.36020293831825256,0.20443110167980194,0.22318024933338165
back,0.11195362359285355,0.2377757877111435,0.2521786391735077,0.12056425958871841,0.2438982129096985,0.2965294420719147,0.2631518244743347,0.3612101674079895,0.10829301178455353,0.2397768795490265
with,0.14306913316249847,0.22785334289073944,0.24736863374710083,0.16891896724700928,0.27411898970603943,0.2464839518070221,0.39140474796295166,0.4223487675189972,0.24760155379772186,0.2433311939239502
tales,0.20197448134422302,0.2532303035259247,0.19831223785877228,0.26509755849838257,0.19624407589435577,0.1971687525510788,0.12357131391763687,0.20873859524726868,0.0998210608959198,0.20862066745758057
of,0.23445762693881989,0.26923495531082153,0.34673458337783813,0.29240643978118896,0.4069072902202606,0.33290785551071167,0.4185989499092102,0.733189046382904,0.28866857290267944,0.1826142966747284
their,0.13873715698719025,0.22223204374313354,0.3099284768104553,0.19113652408123016,0.2396296262741089,0.35142919421195984,0.3406745493412018,0.516537070274353,0.2463577538728714,0.1898253709077835
discoveries,0.2723487913608551,0.19265437126159668,0.2818271219730377,0.18169254064559937,0.22532552480697632,0.21252432465553284,0.2391638159751892,0.296929270029068,0.10753887891769409,0.1343231350183487
.,0.22638006508350372,0.305303156375885,0.3521888852119446,0.22279119491577148,0.40146201848983765,0.3567904531955719,0.4726039469242096,0.5934505462646484,0.26130348443984985,0.4130953550338745
,friedrich,ratzel,thought,imperialism,was,what,for,the,country,?
ratzel,0.42860978841781616,0.9999998807907104,0.19718630611896515,0.16957490146160126,0.3304523825645447,0.23239637911319733,0.19715416431427002,0.31063205003738403,0.1514487862586975,0.2601761519908905
believed,0.15262748301029205,0.14354349672794342,0.704717218875885,0.2891651391983032,0.3758357763290405,0.32626157999038696,0.212932750582695,0.324635773897171,0.09018611907958984,0.17606885731220245
expansion,0.04305653274059296,0.06922712177038193,0.199185311794281,0.25386905670166016,0.16902519762516022,0.2671823799610138,0.2434670478105545,0.31353142857551575,0.12663742899894714,0.18286365270614624
was,0.24164628982543945,0.3304523825645447,0.42560186982154846,0.2349989414215088,1.0000001192092896,0.22111038863658905,0.3863949179649353,0.48711544275283813,0.24557247757911682,0.18412111699581146
necessary,0.16568048298358917,0.20723466575145721,0.2588097155094147,0.1917194277048111,0.14205975830554962,0.3794087767601013,0.39725369215011597,0.28364068269729614,0.1841927021741867,0.3430270850658417
for,0.09603983908891678,0.19715416431427002,0.303140789270401,0.15846435725688934,0.3863949179649353,0.3017193675041199,0.9999999403953552,0.4739971458911896,0.2644098401069641,0.264628142118454
a,0.22458875179290771,0.302673876285553,0.3342154324054718,0.17335295677185059,0.4508470594882965,0.3320399522781372,0.44038116931915283,0.5829201340675354,0.20991116762161255,0.23916715383529663
state,0.15816554427146912,0.1922428011894226,0.17125585675239563,0.28228023648262024,0.22072885930538177,0.24273863434791565,0.19460363686084747,0.3097178041934967,0.34785258769989014,0.1160883978009224
’,0.01994512975215912,0.022798845544457436,-0.02632128819823265,-0.08137310296297073,0.023636873811483383,-0.01733604073524475,-0.02041393518447876,-0.04090067744255066,-0.012356993742287159,0.045561522245407104
s,0.19609783589839935,0.2561587393283844,0.3414223790168762,0.25646671652793884,0.3674983084201813,0.3634900748729706,0.29884564876556396,0.46610721945762634,0.22950361669063568,0.25130221247673035
survival,0.12240799516439438,0.1263023018836975,0.26086658239364624,0.22789140045642853,0.16061028838157654,0.2852509021759033,0.2776567339897156,0.2485254555940628,0.15406030416488647,0.21398140490055084
while,0.06467964500188828,0.19488340616226196,0.32192525267601013,0.14226259291172028,0.3253832161426544,0.35511791706085205,0.4232339859008789,0.39804592728614807,0.16214635968208313,0.21076419949531555
mackinder,0.28137800097465515,0.33521103858947754,0.16238254308700562,0.16964805126190186,0.2531616985797882,0.19041848182678223,0.274492084980011,0.29357489943504333,0.16207323968410492,0.1924145370721817
supported,0.1390659660100937,0.10757903009653091,0.3175436556339264,0.2623119056224823,0.3039414882659912,0.16402992606163025,0.32561784982681274,0.27276676893234253,0.23050835728645325,0.11593948304653168
britain,0.21464838087558746,0.16663387417793274,0.2938253879547119,0.28248754143714905,0.27792006731033325,0.24206450581550598,0.22167551517486572,0.29784059524536133,0.32054251432418823,0.1268460750579834
’,0.01994512975215912,0.022798845544457436,-0.02632128819823265,-0.08137310296297073,0.023636873811483383,-0.01733604073524475,-0.02041393518447876,-0.04090067744255066,-0.012356993742287159,0.045561522245407104
s,0.19609783589839935,0.2561587393283844,0.3414223790168762,0.25646671652793884,0.3674983084201813,0.3634900748729706,0.29884564876556396,0.46610721945762634,0.22950361669063568,0.25130221247673035
imperial,0.1838342249393463,0.18221989274024963,0.1562161147594452,0.6758624315261841,0.2417704313993454,0.09280271828174591,0.1636531800031662,0.3074202835559845,0.12035691738128662,0.10900196433067322
expansion,0.04305653274059296,0.06922712177038193,0.199185311794281,0.25386905670166016,0.16902519762516022,0.2671823799610138,0.2434670478105545,0.31353142857551575,0.12663742899894714,0.18286365270614624
;,-0.02927553839981556,-0.02997344173491001,0.12803564965724945,0.07434786111116409,0.0754367932677269,0.10986888408660889,0.0293948445469141,0.09152708947658539,0.05315014719963074,0.10349778085947037
these,0.14291314780712128,0.19416913390159607,0.3912646770477295,0.2303013801574707,0.19784674048423767,0.4164220690727234,0.41566818952560425,0.49086877703666687,0.22389431297779083,0.2571668326854706
two,0.16314908862113953,0.23780837655067444,0.2580471932888031,0.13879907131195068,0.27166637778282166,0.23363454639911652,0.34734001755714417,0.43858039379119873,0.16295059025287628,0.19645625352859497
arguments,0.22074896097183228,0.14151328802108765,0.272907018661499,0.2744150161743164,0.13274891674518585,0.3575475811958313,0.23181281983852386,0.19616100192070007,0.22068068385124207,0.2545352280139923
dominated,0.056130047887563705,0.11555691063404083,0.25532326102256775,0.20588339865207672,0.2355012148618698,0.145044207572937,0.24956439435482025,0.33543094992637634,0.21775269508361816,0.04715321213006973
the,0.19149547815322876,0.31063205003738403,0.3509289622306824,0.2716025412082672,0.48711544275283813,0.42745697498321533,0.4739971458911896,1.0,0.30432501435279846,0.22068053483963013
discipline,0.2357209026813507,0.08662277460098267,0.176890566945076,0.2963727116584778,0.19787335395812988,0.2522185742855072,0.23497483134269714,0.1981438249349594,0.26778045296669006,0.06836310029029846
for,0.09603983908891678,0.19715416431427002,0.303140789270401,0.15846435725688934,0.3863949179649353,0.3017193675041199,0.9999999403953552,0.4739971458911896,0.2644098401069641,0.264628142118454
decades,0.11580432206392288,0.16893276572227478,0.24948187172412872,0.3285837769508362,0.29953742027282715,0.12673556804656982,0.29732394218444824,0.3027496635913849,0.27225902676582336,0.06808225065469742
.,0.22638006508350372,0.305303156375885,0.3521888852119446,0.22279119491577148,0.40146201848983765,0.3567904531955719,0.4726039469242096,0.5934505462646484,0.26130348443984985,0.4130953550338745
