,what,series,was,created,by,former,doctor,who,producer,russell,t.,davies,?
in,0.30808621644973755,0.2914260923862457,0.45514053106307983,0.2843434810638428,0.370934396982193,0.2668642997741699,0.25567495822906494,0.2792111933231354,0.1708001047372818,0.22963611781597137,0.0679468959569931,0.1982824057340622,0.20430970191955566
the,0.42745697498321533,0.31376904249191284,0.48711544275283813,0.3539263904094696,0.4408751428127289,0.2251449078321457,0.2820442318916321,0.3733934462070465,0.20962586998939514,0.2413037121295929,-0.07556280493736267,0.22865624725818634,0.22068053483963013
channel,0.20295917987823486,0.3384625315666199,0.15624403953552246,0.1737377792596817,0.20094449818134308,0.14589117467403412,0.14612802863121033,0.17347675561904907,0.18281710147857666,0.15474414825439453,-0.03278150409460068,0.21073296666145325,0.20176179707050323
4,-0.04324747622013092,0.015015640296041965,0.23394860327243805,0.16083428263664246,0.14685025811195374,0.22199507057666779,0.03546636924147606,0.09137360751628876,0.17322911322116852,0.08987759798765182,0.0015103037003427744,0.12888023257255554,0.010515431873500347
series,0.17328087985515594,1.0000001192092896,0.2261398285627365,0.25338736176490784,0.267352432012558,0.10614900290966034,0.2712797522544861,0.21484537422657013,0.2266491949558258,0.21904300153255463,-0.0632624626159668,0.28206896781921387,0.1709602326154709
queer,0.31551483273506165,0.2255130410194397,0.1925312876701355,0.15655943751335144,0.17072272300720215,0.020075436681509018,0.18497033417224884,0.2748846709728241,0.22235925495624542,0.2565920352935791,-0.07540501654148102,0.2269594520330429,0.2155999392271042
as,0.31749409437179565,0.2641415596008301,0.3677520453929901,0.25030744075775146,0.3815547823905945,0.21401739120483398,0.17422905564308167,0.3923053741455078,0.23754970729351044,0.2363286316394806,-0.06089601665735245,0.26569676399230957,0.27043893933296204
folk,0.20571109652519226,0.20095190405845642,0.1885918527841568,0.07057031989097595,0.15055464208126068,0.13756579160690308,0.14653491973876953,0.16401858627796173,0.23503126204013824,0.1479054093360901,-0.05147036164999008,0.24885138869285583,0.16659963130950928
(,0.2411840260028839,0.21145714819431305,0.2980341613292694,0.2334475964307785,0.20696312189102173,0.2858748733997345,0.1570640504360199,0.2443375140428543,0.24059425294399261,0.2193206548690796,-0.012542687356472015,0.18608926236629486,0.40561532974243164
created,0.20714101195335388,0.25338736176490784,0.3592788577079773,1.0,0.3492257595062256,0.1759994477033615,0.1847328394651413,0.25695955753326416,0.18529048562049866,0.1273854523897171,-0.10485944151878357,0.19427691400051117,0.21177415549755096
by,0.2455483376979828,0.267352432012558,0.4752357602119446,0.3492257595062256,1.0000001192092896,0.18490687012672424,0.13681447505950928,0.39727845788002014,0.236362025141716,0.1976420283317566,-0.06368556618690491,0.20479993522167206,0.17966607213020325
later,0.2517229914665222,0.2303348183631897,0.5684447288513184,0.26607316732406616,0.3747883439064026,0.2319009006023407,0.21110832691192627,0.35185644030570984,0.16379398107528687,0.23820240795612335,-0.04969164356589317,0.2512659430503845,0.1417175978422165
doctor,0.20870667695999146,0.2712797522544861,0.19672659039497375,0.1847328394651413,0.13681447505950928,0.06377578526735306,0.9999999403953552,0.3504868149757385,0.23966555297374725,0.12072563916444778,0.011601892299950123,0.2710629403591156,0.1462511420249939
who,0.40942975878715515,0.21484537422657013,0.3318818509578705,0.25695955753326416,0.39727845788002014,0.25351381301879883,0.3504868149757385,0.9999998807907104,0.20600847899913788,0.2708354890346527,0.06143804267048836,0.24405889213085175,0.26220351457595825
executive,0.13765592873096466,0.1810639202594757,0.26019418239593506,0.2798410654067993,0.24707096815109253,0.2783731520175934,0.1511356085538864,0.20786358416080475,0.5556210279464722,0.1792466640472412,-0.013377739116549492,0.22854961454868317,0.12134998291730881
producer,0.15126943588256836,0.2266491949558258,0.2683317959308624,0.18529048562049866,0.236362025141716,0.25111255049705505,0.23966555297374725,0.20600847899913788,1.0,0.20747485756874084,-0.02412419021129608,0.3028464615345001,0.17015865445137024
russell,0.16743159294128418,0.21904300153255463,0.2758617401123047,0.1273854523897171,0.1976420283317566,0.1500122845172882,0.12072563916444778,0.2708354890346527,0.20747485756874084,1.0,-0.012360324151813984,0.4139709770679474,0.11642709374427795
t.,-0.05916019156575203,-0.0632624626159668,-0.043748050928115845,-0.10485944151878357,-0.06368556618690491,0.0056261103600263596,0.011601892299950123,0.06143804267048836,-0.02412419021129608,-0.012360324151813984,1.0000001192092896,-0.03881804272532463,0.025474894791841507
davies,0.14111879467964172,0.28206896781921387,0.2509008049964905,0.19427691400051117,0.20479993522167206,0.1683586984872818,0.2710629403591156,0.24405889213085175,0.3028464615345001,0.4139709770679474,-0.03881804272532463,1.0,0.12641099095344543
),0.26259949803352356,0.20434704422950745,0.3267642855644226,0.2251489907503128,0.2151763141155243,0.3046077489852905,0.1509941965341568,0.2457384318113327,0.2697410583496094,0.21677923202514648,0.013832197524607182,0.1767115592956543,0.42300865054130554
",",0.3087472915649414,0.24060699343681335,0.45456063747406006,0.2755771577358246,0.3680937886238098,0.2738454341888428,0.20407600700855255,0.3365725874900818,0.35589754581451416,0.29621827602386475,-0.05491795763373375,0.3083436191082001,0.31091248989105225
the,0.42745697498321533,0.31376904249191284,0.48711544275283813,0.3539263904094696,0.4408751428127289,0.2251449078321457,0.2820442318916321,0.3733934462070465,0.20962586998939514,0.2413037121295929,-0.07556280493736267,0.22865624725818634,0.22068053483963013
character,0.22097444534301758,0.47117695212364197,0.22428974509239197,0.27948078513145447,0.2357267141342163,0.1485426276922226,0.3171660602092743,0.31209835410118103,0.2105991393327713,0.20622628927230835,-0.02630743570625782,0.2647290527820587,0.18056271970272064
of,0.33290785551071167,0.22268271446228027,0.4069072902202606,0.32043445110321045,0.3646814823150635,0.30415382981300354,0.16895952820777893,0.2827862501144409,0.14949996769428253,0.21486875414848328,0.0035911432933062315,0.22032342851161957,0.1826142966747284
vince,0.15944145619869232,0.20926335453987122,0.3092103600502014,0.10829050093889236,0.24765817821025848,0.15712594985961914,0.09986415505409241,0.22259485721588135,0.2547544240951538,0.201031893491745,-0.0004246469179634005,0.31376901268959045,0.1308428794145584
was,0.22111038863658905,0.2261398285627365,1.0000001192092896,0.3592788577079773,0.4752357602119446,0.2544213533401489,0.19672659039497375,0.3318818509578705,0.2683317959308624,0.2758617401123047,-0.043748050928115845,0.2509008049964905,0.18412111699581146
portrayed,0.15370509028434753,0.39424222707748413,0.25768372416496277,0.19972428679466248,0.22789156436920166,0.2140548825263977,0.22954879701137543,0.34716251492500305,0.2269243597984314,0.25202205777168274,-0.000772520259488374,0.257127046585083,0.10189887881278992
as,0.31749409437179565,0.2641415596008301,0.3677520453929901,0.25030744075775146,0.3815547823905945,0.21401739120483398,0.17422905564308167,0.3923053741455078,0.23754970729351044,0.2363286316394806,-0.06089601665735245,0.26569676399230957,0.27043893933296204
an,0.2821882665157318,0.16255386173725128,0.3694365322589874,0.2484116554260254,0.2719563841819763,0.128716379404068,0.1790127456188202,0.2848317325115204,0.25181761384010315,0.21404433250427246,-0.03583989292383194,0.2554696500301361,0.19793890416622162
avid,0.1810746192932129,0.15509556233882904,0.2737029492855072,0.21503664553165436,0.16134892404079437,0.120541051030159,0.20203740894794464,0.301787793636322,0.20906497538089752,0.1430090069770813,-0.011773362755775452,0.20294137299060822,0.1406073421239853
doctor,0.20870667695999146,0.2712797522544861,0.19672659039497375,0.1847328394651413,0.13681447505950928,0.06377578526735306,0.9999999403953552,0.3504868149757385,0.23966555297374725,0.12072563916444778,0.011601892299950123,0.2710629403591156,0.1462511420249939
who,0.40942975878715515,0.21484537422657013,0.3318818509578705,0.25695955753326416,0.39727845788002014,0.25351381301879883,0.3504868149757385,0.9999998807907104,0.20600847899913788,0.2708354890346527,0.06143804267048836,0.24405889213085175,0.26220351457595825
fan,0.10274515300989151,0.1995236873626709,0.19861461222171783,0.20839834213256836,0.17052780091762543,0.10923881828784943,0.06731908768415451,0.16957315802574158,0.09984270483255386,0.04707367345690727,-0.08459742367267609,0.1451202630996704,0.15863578021526337
",",0.3087472915649414,0.24060699343681335,0.45456063747406006,0.2755771577358246,0.3680937886238098,0.2738454341888428,0.20407600700855255,0.3365725874900818,0.35589754581451416,0.29621827602386475,-0.05491795763373375,0.3083436191082001,0.31091248989105225
