,fans,blame,the,poor,viewership,of,the,late,80,'s,to,competition,from,what,show,?
some,0.29116755723953247,0.25889506936073303,0.4566698372364044,0.2971075475215912,0.25209683179855347,0.4300730526447296,0.4566698372364044,0.2418011575937271,0.11155489832162857,0.056411296129226685,0.4636894166469574,0.18266849219799042,0.35210713744163513,0.4491020441055298,0.2778988778591156,0.2562315762042999
fans,1.0000001192092896,0.21996086835861206,0.2338283360004425,0.15449897944927216,0.39772969484329224,0.14162687957286835,0.2338283360004425,0.15908175706863403,0.0500761903822422,0.09611055254936218,0.2823963463306427,0.25152817368507385,0.16656720638275146,0.17731891572475433,0.2043827325105667,0.09329766035079956
considered,0.17851628363132477,0.22099235653877258,0.4028765559196472,0.21748563647270203,0.21739982068538666,0.4190242290496826,0.4028765559196472,0.14738641679286957,-0.08029188960790634,0.03146931901574135,0.2954166829586029,0.184603750705719,0.21508969366550446,0.2834889590740204,0.16818055510520935,0.19909770786762238
this,0.2459622174501419,0.2955456078052521,0.6274310946464539,0.2983800768852234,0.3598095774650574,0.45148900151252747,0.6274310946464539,0.2556518614292145,0.07062989473342896,0.02106832154095173,0.5759071707725525,0.22072575986385345,0.3469814360141754,0.5489566326141357,0.30299413204193115,0.3155723512172699
disingenuous,0.1770966649055481,0.25010550022125244,0.30916833877563477,0.31435301899909973,0.26372042298316956,0.3626278042793274,0.30916833877563477,0.24667853116989136,0.07824867963790894,-0.002185432007536292,0.2969876229763031,0.22087959945201874,0.22122244536876678,0.2985869348049164,0.2025970071554184,0.18022646009922028
",",0.19332477450370789,0.23327811062335968,0.4933079481124878,0.24018602073192596,0.2360859364271164,0.4946078956127167,0.4933079481124878,0.3051932752132416,-0.025897033512592316,-0.0016132977325469255,0.44245919585227966,0.2820526659488678,0.39760664105415344,0.3087472915649414,0.31928569078445435,0.31091248989105225
since,0.1619957983493805,0.2239619493484497,0.4054957628250122,0.17530392110347748,0.27626338601112366,0.35513219237327576,0.4054957628250122,0.3881728947162628,-0.05049324408173561,-0.04899144917726517,0.3733763098716736,0.25229060649871826,0.34118619561195374,0.29783400893211365,0.2719241678714752,0.2876587212085724
the,0.2338283360004425,0.1959904432296753,1.0,0.21093174815177917,0.30921506881713867,0.733189046382904,1.0,0.31481194496154785,0.003630283521488309,-0.01540423184633255,0.535392165184021,0.257230669260025,0.40150508284568787,0.42745697498321533,0.319829523563385,0.22068053483963013
programme,0.17694729566574097,0.1428140550851822,0.23601844906806946,0.1911332905292511,0.3479531705379486,0.18707643449306488,0.23601844906806946,0.201990008354187,-0.010873514227569103,0.11070065200328827,0.22052034735679626,0.29571154713630676,0.1392638385295868,0.1876801699399948,0.3225559890270233,0.139840766787529
was,0.27087780833244324,0.19880381226539612,0.48711544275283813,0.23301246762275696,0.2425418645143509,0.4069072902202606,0.48711544275283813,0.4393066465854645,-0.17281471192836761,0.008974763564765453,0.3636345863342285,0.23262746632099152,0.31171464920043945,0.22111038863658905,0.20142383873462677,0.18412111699581146
scheduled,0.259118914604187,0.16075751185417175,0.23960356414318085,0.09894877672195435,0.30518394708633423,0.13178972899913788,0.23960356414318085,0.25731438398361206,0.0334644690155983,-0.015724822878837585,0.25710105895996094,0.2658301591873169,0.21087168157100677,0.17637485265731812,0.2360355406999588,0.15473315119743347
