,when,did,marconi,transmit,similar,signals,to,those,tesla,received,?
it,0.4775012135505676,0.2993364930152893,0.08702406287193298,0.2075878530740738,0.35478082299232483,0.21712779998779297,0.513711154460907,0.36262863874435425,0.17596082389354706,0.167928084731102,0.25732165575027466
has,0.34538573026657104,0.2124989777803421,0.07474467158317566,0.17426057159900665,0.30226829648017883,0.14678585529327393,0.3619994819164276,0.23621691763401031,0.14853088557720184,0.26959967613220215,0.15994466841220856
been,0.3339833617210388,0.2835664749145508,0.088463693857193,0.1501682549715042,0.3168905973434448,0.176827535033226,0.34945759177207947,0.39696696400642395,0.049614984542131424,0.2685248851776123,0.24354910850524902
hypothesized,0.2606775760650635,0.18889659643173218,0.13705119490623474,0.2374463528394699,0.24919019639492035,0.27148720622062683,0.19274838268756866,0.27206695079803467,0.1937858611345291,0.012001290917396545,0.17388217151165009
that,0.5860282182693481,0.47518548369407654,0.18433474004268646,0.2785284221172333,0.4232555329799652,0.2883685231208801,0.5436353087425232,0.5085503458976746,0.22102725505828857,0.16830024123191833,0.32716336846351624
he,0.39115971326828003,0.3292143940925598,0.17006593942642212,0.09795791655778885,0.14075680077075958,0.1314157098531723,0.385390967130661,0.2779632806777954,0.12373391538858414,0.28511229157447815,0.2089974731206894
may,0.3167054355144501,0.3038632869720459,0.19383946061134338,0.18160606920719147,0.2430766224861145,0.22409017384052277,0.391582727432251,0.312456876039505,0.13961349427700043,0.19754676520824432,0.2768254578113556
have,0.40555819869041443,0.3783526122570038,0.12126447260379791,0.3067905008792877,0.42367541790008545,0.2455505132675171,0.4544740617275238,0.5838188529014587,0.12181562930345535,0.18873822689056396,0.32991164922714233
intercepted,0.27392658591270447,0.2508208155632019,0.29454731941223145,0.28624749183654785,0.11737442761659622,0.3428916335105896,0.24364793300628662,0.14437024295330048,0.14655303955078125,0.2534758150577545,0.10366860032081604
marconi,0.1581640988588333,0.17199154198169708,1.0000001192092896,0.31807592511177063,0.1130208969116211,0.39674699306488037,0.13849522173404694,0.15905147790908813,0.3709399402141571,0.20615854859352112,0.09038416296243668
's,-0.03368149697780609,0.05069678649306297,0.02050059847533703,-0.02016117051243782,0.10983143001794815,0.11150744557380676,0.03782717138528824,0.10056424140930176,0.06449045985937119,-0.07378163188695908,-0.023395681753754616
european,0.1717725396156311,0.2440035194158554,0.23209938406944275,0.14411669969558716,0.24732322990894318,0.1347942352294922,0.21011990308761597,0.23152820765972137,0.09152039885520935,0.1696244776248932,0.14560863375663757
experiments,0.2910088300704956,0.2717590034008026,0.2503722012042999,0.3163100779056549,0.22309830784797668,0.29117003083229065,0.273220032453537,0.25594252347946167,0.29793205857276917,0.16458019614219666,0.14564716815948486
in,0.4431333839893341,0.2593238651752472,0.16926077008247375,0.14338745176792145,0.28091391921043396,0.1433969885110855,0.45010748505592346,0.3419301211833954,0.17097744345664978,0.2772020101547241,0.20430970191955566
july,0.24211758375167847,0.25485745072364807,0.17085584998130798,0.04571803659200668,0.09556569159030914,0.09024887531995773,0.228788822889328,0.14533685147762299,0.1044287383556366,0.21814323961734772,0.2897891402244568
1899—marconi,0.17501768469810486,0.15373322367668152,0.9578658938407898,0.34905529022216797,0.13161587715148926,0.39318281412124634,0.13058771193027496,0.16549687087535858,0.3674521744251251,0.20469620823860168,0.11034255474805832
may,0.3167054355144501,0.3038632869720459,0.19383946061134338,0.18160606920719147,0.2430766224861145,0.22409017384052277,0.391582727432251,0.312456876039505,0.13961349427700043,0.19754676520824432,0.2768254578113556
have,0.40555819869041443,0.3783526122570038,0.12126447260379791,0.3067905008792877,0.42367541790008545,0.2455505132675171,0.4544740617275238,0.5838188529014587,0.12181562930345535,0.18873822689056396,0.32991164922714233
transmitted,0.24473634362220764,0.14472626149654388,0.3057754337787628,0.9117916822433472,0.20217768847942352,0.567936897277832,0.2317817062139511,0.24952968955039978,0.1897495687007904,0.225997656583786,0.15801244974136353
the,0.5091903209686279,0.34736719727516174,0.14582182466983795,0.2503734529018402,0.2963123023509979,0.28817644715309143,0.535392165184021,0.42861196398735046,0.1324402391910553,0.24890556931495667,0.22068053483963013
letter,0.26815468072891235,0.182692289352417,0.12773658335208893,0.15448704361915588,0.17598436772823334,0.17337600886821747,0.19918757677078247,0.16578823328018188,0.1376257985830307,0.19182421267032623,0.14808706939220428
s,0.3388965129852295,0.33910059928894043,0.21727263927459717,0.16032958030700684,0.2384045422077179,0.162665456533432,0.35941416025161743,0.23397985100746155,0.1607149839401245,0.2426760345697403,0.25130221247673035
(,0.2459595799446106,0.18979617953300476,0.2118196338415146,0.18709523975849152,0.1786314696073532,0.18984054028987885,0.30882009863853455,0.2171425223350525,0.2156914919614792,0.19827008247375488,0.40561532974243164
dot/dot/dot,0.277904748916626,0.20667558908462524,0.19837146997451782,0.264339804649353,0.19684655964374542,0.28675776720046997,0.27320486307144165,0.21392510831356049,0.22872592508792877,0.13073131442070007,0.26525232195854187
),0.2538422644138336,0.18584993481636047,0.21352827548980713,0.18538489937782288,0.17831005156040192,0.16541604697704315,0.31236231327056885,0.22418135404586792,0.22692398726940155,0.2169337123632431,0.42300865054130554
in,0.4431333839893341,0.2593238651752472,0.16926077008247375,0.14338745176792145,0.28091391921043396,0.1433969885110855,0.45010748505592346,0.3419301211833954,0.17097744345664978,0.2772020101547241,0.20430970191955566
a,0.44397395849227905,0.2552328109741211,0.1666700690984726,0.23485954105854034,0.34790337085723877,0.22286362946033478,0.45503583550453186,0.24251152575016022,0.2211925983428955,0.22444266080856323,0.23916715383529663
naval,0.21309620141983032,0.18841907382011414,0.2336168736219406,0.05033029243350029,0.12800565361976624,0.18458619713783264,0.21798072755336761,0.14649632573127747,0.1841404289007187,0.17895203828811646,0.12642952799797058
