,what,was,the,third,city,that,was,considered,?
the,0.42745697498321533,0.48711544275283813,1.0,0.4229298532009125,0.35769423842430115,0.5473989248275757,0.48711544275283813,0.4028765559196472,0.22068053483963013
league,0.16616638004779816,0.21425791084766388,0.2724147439002991,0.2735152840614319,0.24787655472755432,0.17157399654388428,0.21425791084766388,0.15721718966960907,0.15941482782363892
eventually,0.28470873832702637,0.35699570178985596,0.42022404074668884,0.21754150092601776,0.11127511411905289,0.4355502426624298,0.35699570178985596,0.1731019914150238,0.13642115890979767
narrowed,0.25415581464767456,0.19033023715019226,0.3612460196018219,0.15368320047855377,0.11202345788478851,0.3416343927383423,0.19033023715019226,0.2658180594444275,0.1559450924396515
the,0.42745697498321533,0.48711544275283813,1.0,0.4229298532009125,0.35769423842430115,0.5473989248275757,0.48711544275283813,0.4028765559196472,0.22068053483963013
bids,0.11914563924074173,0.18575212359428406,0.2717687487602234,0.21843937039375305,0.21635988354682922,0.218642920255661,0.18575212359428406,0.15748612582683563,0.13915638625621796
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2795414924621582,0.20300441980361938,0.5436353087425232,0.3636345863342285,0.2954166829586029,0.29463258385658264
three,0.24888746440410614,0.2748996615409851,0.43452659249305725,0.36654382944107056,0.21737682819366455,0.3407050371170044,0.2748996615409851,0.22601662576198578,0.20928427577018738
sites,0.23563508689403534,0.16607749462127686,0.2751152217388153,0.13327690958976746,0.16690705716609955,0.25931310653686523,0.16607749462127686,0.20586563646793365,0.20032718777656555
:,-0.12022944539785385,0.002802103292196989,-0.03403344005346298,0.06606990844011307,-0.06421580910682678,-0.12200210988521576,0.002802103292196989,0.0004551890306174755,-0.07156077772378922
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.22532865405082703,0.3555362820625305,0.29177987575531006,0.2748313844203949,0.12316255271434784,0.14782847464084625
orleans,0.14538788795471191,0.25941523909568787,0.22309443354606628,0.16992011666297913,0.3083096742630005,0.22187167406082153,0.25941523909568787,0.14783698320388794,0.13097690045833588
',0.3245812654495239,0.33675912022590637,0.474788099527359,0.25814083218574524,0.2577595114707947,0.3494868278503418,0.33675912022590637,0.2726886570453644,0.330942302942276
mercedes-benz,0.15212507545948029,0.2598739266395569,0.19218237698078156,0.17414945363998413,0.24172261357307434,0.2341226041316986,0.2598739266395569,0.13393113017082214,0.20224438607692719
superdome,0.13333910703659058,0.27980396151542664,0.24818874895572662,0.23978301882743835,0.298831045627594,0.21080459654331207,0.27980396151542664,0.13850755989551544,0.10737294703722
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.283071368932724,0.35839709639549255,0.4137537479400635,0.45456063747406006,0.32932984828948975,0.31091248989105225
miami,0.1000966876745224,0.22150732576847076,0.19180938601493835,0.1877298206090927,0.276101291179657,0.18860521912574768,0.22150732576847076,0.10442089289426804,0.14054250717163086
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.00712791969999671,0.004406440537422895,0.04397977516055107,0.008974763564765453,0.03146931901574135,-0.023395681753754616
sun,0.207769975066185,0.20506168901920319,0.258540540933609,0.23451022803783417,0.1915099322795868,0.2795715630054474,0.20506168901920319,0.14005103707313538,0.1497713327407837
life,0.24693015217781067,0.22970539331436157,0.23528170585632324,0.14543628692626953,0.15742462873458862,0.2885509729385376,0.22970539331436157,0.2612443268299103,0.21677987277507782
stadium,0.12456028908491135,0.20318599045276642,0.21145665645599365,0.1707983911037445,0.3067288398742676,0.12195040285587311,0.20318599045276642,0.10063856095075607,0.07579939067363739
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.283071368932724,0.35839709639549255,0.4137537479400635,0.45456063747406006,0.32932984828948975,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.26207348704338074,0.2827445864677429,0.4731321930885315,0.3740963041782379,0.3359341621398926,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.4229298532009125,0.35769423842430115,0.5473989248275757,0.48711544275283813,0.4028765559196472,0.22068053483963013
san,0.19375550746917725,0.2675222158432007,0.2858080565929413,0.17111191153526306,0.32193511724472046,0.19199305772781372,0.2675222158432007,0.16822238266468048,0.10952327400445938
francisco,0.17887917160987854,0.24025709927082062,0.25086042284965515,0.14870227873325348,0.26995041966438293,0.1985872983932495,0.24025709927082062,0.12724989652633667,0.1020219698548317
bay,0.20251236855983734,0.18626409769058228,0.2441686987876892,0.13130736351013184,0.23851460218429565,0.15027529001235962,0.18626409769058228,0.12637114524841309,0.10773546993732452
area,0.21965408325195312,0.24981513619422913,0.37834644317626953,0.1971411406993866,0.41959723830223083,0.2566552460193634,0.24981513619422913,0.17678549885749817,0.12640461325645447
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.00712791969999671,0.004406440537422895,0.04397977516055107,0.008974763564765453,0.03146931901574135,-0.023395681753754616
levi,0.13056978583335876,0.22001278400421143,0.15661084651947021,0.09511572122573853,0.2268253117799759,0.15258318185806274,0.22001278400421143,0.1077595055103302,0.09252339601516724
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.00712791969999671,0.004406440537422895,0.04397977516055107,0.008974763564765453,0.03146931901574135,-0.023395681753754616
stadium,0.12456028908491135,0.20318599045276642,0.21145665645599365,0.1707983911037445,0.3067288398742676,0.12195040285587311,0.20318599045276642,0.10063856095075607,0.07579939067363739
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3039522171020508,0.29856356978416443,0.4460422694683075,0.40146201848983765,0.29356086254119873,0.4130953550338745
