,in,what,town,did,bill,aiken,grow,up,?
aken,0.33187350630760193,0.16462628543376923,0.2708870768547058,0.13333074748516083,0.1277153044939041,0.5275821089744568,0.1713714897632599,0.20074541866779327,0.1133575513958931
",",0.5201468467712402,0.3087472915649414,0.27598801255226135,0.3015086054801941,0.2472437173128128,0.36965376138687134,0.2585790455341339,0.34193792939186096,0.31091248989105225
adopted,0.22637200355529785,0.1504661738872528,0.15441834926605225,0.18617329001426697,0.20363572239875793,0.20949074625968933,0.08664809167385101,0.12443878501653671,0.14235380291938782
by,0.370934396982193,0.2455483376979828,0.15964296460151672,0.18574509024620056,0.14073550701141357,0.2539764642715454,0.08488525450229645,0.2738759219646454,0.17966607213020325
mexican,0.17510271072387695,0.16168992221355438,0.13389399647712708,0.17034845054149628,0.15673264861106873,0.13499142229557037,0.19669997692108154,0.1645582914352417,0.12479566037654877
movie,0.2507663369178772,0.19373337924480438,0.16246621310710907,0.2057092785835266,0.19006465375423431,0.28890812397003174,0.13389378786087036,0.18488511443138123,0.18408656120300293
actress,0.22754959762096405,0.17165528237819672,0.15453997254371643,0.13167043030261993,0.18095242977142334,0.3216431736946106,0.13610422611236572,0.11709170043468475,0.17259088158607483
lupe,0.24887433648109436,0.14655697345733643,0.15842214226722717,0.1397119164466858,0.2131408154964447,0.24947918951511383,0.22392024099826813,0.15110117197036743,0.27270421385765076
mayorga,0.1973053514957428,0.12211935967206955,0.3153042197227478,0.11280089616775513,0.16476356983184814,0.276950865983963,0.16070221364498138,0.13497433066368103,0.15704236924648285
",",0.5201468467712402,0.3087472915649414,0.27598801255226135,0.3015086054801941,0.2472437173128128,0.36965376138687134,0.2585790455341339,0.34193792939186096,0.31091248989105225
grew,0.2749199867248535,0.11968503892421722,0.27786850929260254,0.28116604685783386,0.16506175696849823,0.1799132227897644,0.4499439299106598,0.38459810614585876,0.05505307391285896
up,0.3120773434638977,0.28591108322143555,0.21087798476219177,0.21613863110542297,0.11568500101566315,0.16480471193790436,0.3574824631214142,1.0000001192092896,0.1819818764925003
in,1.0,0.30808621644973755,0.34975525736808777,0.2593238651752472,0.1447519063949585,0.3374885022640228,0.2526702880859375,0.3120773434638977,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.2974243760108948,0.34736719727516174,0.24155211448669434,0.2515105605125427,0.2652076482772827,0.38423117995262146,0.22068053483963013
neighboring,0.33799660205841064,0.19534336030483246,0.32093313336372375,0.1133442223072052,0.12422308325767517,0.1393834352493286,0.25419703125953674,0.2262682020664215,0.05513705313205719
town,0.34975525736808777,0.19713185727596283,1.0,0.13636906445026398,0.16428209841251373,0.20870588719844818,0.1741674542427063,0.21087798476219177,0.09902279824018478
of,0.5696388483047485,0.33290785551071167,0.26585668325424194,0.2513895630836487,0.17127205431461334,0.22838501632213593,0.2535724341869354,0.32945773005485535,0.1826142966747284
madera,0.253966361284256,0.19396205246448517,0.2762775123119354,0.16416049003601074,0.20461368560791016,0.21854709088802338,0.1999543458223343,0.2562558054924011,0.20980103313922882
and,0.4954058527946472,0.31309178471565247,0.2459200918674469,0.34479495882987976,0.24696701765060425,0.2597801089286804,0.3117977976799011,0.4032393991947174,0.20544172823429108
his,0.3598145842552185,0.26976513862609863,0.16107836365699768,0.3546801507472992,0.13156777620315552,0.30224910378456116,0.1762198507785797,0.2538001239299774,0.18075084686279297
song,0.22749996185302734,0.21011823415756226,0.15070994198322296,0.1988414227962494,0.13931073248386383,0.2629229724407196,0.08920453488826752,0.19309909641742706,0.20782215893268585
chronicled,0.2551235258579254,0.2219253033399582,0.1665901243686676,0.19214779138565063,0.12285579741001129,0.23668241500854492,0.08956310153007507,0.12206315249204636,0.15827608108520508
the,0.6662389636039734,0.42745697498321533,0.2974243760108948,0.34736719727516174,0.24155211448669434,0.2515105605125427,0.2652076482772827,0.38423117995262146,0.22068053483963013
hardships,0.20831041038036346,0.3220370411872864,0.17867663502693176,0.29266273975372314,0.13789775967597961,0.1852659434080124,0.28209131956100464,0.2300819754600525,0.19167035818099976
faced,0.20601411163806915,0.1428881287574768,0.11248137801885605,0.2337440401315689,0.15402936935424805,0.18808896839618683,0.20645396411418915,0.17645351588726044,0.12312540411949158
by,0.370934396982193,0.2455483376979828,0.15964296460151672,0.18574509024620056,0.14073550701141357,0.2539764642715454,0.08488525450229645,0.2738759219646454,0.17966607213020325
the,0.6662389636039734,0.42745697498321533,0.2974243760108948,0.34736719727516174,0.24155211448669434,0.2515105605125427,0.2652076482772827,0.38423117995262146,0.22068053483963013
migrant,0.2579664885997772,0.17343950271606445,0.1666317582130432,0.11896120756864548,0.06276962906122208,0.13613983988761902,0.21954447031021118,0.15069733560085297,0.14371877908706665
farm,0.26482921838760376,0.2069452404975891,0.3292590379714966,0.11417466402053833,0.20429623126983643,0.2273245006799698,0.2608274221420288,0.23897984623908997,0.1406853348016739
workers,0.2254374474287033,0.21390831470489502,0.13755251467227936,0.2548527121543884,0.1462121158838272,0.09967221319675446,0.13999277353286743,0.17912854254245758,0.1706571877002716
he,0.41690486669540405,0.3114890456199646,0.19936273992061615,0.3292143940925598,0.1681041419506073,0.29932883381843567,0.1606116145849228,0.2621474862098694,0.2089974731206894
saw,0.24892163276672363,0.24788837134838104,0.12041570246219635,0.4446955919265747,0.1391555368900299,0.10905855149030685,0.19788622856140137,0.22886569797992706,0.14690998196601868
as,0.3887844979763031,0.31749409437179565,0.17528915405273438,0.3596470057964325,0.20273667573928833,0.2450878769159317,0.22178804874420166,0.22736889123916626,0.27043893933296204
a,0.539380669593811,0.3320399522781372,0.2832636833190918,0.2552328109741211,0.24716360867023468,0.30446457862854004,0.20655770599842072,0.32523053884506226,0.23916715383529663
child,0.19259177148342133,0.21805857121944427,0.1435033082962036,0.193410724401474,0.21890459954738617,0.24671794474124908,0.21450014412403107,0.0994928628206253,0.1979578584432602
.,0.5591574311256409,0.3567904531955719,0.28254011273384094,0.35288307070732117,0.2289014607667923,0.3451724648475647,0.30482572317123413,0.351434588432312,0.4130953550338745
