,where,was,edison,machine,works,located,?
in,0.5344807505607605,0.45514053106307983,0.22187061607837677,0.16716814041137695,0.2656683027744293,0.35149815678596497,0.20430970191955566
june,0.18621568381786346,0.42821118235588074,0.15093356370925903,0.1336994171142578,0.1168007031083107,0.157511368393898,0.31416764855384827
1884,0.03221607208251953,-0.0050269500352442265,-0.1515403389930725,-0.1788230687379837,-0.006386303808540106,0.05590361729264259,-0.08445221930742264
",",0.3149496018886566,0.45456063747406006,0.29400110244750977,0.21841607987880707,0.29211118817329407,0.2678719460964203,0.31091248989105225
he,0.3705328106880188,0.5410010814666748,0.25568121671676636,0.1702963262796402,0.2879762649536133,0.10780292004346848,0.2089974731206894
relocated,0.29932594299316406,0.2672134339809418,0.07846125960350037,0.15094302594661713,0.17510363459587097,0.6117742657661438,0.0634486973285675
to,0.47735077142715454,0.3636345863342285,0.21176284551620483,0.1634126603603363,0.22564561665058136,0.20850814878940582,0.29463258385658264
new,0.26026442646980286,0.2748313844203949,0.31342771649360657,0.1293853521347046,0.17368952929973602,0.15510645508766174,0.14782847464084625
york,0.21910661458969116,0.2746913433074951,0.33205801248550415,0.10228317975997925,0.1864195317029953,0.1267472803592682,0.15262620151042938
city:57–60,0.21228088438510895,0.2348749339580536,0.2107946276664734,0.14778010547161102,0.14265431463718414,0.34587761759757996,0.20498128235340118
where,0.9999999403953552,0.20731619000434875,0.1765860617160797,0.22835810482501984,0.24487273395061493,0.350632905960083,0.24793872237205505
he,0.3705328106880188,0.5410010814666748,0.25568121671676636,0.1702963262796402,0.2879762649536133,0.10780292004346848,0.2089974731206894
was,0.20731619000434875,1.0000001192092896,0.2864142954349518,0.1741330921649933,0.2401018887758255,0.20133289694786072,0.18412111699581146
hired,0.17812278866767883,0.3013991713523865,0.1528095006942749,0.12760773301124573,0.23522411286830902,0.15388406813144684,0.1434362679719925
by,0.2641284465789795,0.4752357602119446,0.18372245132923126,0.2526017427444458,0.2887086570262909,0.18208515644073486,0.17966607213020325
thomas,0.12281821668148041,0.26629963517189026,0.4682042896747589,0.12273196130990982,0.14448027312755585,0.09832926839590073,0.16133050620555878
edison,0.1765860617160797,0.2864142954349518,0.9999999403953552,0.2932985723018646,0.17733082175254822,0.0949200764298439,0.10244420915842056
to,0.47735077142715454,0.3636345863342285,0.21176284551620483,0.1634126603603363,0.22564561665058136,0.20850814878940582,0.29463258385658264
work,0.2737104296684265,0.24745555222034454,0.20589876174926758,0.18529091775417328,0.6060804724693298,0.1449102908372879,0.2621155381202698
at,0.4402937591075897,0.36707764863967896,0.2024947553873062,0.13893967866897583,0.20105081796646118,0.3688831031322479,0.21978627145290375
his,0.29880598187446594,0.4405253231525421,0.23870864510536194,0.16966959834098816,0.32648009061813354,0.13352414965629578,0.18075084686279297
edison,0.1765860617160797,0.2864142954349518,0.9999999403953552,0.2932985723018646,0.17733082175254822,0.0949200764298439,0.10244420915842056
machine,0.22835810482501984,0.1741330921649933,0.2932985723018646,1.0,0.22717811167240143,0.12203878909349442,0.17587624490261078
works,0.24487273395061493,0.2401018887758255,0.17733082175254822,0.22717811167240143,1.0,0.18603646755218506,0.19597402215003967
on,0.37630224227905273,0.3909217119216919,0.19454674422740936,0.209082692861557,0.18736502528190613,0.22447186708450317,0.2714994251728058
manhattan,0.19199755787849426,0.21494844555854797,0.3639667332172394,0.14718182384967804,0.16765852272510529,0.2313692718744278,0.08787932246923447
's,0.0007701900321990252,0.008974763564765453,0.0115949846804142,0.040698520839214325,0.04286740720272064,-0.031078986823558807,-0.023395681753754616
lower,0.23795399069786072,0.1138346716761589,0.12265254557132721,0.026175837963819504,0.05638529732823372,0.22138069570064545,0.08471795171499252
east,0.28155818581581116,0.2747166156768799,0.17206645011901855,0.16031749546527863,0.09388259053230286,0.35773882269859314,0.10070597380399704
side,0.28958743810653687,0.16857531666755676,0.13858532905578613,0.1421324908733368,0.10196581482887268,0.27094948291778564,0.07831130921840668
.,0.41390106081962585,0.40146201848983765,0.2391979843378067,0.20798662304878235,0.28871041536331177,0.28226932883262634,0.4130953550338745
