,how,many,bskyb,channels,were,available,to,customers,prior,to,october,2005,?
prior,0.21558114886283875,0.163351908326149,0.12102419137954712,0.16975729167461395,0.2372359037399292,0.23272840678691864,0.264421671628952,0.17104372382164001,0.9999999403953552,0.264421671628952,0.23468297719955444,0.03892002999782562,0.16978254914283752
to,0.44169697165489197,0.40243685245513916,0.16040074825286865,0.21767447888851166,0.31913647055625916,0.2394571453332901,1.0,0.3428913950920105,0.264421671628952,1.0,0.23106063902378082,0.018235651776194572,0.29463258385658264
october,0.11188025027513504,0.13967232406139374,0.25201866030693054,0.13437698781490326,0.1925499588251114,0.1573493480682373,0.23106063902378082,0.07510745525360107,0.23468297719955444,0.23106063902378082,1.0,0.2137952446937561,0.29706719517707825
2005,0.03437461704015732,0.10787120461463928,0.09739048779010773,-0.042393315583467484,0.14405988156795502,0.0419367291033268,0.018235651776194572,-0.12072468549013138,0.03892002999782562,0.018235651776194572,0.2137952446937561,1.0,0.10709824413061142
",",0.22659391164779663,0.40610817074775696,0.2852807641029358,0.2199012041091919,0.36755475401878357,0.2614012062549591,0.44245919585227966,0.15941546857357025,0.27105793356895447,0.44245919585227966,0.4369233250617981,0.11050146818161011,0.31091248989105225
three,0.23807744681835175,0.4501400589942932,0.16006436944007874,0.1754206418991089,0.38429051637649536,0.19246897101402283,0.3043823838233948,0.16090475022792816,0.19753308594226837,0.3043823838233948,0.11185090988874435,-0.0058271256275475025,0.20928427577018738
bskyb,0.17300152778625488,0.17205999791622162,1.0000001192092896,0.1449941098690033,0.13574530184268951,0.1321180909872055,0.16040074825286865,0.16798615455627441,0.12102419137954712,0.16040074825286865,0.25201866030693054,0.09739048779010773,0.2979319989681244
channels,0.19186846911907196,0.2569890022277832,0.1449941098690033,1.0,0.1514015644788742,0.3310510516166687,0.21767447888851166,0.3226124942302704,0.16975729167461395,0.21767447888851166,0.13437698781490326,-0.042393315583467484,0.19657258689403534
were,0.2082374095916748,0.4804460406303406,0.13574530184268951,0.1514015644788742,1.0000001192092896,0.20631881058216095,0.31913647055625916,0.25617995858192444,0.2372359037399292,0.31913647055625916,0.1925499588251114,0.14405988156795502,0.17890112102031708
available,0.2581886649131775,0.27195167541503906,0.1321180909872055,0.3310510516166687,0.20631881058216095,1.0000001192092896,0.2394571453332901,0.36853957176208496,0.23272840678691864,0.2394571453332901,0.1573493480682373,0.0419367291033268,0.2501629889011383
on,0.32655060291290283,0.32520127296447754,0.13935911655426025,0.3108726739883423,0.2774328887462616,0.3133032023906708,0.41031414270401,0.18067432940006256,0.3162264823913574,0.41031414270401,0.3742676079273224,0.018048860132694244,0.2714994251728058
this,0.45272302627563477,0.43532639741897583,0.22351965308189392,0.22211992740631104,0.25469228625297546,0.3418690860271454,0.5759071707725525,0.24402335286140442,0.2508249580860138,0.5759071707725525,0.26578184962272644,0.0450877845287323,0.3155723512172699
platform,0.1077968031167984,0.13723401725292206,0.20523422956466675,0.2299276739358902,0.07843393832445145,0.326190322637558,0.20954805612564087,0.2659532129764557,0.18791285157203674,0.20954805612564087,0.10595357418060303,-0.10225896537303925,0.12602278590202332
:,-0.11215605586767197,-0.10786184668540955,0.047917213290929794,-0.12109865993261337,-0.04773278534412384,-0.12902796268463135,-0.09243495017290115,-0.08235063403844833,-0.00271669402718544,-0.09243495017290115,0.016461612656712532,0.11937335878610611,-0.07156077772378922
sky,0.17595531046390533,0.20073868334293365,0.2902737259864807,0.23975785076618195,0.14540182054042816,0.09013044834136963,0.17630793154239655,0.15840087831020355,0.11729724705219269,0.17630793154239655,0.12374502420425415,-0.10435401648283005,0.11270341277122498
news,0.18786205351352692,0.1780780702829361,0.10750143229961395,0.3381127417087555,0.12939873337745667,0.20093578100204468,0.2372783124446869,0.1813773661851883,0.20491564273834229,0.2372783124446869,0.23208922147750854,0.006226333323866129,0.1899169683456421
",",0.22659391164779663,0.40610817074775696,0.2852807641029358,0.2199012041091919,0.36755475401878357,0.2614012062549591,0.44245919585227966,0.15941546857357025,0.27105793356895447,0.44245919585227966,0.4369233250617981,0.11050146818161011,0.31091248989105225
sky,0.17595531046390533,0.20073868334293365,0.2902737259864807,0.23975785076618195,0.14540182054042816,0.09013044834136963,0.17630793154239655,0.15840087831020355,0.11729724705219269,0.17630793154239655,0.12374502420425415,-0.10435401648283005,0.11270341277122498
three,0.23807744681835175,0.4501400589942932,0.16006436944007874,0.1754206418991089,0.38429051637649536,0.19246897101402283,0.3043823838233948,0.16090475022792816,0.19753308594226837,0.3043823838233948,0.11185090988874435,-0.0058271256275475025,0.20928427577018738
",",0.22659391164779663,0.40610817074775696,0.2852807641029358,0.2199012041091919,0.36755475401878357,0.2614012062549591,0.44245919585227966,0.15941546857357025,0.27105793356895447,0.44245919585227966,0.4369233250617981,0.11050146818161011,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2175528109073639,0.2887432873249054,0.42175528407096863,0.24201975762844086,0.48971283435821533,0.2351619303226471,0.2185291349887848,0.48971283435821533,0.2883152663707733,0.05766887590289116,0.20544172823429108
sky,0.17595531046390533,0.20073868334293365,0.2902737259864807,0.23975785076618195,0.14540182054042816,0.09013044834136963,0.17630793154239655,0.15840087831020355,0.11729724705219269,0.17630793154239655,0.12374502420425415,-0.10435401648283005,0.11270341277122498
sports,0.10512971878051758,0.18239200115203857,0.14157752692699432,0.28203609585762024,0.1331941932439804,0.2095705270767212,0.1915440857410431,0.19238340854644775,0.13149133324623108,0.1915440857410431,0.13369488716125488,-0.038476698100566864,0.04557104781270027
