,what,is,happening,to,the,average,age,of,teachers,in,wales,?
teachers,0.2526462972164154,0.15701442956924438,0.17049629986286163,0.2668606638908386,0.22025763988494873,0.18556272983551025,0.24455204606056213,0.27737662196159363,1.0,0.2128150761127472,0.14693664014339447,0.19522249698638916
in,0.30808621644973755,0.5394441485404968,0.2960299253463745,0.45010748505592346,0.6662389636039734,0.23465414345264435,0.30576348304748535,0.5696388483047485,0.2128150761127472,1.0,0.18714384734630585,0.20430970191955566
wales,0.1505342721939087,0.1638261377811432,0.1279388964176178,0.23544639348983765,0.23852568864822388,0.10876185446977615,0.16845040023326874,0.23133093118667603,0.14693664014339447,0.18714384734630585,1.0000001192092896,0.15627945959568024
can,0.34502777457237244,0.44256699085235596,0.29374057054519653,0.4979398250579834,0.312528520822525,0.2423829287290573,0.17416419088840485,0.2603091299533844,0.1946156919002533,0.26527702808380127,0.19180549681186676,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.3133215606212616,0.4972836375236511,0.4248143136501312,0.20954380929470062,0.16612951457500458,0.33904364705085754,0.20256873965263367,0.3481820821762085,0.1866055577993393,0.3324260413646698
registered,0.18316222727298737,0.1567090004682541,0.14822043478488922,0.2159089893102646,0.23383188247680664,0.23229822516441345,0.14881446957588196,0.17804858088493347,0.222023606300354,0.193543940782547,0.22782939672470093,0.24155336618423462
members,0.16873176395893097,0.1897467076778412,0.17190618813037872,0.26617446541786194,0.3321719169616699,0.14527125656604767,0.15022464096546173,0.28120753169059753,0.3276892304420471,0.196792870759964,0.17236970365047455,0.10212311148643494
of,0.33290785551071167,0.4854315221309662,0.2801869511604309,0.41548454761505127,0.733189046382904,0.23717734217643738,0.2372717410326004,1.0,0.27737662196159363,0.5696388483047485,0.23133093118667603,0.1826142966747284
trade,0.1555381417274475,0.17870411276817322,0.20640118420124054,0.2781698405742645,0.2681608200073242,0.11202125996351242,0.09773512929677963,0.2310105711221695,0.20088323950767517,0.23862801492214203,0.15434370934963226,0.09336511790752411
unions,0.19864864647388458,0.1290096491575241,0.24026858806610107,0.22561654448509216,0.2158300280570984,0.11936412751674652,0.10236959159374237,0.2497035413980484,0.352300226688385,0.21335460245609283,0.2155931144952774,0.1424994021654129
such,0.23989605903625488,0.23545363545417786,0.261160284280777,0.2871878743171692,0.3575236201286316,0.09905410557985306,0.15561863780021667,0.3209529519081116,0.21735963225364685,0.2704046070575714,0.1588156521320343,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.23791201412677765,0.42092081904411316,0.48381632566452026,0.1320570707321167,0.22976377606391907,0.3886612355709076,0.24171572923660278,0.3887844979763031,0.2248159497976303,0.27043893933296204
atl,0.19645370543003082,0.1205669417977333,0.1509779840707779,0.17372964322566986,0.17604634165763855,0.2628712058067322,0.04933665692806244,0.12831945717334747,0.04350176081061363,0.08504462987184525,0.061776790767908096,0.1988709270954132
",",0.3087472915649414,0.4691906273365021,0.2798021733760834,0.44245919585227966,0.4933079481124878,0.23098047077655792,0.2693369388580322,0.4946078956127167,0.28049156069755554,0.5201468467712402,0.19783782958984375,0.31091248989105225
nut,0.18874987959861755,0.20291143655776978,0.0302064698189497,0.20438912510871887,0.19436371326446533,0.13623878359794617,0.11054013669490814,0.16089025139808655,0.12997014820575714,0.15770383179187775,0.128481924533844,0.18353772163391113
or,0.33867141604423523,0.41870999336242676,0.3181424140930176,0.38921234011650085,0.4174870550632477,0.22127775847911835,0.15139344334602356,0.3792596757411957,0.2126750648021698,0.3586423695087433,0.19093115627765656,0.32389625906944275
nasuwt,0.1438373327255249,0.19107834994792938,0.10695608705282211,0.14253871142864227,0.25629210472106934,0.12787717580795288,0.12909568846225739,0.20892806351184845,0.08346541225910187,0.16594326496124268,0.1535009890794754,0.18428707122802734
and,0.31309178471565247,0.3859752118587494,0.260446697473526,0.48971283435821533,0.5171257257461548,0.2138829380273819,0.20936404168605804,0.5116966962814331,0.28640416264533997,0.4954058527946472,0.2818523943424225,0.20544172823429108
reports,0.24207861721515656,0.1442791074514389,0.29031214118003845,0.25420817732810974,0.2622474431991577,0.24966974556446075,0.1433047205209732,0.27564457058906555,0.23133595287799835,0.2124374359846115,0.19925078749656677,0.23746368288993835
in,0.30808621644973755,0.5394441485404968,0.2960299253463745,0.45010748505592346,0.6662389636039734,0.23465414345264435,0.30576348304748535,0.5696388483047485,0.2128150761127472,1.0,0.18714384734630585,0.20430970191955566
recent,0.24256184697151184,0.2643822133541107,0.27435752749443054,0.31205716729164124,0.31046223640441895,0.20960667729377747,0.16575311124324799,0.2896444797515869,0.09841229021549225,0.2857761085033417,0.2461531162261963,0.2544887959957123
years,0.1981470286846161,0.19551363587379456,0.1791055053472519,0.23891852796077728,0.2912273406982422,0.20038852095603943,0.477315217256546,0.2904134690761566,0.18620695173740387,0.33554986119270325,0.1275542825460434,0.1914375126361847
suggest,0.39558762311935425,0.2519548237323761,0.3197091519832611,0.3512662351131439,0.2682655155658722,0.19503699243068695,0.1618921160697937,0.28071948885917664,0.17552579939365387,0.21134044229984283,0.20931147038936615,0.39672672748565674
that,0.6297725439071655,0.3995479643344879,0.46496152877807617,0.5436353087425232,0.5473989248275757,0.2513456642627716,0.18966884911060333,0.41498205065727234,0.24071024358272552,0.435920387506485,0.19660557806491852,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,0.3388466536998749,0.535392165184021,1.0,0.27058175206184387,0.24711290001869202,0.733189046382904,0.22025763988494873,0.6662389636039734,0.23852568864822388,0.22068053483963013
average,0.24068789184093475,0.2669461667537689,0.1604180485010147,0.2572915256023407,0.27058175206184387,1.0,0.24909605085849762,0.23717734217643738,0.18556272983551025,0.23465414345264435,0.10876185446977615,0.21764592826366425
age,0.1895245760679245,0.17962174117565155,0.13838472962379456,0.23830388486385345,0.24711290001869202,0.24909605085849762,0.9999998807907104,0.2372717410326004,0.24455204606056213,0.30576348304748535,0.16845040023326874,0.16859300434589386
of,0.33290785551071167,0.4854315221309662,0.2801869511604309,0.41548454761505127,0.733189046382904,0.23717734217643738,0.2372717410326004,1.0,0.27737662196159363,0.5696388483047485,0.23133093118667603,0.1826142966747284
teachers,0.2526462972164154,0.15701442956924438,0.17049629986286163,0.2668606638908386,0.22025763988494873,0.18556272983551025,0.24455204606056213,0.27737662196159363,1.0,0.2128150761127472,0.14693664014339447,0.19522249698638916
in,0.30808621644973755,0.5394441485404968,0.2960299253463745,0.45010748505592346,0.6662389636039734,0.23465414345264435,0.30576348304748535,0.5696388483047485,0.2128150761127472,1.0,0.18714384734630585,0.20430970191955566
wales,0.1505342721939087,0.1638261377811432,0.1279388964176178,0.23544639348983765,0.23852568864822388,0.10876185446977615,0.16845040023326874,0.23133093118667603,0.14693664014339447,0.18714384734630585,1.0000001192092896,0.15627945959568024
is,0.28837618231773376,1.0,0.24811747670173645,0.42745086550712585,0.5823672413825989,0.2669461667537689,0.17962174117565155,0.4854315221309662,0.15701442956924438,0.5394441485404968,0.1638261377811432,0.22961433231830597
falling,0.26906242966651917,0.18225830793380737,0.35362109541893005,0.25933295488357544,0.3168080151081085,0.2056950032711029,0.1700238585472107,0.27901384234428406,0.08296145498752594,0.20502512156963348,0.15847419202327728,0.159834623336792
with,0.2464839518070221,0.3250955045223236,0.18285523355007172,0.4239959120750427,0.4223487675189972,0.23698946833610535,0.1666649878025055,0.41827285289764404,0.17936164140701294,0.4080928862094879,0.18474267423152924,0.2433311939239502
teachers,0.2526462972164154,0.15701442956924438,0.17049629986286163,0.2668606638908386,0.22025763988494873,0.18556272983551025,0.24455204606056213,0.27737662196159363,1.0,0.2128150761127472,0.14693664014339447,0.19522249698638916
being,0.3760843276977539,0.4445112943649292,0.330592542886734,0.4514104127883911,0.419739305973053,0.18190351128578186,0.14903731644153595,0.34885138273239136,0.1817714124917984,0.33162933588027954,0.15361307561397552,0.26743772625923157
younger,0.1693686693906784,0.1445060670375824,0.16658024489879608,0.27648016810417175,0.19571860134601593,0.18404988944530487,0.313088983297348,0.23100069165229797,0.2734074890613556,0.19353795051574707,0.18670235574245453,0.12709127366542816
than,0.29388150572776794,0.2839990258216858,0.2781805694103241,0.3192550539970398,0.3227543234825134,0.35461297631263733,0.16086430847644806,0.33036211133003235,0.19273844361305237,0.3270052373409271,0.14649517834186554,0.24917294085025787
in,0.30808621644973755,0.5394441485404968,0.2960299253463745,0.45010748505592346,0.6662389636039734,0.23465414345264435,0.30576348304748535,0.5696388483047485,0.2128150761127472,1.0,0.18714384734630585,0.20430970191955566
previous,0.2743692696094513,0.18159280717372894,0.18998277187347412,0.26198142766952515,0.34706559777259827,0.15306387841701508,0.09148143976926804,0.2892087996006012,0.08585592359304428,0.2318485975265503,0.176352858543396,0.16724538803100586
years,0.1981470286846161,0.19551363587379456,0.1791055053472519,0.23891852796077728,0.2912273406982422,0.20038852095603943,0.477315217256546,0.2904134690761566,0.18620695173740387,0.33554986119270325,0.1275542825460434,0.1914375126361847
.,0.3567904531955719,0.4569662809371948,0.29586565494537354,0.4645031690597534,0.5934505462646484,0.2717139422893524,0.2498820275068283,0.5352458953857422,0.24628326296806335,0.5591574311256409,0.27743059396743774,0.4130953550338745
