,what,did,charles,parsons,invent,?
innovations,0.12698571383953094,0.19467175006866455,0.1618184745311737,0.25032877922058105,0.29078853130340576,0.1672694981098175
in,0.30808621644973755,0.2593238651752472,0.21346928179264069,0.2142636626958847,0.17169365286827087,0.20430970191955566
newcastle,0.16276082396507263,0.18762841820716858,0.23244890570640564,0.3044028878211975,0.061334919184446335,0.0902252271771431
and,0.31309178471565247,0.34479495882987976,0.23640480637550354,0.3204275369644165,0.1164553090929985,0.20544172823429108
surrounding,0.2419222742319107,0.11121801286935806,0.13935136795043945,0.0924750342965126,0.10520786792039871,0.05288729816675186
areas,0.23739881813526154,0.19908885657787323,0.131949320435524,0.16103751957416534,0.05702904239296913,0.1273590475320816
included,0.2288810908794403,0.32908451557159424,0.15445807576179504,0.24086125195026398,0.10528093576431274,0.14385655522346497
the,0.42745697498321533,0.34736719727516174,0.20777860283851624,0.24227745831012726,0.12605838477611542,0.22068053483963013
development,0.19014155864715576,0.16852836310863495,0.06401242315769196,0.1725682020187378,0.17540240287780762,0.1211358830332756
of,0.33290785551071167,0.2513895630836487,0.22512592375278473,0.17497248947620392,0.13912974298000336,0.1826142966747284
safety,0.1898718774318695,0.19075745344161987,0.08626309782266617,0.13441358506679535,0.1631992906332016,0.1443338692188263
lamps,0.18050068616867065,0.1224735677242279,0.12601061165332794,0.16494940221309662,0.344327449798584,0.1474502831697464
",",0.3087472915649414,0.3015086054801941,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
stephenson,0.23027537763118744,0.14654384553432465,0.3012184798717499,0.4775829613208771,0.21791480481624603,0.14790663123130798
's,0.02692362666130066,0.05069678649306297,-0.08611538261175156,-0.03356404975056648,-0.0011102294083684683,-0.023395681753754616
rocket,0.18072444200515747,0.16220690310001373,0.10537877678871155,0.20709764957427979,0.21597833931446075,0.16587020456790924
",",0.3087472915649414,0.3015086054801941,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
