,how,many,soldiers,did,genghis,khan,send,against,kuchlug,and,qara,khitai,?
therefore,0.4215601980686188,0.3711368143558502,0.1752580851316452,0.31914716958999634,0.19967523217201233,0.11893609911203384,0.23211519420146942,0.2998015880584717,0.14120365679264069,0.4033817946910858,0.19924035668373108,0.21747781336307526,0.3325358033180237
",",0.22659391164779663,0.40610817074775696,0.2250073105096817,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.24667364358901978,0.31168749928474426,0.32690468430519104,0.6633074283599854,0.27953922748565674,0.2694466710090637,0.31091248989105225
genghis,0.15753298997879028,0.2155562937259674,0.2938748896121979,0.18339850008487701,1.0,0.5896923542022705,0.1149897575378418,0.2344937026500702,0.4818401634693146,0.26551535725593567,0.4967550039291382,0.6462006568908691,0.18813461065292358
sent,0.2166701704263687,0.19795207679271698,0.3572775721549988,0.3411059081554413,0.23061181604862213,0.20124854147434235,0.6679649949073792,0.26476767659187317,0.10825389623641968,0.32548439502716064,0.07094451785087585,0.15508146584033966,0.10903520882129669
only,0.36590442061424255,0.4670507609844208,0.25409236550331116,0.4039593040943146,0.1944715529680252,0.1489914208650589,0.3247850835323334,0.18672116100788116,0.1967162936925888,0.4542345404624939,0.20844145119190216,0.22262220084667206,0.2767370045185089
two,0.2499001920223236,0.5147606730461121,0.22222965955734253,0.2755576968193054,0.21525606513023376,0.18127043545246124,0.22964467108249664,0.2102174013853073,0.22890588641166687,0.4671151638031006,0.14193060994148254,0.18620656430721283,0.19645625352859497
tumen,0.10131923109292984,0.18678119778633118,0.34878435730934143,0.06703608483076096,0.3629789650440216,0.23391017317771912,0.18120118975639343,0.10106180608272552,0.41810670495033264,0.23015248775482178,0.3739122450351715,0.35893094539642334,0.09744579344987869
(,0.1676948219537735,0.1455259770154953,0.13123850524425507,0.18979617953300476,0.2257842868566513,0.1773909628391266,0.22480164468288422,0.17481690645217896,0.32346272468566895,0.4862271547317505,0.19621217250823975,0.2688376307487488,0.40561532974243164
"20,000",0.13387233018875122,0.24122677743434906,0.15515805780887604,0.17574962973594666,0.3212427496910095,0.21405749022960663,0.12574049830436707,0.10101071745157242,0.34560567140579224,0.2812017798423767,0.3422044813632965,0.2939784824848175,0.10352851450443268
soldiers,0.196543887257576,0.2879897952079773,0.9999998807907104,0.2725818455219269,0.2938748896121979,0.1459471732378006,0.2725957930088043,0.2541158199310303,0.17717109620571136,0.25842928886413574,0.172402024269104,0.18893985450267792,0.1779262125492096
),0.17939934134483337,0.16602720320224762,0.15203873813152313,0.18584993481636047,0.24887141585350037,0.2105041742324829,0.21408022940158844,0.17787303030490875,0.3203722834587097,0.4961937665939331,0.23450464010238647,0.30228549242019653,0.42300865054130554
against,0.22421614825725555,0.23851439356803894,0.2541158199310303,0.22514554858207703,0.2344937026500702,0.10938236117362976,0.19461211562156677,1.0,0.12810437381267548,0.3292689621448517,0.14781053364276886,0.1815352886915207,0.18095137178897858
kuchlug,0.12156543135643005,0.17216262221336365,0.17717109620571136,0.11889146268367767,0.4818401634693146,0.4874977767467499,0.09523627161979675,0.12810437381267548,1.0,0.23151640594005585,0.48808351159095764,0.6052918434143066,0.22778192162513733
",",0.22659391164779663,0.40610817074775696,0.2250073105096817,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.24667364358901978,0.31168749928474426,0.32690468430519104,0.6633074283599854,0.27953922748565674,0.2694466710090637,0.31091248989105225
under,0.23006081581115723,0.21268652379512787,0.19851693511009216,0.20815621316432953,0.2402999848127365,0.18593889474868774,0.09085841476917267,0.313276469707489,0.15173879265785217,0.3005301356315613,0.195310577750206,0.21800073981285095,0.18233340978622437
his,0.24614305794239044,0.3188176155090332,0.28465813398361206,0.3546801507472992,0.3744826912879944,0.26570460200309753,0.1893407255411148,0.26457494497299194,0.15541395545005798,0.4234102666378021,0.23465117812156677,0.22065392136573792,0.18075084686279297
younger,0.1497439742088318,0.17399311065673828,0.0939922109246254,0.17342300713062286,0.26538723707199097,0.19298933446407318,0.14414753019809723,0.19745168089866638,0.178384929895401,0.2894951105117798,0.2118142992258072,0.24657875299453735,0.12709127366542816
general,0.19638104736804962,0.21976788341999054,0.2751018702983856,0.19499315321445465,0.22514775395393372,0.2096615880727768,0.1655988246202469,0.18349610269069672,0.14864297211170197,0.25860127806663513,0.18106922507286072,0.21390284597873688,0.1972234547138214
",",0.22659391164779663,0.40610817074775696,0.2250073105096817,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.24667364358901978,0.31168749928474426,0.32690468430519104,0.6633074283599854,0.27953922748565674,0.2694466710090637,0.31091248989105225
jebe,0.17694947123527527,0.23813387751579285,0.17979489266872406,0.14259633421897888,0.38717931509017944,0.3338758945465088,0.14482180774211884,0.08672895282506943,0.3713003098964691,0.2566799223423004,0.3759305477142334,0.3395964801311493,0.1268274188041687
",",0.22659391164779663,0.40610817074775696,0.2250073105096817,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.24667364358901978,0.31168749928474426,0.32690468430519104,0.6633074283599854,0.27953922748565674,0.2694466710090637,0.31091248989105225
known,0.16194356977939606,0.30594465136528015,0.14723606407642365,0.25943970680236816,0.21256069839000702,0.13148783147335052,0.10648936033248901,0.1532188504934311,0.21647360920906067,0.3468935489654541,0.2168641984462738,0.25645530223846436,0.18314571678638458
as,0.33782753348350525,0.4070141911506653,0.15856294333934784,0.3596470057964325,0.17543354630470276,0.22500167787075043,0.21457357704639435,0.24545185267925262,0.21381251513957977,0.49487000703811646,0.2439606487751007,0.22551114857196808,0.27043893933296204
``,-0.01591024175286293,0.012824942357838154,0.06500085443258286,-0.029888948425650597,0.05644606053829193,0.07293079793453217,-0.0013892905553802848,0.031818777322769165,0.06985384970903397,0.036644238978624344,0.0970832109451294,0.1182025894522667,0.0685480609536171
the,0.33890387415885925,0.4335206151008606,0.3038179576396942,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.2581755518913269,0.3090755045413971,0.25412410497665405,0.5171257257461548,0.30156639218330383,0.25684550404548645,0.22068053483963013
arrow,0.2170710265636444,0.16491574048995972,0.2218288779258728,0.1359088271856308,0.18785367906093597,0.11102132499217987,0.20717301964759827,0.15675252676010132,0.1269693225622177,0.2517884373664856,0.14679788053035736,0.17865478992462158,0.1493184119462967
'',-0.0029843549709767103,-0.016843097284436226,-0.021886328235268593,0.01978493109345436,0.1005975604057312,0.06717371195554733,-0.09464175254106522,-0.03918103128671646,0.03253069147467613,0.021612688899040222,0.11510375887155533,0.044993385672569275,0.018684765323996544
.,0.3287222981452942,0.3974229395389557,0.24540002644062042,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.31951451301574707,0.28705209493637085,0.26053252816200256,0.588965117931366,0.2833588123321533,0.23738299310207367,0.4130953550338745
