,what,person,helped,establish,the,school,with,a,donation,?
founded,0.1163782924413681,0.1561209112405777,0.2840671241283417,0.36944401264190674,0.2840350568294525,0.2565459609031677,0.1719828099012375,0.1686933934688568,0.2164711356163025,0.09119737893342972
by,0.2455483376979828,0.25616011023521423,0.24260085821151733,0.12370724976062775,0.4408751428127289,0.1477794349193573,0.39731505513191223,0.32094135880470276,0.2215116024017334,0.17966607213020325
the,0.42745697498321533,0.3487054407596588,0.3108886480331421,0.31343501806259155,1.0,0.22953221201896667,0.4223487675189972,0.5829201340675354,0.2916262447834015,0.22068053483963013
american,0.1909721940755844,0.15112558007240295,0.21694104373455048,0.15061695873737335,0.24562937021255493,0.21662133932113647,0.20245933532714844,0.22026167809963226,0.19329415261745453,0.18877598643302917
baptist,0.18676947057247162,0.19758912920951843,0.1501166671514511,0.16323480010032654,0.19322502613067627,0.2552505135536194,0.16698506474494934,0.19241592288017273,0.23876042664051056,0.13512451946735382
education,0.19940856099128723,0.2203100621700287,0.23147612810134888,0.28787779808044434,0.23982903361320496,0.5861870050430298,0.11138669401407242,0.21779850125312805,0.2970341444015503,0.18067774176597595
society,0.23231269419193268,0.2416730374097824,0.18963852524757385,0.22487251460552216,0.2789285480976105,0.24202121794223785,0.1061180979013443,0.22652459144592285,0.22337806224822998,0.1373005360364914
with,0.2464839518070221,0.22800223529338837,0.24667875468730927,0.20996610820293427,0.4223487675189972,0.13135014474391937,0.9999999403953552,0.3783375024795532,0.17729583382606506,0.2433311939239502
a,0.3320399522781372,0.4078793525695801,0.24550430476665497,0.22806213796138763,0.5829201340675354,0.2245093584060669,0.3783375024795532,1.0,0.3310025930404663,0.23916715383529663
donation,0.2708088159561157,0.3142733871936798,0.22033649682998657,0.20624640583992004,0.2916262447834015,0.20803168416023254,0.17729583382606506,0.3310025930404663,1.0,0.2340010702610016
from,0.2737620174884796,0.21919812262058258,0.19967898726463318,0.13508547842502594,0.40150508284568787,0.1915854513645172,0.26272761821746826,0.322764128446579,0.2470557987689972,0.19969791173934937
oil,0.14842186868190765,0.11723687499761581,0.16324099898338318,0.09806831926107407,0.21849922835826874,0.16711828112602234,0.14971643686294556,0.18393073976039886,0.20446521043777466,0.14867261052131653
magnate,0.12983864545822144,0.18349651992321014,0.19176387786865234,0.2536173462867737,0.1785733550786972,0.2346068173646927,0.1481904536485672,0.23724468052387238,0.2000177800655365,0.10767308622598648
and,0.31309178471565247,0.27333492040634155,0.318156898021698,0.2462419867515564,0.5171257257461548,0.2752758264541626,0.5477725267410278,0.3739250600337982,0.21197053790092468,0.20544172823429108
wealthiest,0.22377167642116547,0.27640169858932495,0.20713967084884644,0.24607083201408386,0.3305174708366394,0.21879753470420837,0.1569575071334839,0.22968435287475586,0.251266747713089,0.15221920609474182
man,0.21916821599006653,0.3881123960018158,0.19813445210456848,0.166013702750206,0.23171134293079376,0.13548646867275238,0.175505131483078,0.27759313583374023,0.1649787575006485,0.2528940737247467
in,0.30808621644973755,0.23876774311065674,0.304380863904953,0.25682297348976135,0.6662389636039734,0.26157811284065247,0.4080928862094879,0.539380669593811,0.21339647471904755,0.20430970191955566
history,0.28630873560905457,0.2092428058385849,0.2407979816198349,0.1921040415763855,0.33215048909187317,0.2213449478149414,0.1947222352027893,0.2123815417289734,0.1954294592142105,0.2501974403858185
john,0.18237407505512238,0.20454905927181244,0.19827936589717865,0.10507135093212128,0.2230520099401474,0.141232430934906,0.1736196130514145,0.20638683438301086,0.169523224234581,0.13162356615066528
d.,0.05416262149810791,0.05652448907494545,0.08315275609493256,-0.011862888932228088,0.03410084545612335,-0.02673070691525936,0.040984950959682465,0.07838261872529984,0.007928084582090378,-0.049560099840164185
rockefeller,0.1775365173816681,0.17042475938796997,0.20094230771064758,0.18578766286373138,0.2275867909193039,0.22979778051376343,0.17553947865962982,0.20424741506576538,0.30388376116752625,0.1453901082277298
",",0.3087472915649414,0.2255365252494812,0.2661169171333313,0.19669954478740692,0.4933079481124878,0.27141863107681274,0.4120737314224243,0.427140474319458,0.24328263103961945,0.31091248989105225
the,0.42745697498321533,0.3487054407596588,0.3108886480331421,0.31343501806259155,1.0,0.22953221201896667,0.4223487675189972,0.5829201340675354,0.2916262447834015,0.22068053483963013
university,0.20256435871124268,0.13365760445594788,0.18223445117473602,0.15645675361156464,0.263973206281662,0.48676231503486633,0.13264121115207672,0.20256656408309937,0.27285951375961304,0.11887256056070328
of,0.33290785551071167,0.27674683928489685,0.26548290252685547,0.210533007979393,0.733189046382904,0.2391800880432129,0.41827285289764404,0.5052502155303955,0.2724698781967163,0.1826142966747284
chicago,0.1521448791027069,0.2068704217672348,0.22785185277462006,0.1067538633942604,0.27360326051712036,0.25633347034454346,0.23699991405010223,0.17899899184703827,0.13393603265285492,0.16446958482265472
was,0.22111038863658905,0.25889307260513306,0.384408563375473,0.1769464761018753,0.48711544275283813,0.25740107893943787,0.27411898970603943,0.4508470594882965,0.25097429752349854,0.18412111699581146
incorporated,0.16587792336940765,0.07543931901454926,0.12933510541915894,0.26399004459381104,0.28890469670295715,0.22140826284885406,0.20064540207386017,0.2515564262866974,0.17249400913715363,0.13423967361450195
in,0.30808621644973755,0.23876774311065674,0.304380863904953,0.25682297348976135,0.6662389636039734,0.26157811284065247,0.4080928862094879,0.539380669593811,0.21339647471904755,0.20430970191955566
1890,-0.032123319804668427,-0.0006351190968416631,0.04582902044057846,-0.0676344707608223,-0.08158351480960846,0.06475315243005753,-0.06121720001101494,-0.02221568301320076,-0.1519651561975479,-0.0038504337426275015
;,0.10986888408660889,0.07388860732316971,0.060616496950387955,0.0881366953253746,0.09152708947658539,-0.024825742468237877,0.12944702804088593,-0.02122584730386734,-0.06336604803800583,0.10349778085947037
william,0.24990826845169067,0.18674954771995544,0.20992548763751984,0.14987841248512268,0.21537061035633087,0.17927806079387665,0.121340811252594,0.19269351661205292,0.21609456837177277,0.14462219178676605
rainey,0.15687088668346405,0.12661071121692657,0.19242790341377258,0.06502074003219604,0.1976844072341919,0.3077799081802368,0.2176511436700821,0.22242490947246552,0.1336051970720291,0.27845558524131775
harper,0.20680077373981476,0.10189580172300339,0.16304397583007812,0.08224162459373474,0.18981124460697174,0.20095692574977875,0.14044451713562012,0.18706975877285004,0.16046692430973053,0.1652441769838333
became,0.1434093862771988,0.18415507674217224,0.39604052901268005,0.21521510183811188,0.36325156688690186,0.1926351636648178,0.23679126799106598,0.28774285316467285,0.1484837383031845,0.11374033987522125
the,0.42745697498321533,0.3487054407596588,0.3108886480331421,0.31343501806259155,1.0,0.22953221201896667,0.4223487675189972,0.5829201340675354,0.2916262447834015,0.22068053483963013
university,0.20256435871124268,0.13365760445594788,0.18223445117473602,0.15645675361156464,0.263973206281662,0.48676231503486633,0.13264121115207672,0.20256656408309937,0.27285951375961304,0.11887256056070328
's,0.02692362666130066,-0.016232607886195183,0.0025637869257479906,-0.08452758938074112,-0.01540423184633255,-0.017113132402300835,-0.04624466598033905,0.04866964742541313,-0.0032935498747974634,-0.023395681753754616
first,0.28086137771606445,0.3037048578262329,0.31449973583221436,0.20935675501823425,0.49448907375335693,0.17308905720710754,0.2691199779510498,0.4287874400615692,0.22865377366542816,0.18701928853988647
president,0.1870913952589035,0.22178032994270325,0.1992182731628418,0.21745865046977997,0.24330610036849976,0.20749834179878235,0.14994901418685913,0.16959697008132935,0.23252731561660767,0.14148259162902832
in,0.30808621644973755,0.23876774311065674,0.304380863904953,0.25682297348976135,0.6662389636039734,0.26157811284065247,0.4080928862094879,0.539380669593811,0.21339647471904755,0.20430970191955566
1891,0.16301026940345764,0.1438206285238266,0.18930307030677795,0.17653316259384155,0.20667614042758942,0.17570535838603973,0.048287779092788696,0.15026944875717163,0.14066468179225922,0.17882704734802246
",",0.3087472915649414,0.2255365252494812,0.2661169171333313,0.19669954478740692,0.4933079481124878,0.27141863107681274,0.4120737314224243,0.427140474319458,0.24328263103961945,0.31091248989105225
and,0.31309178471565247,0.27333492040634155,0.318156898021698,0.2462419867515564,0.5171257257461548,0.2752758264541626,0.5477725267410278,0.3739250600337982,0.21197053790092468,0.20544172823429108
the,0.42745697498321533,0.3487054407596588,0.3108886480331421,0.31343501806259155,1.0,0.22953221201896667,0.4223487675189972,0.5829201340675354,0.2916262447834015,0.22068053483963013
first,0.28086137771606445,0.3037048578262329,0.31449973583221436,0.20935675501823425,0.49448907375335693,0.17308905720710754,0.2691199779510498,0.4287874400615692,0.22865377366542816,0.18701928853988647
classes,0.20746955275535583,0.1950138956308365,0.12129298597574234,0.13045763969421387,0.21469499170780182,0.35834839940071106,0.19796571135520935,0.25567445158958435,0.14649255573749542,0.14397528767585754
were,0.22298263013362885,0.16889125108718872,0.31125178933143616,0.15369434654712677,0.3906462490558624,0.16513954102993011,0.3179011940956116,0.17203083634376526,0.07810777425765991,0.17890112102031708
held,0.0974166989326477,0.1869339942932129,0.17980340123176575,0.16148258745670319,0.32185450196266174,0.13046923279762268,0.1774713099002838,0.22326228022575378,0.131705641746521,0.14103956520557404
in,0.30808621644973755,0.23876774311065674,0.304380863904953,0.25682297348976135,0.6662389636039734,0.26157811284065247,0.4080928862094879,0.539380669593811,0.21339647471904755,0.20430970191955566
1892,-0.018924584612250328,0.005475899204611778,-0.05389901623129845,0.04554671794176102,0.1010928824543953,0.039991237223148346,0.10474585741758347,0.034636013209819794,0.08049686998128891,-0.03980826586484909
.,0.3567904531955719,0.29091694951057434,0.25779226422309875,0.2126183956861496,0.5934505462646484,0.24214158952236176,0.4446153938770294,0.50484299659729,0.27094173431396484,0.4130953550338745
