,what,are,the,two,simple,word,responses,to,a,decision,problem,?
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.3289857804775238,0.34160614013671875,0.3246598243713379,0.22430385649204254,0.45503583550453186,1.0,0.24091263115406036,0.2605542540550232,0.23916715383529663
decision,0.32053670287132263,0.1736466884613037,0.2905151844024658,0.12208546698093414,0.2364644706249237,0.12504824995994568,0.33447200059890747,0.35372841358184814,0.24091263115406036,1.0,0.31341657042503357,0.2796577215194702
problem,0.42183366417884827,0.2619974911212921,0.24928659200668335,0.24874572455883026,0.42500850558280945,0.21641869843006134,0.3565846085548401,0.2502208352088928,0.2605542540550232,0.31341657042503357,1.0,0.3762950301170349
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.2315155267715454,0.29377081990242004,0.29004693031311035,0.20693311095237732,0.42745086550712585,0.658733606338501,0.2514069080352783,0.23238427937030792,0.22961433231830597
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.3289857804775238,0.34160614013671875,0.3246598243713379,0.22430385649204254,0.45503583550453186,1.0,0.24091263115406036,0.2605542540550232,0.23916715383529663
special,0.24134232103824615,0.28764480352401733,0.3027077615261078,0.25693705677986145,0.28504589200019836,0.1464138627052307,0.15226627886295319,0.28623831272125244,0.31333932280540466,0.16141656041145325,0.1745782196521759,0.29623302817344666
type,0.2722663879394531,0.24155041575431824,0.21819381415843964,0.14017313718795776,0.22789043188095093,0.1398700773715973,0.137771874666214,0.19930607080459595,0.3813284635543823,0.11840678006410599,0.24055761098861694,0.17536182701587677
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.37726253271102905,0.23205730319023132,0.23799116909503937,0.202371284365654,0.41548454761505127,0.5052502155303955,0.2331373691558838,0.20464475452899933,0.1826142966747284
computational,0.29464593529701233,0.2675340473651886,0.18477948009967804,0.19982342422008514,0.35110244154930115,0.20378363132476807,0.34399211406707764,0.246933713555336,0.29858994483947754,0.2782468795776367,0.41473615169525146,0.21617397665977478
problem,0.42183366417884827,0.2619974911212921,0.24928659200668335,0.24874572455883026,0.42500850558280945,0.21641869843006134,0.3565846085548401,0.2502208352088928,0.2605542540550232,0.31341657042503357,1.0,0.3762950301170349
whose,0.22831642627716064,0.2854825556278229,0.38253846764564514,0.292228102684021,0.22142527997493744,0.15886566042900085,0.16107791662216187,0.320825457572937,0.3225097060203552,0.11470504105091095,0.1399022936820984,0.16990536451339722
answer,0.44430363178253174,0.26621752977371216,0.24840699136257172,0.22238977253437042,0.31005915999412537,0.2685558497905731,0.46710702776908875,0.31252485513687134,0.2724393308162689,0.41143798828125,0.4718674123287201,0.367276668548584
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.2315155267715454,0.29377081990242004,0.29004693031311035,0.20693311095237732,0.42745086550712585,0.658733606338501,0.2514069080352783,0.23238427937030792,0.22961433231830597
either,0.3851809501647949,0.4060882031917572,0.3795609474182129,0.3665056526660919,0.3506861925125122,0.2651640474796295,0.2593046724796295,0.4178585708141327,0.40784984827041626,0.2222341150045395,0.33144208788871765,0.31498292088508606
yes,0.35806095600128174,0.19056683778762817,0.17053739726543427,0.15353074669837952,0.3169136047363281,0.13618844747543335,0.2449539303779602,0.2151886224746704,0.21635428071022034,0.221101313829422,0.31176358461380005,0.3918913006782532
or,0.33867141604423523,0.5374364256858826,0.4174870550632477,0.3349444568157196,0.31794559955596924,0.39034852385520935,0.24955050647258759,0.38921234011650085,0.48853766918182373,0.2005528211593628,0.29821720719337463,0.32389625906944275
no,0.339326947927475,0.2432553917169571,0.3461136817932129,0.2451084703207016,0.2613399624824524,0.18597933650016785,0.24200965464115143,0.30015695095062256,0.26280897855758667,0.22718845307826996,0.34181922674179077,0.32165053486824036
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.2595684230327606,0.24605005979537964,0.23269818723201752,0.44245919585227966,0.427140474319458,0.2818170189857483,0.23938199877738953,0.31091248989105225
or,0.33867141604423523,0.5374364256858826,0.4174870550632477,0.3349444568157196,0.31794559955596924,0.39034852385520935,0.24955050647258759,0.38921234011650085,0.48853766918182373,0.2005528211593628,0.29821720719337463,0.32389625906944275
alternately,0.24474456906318665,0.3650929033756256,0.34736740589141846,0.36567261815071106,0.33318662643432617,0.18049998581409454,0.18755733966827393,0.30603235960006714,0.3047820031642914,0.15524129569530487,0.2405698299407959,0.21730750799179077
either,0.3851809501647949,0.4060882031917572,0.3795609474182129,0.3665056526660919,0.3506861925125122,0.2651640474796295,0.2593046724796295,0.4178585708141327,0.40784984827041626,0.2222341150045395,0.33144208788871765,0.31498292088508606
1,-0.21266892552375793,-0.2175680249929428,-0.1554475575685501,-0.21372178196907043,-0.30335384607315063,-0.1732918620109558,-0.3021649122238159,-0.2769182622432709,-0.20817746222019196,-0.2761085331439972,-0.24148565530776978,-0.249979168176651
or,0.33867141604423523,0.5374364256858826,0.4174870550632477,0.3349444568157196,0.31794559955596924,0.39034852385520935,0.24955050647258759,0.38921234011650085,0.48853766918182373,0.2005528211593628,0.29821720719337463,0.32389625906944275
0,0.05378047749400139,-0.003274103393778205,0.06647186726331711,-0.029449287801980972,-0.0140112629160285,-0.021386845037341118,-0.016768215224146843,0.03345681354403496,-0.01516808569431305,0.06756352633237839,0.00032281820313073695,0.0436553880572319
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.3524959683418274,0.29104891419410706,0.13155406713485718,0.2605404257774353,0.4645031690597534,0.50484299659729,0.3103445768356323,0.22562150657176971,0.4130953550338745
