,how,many,people,live,in,the,greater,metropolitan,area,?
its,0.22449488937854767,0.3319723308086395,0.24203898012638092,0.1963188201189041,0.3793783485889435,0.559237003326416,0.2608910799026489,0.2519954442977905,0.31524658203125,0.15103481709957123
population,0.1651063710451126,0.2201971709728241,0.3562411963939667,0.27512872219085693,0.3268454372882843,0.32044094800949097,0.26071324944496155,0.35963642597198486,0.49808502197265625,0.14449454843997955
is,0.22544461488723755,0.2649032473564148,0.34254953265190125,0.2694047689437866,0.5394441485404968,0.5823672413825989,0.21338969469070435,0.20138509571552277,0.29283958673477173,0.22961433231830597
estimated,0.21406520903110504,0.25811848044395447,0.24978908896446228,0.22499117255210876,0.2508986294269562,0.29184040427207947,0.21372438967227936,0.259848028421402,0.38121527433395386,0.18149758875370026
at,0.2154216170310974,0.2716965675354004,0.2582513391971588,0.19072985649108887,0.4374977946281433,0.457212895154953,0.17670537531375885,0.21967443823814392,0.25113749504089355,0.21978627145290375
1.740,0.07919737696647644,0.052587371319532394,0.0980762392282486,0.13101916015148163,0.19738692045211792,0.13006961345672607,0.05415312945842743,0.10194197297096252,0.04793090000748634,0.17895950376987457
million,0.21114659309387207,0.3520967364311218,0.2591722309589386,0.2567354142665863,0.2596224844455719,0.277012437582016,0.131148561835289,0.264689564704895,0.20709379017353058,0.23092924058437347
residents,0.1510731428861618,0.28597086668014526,0.43970397114753723,0.2585090696811676,0.27393898367881775,0.28274044394493103,0.1642608791589737,0.31381869316101074,0.39504101872444153,0.09602975845336914
within,0.24755704402923584,0.2613624930381775,0.21676687896251678,0.1719338744878769,0.40576374530792236,0.39827480912208557,0.31309908628463745,0.24101825058460236,0.34595879912376404,0.1870293766260147
a,0.29312583804130554,0.2872205972671509,0.3483705520629883,0.21948647499084473,0.539380669593811,0.5829201340675354,0.20286329090595245,0.1711602658033371,0.2782127559185028,0.23916715383529663
greater,0.11442330479621887,0.22031435370445251,0.25514882802963257,0.15118588507175446,0.26627716422080994,0.2814446687698364,1.0000001192092896,0.31987830996513367,0.3258145749568939,0.09723397344350815
metropolitan,0.08906085044145584,0.15455171465873718,0.24865934252738953,0.20721642673015594,0.27762067317962646,0.24378018081188202,0.31987830996513367,1.0,0.4260755181312561,0.1861504763364792
area,0.17030490934848785,0.2414858043193817,0.37957796454429626,0.23681239783763885,0.33632898330688477,0.37834644317626953,0.3258145749568939,0.4260755181312561,1.0,0.12640461325645447
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.27734068036079407,0.5696388483047485,0.733189046382904,0.34470728039741516,0.2863157391548157,0.3409860134124756,0.1826142966747284
2.666,0.19196148216724396,0.09570005536079407,0.11261226236820221,-0.01756533421576023,-0.009885638952255249,-0.00478667626157403,0.026090029627084732,-0.02968936413526535,-0.12380308657884598,0.11242707818746567
million,0.21114659309387207,0.3520967364311218,0.2591722309589386,0.2567354142665863,0.2596224844455719,0.277012437582016,0.131148561835289,0.264689564704895,0.20709379017353058,0.23092924058437347
residents,0.1510731428861618,0.28597086668014526,0.43970397114753723,0.2585090696811676,0.27393898367881775,0.28274044394493103,0.1642608791589737,0.31381869316101074,0.39504101872444153,0.09602975845336914
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.29754534363746643,0.5201468467712402,0.4933079481124878,0.25035545229911804,0.2417047619819641,0.2664283812046051,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.29092222452163696,0.23445427417755127,0.4840516746044159,0.6521818041801453,0.3080105781555176,0.24593842029571533,0.3276861011981964,0.25814583897590637
makes,0.3351230025291443,0.2597222924232483,0.27238744497299194,0.18573524057865143,0.22258508205413818,0.3029823303222656,0.16741415858268738,0.14416411519050598,0.16977764666080475,0.22145044803619385
warsaw,0.13025455176830292,0.1653265357017517,0.17416244745254517,0.0485527403652668,0.22642600536346436,0.23137180507183075,0.17170822620391846,0.23090645670890808,0.19728557765483856,0.09769917279481888
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.2995128035545349,0.6662389636039734,1.0,0.2814446687698364,0.24378018081188202,0.37834644317626953,0.22068053483963013
9th,0.17705106735229492,0.07257845997810364,-0.007218316197395325,-0.0055910455994307995,0.06262481957674026,0.15220077335834503,0.07452007383108139,-0.06543052196502686,0.0527387335896492,0.06775698810815811
most-populous,0.11824274808168411,0.33379411697387695,0.4043709337711334,0.2912435829639435,0.40433061122894287,0.3898422122001648,0.2984275221824646,0.4056040644645691,0.4568040668964386,0.20652742683887482
capital,0.10716020315885544,0.13652990758419037,0.30024683475494385,0.2132115364074707,0.3233928978443146,0.3049491047859192,0.2456800490617752,0.2678094208240509,0.31435662508010864,0.0907452180981636
city,0.12024712562561035,0.21416836977005005,0.34653446078300476,0.27209851145744324,0.3911624252796173,0.35769423842430115,0.2666052281856537,0.45149746537208557,0.41959723830223083,0.13423943519592285
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3068392276763916,1.0,0.6662389636039734,0.26627716422080994,0.27762067317962646,0.33632898330688477,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.2995128035545349,0.6662389636039734,1.0,0.2814446687698364,0.24378018081188202,0.37834644317626953,0.22068053483963013
european,0.123964823782444,0.24996337294578552,0.17784909904003143,0.11722060292959213,0.23319172859191895,0.3423081040382385,0.20186972618103027,0.19802221655845642,0.1983111947774887,0.14560863375663757
union,0.1126161515712738,0.18863573670387268,0.17553997039794922,0.11718430370092392,0.22726479172706604,0.24421639740467072,0.23832298815250397,0.2049379199743271,0.14925482869148254,0.07797172665596008
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.32964062690734863,0.5591574311256409,0.5934505462646484,0.20152446627616882,0.21727578341960907,0.2760866582393646,0.4130953550338745
