,when,did,the,university,start,having,a,bachelor,'s,degree,program,in,cinema,&,media,studies,?
it,0.4775012135505676,0.2993364930152893,0.6251175999641418,0.20301668345928192,0.2786519229412079,0.2960234582424164,0.5452592968940735,0.15354004502296448,0.06608816236257553,0.2344471961259842,0.25667765736579895,0.5130809545516968,0.2091728299856186,0.08886928111314774,0.19141267240047455,0.18707939982414246,0.25732165575027466
has,0.34538573026657104,0.2124989777803421,0.4177538752555847,0.21257302165031433,0.14226070046424866,0.4643951952457428,0.4670248031616211,0.1930750459432602,-0.040683966130018234,0.17949652671813965,0.17371469736099243,0.4173259735107422,0.22361615300178528,0.1216270700097084,0.22855450212955475,0.24284861981868744,0.15994466841220856
bachelor,0.17059847712516785,0.18267612159252167,0.17960217595100403,0.5387130975723267,0.20258736610412598,0.21323661506175995,0.22000035643577576,1.0000001192092896,-0.03428642824292183,0.6971407532691956,0.29745182394981384,0.2620902359485626,0.22896884381771088,0.18168750405311584,0.13781245052814484,0.3823414146900177,0.07728833705186844
's,-0.03368149697780609,0.05069678649306297,-0.01540423184633255,-0.007441582623869181,-0.029080811887979507,-0.0629785805940628,0.04866964742541313,-0.03428642824292183,0.9999999403953552,-0.019614629447460175,0.0445902980864048,-0.037580832839012146,0.05685582011938095,-0.02038128487765789,0.07690927386283875,-0.04059765115380287,-0.023395681753754616
degree,0.202690988779068,0.18228070437908173,0.20765221118927002,0.5435908436775208,0.1432925909757614,0.21860484778881073,0.25289660692214966,0.6971407532691956,-0.019614629447460175,0.9999999403953552,0.23841196298599243,0.28089648485183716,0.18874692916870117,0.12562420964241028,0.14011222124099731,0.44417306780815125,0.1060895025730133
programs,0.19495362043380737,0.2038959413766861,0.21757709980010986,0.2189866155385971,0.14228114485740662,0.21670880913734436,0.25316864252090454,0.3375161290168762,0.06997905671596527,0.2904844880104065,0.7779488563537598,0.2276356965303421,0.196287602186203,0.10701852291822433,0.36575454473495483,0.2540002465248108,0.16452431678771973
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.3201795518398285,0.29979339241981506,0.32022708654403687,0.539380669593811,0.2620902359485626,-0.037580832839012146,0.28089648485183716,0.1994907110929489,1.0,0.29577532410621643,0.1358654648065567,0.19773486256599426,0.30442532896995544,0.20430970191955566
visual,0.16826482117176056,0.15923425555229187,0.25769078731536865,0.20016902685165405,0.11215706169605255,0.20075127482414246,0.2056368887424469,0.175696462392807,-0.03246987611055374,0.20202365517616272,0.21495789289474487,0.1979106217622757,0.3069998323917389,0.144065260887146,0.2599133849143982,0.2484644502401352,0.15138444304466248
arts,0.15218614041805267,0.17368055880069733,0.23374557495117188,0.37832388281822205,0.12492940574884415,0.09986498206853867,0.21388907730579376,0.4408976435661316,0.0031014936976134777,0.4105934500694275,0.20365646481513977,0.2445804625749588,0.3677407205104828,0.17612096667289734,0.27780044078826904,0.34350189566612244,0.09471383690834045
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.2934366464614868,0.3154076039791107,0.427140474319458,0.23690266907215118,-0.0016132977325469255,0.1912073791027069,0.17760658264160156,0.5201468467712402,0.2111419141292572,0.2516871392726898,0.23135341703891754,0.26373082399368286,0.31091248989105225
music,0.23630709946155548,0.21389511227607727,0.2714049816131592,0.2219531238079071,0.17142179608345032,0.15467680990695953,0.2234005630016327,0.2697744369506836,0.09120280295610428,0.1875707358121872,0.218302384018898,0.22969312965869904,0.30573388934135437,0.12416104227304459,0.3441527485847473,0.2172635793685913,0.18264494836330414
