,at,first,",",what,did,oxygen,and,iron,combine,to,form,?
for,0.34237727522850037,0.3800288736820221,0.4464869201183319,0.3017193675041199,0.318512886762619,0.22718772292137146,0.5064792633056641,0.2107892483472824,0.2938137352466583,0.4451248347759247,0.2342945635318756,0.264628142118454
the,0.457212895154953,0.49448907375335693,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.20428593456745148,0.5171257257461548,0.27578672766685486,0.2880306839942932,0.535392165184021,0.29286009073257446,0.22068053483963013
first,0.3138778805732727,1.0,0.34503069519996643,0.28086137771606445,0.33691170811653137,0.17370176315307617,0.3167642652988434,0.21304577589035034,0.1772536337375641,0.3792489171028137,0.1870718151330948,0.18701928853988647
billion,0.17322641611099243,0.1890326887369156,0.19861456751823425,0.262668639421463,0.1482735127210617,0.2597910165786743,0.22071154415607452,0.1820104569196701,0.11725486069917679,0.2046312391757965,0.15465208888053894,0.25791820883750916
years,0.2851444482803345,0.2958037853240967,0.2589467465877533,0.1981470286846161,0.2695724070072174,0.19261223077774048,0.300204873085022,0.1704331487417221,0.04242368042469025,0.23891852796077728,0.16555586457252502,0.1914375126361847
",",0.38314947485923767,0.34503069519996643,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.21812842786312103,0.6633074283599854,0.23416942358016968,0.29247188568115234,0.44245919585227966,0.21805599331855774,0.31091248989105225
any,0.2206675112247467,0.32448044419288635,0.3237466514110565,0.43670421838760376,0.37563082575798035,0.2728019952774048,0.3363793194293976,0.17383524775505066,0.28374770283699036,0.46410247683525085,0.3003319799900055,0.4113408327102661
free,0.1383507251739502,0.182578906416893,0.2434854805469513,0.22754132747650146,0.1839899867773056,0.24067462980747223,0.29029855132102966,0.10558287054300308,0.2551625967025757,0.2913753390312195,0.2093220353126526,0.1278279572725296
oxygen,0.1428557187318802,0.17370176315307617,0.21812842786312103,0.16781960427761078,0.15723921358585358,0.9999999403953552,0.22261030972003937,0.41131383180618286,0.24937120079994202,0.24193501472473145,0.22106200456619263,0.16786395013332367
produced,0.166782945394516,0.2504335343837738,0.22260788083076477,0.1393624097108841,0.16971632838249207,0.1870262175798416,0.24455034732818604,0.20416909456253052,0.2162432223558426,0.16305041313171387,0.20840853452682495,0.1623450517654419
by,0.2368064820766449,0.3877052962779999,0.3680937886238098,0.2455483376979828,0.18574509024620056,0.1292176991701126,0.4289871156215668,0.20939971506595612,0.2674017548561096,0.33534231781959534,0.20338405668735504,0.17966607213020325
these,0.2638600766658783,0.27486658096313477,0.37613096833229065,0.4164220690727234,0.38755595684051514,0.26223719120025635,0.5314885973930359,0.18578118085861206,0.4311560392379761,0.46852558851242065,0.30281445384025574,0.2571668326854706
organisms,0.16535381972789764,0.15229041874408722,0.20150232315063477,0.22214920818805695,0.1827608346939087,0.42718103528022766,0.2444908618927002,0.20451799035072327,0.2667333483695984,0.26437875628471375,0.2886972725391388,0.22621455788612366
combined,0.21965526044368744,0.235023632645607,0.31732821464538574,0.21267308294773102,0.17568819224834442,0.16660749912261963,0.3240981996059418,0.07863748073577881,0.7812051177024841,0.24629315733909607,0.36154165863990784,0.17985320091247559
with,0.29126521944999695,0.2691199779510498,0.4120737314224243,0.2464839518070221,0.25472134351730347,0.200663760304451,0.5477725267410278,0.24315373599529266,0.35364508628845215,0.4239959120750427,0.29348593950271606,0.2433311939239502
dissolved,0.15368764102458954,0.19494639337062836,0.23680850863456726,0.1222950667142868,0.20424063503742218,0.41008225083351135,0.22021357715129852,0.3021303713321686,0.20957517623901367,0.1633434295654297,0.25105535984039307,0.10801826417446136
iron,0.15910829603672028,0.21304577589035034,0.23416942358016968,0.1444280743598938,0.1165860965847969,0.41131383180618286,0.2576066851615906,1.0,0.0836835652589798,0.18131506443023682,0.1362198442220688,0.1309053897857666
in,0.4374977946281433,0.4127444326877594,0.5201468467712402,0.30808621644973755,0.2593238651752472,0.1672476977109909,0.4954058527946472,0.2270619124174118,0.30072295665740967,0.45010748505592346,0.2815987169742584,0.20430970191955566
the,0.457212895154953,0.49448907375335693,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.20428593456745148,0.5171257257461548,0.27578672766685486,0.2880306839942932,0.535392165184021,0.29286009073257446,0.22068053483963013
oceans,0.16886350512504578,0.17823095619678497,0.27603986859321594,0.19098366796970367,0.13096754252910614,0.39005953073501587,0.29088279604911804,0.30726876854896545,0.09017620235681534,0.2851090431213379,0.22079765796661377,0.16026286780834198
to,0.36524343490600586,0.3792489171028137,0.44245919585227966,0.455847829580307,0.4452643394470215,0.24193501472473145,0.48971283435821533,0.18131506443023682,0.2847091257572174,1.0,0.2772196829319,0.29463258385658264
form,0.10255546867847443,0.1870718151330948,0.21805599331855774,0.15868011116981506,0.18086659908294678,0.22106200456619263,0.30469027161598206,0.1362198442220688,0.3999081254005432,0.2772196829319,0.9999999403953552,0.1463010311126709
banded,0.10837163776159286,0.1633128672838211,0.22637216746807098,0.06875103712081909,0.12640944123268127,0.2858203947544098,0.21760548651218414,0.259988397359848,0.0811387374997139,0.13390760123729706,0.1678316593170166,0.11169654875993729
iron,0.15910829603672028,0.21304577589035034,0.23416942358016968,0.1444280743598938,0.1165860965847969,0.41131383180618286,0.2576066851615906,1.0,0.0836835652589798,0.18131506443023682,0.1362198442220688,0.1309053897857666
formations,0.19156375527381897,0.14893335103988647,0.2789337933063507,0.1548330932855606,0.15622356534004211,0.3080298900604248,0.30350422859191895,0.2423226535320282,0.29185229539871216,0.2386225163936615,0.4024248421192169,0.11879130452871323
.,0.4549728035926819,0.4345304071903229,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.2554275095462799,0.588965117931366,0.23086592555046082,0.2269059419631958,0.4645031690597534,0.28317511081695557,0.4130953550338745
