,who,was,the,#,2,pick,in,the,2011,nfl,draft,?
the,0.3733934462070465,0.48711544275283813,1.0,0.24127686023712158,-0.019434669986367226,0.23948721587657928,0.6662389636039734,1.0,0.07811610400676727,0.15305201709270477,0.2136591076850891,0.22068053483963013
matchup,0.11010952293872833,0.1367867887020111,0.1685979664325714,0.12671324610710144,-0.11137616634368896,0.35571640729904175,0.20726577937602997,0.1685979664325714,0.04088417440652847,0.3619457185268402,0.33546704053878784,0.2271731048822403
also,0.47919341921806335,0.4032125174999237,0.6021018624305725,0.15396468341350555,-0.010389829985797405,0.22670209407806396,0.5073733329772949,0.6021018624305725,0.11980807781219482,0.18875066936016083,0.21483387053012848,0.21848613023757935
pits,0.16741257905960083,0.17941325902938843,0.2675149440765381,0.1729222983121872,-0.1506199836730957,0.278502881526947,0.23617132008075714,0.2675149440765381,0.08057191222906113,0.24957631528377533,0.11850344389677048,0.07225832343101501
the,0.3733934462070465,0.48711544275283813,1.0,0.24127686023712158,-0.019434669986367226,0.23948721587657928,0.6662389636039734,1.0,0.07811610400676727,0.15305201709270477,0.2136591076850891,0.22068053483963013
top,0.170939639210701,0.1381647288799286,0.31754136085510254,0.24039654433727264,-0.10364630818367004,0.2135060876607895,0.2235720455646515,0.31754136085510254,0.008571372367441654,0.18408949673175812,0.17006032168865204,0.17265194654464722
two,0.2791741192340851,0.27166637778282166,0.43858039379119873,0.12759380042552948,0.061530034989118576,0.19996127486228943,0.36463531851768494,0.43858039379119873,0.10795892775058746,0.12885184586048126,0.13318826258182526,0.19645625352859497
picks,0.25932320952415466,0.1559520959854126,0.31046998500823975,0.1913025677204132,-0.06860751658678055,0.6399866342544556,0.19095705449581146,0.31046998500823975,0.10876186937093735,0.3715573847293854,0.4408959448337555,0.17305614054203033
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.21342608332633972,-0.013777675107121468,0.18354400992393494,0.5696388483047485,0.733189046382904,0.09709474444389343,0.1524115800857544,0.1597527265548706,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.24127686023712158,-0.019434669986367226,0.23948721587657928,0.6662389636039734,1.0,0.07811610400676727,0.15305201709270477,0.2136591076850891,0.22068053483963013
2011,0.023839345201849937,-0.022202642634510994,0.07811610400676727,0.011008716188371181,-0.0034568454138934612,-0.0029847442638128996,0.08290185779333115,0.07811610400676727,1.0,0.039159614592790604,-0.0938880667090416,0.005212190095335245
draft,0.2113700658082962,0.22196774184703827,0.2136591076850891,0.1326262205839157,0.017603371292352676,0.6203356981277466,0.19735127687454224,0.2136591076850891,-0.0938880667090416,0.4675278961658478,0.9999999403953552,0.1941390335559845
against,0.2942115366458893,0.22972732782363892,0.3090755045413971,0.17205193638801575,-0.04856133833527565,0.21417836844921112,0.27273955941200256,0.3090755045413971,0.0930638313293457,0.12854008376598358,0.22602050006389618,0.18095137178897858
each,0.27337536215782166,0.14424845576286316,0.470844566822052,0.05366305261850357,-0.08250541985034943,0.19462373852729797,0.30816060304641724,0.470844566822052,0.11615043878555298,0.11676446348428726,0.12692220509052277,0.21173812448978424
other,0.3612329661846161,0.14651623368263245,0.44152235984802246,0.1084371879696846,-0.06383107602596283,0.24699577689170837,0.39989137649536133,0.44152235984802246,0.16462388634681702,0.08752413839101791,0.14852383732795715,0.24682199954986572
:,-0.0025186005514115095,0.002802103292196989,-0.03403344005346298,0.051185715943574905,-0.03472995012998581,0.035003095865249634,0.020521078258752823,-0.03403344005346298,-0.178302600979805,0.07629633694887161,0.05486631020903587,-0.07156077772378922
newton,0.19243690371513367,0.25264593958854675,0.1876603662967682,0.16112487018108368,-0.0020749035757035017,0.08410073071718216,0.23639483749866486,0.1876603662967682,-0.01159194577485323,0.2505591809749603,0.19785626232624054,0.09645649790763855
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.10603039711713791,-0.09542696177959442,0.2712850868701935,0.4322226941585541,0.4739971458911896,0.10438573360443115,0.23749186098575592,0.28584563732147217,0.264628142118454
carolina,0.1409980058670044,0.26687008142471313,0.24749229848384857,0.04617736488580704,0.020115118473768234,0.23111344873905182,0.2380082756280899,0.24749229848384857,-0.10136570036411285,0.25462281703948975,0.20644451677799225,0.11847445368766785
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.2018306851387024,-0.0926629975438118,0.24736127257347107,0.4954058527946472,0.5171257257461548,0.0998905599117279,0.2080700695514679,0.2078089863061905,0.20544172823429108
von,0.1834137886762619,0.2042967826128006,0.21817399561405182,0.12365525215864182,0.011694233864545822,0.05282781645655632,0.20116294920444489,0.21817399561405182,-0.04347594454884529,0.1162385419011116,0.11139488965272903,0.13907472789287567
miller,0.2093905359506607,0.23326176404953003,0.21601076424121857,0.12156424671411514,-0.03835271671414375,0.18372400104999542,0.19489489495754242,0.21601076424121857,-0.025348028168082237,0.22491218149662018,0.22872373461723328,0.1295081228017807
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.10603039711713791,-0.09542696177959442,0.2712850868701935,0.4322226941585541,0.4739971458911896,0.10438573360443115,0.23749186098575592,0.28584563732147217,0.264628142118454
denver,0.20955970883369446,0.2766761779785156,0.2052404284477234,0.10368406027555466,-0.02153838239610195,0.24643608927726746,0.2221570909023285,0.2052404284477234,0.02014845795929432,0.39768490195274353,0.25372564792633057,0.1520889848470688
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.21395067870616913,-0.037111926823854446,0.23959746956825256,0.5591574311256409,0.5934505462646484,0.10024500638246536,0.1964210718870163,0.22211715579032898,0.4130953550338745
