,what,team,had,the,lowest,downs,and,yards,ever,in,the,super,bowl,as,of,super,bowl,50,?
only,0.41415658593177795,0.14910441637039185,0.3839550316333771,0.5497692227363586,0.32538649439811707,0.1528901904821396,0.4542345404624939,0.23291213810443878,0.42326435446739197,0.42992329597473145,0.5497692227363586,0.2209789752960205,0.1793411821126938,0.41781148314476013,0.49632513523101807,0.2209789752960205,0.1793411821126938,0.041510678827762604,0.2767370045185089
seven,0.15978287160396576,0.15350040793418884,0.20230332016944885,0.28151169419288635,0.21315942704677582,0.1400660127401352,0.26877880096435547,0.19030557572841644,0.23037154972553253,0.24717609584331512,0.28151169419288635,0.16763919591903687,0.16826416552066803,0.12988677620887756,0.273354172706604,0.16763919591903687,0.16826416552066803,-0.004787076264619827,0.1732930988073349
other,0.341873437166214,0.15695661306381226,0.30737367272377014,0.44152235984802246,0.21456745266914368,0.1905973255634308,0.5504306554794312,0.12941108644008636,0.21836784482002258,0.39989137649536133,0.44152235984802246,0.15647977590560913,0.12835361063480377,0.42805421352386475,0.38583824038505554,0.15647977590560913,0.12835361063480377,0.0139119578525424,0.24682199954986572
teams,0.16624371707439423,0.673422634601593,0.19225463271141052,0.3164927661418915,0.21360652148723602,0.14782115817070007,0.2197335660457611,0.2271934151649475,0.18791036307811737,0.2639528214931488,0.3164927661418915,0.26333683729171753,0.2752957046031952,0.17005419731140137,0.27933305501937866,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.11150168627500534
had,0.23849567770957947,0.11808160692453384,0.9999999403953552,0.3875846862792969,0.2038678228855133,0.22322414815425873,0.3872550129890442,0.19894513487815857,0.3875546455383301,0.385026752948761,0.3875846862792969,0.17216899991035461,0.1661457121372223,0.3393979072570801,0.37755560874938965,0.17216899991035461,0.1661457121372223,0.09219186753034592,0.20728366076946259
ever,0.3486426770687103,0.139632910490036,0.3875546455383301,0.3474041819572449,0.29568973183631897,0.12167907506227493,0.22324110567569733,0.20375631749629974,1.0,0.31014615297317505,0.3474041819572449,0.26257312297821045,0.1696997582912445,0.26918694376945496,0.22901833057403564,0.26257312297821045,0.1696997582912445,0.06646040081977844,0.3358461856842041
gained,0.15457381308078766,0.15656593441963196,0.377902626991272,0.29543522000312805,0.1575777232646942,0.1043364629149437,0.2992778718471527,0.13093002140522003,0.24438731372356415,0.2935055196285248,0.29543522000312805,0.12622185051441193,0.12897861003875732,0.28581827878952026,0.29895761609077454,0.12622185051441193,0.12897861003875732,-0.039365898817777634,0.11261032521724701
less,0.31119704246520996,0.09036864340305328,0.26911720633506775,0.29185041785240173,0.21598128974437714,0.13126815855503082,0.35327455401420593,0.19327157735824585,0.2429942488670349,0.2661931812763214,0.29185041785240173,0.08484566956758499,0.13552121818065643,0.3253805339336395,0.30836719274520874,0.08484566956758499,0.13552121818065643,0.03643476590514183,0.22418740391731262
than,0.29388150572776794,0.14418043196201324,0.3192967474460602,0.3227543234825134,0.23631151020526886,0.15195803344249725,0.39361441135406494,0.22786593437194824,0.3107531666755676,0.3270052373409271,0.3227543234825134,0.1716693788766861,0.13464641571044922,0.40532299876213074,0.33036211133003235,0.1716693788766861,0.13464641571044922,0.01451291423290968,0.24917294085025787
200,-0.2539483904838562,-0.25031158328056335,-0.26872989535331726,-0.23840995132923126,-0.23633405566215515,-0.09505589306354523,-0.2258405238389969,-0.17910052835941315,-0.10881610959768295,-0.28403738141059875,-0.23840995132923126,-0.043676964938640594,-0.11582344770431519,-0.22662575542926788,-0.26440301537513733,-0.043676964938640594,-0.11582344770431519,0.10592278838157654,-0.22913911938667297
yards,0.1304803043603897,0.17900775372982025,0.19894513487815857,0.16070343554019928,0.19686166942119598,0.30574682354927063,0.22108176350593567,1.0,0.20375631749629974,0.14206624031066895,0.16070343554019928,0.22780416905879974,0.2993983328342438,0.20517751574516296,0.14466260373592377,0.22780416905879974,0.2993983328342438,0.016652274876832962,0.12453813850879669
in,0.30808621644973755,0.18841172754764557,0.385026752948761,0.6662389636039734,0.2796158194541931,0.2140151709318161,0.4954058527946472,0.14206624031066895,0.31014615297317505,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.3887844979763031,0.5696388483047485,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
a,0.3320399522781372,0.19125498831272125,0.34897568821907043,0.5829201340675354,0.2451467216014862,0.21178016066551208,0.3739250600337982,0.19167225062847137,0.27561625838279724,0.539380669593811,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.39550232887268066,0.5052502155303955,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
super,0.13651713728904724,0.23339706659317017,0.17216899991035461,0.21959073841571808,0.0346510112285614,0.12022191286087036,0.18368244171142578,0.22780416905879974,0.26257312297821045,0.18576006591320038,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.21450649201869965,0.14718765020370483,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.1661457121372223,0.21576224267482758,0.12127617001533508,0.1822562962770462,0.1698254644870758,0.2993983328342438,0.1696997582912445,0.17236235737800598,0.21576224267482758,0.4848237931728363,1.0,0.14539222419261932,0.2243070751428604,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
",",0.3087472915649414,0.21287471055984497,0.35487717390060425,0.4933079481124878,0.2272098958492279,0.26416540145874023,0.6633074283599854,0.16944201290607452,0.2519058883190155,0.5201468467712402,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.48816442489624023,0.4946078956127167,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.31309178471565247,0.22394508123397827,0.3872550129890442,0.5171257257461548,0.21811194717884064,0.28101885318756104,1.0,0.22108176350593567,0.22324110567569733,0.4954058527946472,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.49487000703811646,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
all,0.41981086134910583,0.26638156175613403,0.37521764636039734,0.4860881567001343,0.26158764958381653,0.1742527186870575,0.4542157053947449,0.162019282579422,0.3627382814884186,0.3335905969142914,0.4860881567001343,0.26925644278526306,0.2204573154449463,0.33195313811302185,0.42798417806625366,0.26925644278526306,0.2204573154449463,0.10941741615533829,0.29575422406196594
of,0.33290785551071167,0.20352502167224884,0.37755560874938965,0.733189046382904,0.2680990993976593,0.21881243586540222,0.5116966962814331,0.14466260373592377,0.22901833057403564,0.5696388483047485,0.733189046382904,0.14718765020370483,0.2243070751428604,0.3886612355709076,1.0,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
them,0.4994642734527588,0.1714262217283249,0.3781377673149109,0.4788833558559418,0.23388026654720306,0.21565914154052734,0.48717668652534485,0.2192636877298355,0.3592418134212494,0.29119014739990234,0.4788833558559418,0.17214158177375793,0.16690661013126373,0.33716270327568054,0.34503093361854553,0.17214158177375793,0.16690661013126373,0.009790661744773388,0.35435691475868225
had,0.23849567770957947,0.11808160692453384,0.9999999403953552,0.3875846862792969,0.2038678228855133,0.22322414815425873,0.3872550129890442,0.19894513487815857,0.3875546455383301,0.385026752948761,0.3875846862792969,0.17216899991035461,0.1661457121372223,0.3393979072570801,0.37755560874938965,0.17216899991035461,0.1661457121372223,0.09219186753034592,0.20728366076946259
lost,0.198215052485466,0.22986897826194763,0.3702373504638672,0.3376973867416382,0.16607876121997833,0.14082932472229004,0.25558507442474365,0.19976435601711273,0.21946899592876434,0.3167656362056732,0.3376973867416382,0.19755052030086517,0.20279569923877716,0.19285669922828674,0.2878951132297516,0.19755052030086517,0.20279569923877716,0.14340931177139282,0.15261413156986237
.,0.3567904531955719,0.26467522978782654,0.37348684668540955,0.5934505462646484,0.22654418647289276,0.23834659159183502,0.588965117931366,0.17664551734924316,0.3149608373641968,0.5591574311256409,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.515582263469696,0.5352458953857422,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
,what,team,had,the,lowest,downs,and,yards,ever,in,the,super,bowl,as,of,super,bowl,50,?
super,0.13651713728904724,0.23339706659317017,0.17216899991035461,0.21959073841571808,0.0346510112285614,0.12022191286087036,0.18368244171142578,0.22780416905879974,0.26257312297821045,0.18576006591320038,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.21450649201869965,0.14718765020370483,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.1661457121372223,0.21576224267482758,0.12127617001533508,0.1822562962770462,0.1698254644870758,0.2993983328342438,0.1696997582912445,0.17236235737800598,0.21576224267482758,0.4848237931728363,1.0,0.14539222419261932,0.2243070751428604,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
50,-0.04124141484498978,0.07221189886331558,0.09219186753034592,0.03602437674999237,-0.10855954140424728,0.024813257157802582,0.0032697415444999933,0.016652274876832962,0.06646040081977844,0.021892361342906952,0.03602437674999237,0.0833745002746582,0.005446359980851412,-0.0016074778977781534,0.006577443331480026,0.0833745002746582,0.005446359980851412,0.9999999403953552,0.030512850731611252
featured,0.20330384373664856,0.17925997078418732,0.2903567850589752,0.28660184144973755,0.1341647356748581,0.2099808305501938,0.26700839400291443,0.10232951492071152,0.30185648798942566,0.2658694386482239,0.28660184144973755,0.24398969113826752,0.18793275952339172,0.29986897110939026,0.2342860847711563,0.24398969113826752,0.18793275952339172,0.08678045123815536,0.2944096624851227
numerous,0.1867249608039856,0.07541429996490479,0.32777848839759827,0.3353725075721741,0.08145849406719208,0.17457842826843262,0.3871175944805145,0.1595667004585266,0.2068154662847519,0.30740252137184143,0.3353725075721741,0.17539815604686737,0.13804976642131805,0.29683956503868103,0.3024154603481293,0.17539815604686737,0.13804976642131805,-0.016960421577095985,0.0875130444765091
records,0.17999422550201416,0.13625438511371613,0.19828225672245026,0.23809710144996643,0.22770529985427856,0.15230096876621246,0.17576263844966888,0.27586689591407776,0.2732137143611908,0.19519685208797455,0.23809710144996643,0.22987860441207886,0.23844514787197113,0.15781886875629425,0.17885147035121918,0.22987860441207886,0.23844514787197113,0.11172090470790863,0.12384546548128128
from,0.2737620174884796,0.21108146011829376,0.3075238764286041,0.40150508284568787,0.16217221319675446,0.1524055451154709,0.3601827025413513,0.1365477740764618,0.20405036211013794,0.4274188280105591,0.40150508284568787,0.15985457599163055,0.09946706146001816,0.3251767158508301,0.4249346852302551,0.15985457599163055,0.09946706146001816,0.014360516332089901,0.19969791173934937
individuals,0.25709760189056396,0.18562372028827667,0.27730315923690796,0.3022412955760956,0.2111319750547409,0.1446923315525055,0.2956017851829529,0.23203884065151215,0.20675553381443024,0.22240658104419708,0.3022412955760956,0.11969251185655594,0.09047235548496246,0.2704373896121979,0.27365922927856445,0.11969251185655594,0.09047235548496246,0.04978775605559349,0.20243582129478455
and,0.31309178471565247,0.22394508123397827,0.3872550129890442,0.5171257257461548,0.21811194717884064,0.28101885318756104,1.0,0.22108176350593567,0.22324110567569733,0.4954058527946472,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.49487000703811646,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
teams,0.16624371707439423,0.673422634601593,0.19225463271141052,0.3164927661418915,0.21360652148723602,0.14782115817070007,0.2197335660457611,0.2271934151649475,0.18791036307811737,0.2639528214931488,0.3164927661418915,0.26333683729171753,0.2752957046031952,0.17005419731140137,0.27933305501937866,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.11150168627500534
.,0.3567904531955719,0.26467522978782654,0.37348684668540955,0.5934505462646484,0.22654418647289276,0.23834659159183502,0.588965117931366,0.17664551734924316,0.3149608373641968,0.5591574311256409,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.515582263469696,0.5352458953857422,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
