,from,which,country,did,the,rococo,augustus,rex,bureau,cabinet,come,from,?
one,0.32194891571998596,0.510688066482544,0.26064035296440125,0.27659472823143005,0.5514441132545471,0.2789130210876465,0.15731659531593323,0.21211586892604828,0.10693182796239853,0.16080322861671448,0.31002354621887207,0.32194891571998596,0.2673267424106598
of,0.4249346852302551,0.5011631846427917,0.28866857290267944,0.2513895630836487,0.733189046382904,0.289019376039505,0.22101011872291565,0.17788012325763702,0.23669974505901337,0.27811557054519653,0.3194141983985901,0.4249346852302551,0.1826142966747284
the,0.40150508284568787,0.6521818041801453,0.30432501435279846,0.34736719727516174,1.0,0.25580495595932007,0.2133389264345169,0.213502898812294,0.26302388310432434,0.24264733493328094,0.36020293831825256,0.40150508284568787,0.22068053483963013
finest,0.19426770508289337,0.24203677475452423,0.15562565624713898,0.18820245563983917,0.3178524971008301,0.3850938677787781,0.2106456756591797,0.13424067199230194,0.17533738911151886,0.0915306955575943,0.20289061963558197,0.19426770508289337,0.1559486985206604
pieces,0.22470617294311523,0.3588203191757202,0.1402016431093216,0.15541915595531464,0.2676405906677246,0.2522759437561035,0.10483832657337189,0.12794269621372223,0.08511175960302353,0.12357725948095322,0.21146219968795776,0.22470617294311523,0.12758022546768188
of,0.4249346852302551,0.5011631846427917,0.28866857290267944,0.2513895630836487,0.733189046382904,0.289019376039505,0.22101011872291565,0.17788012325763702,0.23669974505901337,0.27811557054519653,0.3194141983985901,0.4249346852302551,0.1826142966747284
continental,0.18890415132045746,0.24691486358642578,0.17615966498851776,0.14695397019386292,0.32723063230514526,0.18632802367210388,0.1918342113494873,0.11225239932537079,0.16984973847866058,0.18609683215618134,0.17251214385032654,0.18890415132045746,0.1410352885723114
furniture,0.13584640622138977,0.2323695719242096,0.0703444629907608,0.17683133482933044,0.19680102169513702,0.3266793191432953,0.14310644567012787,0.13991375267505646,0.1972484588623047,0.37145543098449707,0.13366174697875977,0.13584640622138977,0.2056051790714264
in,0.4274188280105591,0.4840516746044159,0.3040012717247009,0.2593238651752472,0.6662389636039734,0.26615965366363525,0.2343107908964157,0.19581647217273712,0.23286110162734985,0.2274124175310135,0.26272067427635193,0.4274188280105591,0.20430970191955566
the,0.40150508284568787,0.6521818041801453,0.30432501435279846,0.34736719727516174,1.0,0.25580495595932007,0.2133389264345169,0.213502898812294,0.26302388310432434,0.24264733493328094,0.36020293831825256,0.40150508284568787,0.22068053483963013
collection,0.2754948139190674,0.30199134349823,0.1212298572063446,0.13477008044719696,0.25281965732574463,0.2390601485967636,0.1226046085357666,0.2307063341140747,0.17388050258159637,0.1557902842760086,0.1698520928621292,0.2754948139190674,0.20069393515586853
is,0.27355384826660156,0.4457404911518097,0.24409033358097076,0.19247472286224365,0.5823672413825989,0.2053125500679016,0.12933102250099182,0.17042766511440277,0.19418226182460785,0.16536220908164978,0.25866594910621643,0.27355384826660156,0.22961433231830597
the,0.40150508284568787,0.6521818041801453,0.30432501435279846,0.34736719727516174,1.0,0.25580495595932007,0.2133389264345169,0.213502898812294,0.26302388310432434,0.24264733493328094,0.36020293831825256,0.40150508284568787,0.22068053483963013
rococo,0.13693611323833466,0.2786051630973816,0.1280146837234497,0.15712317824363708,0.25580495595932007,1.0,0.25674378871917725,0.2066086381673813,0.08793100714683533,0.19707496464252472,0.1450856626033783,0.13693611323833466,0.12113691121339798
augustus,0.21709780395030975,0.1511116772890091,0.10327446460723877,0.13507606089115143,0.2133389264345169,0.25674378871917725,1.0000001192092896,0.30056115984916687,0.17284677922725677,0.2252696454524994,0.05132685974240303,0.21709780395030975,0.16386699676513672
rex,0.16533668339252472,0.1977042853832245,0.1016596332192421,0.17974385619163513,0.213502898812294,0.2066086381673813,0.30056115984916687,0.9999999403953552,0.0843021348118782,0.16336682438850403,0.13596582412719727,0.16533668339252472,0.16434988379478455
bureau,0.1365959793329239,0.23856422305107117,0.19605092704296112,0.13293471932411194,0.26302388310432434,0.08793100714683533,0.17284677922725677,0.0843021348118782,1.0000001192092896,0.2682533860206604,0.11511579155921936,0.1365959793329239,0.12716132402420044
cabinet,0.08113420754671097,0.12211818248033524,0.19301438331604004,0.15958471596240997,0.24264733493328094,0.19707496464252472,0.2252696454524994,0.16336682438850403,0.2682533860206604,1.0,0.08736769109964371,0.08113420754671097,0.16409438848495483
dated,0.22167015075683594,0.215279221534729,0.11567790061235428,0.19078712165355682,0.2046709507703781,0.14304392039775848,0.25999799370765686,0.18931762874126434,0.19679474830627441,0.09906191378831863,0.16680806875228882,0.22167015075683594,0.215650275349617
c1750,0.02952040173113346,-0.06419973820447922,0.11567047983407974,0.047778770327568054,0.02271934412419796,-0.018042927607893944,0.10561453551054001,0.03593749180436134,0.22950749099254608,0.08570346236228943,-0.004626081325113773,0.02952040173113346,0.06962257623672485
from,1.0,0.38755592703819275,0.21630296111106873,0.20248863101005554,0.40150508284568787,0.13693611323833466,0.21709780395030975,0.16533668339252472,0.1365959793329239,0.08113420754671097,0.32651904225349426,1.0,0.19969791173934937
germany,0.18705032765865326,0.2479574829339981,0.3162744343280792,0.2132834792137146,0.3181285262107849,0.188524529337883,0.24784059822559357,0.09247056394815445,0.14532390236854553,0.24804198741912842,0.14600776135921478,0.18705032765865326,0.1388660967350006
",",0.39760664105415344,0.3658004403114319,0.27878350019454956,0.3015086054801941,0.4933079481124878,0.2206551879644394,0.2774727940559387,0.2740505039691925,0.23454952239990234,0.20813481509685516,0.350309282541275,0.39760664105415344,0.31091248989105225
with,0.26272761821746826,0.46403205394744873,0.24760155379772186,0.25472134351730347,0.4223487675189972,0.20649926364421844,0.158171147108078,0.12359510362148285,0.13836994767189026,0.16569800674915314,0.27227720618247986,0.26272761821746826,0.2433311939239502
especially,0.2712631821632385,0.4690455496311188,0.2146720439195633,0.26305219531059265,0.39420849084854126,0.3854649066925049,0.14919377863407135,0.12365994602441788,0.11973762512207031,0.1292140632867813,0.35742712020874023,0.2712631821632385,0.19751401245594025
fine,0.19246770441532135,0.27022841572761536,0.10476738959550858,0.16128887236118317,0.21014350652694702,0.20945291221141815,0.13668106496334076,0.0661560669541359,0.18152427673339844,0.09373003244400024,0.19478748738765717,0.19246770441532135,0.3000907599925995
marquetry,0.2382694035768509,0.19964364171028137,0.19530220329761505,0.2435768097639084,0.24570710957050323,0.2534276247024536,0.29507794976234436,0.10977136343717575,0.18488730490207672,0.19876480102539062,0.1928434669971466,0.2382694035768509,0.10796697437763214
and,0.3601827025413513,0.506277859210968,0.30884742736816406,0.34479495882987976,0.5171257257461548,0.2606264650821686,0.2042514532804489,0.2080906182527542,0.20569582283496857,0.2119152694940567,0.3412281572818756,0.3601827025413513,0.20544172823429108
ormolu,0.12246246635913849,0.23467710614204407,0.2052602916955948,0.08672948181629181,0.26502957940101624,0.18018867075443268,0.2275785356760025,0.17371244728565216,0.22211183607578278,0.2085145264863968,0.09529058635234833,0.12246246635913849,0.15514570474624634
mounts,0.17667676508426666,0.26501139998435974,0.1022559106349945,0.13476036489009857,0.2536858022212982,0.08355574309825897,0.17426255345344543,0.12741585075855255,0.04448339343070984,0.14482522010803223,0.18019632995128632,0.17667676508426666,0.07671008259057999
.,0.41536515951156616,0.45942068099975586,0.26130348443984985,0.35288307070732117,0.5934505462646484,0.25004684925079346,0.2528320252895355,0.23890602588653564,0.22778604924678802,0.24969246983528137,0.2866859436035156,0.41536515951156616,0.4130953550338745
