,what,did,mote,think,the,yuan,class,system,really,represented,?
the,0.42745697498321533,0.34736719727516174,0.2048702836036682,0.3102172613143921,1.0,0.2548272907733917,0.18034407496452332,0.3233085572719574,0.3639739453792572,0.3256146013736725,0.22068053483963013
historian,0.21019703149795532,0.2181326448917389,0.2438964992761612,0.1873120814561844,0.17690813541412354,0.2474195808172226,0.10542915016412735,0.11693666130304337,0.1656605303287506,0.11266317963600159,0.14715451002120972
frederick,0.21608632802963257,0.17179691791534424,0.1748591661453247,0.2180408388376236,0.24321560561656952,0.1531945914030075,0.12010723352432251,0.10045506060123444,0.18521694839000702,0.09693299978971481,0.16359178721904755
w.,-0.0846915990114212,-0.0031738043762743473,-0.054514557123184204,-0.0638287365436554,0.007494001649320126,-0.07074526697397232,-0.00317627121694386,0.009416637010872364,-0.07723928242921829,-0.0763150081038475,-0.07353907823562622
mote,0.273597776889801,0.23263059556484222,1.0000001192092896,0.2979223132133484,0.2048702836036682,0.10998611897230148,0.03608635067939758,0.2201123833656311,0.2729554772377014,0.06551960110664368,0.23141184449195862
wrote,0.2664989233016968,0.3485160768032074,0.35980015993118286,0.2458704560995102,0.2426944375038147,0.1365201771259308,0.07288670539855957,0.08878645300865173,0.22543659806251526,0.233116015791893,0.19322504103183746
that,0.6297725439071655,0.47518548369407654,0.25144991278648376,0.5798900723457336,0.5473989248275757,0.21402506530284882,0.23035554587841034,0.3088737428188324,0.6173760890960693,0.23772460222244263,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.2048702836036682,0.3102172613143921,1.0,0.2548272907733917,0.18034407496452332,0.3233085572719574,0.3639739453792572,0.3256146013736725,0.22068053483963013
usage,0.27315184473991394,0.17422610521316528,0.13486509025096893,0.28505080938339233,0.23839639127254486,0.11554530262947083,0.19528082013130188,0.1975541114807129,0.2299307882785797,0.12268819659948349,0.20954200625419617
of,0.33290785551071167,0.2513895630836487,0.2205207645893097,0.2625778615474701,0.733189046382904,0.22696353495121002,0.19740594923496246,0.25597915053367615,0.28025540709495544,0.3891753554344177,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.2048702836036682,0.3102172613143921,1.0,0.2548272907733917,0.18034407496452332,0.3233085572719574,0.3639739453792572,0.3256146013736725,0.22068053483963013
term,0.25282326340675354,0.18552188575267792,0.1308068186044693,0.28848016262054443,0.2740369141101837,0.08738140761852264,0.14871956408023834,0.19368985295295715,0.23017311096191406,0.20654810965061188,0.1901002675294876
``,0.008517155423760414,-0.029888948425650597,-0.11141898483037949,0.021398255601525307,0.029072100296616554,0.12237913906574249,0.02498270943760872,0.07236211001873016,0.0630783960223198,0.14649540185928345,0.0685480609536171
social,0.22217629849910736,0.1977856606245041,0.27091315388679504,0.2055123895406723,0.21797899901866913,0.11263108998537064,0.23502901196479797,0.1552564948797226,0.21710769832134247,0.23991282284259796,0.1615191102027893
classes,0.20746955275535583,0.19076485931873322,0.051787931472063065,0.2234298437833786,0.21469499170780182,0.17328386008739471,0.7096753120422363,0.1976381242275238,0.15810607373714447,0.14096848666667938,0.14397528767585754
'',0.08143015950918198,0.01978493109345436,-0.034737467765808105,0.03370605781674385,0.041273195296525955,0.044363681226968765,0.025240737944841385,-0.018831472843885422,0.006812015548348427,0.038050416857004166,0.018684765323996544
for,0.3017193675041199,0.318512886762619,0.221021369099617,0.35838815569877625,0.4739971458911896,0.12319284677505493,0.17833863198757172,0.2630598843097687,0.35764625668525696,0.25933438539505005,0.264628142118454
this,0.5489566326141357,0.3609912693500519,0.19571979343891144,0.5337333679199219,0.6274310946464539,0.1771337389945984,0.23250019550323486,0.3294329345226288,0.5307362079620361,0.17991112172603607,0.3155723512172699
system,0.23557309806346893,0.1967303454875946,0.2201123833656311,0.23216746747493744,0.3233085572719574,0.1740504801273346,0.16998769342899323,1.0000001192092896,0.20360210537910461,0.11763802170753479,0.15556083619594574
was,0.22111038863658905,0.41399896144866943,0.22490952908992767,0.245719313621521,0.48711544275283813,0.19482262432575226,0.12477036565542221,0.2147521674633026,0.25870808959007263,0.28321829438209534,0.18412111699581146
misleading,0.4163905382156372,0.24145668745040894,0.21569517254829407,0.47778576612472534,0.26428714394569397,0.13595378398895264,0.19717302918434143,0.21226008236408234,0.4382140040397644,0.16029717028141022,0.3808867335319519
and,0.31309178471565247,0.34479495882987976,0.2595386207103729,0.30740439891815186,0.5171257257461548,0.22359056770801544,0.20710228383541107,0.231138214468956,0.31692802906036377,0.2506123185157776,0.20544172823429108
that,0.6297725439071655,0.47518548369407654,0.25144991278648376,0.5798900723457336,0.5473989248275757,0.21402506530284882,0.23035554587841034,0.3088737428188324,0.6173760890960693,0.23772460222244263,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.2048702836036682,0.3102172613143921,1.0,0.2548272907733917,0.18034407496452332,0.3233085572719574,0.3639739453792572,0.3256146013736725,0.22068053483963013
position,0.22031237185001373,0.2170831561088562,0.10425945371389389,0.18625204265117645,0.3183514177799225,0.14908689260482788,0.16793584823608398,0.2105257660150528,0.16341842710971832,0.15571200847625732,0.15529610216617584
of,0.33290785551071167,0.2513895630836487,0.2205207645893097,0.2625778615474701,0.733189046382904,0.22696353495121002,0.19740594923496246,0.25597915053367615,0.28025540709495544,0.3891753554344177,0.1826142966747284
people,0.32444337010383606,0.26765021681785583,0.28484785556793213,0.309634804725647,0.36838498711586,0.17908108234405518,0.12438123673200607,0.18001395463943481,0.3190488815307617,0.16384711861610413,0.23739641904830933
within,0.2498195916414261,0.15734176337718964,0.15398618578910828,0.21521104872226715,0.39827480912208557,0.15617184340953827,0.17449864745140076,0.28371384739875793,0.24547171592712402,0.2183355987071991,0.1870293766260147
the,0.42745697498321533,0.34736719727516174,0.2048702836036682,0.3102172613143921,1.0,0.2548272907733917,0.18034407496452332,0.3233085572719574,0.3639739453792572,0.3256146013736725,0.22068053483963013
four-class,0.1889345496892929,0.14969804883003235,0.12791453301906586,0.2523060739040375,0.2328764796257019,0.15933753550052643,0.7898470163345337,0.19241388142108917,0.23278482258319855,0.20017853379249573,0.26653996109962463
system,0.23557309806346893,0.1967303454875946,0.2201123833656311,0.23216746747493744,0.3233085572719574,0.1740504801273346,0.16998769342899323,1.0000001192092896,0.20360210537910461,0.11763802170753479,0.15556083619594574
was,0.22111038863658905,0.41399896144866943,0.22490952908992767,0.245719313621521,0.48711544275283813,0.19482262432575226,0.12477036565542221,0.2147521674633026,0.25870808959007263,0.28321829438209534,0.18412111699581146
not,0.5449194312095642,0.6481515765190125,0.1636262983083725,0.5479815602302551,0.4310511648654938,0.13675616681575775,0.1832761913537979,0.25763750076293945,0.6162753701210022,0.20617760717868805,0.41942933201789856
an,0.2821882665157318,0.22598257660865784,0.07895705103874207,0.23962432146072388,0.4207492768764496,0.0947575569152832,0.16298675537109375,0.17536801099777222,0.29998379945755005,0.22228698432445526,0.19793890416622162
indication,0.35432934761047363,0.2518722116947174,0.18968535959720612,0.3861519694328308,0.34867995977401733,0.12503370642662048,0.1181819885969162,0.20812702178955078,0.3796924948692322,0.16428297758102417,0.31812968850135803
of,0.33290785551071167,0.2513895630836487,0.2205207645893097,0.2625778615474701,0.733189046382904,0.22696353495121002,0.19740594923496246,0.25597915053367615,0.28025540709495544,0.3891753554344177,0.1826142966747284
their,0.35142919421195984,0.38078752160072327,0.23987193405628204,0.26494300365448,0.516537070274353,0.18182556331157684,0.19463683664798737,0.22435083985328674,0.2958415746688843,0.16984786093235016,0.1898253709077835
actual,0.43790674209594727,0.26781168580055237,0.12484157085418701,0.3513745367527008,0.40616878867149353,0.17850907146930695,0.23215898871421814,0.1877540498971939,0.4201817810535431,0.1838228702545166,0.20405827462673187
social,0.22217629849910736,0.1977856606245041,0.27091315388679504,0.2055123895406723,0.21797899901866913,0.11263108998537064,0.23502901196479797,0.1552564948797226,0.21710769832134247,0.23991282284259796,0.1615191102027893
power,0.22216427326202393,0.2120266556739807,0.18492639064788818,0.17172852158546448,0.2647338807582855,0.17858967185020447,0.10184025764465332,0.23068471252918243,0.22050203382968903,0.14480753242969513,0.15304024517536163
and,0.31309178471565247,0.34479495882987976,0.2595386207103729,0.30740439891815186,0.5171257257461548,0.22359056770801544,0.20710228383541107,0.231138214468956,0.31692802906036377,0.2506123185157776,0.20544172823429108
wealth,0.2415573000907898,0.18967029452323914,0.19897916913032532,0.21161404252052307,0.24999672174453735,0.21502581238746643,0.17521880567073822,0.10457626730203629,0.2324584424495697,0.26957857608795166,0.1624586433172226
",",0.3087472915649414,0.3015086054801941,0.2271718680858612,0.3095206320285797,0.4933079481124878,0.20958951115608215,0.1753857135772705,0.18439900875091553,0.31353938579559326,0.3088570833206177,0.31091248989105225
but,0.5029441118240356,0.49033689498901367,0.18233880400657654,0.5420777797698975,0.4859698414802551,0.21263279020786285,0.21080657839775085,0.2440522015094757,0.5975326895713806,0.1838296353816986,0.27921953797340393
just,0.5854880809783936,0.38283270597457886,0.29867231845855713,0.5950762033462524,0.40061673521995544,0.1842377483844757,0.16893433034420013,0.24848373234272003,0.6377668380737305,0.15127016603946686,0.4144178032875061
entailed,0.28440871834754944,0.22296808660030365,0.22394713759422302,0.3519745469093323,0.31367188692092896,0.21176683902740479,0.2138880491256714,0.220112606883049,0.30956390500068665,0.28945550322532654,0.22588199377059937
``,0.008517155423760414,-0.029888948425650597,-0.11141898483037949,0.021398255601525307,0.029072100296616554,0.12237913906574249,0.02498270943760872,0.07236211001873016,0.0630783960223198,0.14649540185928345,0.0685480609536171
degrees,0.2201736718416214,0.1499079316854477,0.0673215463757515,0.17617309093475342,0.22473014891147614,0.13402992486953735,0.1675744205713272,0.18723909556865692,0.16030973196029663,0.18108563125133514,0.1299446076154709
of,0.33290785551071167,0.2513895630836487,0.2205207645893097,0.2625778615474701,0.733189046382904,0.22696353495121002,0.19740594923496246,0.25597915053367615,0.28025540709495544,0.3891753554344177,0.1826142966747284
privilege,0.29359346628189087,0.26317331194877625,0.16012436151504517,0.28999677300453186,0.22783038020133972,0.15586534142494202,0.24457308650016785,0.1703258454799652,0.3143083453178406,0.16420234739780426,0.2573690712451935
'',0.08143015950918198,0.01978493109345436,-0.034737467765808105,0.03370605781674385,0.041273195296525955,0.044363681226968765,0.025240737944841385,-0.018831472843885422,0.006812015548348427,0.038050416857004166,0.018684765323996544
to,0.455847829580307,0.4452643394470215,0.328445702791214,0.3748004138469696,0.535392165184021,0.1499021351337433,0.18696844577789307,0.26662686467170715,0.4400773048400879,0.18846964836120605,0.29463258385658264
which,0.5261979103088379,0.2750149369239807,0.21404552459716797,0.3395437002182007,0.6521818041801453,0.2094680368900299,0.23547251522541046,0.37390631437301636,0.446392297744751,0.2635336220264435,0.25814583897590637
they,0.4431931674480438,0.4879390597343445,0.2905232608318329,0.37603816390037537,0.49925389885902405,0.16464252769947052,0.2013283520936966,0.24734781682491302,0.42354267835617065,0.1980774998664856,0.2753053903579712
were,0.22298263013362885,0.4162326455116272,0.2555443346500397,0.26015451550483704,0.3906462490558624,0.19657303392887115,0.17030099034309387,0.1800099015235901,0.2176922708749771,0.2571416199207306,0.17890112102031708
entitled,0.3050041198730469,0.25660303235054016,0.2002563327550888,0.2404816746711731,0.2671615183353424,0.14757657051086426,0.1332801878452301,0.09173790365457535,0.25106990337371826,0.18267300724983215,0.2216128408908844
institutionally,0.23434272408485413,0.23439811170101166,0.2007332444190979,0.2518243193626404,0.30976712703704834,0.1773885190486908,0.18462057411670685,0.27139994502067566,0.23563359677791595,0.23912443220615387,0.16733425855636597
and,0.31309178471565247,0.34479495882987976,0.2595386207103729,0.30740439891815186,0.5171257257461548,0.22359056770801544,0.20710228383541107,0.231138214468956,0.31692802906036377,0.2506123185157776,0.20544172823429108
legally,0.25547662377357483,0.22795575857162476,0.08219847828149796,0.21577788889408112,0.21759270131587982,0.10072260349988937,0.08863234519958496,0.178022101521492,0.2408200353384018,0.14442366361618042,0.15887223184108734
",",0.3087472915649414,0.3015086054801941,0.2271718680858612,0.3095206320285797,0.4933079481124878,0.20958951115608215,0.1753857135772705,0.18439900875091553,0.31353938579559326,0.3088570833206177,0.31091248989105225
so,0.539469838142395,0.43696269392967224,0.24624942243099213,0.5814604759216309,0.4296516180038452,0.17871373891830444,0.21231426298618317,0.24754561483860016,0.6828675866127014,0.21362802386283875,0.43163934350013733
a,0.3320399522781372,0.2552328109741211,0.19878526031970978,0.35850703716278076,0.5829201340675354,0.18084076046943665,0.23462694883346558,0.2589043080806732,0.4043869972229004,0.3039659857749939,0.23916715383529663
