,when,did,greenland,sign,a,treaty,granting,them,special,status,?
greenland,0.1773066371679306,0.14027400314807892,0.9999999403953552,0.16012075543403625,0.2020423859357834,0.19120405614376068,0.20674046874046326,0.1809440702199936,0.10257545858621597,0.1897374391555786,0.08592908829450607
signed,0.18414242565631866,0.23087851703166962,0.1496654599905014,0.5858191251754761,0.20831720530986786,0.5778844356536865,0.2595091760158539,0.2263641208410263,0.09475962072610855,0.18885423243045807,0.14003296196460724
a,0.44397395849227905,0.2552328109741211,0.2020423859357834,0.22598892450332642,1.0,0.14753150939941406,0.2939298152923584,0.3151612877845764,0.31333932280540466,0.28739041090011597,0.23916715383529663
treaty,0.15431849658489227,0.19075942039489746,0.19120405614376068,0.4442840814590454,0.14753150939941406,1.0,0.269856721162796,0.1932746171951294,0.0632237046957016,0.23486445844173431,0.1174844279885292
in,0.4431333839893341,0.2593238651752472,0.1976146548986435,0.1645301878452301,0.539380669593811,0.22333456575870514,0.18232157826423645,0.29119014739990234,0.2897285223007202,0.20590373873710632,0.20430970191955566
1985,-0.00747395446524024,0.07323421537876129,0.18426622450351715,-0.06284116208553314,-0.020555194467306137,-0.03245452046394348,0.08727919310331345,0.09242309629917145,-0.025087697431445122,0.06438913941383362,-0.03005216084420681
giving,0.40573650598526,0.24924245476722717,0.13539724051952362,0.244283527135849,0.35822594165802,0.177911639213562,0.45191314816474915,0.42274022102355957,0.1969451904296875,0.2207280993461609,0.2052922248840332
it,0.4775012135505676,0.2993364930152893,0.24463704228401184,0.185238316655159,0.5452592968940735,0.2648608088493347,0.27309873700141907,0.44355401396751404,0.2483513355255127,0.2940508723258972,0.25732165575027466
a,0.44397395849227905,0.2552328109741211,0.2020423859357834,0.22598892450332642,1.0,0.14753150939941406,0.2939298152923584,0.3151612877845764,0.31333932280540466,0.28739041090011597,0.23916715383529663
special,0.2383107990026474,0.20785176753997803,0.10257545858621597,0.11899822950363159,0.31333932280540466,0.0632237046957016,0.25249484181404114,0.2746351957321167,1.0000001192092896,0.186870738863945,0.29623302817344666
status,0.18473710119724274,0.19024446606636047,0.1897374391555786,0.18028245866298676,0.28739041090011597,0.23486445844173431,0.35414108633995056,0.23315462470054626,0.186870738863945,1.0000001192092896,0.16403266787528992
.,0.475719153881073,0.35288307070732117,0.1998898684978485,0.25322678685188293,0.50484299659729,0.17410176992416382,0.30667346715927124,0.39945515990257263,0.26337340474128723,0.21120375394821167,0.4130953550338745
