,what,were,the,years,two,regulations,that,conflicted,with,an,italian,law,originate,in,the,simmenthal,spa,case,?
similarly,0.2804308831691742,0.29833853244781494,0.33859682083129883,0.16701185703277588,0.3609069585800171,0.26410573720932007,0.4188553988933563,0.21367378532886505,0.3550291955471039,0.24816177785396576,0.20107969641685486,0.19508685171604156,0.3616093099117279,0.31369346380233765,0.33859682083129883,0.1417640596628189,0.15978695452213287,0.3331085741519928,0.23036029934883118
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.2589467465877533,0.35859420895576477,0.24835379421710968,0.4137537479400635,0.28067418932914734,0.4120737314224243,0.3581022024154663,0.2153971791267395,0.24953721463680267,0.21421478688716888,0.5201468467712402,0.4933079481124878,0.33514225482940674,0.24225041270256042,0.2977246046066284,0.31091248989105225
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.33554986119270325,0.36463531851768494,0.24893879890441895,0.435920387506485,0.2299417108297348,0.4080928862094879,0.2605783939361572,0.1941935271024704,0.24850773811340332,0.18074475228786469,1.0,0.6662389636039734,0.34050455689430237,0.22930964827537537,0.2190418541431427,0.20430970191955566
amministrazione,0.23425932228565216,0.19025495648384094,0.2706315517425537,0.21089458465576172,0.16987530887126923,0.22338919341564178,0.2426777184009552,0.2480369359254837,0.18556760251522064,0.23284365236759186,0.5107199549674988,0.18532215058803558,0.20216774940490723,0.2692781984806061,0.2706315517425537,0.45314571261405945,0.2525123357772827,0.1656723916530609,0.24288931488990784
delle,0.1260516345500946,0.1223650649189949,0.21174034476280212,0.11267973482608795,0.1471918374300003,0.09916763007640839,0.1556159108877182,0.06666804105043411,0.13171926140785217,0.16290073096752167,0.4043755531311035,0.09921145439147949,0.17780496180057526,0.21960364282131195,0.21174034476280212,0.2603836953639984,0.1908557116985321,0.11228688061237335,0.08105342090129852
finanze,0.19573330879211426,0.22593823075294495,0.29846101999282837,0.293580561876297,0.2149539291858673,0.21507437527179718,0.23649482429027557,0.23219478130340576,0.2464400976896286,0.18095441162586212,0.2765982151031494,0.2415550947189331,0.2358177751302719,0.2850480079650879,0.29846101999282837,0.40141433477401733,0.15027962625026703,0.18873676657676697,0.1595214605331421
v,0.16628342866897583,0.1089601069688797,0.18580520153045654,0.15056827664375305,0.11187897622585297,0.17885205149650574,0.14623945951461792,0.07309495657682419,0.14314915239810944,0.13768543303012848,0.09236983954906464,0.17908430099487305,0.10974312573671341,0.15216681361198425,0.18580520153045654,0.11024171859025955,0.10108889639377594,0.2666381299495697,0.28677162528038025
simmenthal,0.18063607811927795,0.11543358117341995,0.31259649991989136,0.13242892920970917,0.1152854859828949,0.20299571752548218,0.19367210566997528,0.19465644657611847,0.23540125787258148,0.2049313485622406,0.19342562556266785,0.1812032163143158,0.12268763780593872,0.34050455689430237,0.31259649991989136,1.0,0.2631276547908783,0.18427827954292297,0.19226297736167908
spa,0.10104363411664963,0.14670243859291077,0.17460915446281433,0.08781496435403824,0.14082615077495575,0.16977104544639587,0.15147605538368225,0.08467156440019608,0.10374186187982559,0.11937146633863449,0.1528409719467163,0.10320029407739639,0.14546100795269012,0.22930964827537537,0.17460915446281433,0.2631276547908783,1.0000001192092896,0.13833090662956238,0.1480819284915924
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.2589467465877533,0.35859420895576477,0.24835379421710968,0.4137537479400635,0.28067418932914734,0.4120737314224243,0.3581022024154663,0.2153971791267395,0.24953721463680267,0.21421478688716888,0.5201468467712402,0.4933079481124878,0.33514225482940674,0.24225041270256042,0.2977246046066284,0.31091248989105225
a,0.3320399522781372,0.17203083634376526,0.5829201340675354,0.23773819208145142,0.3289857804775238,0.2106267213821411,0.47537946701049805,0.21473364531993866,0.3783375024795532,0.44552403688430786,0.2020866572856903,0.2212858349084854,0.22752968966960907,0.539380669593811,0.5829201340675354,0.3064959645271301,0.22867679595947266,0.3104211390018463,0.23916715383529663
company,0.2333769053220749,0.1783226877450943,0.26591673493385315,0.1121395006775856,0.15919356048107147,0.24452954530715942,0.22723333537578583,0.1138688325881958,0.24132338166236877,0.13791987299919128,0.12742525339126587,0.12984545528888702,0.12961262464523315,0.22141718864440918,0.26591673493385315,0.1894623190164566,0.2624766528606415,0.14628387987613678,0.12195809185504913
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.2589467465877533,0.35859420895576477,0.24835379421710968,0.4137537479400635,0.28067418932914734,0.4120737314224243,0.3581022024154663,0.2153971791267395,0.24953721463680267,0.21421478688716888,0.5201468467712402,0.4933079481124878,0.33514225482940674,0.24225041270256042,0.2977246046066284,0.31091248989105225
simmenthal,0.18063607811927795,0.11543358117341995,0.31259649991989136,0.13242892920970917,0.1152854859828949,0.20299571752548218,0.19367210566997528,0.19465644657611847,0.23540125787258148,0.2049313485622406,0.19342562556266785,0.1812032163143158,0.12268763780593872,0.34050455689430237,0.31259649991989136,1.0,0.2631276547908783,0.18427827954292297,0.19226297736167908
spa,0.10104363411664963,0.14670243859291077,0.17460915446281433,0.08781496435403824,0.14082615077495575,0.16977104544639587,0.15147605538368225,0.08467156440019608,0.10374186187982559,0.11937146633863449,0.1528409719467163,0.10320029407739639,0.14546100795269012,0.22930964827537537,0.17460915446281433,0.2631276547908783,1.0000001192092896,0.13833090662956238,0.1480819284915924
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.2589467465877533,0.35859420895576477,0.24835379421710968,0.4137537479400635,0.28067418932914734,0.4120737314224243,0.3581022024154663,0.2153971791267395,0.24953721463680267,0.21421478688716888,0.5201468467712402,0.4933079481124878,0.33514225482940674,0.24225041270256042,0.2977246046066284,0.31091248989105225
claimed,0.2667301297187805,0.3098667860031128,0.2761930227279663,0.21166114509105682,0.18961821496486664,0.15812088549137115,0.38060468435287476,0.34498193860054016,0.23783014714717865,0.15401221811771393,0.1055566817522049,0.18586395680904388,0.17288237810134888,0.21382014453411102,0.2761930227279663,0.1357862800359726,0.08884937316179276,0.2368275225162506,0.2083493024110794
that,0.6297725439071655,0.35517072677612305,0.5473989248275757,0.27599525451660156,0.3858162462711334,0.3077736794948578,1.0,0.3238930404186249,0.4154358208179474,0.365763783454895,0.18464817106723785,0.23277728259563446,0.32845357060432434,0.435920387506485,0.5473989248275757,0.19367210566997528,0.15147605538368225,0.4129708409309387,0.32716336846351624
a,0.3320399522781372,0.17203083634376526,0.5829201340675354,0.23773819208145142,0.3289857804775238,0.2106267213821411,0.47537946701049805,0.21473364531993866,0.3783375024795532,0.44552403688430786,0.2020866572856903,0.2212858349084854,0.22752968966960907,0.539380669593811,0.5829201340675354,0.3064959645271301,0.22867679595947266,0.3104211390018463,0.23916715383529663
public,0.1729622185230255,0.16988693177700043,0.22857438027858734,0.1332460343837738,0.18226072192192078,0.29875901341438293,0.2622828185558319,0.13166414201259613,0.17061910033226013,0.19681620597839355,0.10525374859571457,0.26381510496139526,0.1362704634666443,0.29074716567993164,0.22857438027858734,0.19152002036571503,0.17334268987178802,0.20300443470478058,0.19872993230819702
health,0.21460163593292236,0.12573058903217316,0.2340974360704422,0.17987096309661865,0.11344872415065765,0.33055514097213745,0.26122716069221497,0.19098468124866486,0.21318627893924713,0.1369510293006897,0.11962250620126724,0.2447197437286377,0.04515034332871437,0.2500189542770386,0.2340974360704422,0.2223772555589676,0.19562281668186188,0.16071709990501404,0.16094304621219635
inspection,0.2216479778289795,0.23220090568065643,0.3175734877586365,0.160711869597435,0.2922053039073944,0.42088231444358826,0.31646019220352173,0.2797276973724365,0.19767135381698608,0.16105464100837708,0.11663980036973953,0.2388944923877716,0.13063468039035797,0.2679049074649811,0.3175734877586365,0.19937774538993835,0.2085229903459549,0.2938121259212494,0.19536669552326202
fee,0.15150974690914154,0.16574162244796753,0.17181991040706635,0.199653759598732,0.19033277034759521,0.24921554327011108,0.24262353777885437,0.1475057601928711,0.1669725626707077,0.1503283828496933,0.17034177482128143,0.21492959558963776,0.09215311706066132,0.17606133222579956,0.17181991040706635,0.16103072464466095,0.21368049085140228,0.22723692655563354,0.13206739723682404
under,0.20154598355293274,0.28293636441230774,0.3348022699356079,0.19817161560058594,0.17014911770820618,0.27283942699432373,0.26447200775146484,0.1689884215593338,0.2667143940925598,0.16416478157043457,0.1301598995923996,0.2181660532951355,0.16560299694538116,0.2535393238067627,0.3348022699356079,0.12536804378032684,0.12128979712724686,0.18966875970363617,0.18233340978622437
an,0.2821882665157318,0.08893381804227829,0.4207492768764496,0.17872706055641174,0.1867314726114273,0.17660343647003174,0.365763783454895,0.21378809213638306,0.2730048894882202,1.0,0.21763551235198975,0.17270056903362274,0.1821383535861969,0.2605783939361572,0.4207492768764496,0.2049313485622406,0.11937146633863449,0.28771698474884033,0.19793890416622162
italian,0.15137425065040588,0.20873858034610748,0.19855095446109772,0.1964377760887146,0.19245563447475433,0.14327333867549896,0.18464817106723785,0.11887414753437042,0.1372891515493393,0.21763551235198975,1.0,0.052392710000276566,0.09210209548473358,0.1941935271024704,0.19855095446109772,0.19342562556266785,0.1528409719467163,0.12196917831897736,0.1156633123755455
law,0.2145031988620758,0.15560519695281982,0.24548950791358948,0.17806647717952728,0.18560174107551575,0.3650396764278412,0.23277728259563446,0.2514196038246155,0.12950056791305542,0.17270056903362274,0.052392710000276566,1.0000001192092896,0.11345837265253067,0.24850773811340332,0.24548950791358948,0.1812032163143158,0.10320029407739639,0.3231390416622162,0.1528988480567932
