,how,many,hymns,did,luther,contribute,to,the,erfurt,enchiridion,?
he,0.2594625651836395,0.3483840227127075,0.20989593863487244,0.3292143940925598,0.2454872578382492,0.16424313187599182,0.385390967130661,0.4571082592010498,0.3044400215148926,0.3094809353351593,0.2089974731206894
supplied,0.1778123825788498,0.1592811793088913,0.08036766946315765,0.23537953197956085,0.024522600695490837,0.23818491399288177,0.2647247314453125,0.3064648509025574,0.09374603629112244,0.1487816572189331,0.08668285608291626
four,0.1955733299255371,0.4139232039451599,0.20265614986419678,0.20222175121307373,0.11592413485050201,0.12242545187473297,0.2803118824958801,0.40344667434692383,0.24754594266414642,0.15158449113368988,0.14532537758350372
of,0.2480744868516922,0.37253960967063904,0.23365463316440582,0.2513895630836487,0.1719115972518921,0.22662346065044403,0.41548454761505127,0.733189046382904,0.24919012188911438,0.2441796064376831,0.1826142966747284
eight,0.222213014960289,0.348200261592865,0.22342604398727417,0.19307805597782135,0.1669929325580597,0.15135173499584198,0.22227223217487335,0.34254369139671326,0.20752260088920593,0.17643100023269653,0.11634626984596252
songs,0.18321603536605835,0.2647671401500702,0.4678293466567993,0.23489907383918762,0.2370348870754242,0.20620238780975342,0.19596417248249054,0.21576808393001556,0.14099155366420746,0.2670128345489502,0.18278652429580688
of,0.2480744868516922,0.37253960967063904,0.23365463316440582,0.2513895630836487,0.1719115972518921,0.22662346065044403,0.41548454761505127,0.733189046382904,0.24919012188911438,0.2441796064376831,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.1660911738872528,0.34736719727516174,0.1759674996137619,0.21503010392189026,0.535392165184021,1.0,0.30728837847709656,0.24047186970710754,0.22068053483963013
first,0.27731001377105713,0.2931244373321533,0.16188344359397888,0.33691170811653137,0.20517638325691223,0.1845315843820572,0.3792489171028137,0.49448907375335693,0.23562638461589813,0.20408707857131958,0.18701928853988647
lutheran,0.1004599779844284,0.2275809496641159,0.41544732451438904,0.22012826800346375,0.7014965415000916,0.08915605396032333,0.21751753985881805,0.20315466821193695,0.34630581736564636,0.30502235889434814,0.1752520203590393
hymnal,0.08671420812606812,0.17266538739204407,0.7368002533912659,0.1597420573234558,0.2560838758945465,0.16710790991783142,0.15616528689861298,0.27393218874931335,0.2111259549856186,0.43155819177627563,0.14759886264801025
achtliederbuch,0.20969288051128387,0.2262536734342575,0.338447630405426,0.2422237992286682,0.3524473011493683,0.19734840095043182,0.19121000170707703,0.3414166569709778,0.6515361666679382,0.4314468801021576,0.26709797978401184
",",0.22659391164779663,0.40610817074775696,0.2567901313304901,0.3015086054801941,0.23255878686904907,0.24528558552265167,0.44245919585227966,0.4933079481124878,0.26545068621635437,0.2684158384799957,0.31091248989105225
18,-0.03501921147108078,-0.0017783388029783964,-0.06534228473901749,-0.16295963525772095,-0.04762841388583183,0.04193723574280739,-0.17942632734775543,-0.07796193659305573,-0.036429084837436676,-0.07286109775304794,-0.04919438064098358
of,0.2480744868516922,0.37253960967063904,0.23365463316440582,0.2513895630836487,0.1719115972518921,0.22662346065044403,0.41548454761505127,0.733189046382904,0.24919012188911438,0.2441796064376831,0.1826142966747284
26,0.02506413869559765,0.09426480531692505,0.11018171906471252,0.06409474462270737,0.10465234518051147,-0.019711559638381004,0.12683738768100739,0.11227777600288391,0.09672074019908905,0.2154080867767334,-0.05200668424367905
songs,0.18321603536605835,0.2647671401500702,0.4678293466567993,0.23489907383918762,0.2370348870754242,0.20620238780975342,0.19596417248249054,0.21576808393001556,0.14099155366420746,0.2670128345489502,0.18278652429580688
of,0.2480744868516922,0.37253960967063904,0.23365463316440582,0.2513895630836487,0.1719115972518921,0.22662346065044403,0.41548454761505127,0.733189046382904,0.24919012188911438,0.2441796064376831,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.1660911738872528,0.34736719727516174,0.1759674996137619,0.21503010392189026,0.535392165184021,1.0,0.30728837847709656,0.24047186970710754,0.22068053483963013
erfurt,0.1467273235321045,0.2019565850496292,0.16962474584579468,0.18035399913787842,0.3450588285923004,0.0862254649400711,0.19462037086486816,0.30728837847709656,1.0,0.22070202231407166,0.15730193257331848
enchiridion,0.1359296590089798,0.13919620215892792,0.39906126260757446,0.14622116088867188,0.27689141035079956,0.11793084442615509,0.1635151505470276,0.24047186970710754,0.22070202231407166,0.9999999403953552,0.1788076013326645
",",0.22659391164779663,0.40610817074775696,0.2567901313304901,0.3015086054801941,0.23255878686904907,0.24528558552265167,0.44245919585227966,0.4933079481124878,0.26545068621635437,0.2684158384799957,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2313949018716812,0.34479495882987976,0.20796556770801544,0.25385749340057373,0.48971283435821533,0.5171257257461548,0.26178956031799316,0.1862635314464569,0.20544172823429108
24,-0.016954585909843445,-0.047841135412454605,-0.043831538408994675,-0.04566230997443199,-0.04310920834541321,-0.021428344771265984,-0.038588933646678925,0.009148004464805126,-0.005465359892696142,-0.09653481096029282,0.016154835000634193
