,in,1968,",",who,led,the,team,which,systematized,denominational,doctrine,?
with,0.4080928862094879,0.020693374797701836,0.4120737314224243,0.3282766342163086,0.27114903926849365,0.4223487675189972,0.21111343801021576,0.46403205394744873,0.17133203148841858,0.16919250786304474,0.13785766065120697,0.2433311939239502
the,0.6662389636039734,0.07431387901306152,0.4933079481124878,0.3733934462070465,0.3267505168914795,1.0,0.22564226388931274,0.6521818041801453,0.29279008507728577,0.25837647914886475,0.23041051626205444,0.22068053483963013
formation,0.27297577261924744,-0.015289627946913242,0.24612528085708618,0.05893201380968094,0.19584758579730988,0.33687281608581543,0.10949146002531052,0.37379011511802673,0.359323650598526,0.24902112782001495,0.26554030179977417,0.09831923991441727
of,0.5696388483047485,0.09872698038816452,0.4946078956127167,0.2827862501144409,0.32918456196784973,0.733189046382904,0.20352502167224884,0.5011631846427917,0.2910909354686737,0.308005690574646,0.23378130793571472,0.1826142966747284
the,0.6662389636039734,0.07431387901306152,0.4933079481124878,0.3733934462070465,0.3267505168914795,1.0,0.22564226388931274,0.6521818041801453,0.29279008507728577,0.25837647914886475,0.23041051626205444,0.22068053483963013
united,0.3938477039337158,0.08461511880159378,0.3053959608078003,0.21193812787532806,0.21641500294208527,0.34367692470550537,0.17554301023483276,0.2821946144104004,0.2741379737854004,0.26619747281074524,0.26745450496673584,0.17266890406608582
methodist,0.24702993035316467,0.011190633289515972,0.2960420250892639,0.21443013846874237,0.2092827558517456,0.21922016143798828,0.12644408643245697,0.16454297304153442,0.28788360953330994,0.507408618927002,0.4387514293193817,0.1436992734670639
church,0.2493300437927246,0.13306410610675812,0.2707274258136749,0.19418756663799286,0.1619405299425125,0.23846197128295898,0.15726852416992188,0.20821009576320648,0.20753838121891022,0.4961000978946686,0.3869072198867798,0.18081501126289368
in,1.0,0.08920387923717499,0.5201468467712402,0.2792111933231354,0.2990247309207916,0.6662389636039734,0.18841172754764557,0.4840516746044159,0.2846115827560425,0.23433662950992584,0.1543712466955185,0.20430970191955566
1968,0.08920387923717499,0.9999999403953552,0.07405266165733337,-0.017259184271097183,0.10366100817918777,0.07431387901306152,-0.11199335753917694,-0.0039784410037100315,0.028801899403333664,0.06534609943628311,0.05229231342673302,-0.08543776720762253
",",0.5201468467712402,0.07405266165733337,1.0000001192092896,0.3365725874900818,0.22548827528953552,0.4933079481124878,0.21287471055984497,0.3658004403114319,0.2865395247936249,0.27368783950805664,0.15962223708629608,0.31091248989105225
theologian,0.16881301999092102,-0.030463339760899544,0.2568129003047943,0.2763800621032715,0.16403913497924805,0.15342873334884644,0.11293767392635345,0.10800697654485703,0.29739633202552795,0.3716104328632355,0.389310359954834,0.1625964343547821
albert,0.20386730134487152,-0.035091448575258255,0.2350587546825409,0.20950829982757568,0.17432264983654022,0.17599669098854065,0.11825410276651382,0.1444896012544632,0.15394940972328186,0.09115589410066605,0.06355486065149307,0.15350762009620667
c.,-0.17233212292194366,-0.06942951679229736,-0.16526339948177338,0.04752575606107712,-0.04694737493991852,-0.23451577126979828,-0.10090932250022888,-0.1055765300989151,0.015242612920701504,-0.057455141097307205,0.011409771628677845,0.019047532230615616
outler,0.25705429911613464,-0.05947910621762276,0.34132879972457886,0.2415747195482254,0.25681397318840027,0.2736940383911133,0.1628769040107727,0.23680788278579712,0.27371853590011597,0.15641972422599792,0.1977137178182602,0.13881267607212067
led,0.2990247309207916,0.10366100817918777,0.22548827528953552,0.2450801581144333,0.9999999403953552,0.3267505168914795,0.2298295497894287,0.21040768921375275,0.3182942867279053,0.12275244295597076,0.18654349446296692,0.09273858368396759
the,0.6662389636039734,0.07431387901306152,0.4933079481124878,0.3733934462070465,0.3267505168914795,1.0,0.22564226388931274,0.6521818041801453,0.29279008507728577,0.25837647914886475,0.23041051626205444,0.22068053483963013
team,0.18841172754764557,-0.11199335753917694,0.21287471055984497,0.22248858213424683,0.2298295497894287,0.22564226388931274,1.0,0.17144864797592163,0.1412728875875473,0.14959269762039185,0.04116097465157509,0.11243411153554916
which,0.4840516746044159,-0.0039784410037100315,0.3658004403114319,0.3688730001449585,0.21040768921375275,0.6521818041801453,0.17144864797592163,1.0,0.28663814067840576,0.30120453238487244,0.27833762764930725,0.25814583897590637
systematized,0.2846115827560425,0.028801899403333664,0.2865395247936249,0.27645716071128845,0.3182942867279053,0.29279008507728577,0.1412728875875473,0.28663814067840576,1.0000001192092896,0.31712329387664795,0.3417552709579468,0.17066960036754608
denominational,0.23433662950992584,0.06534609943628311,0.27368783950805664,0.16458283364772797,0.12275244295597076,0.25837647914886475,0.14959269762039185,0.30120453238487244,0.31712329387664795,1.0000001192092896,0.4396521747112274,0.2762451767921448
doctrine,0.1543712466955185,0.05229231342673302,0.15962223708629608,0.21387141942977905,0.18654349446296692,0.23041051626205444,0.04116097465157509,0.27833762764930725,0.3417552709579468,0.4396521747112274,0.9999999403953552,0.21789313852787018
.,0.5591574311256409,0.003341824281960726,0.6812511086463928,0.3541337847709656,0.19335708022117615,0.5934505462646484,0.26467522978782654,0.45942068099975586,0.29499733448028564,0.2900410294532776,0.19162513315677643,0.4130953550338745
