,what,hotel,did,the,panthers,stay,in,during,super,bowl,50,?
the,0.42745697498321533,0.22439035773277283,0.34736719727516174,1.0,0.2602776288986206,0.2869375944137573,0.6662389636039734,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
panthers,0.17002959549427032,0.16536849737167358,0.189295694231987,0.2602776288986206,0.9999999403953552,0.2102188616991043,0.2115829735994339,0.22363469004631042,0.27118441462516785,0.34713199734687805,0.10408550500869751,0.16608978807926178
used,0.27546408772468567,0.0854378491640091,0.30443844199180603,0.3718377649784088,0.11825588345527649,0.20226168632507324,0.3090210556983948,0.2677379846572876,0.18133796751499176,0.19533489644527435,-0.016424573957920074,0.22430120408535004
the,0.42745697498321533,0.22439035773277283,0.34736719727516174,1.0,0.2602776288986206,0.2869375944137573,0.6662389636039734,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
san,0.19375550746917725,0.24262650310993195,0.1785750538110733,0.2858080565929413,0.2766169309616089,0.1256573349237442,0.2617562413215637,0.2061726599931717,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.10952327400445938
jose,0.14773352444171906,0.1764741837978363,0.15362997353076935,0.19788163900375366,0.3475921154022217,0.159159854054451,0.12591789662837982,0.19789014756679535,0.14319683611392975,0.1370301991701126,0.02933165431022644,0.06250977516174316
state,0.24273863434791565,0.17735041677951813,0.152080237865448,0.3097178041934967,0.21158847212791443,0.1801750212907791,0.33316072821617126,0.21024808287620544,0.1193372905254364,0.16763876378536224,-0.116892009973526,0.1160883978009224
practice,0.2749895751476288,0.147495299577713,0.256716251373291,0.27333036065101624,0.18023143708705902,0.21176418662071228,0.24572531878948212,0.25651559233665466,0.168790802359581,0.10187067836523056,0.0348728708922863,0.21386858820915222
facility,0.13735945522785187,0.358151912689209,0.12269388139247894,0.19252020120620728,0.1516900211572647,0.1637221872806549,0.23319417238235474,0.23796533048152924,0.13864848017692566,0.09059255570173264,-0.04470112919807434,0.12783357501029968
and,0.31309178471565247,0.236335888504982,0.34479495882987976,0.5171257257461548,0.2230100929737091,0.279899924993515,0.4954058527946472,0.36462149024009705,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
stayed,0.19541862607002258,0.2624438405036926,0.42530572414398193,0.3768083155155182,0.17210689187049866,0.5232035517692566,0.29930081963539124,0.39826929569244385,0.11240817606449127,0.09769733995199203,-0.018136022612452507,0.06590735167264938
at,0.2838611304759979,0.2675158977508545,0.28390252590179443,0.457212895154953,0.21283596754074097,0.23286797106266022,0.4374977946281433,0.372769296169281,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
the,0.42745697498321533,0.22439035773277283,0.34736719727516174,1.0,0.2602776288986206,0.2869375944137573,0.6662389636039734,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
san,0.19375550746917725,0.24262650310993195,0.1785750538110733,0.2858080565929413,0.2766169309616089,0.1256573349237442,0.2617562413215637,0.2061726599931717,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.10952327400445938
jose,0.14773352444171906,0.1764741837978363,0.15362997353076935,0.19788163900375366,0.3475921154022217,0.159159854054451,0.12591789662837982,0.19789014756679535,0.14319683611392975,0.1370301991701126,0.02933165431022644,0.06250977516174316
marriott,0.09404444694519043,0.29194286465644836,0.17210820317268372,0.2137458175420761,0.2338441163301468,0.1887931078672409,0.3011830151081085,0.22113044559955597,0.14434106647968292,0.15091544389724731,0.003585042664781213,0.16338540613651276
.,0.3567904531955719,0.21866577863693237,0.35288307070732117,0.5934505462646484,0.23446570336818695,0.3077605068683624,0.5591574311256409,0.3485563397407532,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
