,for,which,project,did,deke,slayton,work,with,before,becoming,director,of,flight,crew,operations,?
deke,0.18461114168167114,0.03230844438076019,0.2093132734298706,0.21312707662582397,0.9999998807907104,0.46168988943099976,0.22505275905132294,0.14582903683185577,0.24083206057548523,0.19597868621349335,0.34338653087615967,0.09719748049974442,0.19732613861560822,0.2569580078125,0.09796526283025742,0.2791919708251953
slayton,0.22460408508777618,0.14406566321849823,0.24471859633922577,0.1913660317659378,0.46168988943099976,1.0000001192092896,0.15326307713985443,0.19975000619888306,0.21666064858436584,0.17315366864204407,0.24971625208854675,0.17235052585601807,0.14929093420505524,0.2105407863855362,0.12680141627788544,0.22689397633075714
",",0.4464869201183319,0.3658004403114319,0.24875426292419434,0.3015086054801941,0.33091291785240173,0.28042447566986084,0.3283594250679016,0.4120737314224243,0.3156566619873047,0.33168935775756836,0.2737891674041748,0.4946078956127167,0.23669111728668213,0.2217068374156952,0.28440970182418823,0.31091248989105225
the,0.4739971458911896,0.6521818041801453,0.2027820199728012,0.34736719727516174,0.13268060982227325,0.1978636533021927,0.2704800069332123,0.4223487675189972,0.45900648832321167,0.333665668964386,0.19949141144752502,0.733189046382904,0.2498224973678589,0.25329816341400146,0.2928410470485687,0.22068053483963013
grounded,0.21880434453487396,0.3044280409812927,0.15588870644569397,0.19222156703472137,0.1409103274345398,0.16998742520809174,0.13522277772426605,0.21769756078720093,0.1419702023267746,0.12839582562446594,0.05709914118051529,0.23655028641223907,0.25378578901290894,0.3142886757850647,0.21288180351257324,0.11795409768819809
mercury,0.21691371500492096,0.25238439440727234,0.25413432717323303,0.1685487926006317,0.17127279937267303,0.11475957930088043,0.1390579640865326,0.23742523789405823,0.1223154366016388,0.18074893951416016,0.12646780908107758,0.19711527228355408,0.14278194308280945,0.15639591217041016,0.11698534339666367,0.10977116972208023
astronaut,0.14096856117248535,0.008632536046206951,0.23589164018630981,0.08902846276760101,0.4121047854423523,0.27432557940483093,0.08391612023115158,0.15802055597305298,0.1504107564687729,0.21539072692394257,0.3001208007335663,0.13872860372066498,0.3245604932308197,0.3696134090423584,0.104225754737854,0.13949722051620483
who,0.37110671401023865,0.3688730001449585,0.2255522608757019,0.34038686752319336,0.35994869470596313,0.2981281578540802,0.3146236836910248,0.3282766342163086,0.31244513392448425,0.3131919205188751,0.19509299099445343,0.2827862501144409,0.07788171619176865,0.28323259949684143,0.18454647064208984,0.26220351457595825
became,0.3017078936100006,0.17613163590431213,0.10031887888908386,0.3632316589355469,0.2414657324552536,0.18073447048664093,0.18583887815475464,0.23679126799106598,0.2998464107513428,0.6602290272712708,0.24681130051612854,0.3638904094696045,0.12523140013217926,0.15132975578308105,0.1251094788312912,0.11374033987522125
director,0.2707504630088806,0.15065506100654602,0.18076784908771515,0.18875832855701447,0.34338653087615967,0.24971625208854675,0.2844880223274231,0.10502443462610245,0.19081826508045197,0.15673860907554626,1.0,0.14731334149837494,0.14566922187805176,0.14967921376228333,0.16120198369026184,0.09360282123088837
of,0.4185989499092102,0.5011631846427917,0.17578177154064178,0.2513895630836487,0.09719748049974442,0.17235052585601807,0.23473061621189117,0.41827285289764404,0.3282964527606964,0.3014795780181885,0.14731334149837494,1.0,0.2070007622241974,0.20427432656288147,0.28191348910331726,0.1826142966747284
flight,0.13066017627716064,0.20524488389492035,0.149009108543396,0.1307949423789978,0.19732613861560822,0.14929093420505524,0.1466159075498581,0.12763038277626038,0.18736112117767334,0.20156151056289673,0.14566922187805176,0.2070007622241974,0.9999999403953552,0.4442804455757141,0.2874545753002167,0.20568472146987915
crew,0.22704027593135834,0.1701378971338272,0.22129875421524048,0.16688382625579834,0.2569580078125,0.2105407863855362,0.15475419163703918,0.18058010935783386,0.1926402449607849,0.1559268981218338,0.14967921376228333,0.20427432656288147,0.4442804455757141,1.0,0.26068007946014404,0.16586194932460785
operations,0.27237167954444885,0.29188036918640137,0.2323136180639267,0.1597038060426712,0.09796526283025742,0.12680141627788544,0.26716282963752747,0.2251075953245163,0.1550738364458084,0.10304158180952072,0.16120198369026184,0.28191348910331726,0.2874545753002167,0.26068007946014404,0.9999998807907104,0.13622350990772247
for,0.9999999403953552,0.44095608592033386,0.2228124439716339,0.318512886762619,0.18461114168167114,0.22460408508777618,0.4087657630443573,0.39140474796295166,0.44347289204597473,0.3125690221786499,0.2707504630088806,0.4185989499092102,0.13066017627716064,0.22704027593135834,0.27237167954444885,0.264628142118454
the,0.4739971458911896,0.6521818041801453,0.2027820199728012,0.34736719727516174,0.13268060982227325,0.1978636533021927,0.2704800069332123,0.4223487675189972,0.45900648832321167,0.333665668964386,0.19949141144752502,0.733189046382904,0.2498224973678589,0.25329816341400146,0.2928410470485687,0.22068053483963013
gemini,0.19162577390670776,0.22422848641872406,0.33019912242889404,0.1480763703584671,0.2501749098300934,0.1833258867263794,0.1469843089580536,0.1736888289451599,0.1332007199525833,0.17568719387054443,0.20876117050647736,0.1731637418270111,0.3000894784927368,0.2829688787460327,0.17781788110733032,0.14296509325504303
and,0.5064792633056641,0.506277859210968,0.23249590396881104,0.34479495882987976,0.256043404340744,0.24650567770004272,0.37551814317703247,0.5477725267410278,0.3518902659416199,0.33407607674598694,0.28465452790260315,0.5116966962814331,0.1828005611896515,0.22802916169166565,0.283679723739624,0.20544172823429108
apollo,0.18462510406970978,0.19047300517559052,0.27027878165245056,0.1976410299539566,0.2923809885978699,0.2738702595233917,0.12412869930267334,0.1249200850725174,0.19988717138767242,0.17142660915851593,0.19275495409965515,0.1786269098520279,0.31322264671325684,0.36530131101608276,0.131212055683136,0.191528782248497
programs,0.3644469678401947,0.36594220995903015,0.26693785190582275,0.2038959413766861,0.13349419832229614,0.09295684844255447,0.2753947377204895,0.1916923075914383,0.1893409639596939,0.16245721280574799,0.21806126832962036,0.18037469685077667,0.15689826011657715,0.15630346536636353,0.3733924329280853,0.16452431678771973
",",0.4464869201183319,0.3658004403114319,0.24875426292419434,0.3015086054801941,0.33091291785240173,0.28042447566986084,0.3283594250679016,0.4120737314224243,0.3156566619873047,0.33168935775756836,0.2737891674041748,0.4946078956127167,0.23669111728668213,0.2217068374156952,0.28440970182418823,0.31091248989105225
selected,0.4079265892505646,0.25711384415626526,0.17178228497505188,0.20121091604232788,0.12923045456409454,0.13295698165893555,0.2077830731868744,0.18977001309394836,0.23607440292835236,0.22273215651512146,0.18368001282215118,0.27315807342529297,0.14601226150989532,0.1897643804550171,0.13800731301307678,0.19565007090568542
the,0.4739971458911896,0.6521818041801453,0.2027820199728012,0.34736719727516174,0.13268060982227325,0.1978636533021927,0.2704800069332123,0.4223487675189972,0.45900648832321167,0.333665668964386,0.19949141144752502,0.733189046382904,0.2498224973678589,0.25329816341400146,0.2928410470485687,0.22068053483963013
first,0.3800288736820221,0.3828166127204895,0.2069343626499176,0.33691170811653137,0.3211051821708679,0.23163387179374695,0.24996063113212585,0.2691199779510498,0.46023231744766235,0.3537147641181946,0.19072428345680237,0.3536086082458496,0.23871742188930511,0.22136586904525757,0.21178287267684937,0.18701928853988647
apollo,0.18462510406970978,0.19047300517559052,0.27027878165245056,0.1976410299539566,0.2923809885978699,0.2738702595233917,0.12412869930267334,0.1249200850725174,0.19988717138767242,0.17142660915851593,0.19275495409965515,0.1786269098520279,0.31322264671325684,0.36530131101608276,0.131212055683136,0.191528782248497
crew,0.22704027593135834,0.1701378971338272,0.22129875421524048,0.16688382625579834,0.2569580078125,0.2105407863855362,0.15475419163703918,0.18058010935783386,0.1926402449607849,0.1559268981218338,0.14967921376228333,0.20427432656288147,0.4442804455757141,1.0,0.26068007946014404,0.16586194932460785
in,0.4322226941585541,0.4840516746044159,0.16277937591075897,0.2593238651752472,0.1864725947380066,0.11530577391386032,0.2753349542617798,0.4080928862094879,0.4155850410461426,0.2425609976053238,0.19124983251094818,0.5696388483047485,0.24918575584888458,0.18897703289985657,0.2654678225517273,0.20430970191955566
january,0.27304044365882874,0.1371559500694275,0.17691877484321594,0.23508968949317932,0.3101821541786194,0.21405582129955292,0.18134745955467224,0.21498841047286987,0.30158281326293945,0.26410308480262756,0.237591952085495,0.19923388957977295,0.17393533885478973,0.1624402552843094,0.15863706171512604,0.28608936071395874
1966,-0.04156658425927162,0.08596549183130264,0.04346967488527298,-0.07348516583442688,0.05131027474999428,0.025299478322267532,-0.038692906498909,0.010420475155115128,0.04255782812833786,-0.05703432485461235,-0.06210052967071533,-0.13182570040225983,0.024549661204218864,-0.029626626521348953,-0.07029379904270172,0.08956238627433777
",",0.4464869201183319,0.3658004403114319,0.24875426292419434,0.3015086054801941,0.33091291785240173,0.28042447566986084,0.3283594250679016,0.4120737314224243,0.3156566619873047,0.33168935775756836,0.2737891674041748,0.4946078956127167,0.23669111728668213,0.2217068374156952,0.28440970182418823,0.31091248989105225
with,0.39140474796295166,0.46403205394744873,0.19682161509990692,0.25472134351730347,0.14582903683185577,0.19975000619888306,0.2649822533130646,0.9999999403953552,0.32654517889022827,0.2276059091091156,0.10502443462610245,0.41827285289764404,0.12763038277626038,0.18058010935783386,0.2251075953245163,0.2433311939239502
grissom,0.18423908948898315,0.16867676377296448,0.23183035850524902,0.17082783579826355,0.46451646089553833,0.41861507296562195,0.24538107216358185,0.2161000818014145,0.21391072869300842,0.13810212910175323,0.3338308334350586,0.1430860161781311,0.3919629156589508,0.4065512418746948,0.15994352102279663,0.20562298595905304
as,0.44774648547172546,0.41006597876548767,0.22332392632961273,0.3596470057964325,0.2667464017868042,0.21761897206306458,0.32418152689933777,0.40387406945228577,0.3552539646625519,0.3812445104122162,0.20928587019443512,0.3886612355709076,0.14144399762153625,0.15990298986434937,0.22380192577838898,0.27043893933296204
command,0.18338429927825928,0.2066582292318344,0.23840861022472382,0.18186943233013153,0.2235286682844162,0.1422436237335205,0.21651601791381836,0.17215432226657867,0.18952597677707672,0.1007470041513443,0.21676568686962128,0.23060646653175354,0.22429931163787842,0.28953298926353455,0.47384244203567505,0.13402260839939117
pilot,0.14753924310207367,0.12248177826404572,0.19649994373321533,0.0870518833398819,0.2775349020957947,0.2689560353755951,0.10410664230585098,0.12796345353126526,0.1665191650390625,0.14694848656654358,0.24998357892036438,0.11964807659387589,0.49835363030433655,0.43303799629211426,0.2617502510547638,0.08986082673072815
",",0.4464869201183319,0.3658004403114319,0.24875426292419434,0.3015086054801941,0.33091291785240173,0.28042447566986084,0.3283594250679016,0.4120737314224243,0.3156566619873047,0.33168935775756836,0.2737891674041748,0.4946078956127167,0.23669111728668213,0.2217068374156952,0.28440970182418823,0.31091248989105225
white,0.17847545444965363,0.21100778877735138,0.17385049164295197,0.1683805286884308,0.17880015075206757,0.1952214539051056,0.14593826234340668,0.251152902841568,0.12325478345155716,0.15368784964084625,0.13613922894001007,0.23826628923416138,0.12933476269245148,0.18929274380207062,0.07831519097089767,0.124679796397686
as,0.44774648547172546,0.41006597876548767,0.22332392632961273,0.3596470057964325,0.2667464017868042,0.21761897206306458,0.32418152689933777,0.40387406945228577,0.3552539646625519,0.3812445104122162,0.20928587019443512,0.3886612355709076,0.14144399762153625,0.15990298986434937,0.22380192577838898,0.27043893933296204
senior,0.20986340939998627,0.11535174399614334,0.09815879911184311,0.2376088798046112,0.2516491711139679,0.1970028132200241,0.17893247306346893,0.21135006844997406,0.2338009923696518,0.2692883610725403,0.31338682770729065,0.2675186097621918,0.11615198105573654,0.187391459941864,0.270999014377594,0.104712575674057
pilot,0.14753924310207367,0.12248177826404572,0.19649994373321533,0.0870518833398819,0.2775349020957947,0.2689560353755951,0.10410664230585098,0.12796345353126526,0.1665191650390625,0.14694848656654358,0.24998357892036438,0.11964807659387589,0.49835363030433655,0.43303799629211426,0.2617502510547638,0.08986082673072815
",",0.4464869201183319,0.3658004403114319,0.24875426292419434,0.3015086054801941,0.33091291785240173,0.28042447566986084,0.3283594250679016,0.4120737314224243,0.3156566619873047,0.33168935775756836,0.2737891674041748,0.4946078956127167,0.23669111728668213,0.2217068374156952,0.28440970182418823,0.31091248989105225
and,0.5064792633056641,0.506277859210968,0.23249590396881104,0.34479495882987976,0.256043404340744,0.24650567770004272,0.37551814317703247,0.5477725267410278,0.3518902659416199,0.33407607674598694,0.28465452790260315,0.5116966962814331,0.1828005611896515,0.22802916169166565,0.283679723739624,0.20544172823429108
rookie,0.234993115067482,0.13800092041492462,0.1795346438884735,0.17795857787132263,0.2818441390991211,0.31465569138526917,0.13208948075771332,0.21591220796108246,0.1961391121149063,0.16898106038570404,0.17567726969718933,0.15998511016368866,0.08867135643959045,0.17560738325119019,0.15019357204437256,0.14955708384513855
donn,0.16059665381908417,0.15065684914588928,0.17106911540031433,0.15587040781974792,0.45980316400527954,0.34534478187561035,0.18049591779708862,0.12419714033603668,0.18482913076877594,0.1605566143989563,0.22985932230949402,0.15050122141838074,0.2879011034965515,0.3225523829460144,0.17220672965049744,0.15848851203918457
f.,0.09660456329584122,0.14411605894565582,0.08297351002693176,0.14231976866722107,0.10402429103851318,0.06743861734867096,0.06673181056976318,0.11824806034564972,0.08293681591749191,0.09705259650945663,0.07286587357521057,0.21892845630645752,0.09860625863075256,0.1655404269695282,0.23268212378025055,0.11007396876811981
eisele,0.19878441095352173,0.14674879610538483,0.16974958777427673,0.12160593271255493,0.48093321919441223,0.29939863085746765,0.10721951723098755,0.12576186656951904,0.2535049021244049,0.16114063560962677,0.29860836267471313,0.19494514167308807,0.2176678478717804,0.214498832821846,0.11178399622440338,0.15890517830848694
