,where,did,maududi,'s,books,place,islam,?
his,0.29880598187446594,0.3546801507472992,0.3816489577293396,0.047556519508361816,0.23605668544769287,0.2274911254644394,0.1826125979423523,0.18075084686279297
extremely,0.3211197257041931,0.21994607150554657,0.16077181696891785,0.00162073178216815,0.16338106989860535,0.17995932698249817,0.14506493508815765,0.14809079468250275
influential,0.13184277713298798,0.2309054732322693,0.32095563411712646,0.002214092994108796,0.2616809010505676,0.14190438389778137,0.3324437737464905,0.1465693712234497
books,0.2016160786151886,0.20507213473320007,0.255994975566864,0.09176487475633621,1.0,0.19372209906578064,0.23042242228984833,0.1897611767053604
(,0.1970011591911316,0.18979617953300476,0.3751373887062073,0.0012731997994706035,0.13713566958904266,0.20666886866092682,0.1376255452632904,0.40561532974243164
translated,0.1780751645565033,0.10651271790266037,0.2306414246559143,0.009166738949716091,0.40158963203430176,0.14408056437969208,0.2114923745393753,0.16961964964866638
into,0.335035502910614,0.14888085424900055,0.08377237617969513,0.00961404386907816,0.19773870706558228,0.27362510561943054,0.13224594295024872,0.15662476420402527
many,0.4338301420211792,0.375588983297348,0.2976512908935547,0.01698932610452175,0.28934791684150696,0.296424925327301,0.21607667207717896,0.2124512493610382
languages,0.16315189003944397,0.16555729508399963,0.2181520313024521,0.031830817461013794,0.24650387465953827,0.09683443605899811,0.30649176239967346,0.22599908709526062
),0.20711064338684082,0.18584993481636047,0.39152461290359497,0.021107977256178856,0.13096769154071808,0.2269994467496872,0.1776180863380432,0.42300865054130554
placed,0.34552374482154846,0.20626646280288696,0.11521395295858383,-0.05542825907468796,0.17641261219978333,0.49585071206092834,0.11651219427585602,0.18964257836341858
islam,0.15462151169776917,0.19058109819889069,0.44002339243888855,-0.002025830326601863,0.23042242228984833,0.19105979800224304,1.0000001192092896,0.18358638882637024
in,0.5344807505607605,0.2593238651752472,0.2965894043445587,-0.037580832839012146,0.250139981508255,0.38128477334976196,0.16687287390232086,0.20430970191955566
a,0.40997210144996643,0.2552328109741211,0.28595849871635437,0.04866964742541313,0.16057591140270233,0.3079278767108917,0.15636202692985535,0.23916715383529663
modern,0.2249264419078827,0.21376098692417145,0.22739504277706146,0.03816800191998482,0.19851389527320862,0.15180721879005432,0.18724007904529572,0.12475407868623734
context,0.20589986443519592,0.1728142648935318,0.1622876077890396,0.011977646499872208,0.22048655152320862,0.2419477105140686,0.25832340121269226,0.2777315378189087
",",0.3149496018886566,0.3015086054801941,0.3992340862751007,-0.0016132977325469255,0.258169561624527,0.34068408608436584,0.23459285497665405,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.38321298360824585,0.06895173341035843,0.3090738356113434,0.2813849449157715,0.25070106983184814,0.20544172823429108
influenced,0.1405697464942932,0.22115233540534973,0.265394389629364,-0.0006173446890898049,0.2839961647987366,0.062402158975601196,0.23416708409786224,0.1310873031616211
not,0.3820744752883911,0.6481515765190125,0.2161082923412323,0.002583299996331334,0.18049320578575134,0.24890246987342834,0.2667055130004883,0.41942933201789856
only,0.46093058586120605,0.4039593040943146,0.28175976872444153,0.08984304964542389,0.20703384280204773,0.2536962330341339,0.21712897717952728,0.2767370045185089
conservative,0.08525315672159195,0.14079563319683075,0.25473761558532715,0.01201924029737711,0.1797882616519928,0.10725390166044235,0.30836716294288635,0.1597563922405243
ulema,0.17283855378627777,0.11672843992710114,0.4912867248058319,-0.025688838213682175,0.1550689935684204,0.17407579720020294,0.4266851544380188,0.14250700175762177
but,0.49101024866104126,0.49033689498901367,0.24980702996253967,0.04136733338236809,0.23621602356433868,0.34978118538856506,0.268897145986557,0.27921953797340393
liberal,0.11708273738622665,0.1655585914850235,0.2653203308582306,-0.03906174749135971,0.13605308532714844,0.0674520954489708,0.24735741317272186,0.13139645755290985
modernizer,0.12467192113399506,0.2545863091945648,0.3271770477294922,0.08966919779777527,0.16305533051490784,0.1037055030465126,0.2205999493598938,0.17047856748104095
islamists,0.2118959277868271,0.27991756796836853,0.38168853521347046,0.018581682816147804,0.18480701744556427,0.21801194548606873,0.6555707454681396,0.17165705561637878
such,0.3198639750480652,0.24497397243976593,0.2118769735097885,0.05073437839746475,0.21440744400024414,0.20005090534687042,0.11988474428653717,0.17851735651493073
as,0.35409465432167053,0.3596470057964325,0.2841644585132599,-0.05775856226682663,0.2024291753768921,0.24125029146671295,0.2478460818529129,0.27043893933296204
al-faruqi,0.26052337884902954,0.20633167028427124,0.516691267490387,0.033863555639982224,0.2776792049407959,0.2526867091655731,0.39014530181884766,0.1974940150976181
",",0.3149496018886566,0.3015086054801941,0.3992340862751007,-0.0016132977325469255,0.258169561624527,0.34068408608436584,0.23459285497665405,0.31091248989105225
whose,0.31527626514434814,0.197230726480484,0.22225908935070038,-0.019954677671194077,0.15562717616558075,0.1279798150062561,0.19450685381889343,0.16990536451339722
``,0.020612511783838272,-0.029888948425650597,0.08192621916532516,-0.03416389226913452,-0.052074506878852844,0.013967473059892654,0.1292753964662552,0.0685480609536171
islamization,0.21379120647907257,0.19309920072555542,0.37212011218070984,-0.032142773270606995,0.22860267758369446,0.2011503130197525,0.6385999917984009,0.24860025942325592
