,if,someone,is,being,taught,at,their,place,of,residence,",",what,is,it,called,?
in,0.2589588761329651,0.18814018368721008,0.5394441485404968,0.33162933588027954,0.24230356514453888,0.4374977946281433,0.34976133704185486,0.38128477334976196,0.5696388483047485,0.26545578241348267,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.5130809545516968,0.40847352147102356,0.20430970191955566
some,0.4167235493659973,0.4056297540664673,0.3038453459739685,0.39474767446517944,0.2461111843585968,0.25582021474838257,0.5109887719154358,0.25975656509399414,0.4300730526447296,0.15158890187740326,0.42400437593460083,0.4491020441055298,0.3038453459739685,0.4438856542110443,0.4143916368484497,0.2562315762042999
countries,0.1998714804649353,0.2377474457025528,0.254234254360199,0.23409289121627808,0.1866813600063324,0.22066599130630493,0.3005788326263428,0.2160511463880539,0.2800094783306122,0.16103540360927582,0.2966555655002594,0.22319257259368896,0.254234254360199,0.3387439250946045,0.27012544870376587,0.15128466486930847
",",0.257730096578598,0.23755213618278503,0.4691906273365021,0.34499165415763855,0.2902868986129761,0.38314947485923767,0.3045167922973633,0.34068408608436584,0.4946078956127167,0.2980802059173584,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.48329564929008484,0.26549121737480164,0.31091248989105225
formal,0.21788634359836578,0.25063589215278625,0.21914683282375336,0.254088819026947,0.25042593479156494,0.1948622316122055,0.22719810903072357,0.2515704333782196,0.2704104781150818,0.16631118953227997,0.2519475817680359,0.26485171914100647,0.21914683282375336,0.2001379132270813,0.2839938998222351,0.1989586055278778
education,0.16570141911506653,0.16705161333084106,0.18778188526630402,0.16889983415603638,0.49708476662635803,0.22585788369178772,0.18489162623882294,0.16361483931541443,0.3015166223049164,0.32954829931259155,0.2718683183193207,0.19940856099128723,0.18778188526630402,0.209109365940094,0.10624265670776367,0.18067774176597595
can,0.5903681516647339,0.43682342767715454,0.44256699085235596,0.433290958404541,0.1488049030303955,0.16641086339950562,0.3564860224723816,0.20199793577194214,0.2603091299533844,0.05719992145895958,0.3139454126358032,0.34502777457237244,0.44256699085235596,0.3819273114204407,0.306973397731781,0.3226337134838104
take,0.34231019020080566,0.33827996253967285,0.22669753432273865,0.25119996070861816,0.16704510152339935,0.27566230297088623,0.34514620900154114,0.3971441090106964,0.29282352328300476,0.17371179163455963,0.2881867289543152,0.3275112509727478,0.22669753432273865,0.27032700181007385,0.25102952122688293,0.21897350251674652
place,0.21157482266426086,0.1856054812669754,0.3122972249984741,0.2188614457845688,0.12998473644256592,0.3307865858078003,0.26873868703842163,1.0,0.2685627043247223,0.3025864064693451,0.34068408608436584,0.2689766585826874,0.3122972249984741,0.3763352930545807,0.2799609303474426,0.2455766350030899
through,0.24420002102851868,0.17786899209022522,0.27805060148239136,0.23615305125713348,0.16042537987232208,0.2170695960521698,0.3113696575164795,0.2524924576282501,0.3647414743900299,0.2037917822599411,0.3060276508331299,0.23167094588279724,0.27805060148239136,0.3374522924423218,0.24172358214855194,0.16913433372974396
home,0.19414310157299042,0.14861300587654114,0.22316986322402954,0.17956112325191498,0.26237791776657104,0.260183721780777,0.2586057186126709,0.29694658517837524,0.24402645230293274,0.35454556345939636,0.2790627181529999,0.1608789712190628,0.22316986322402954,0.22616349160671234,0.22441831231117249,0.0757145956158638
schooling,0.1767185479402542,0.23105250298976898,0.15676039457321167,0.2607007324695587,0.5302639603614807,0.26791703701019287,0.3013569116592407,0.18823640048503876,0.2633171081542969,0.2483239620923996,0.26933252811431885,0.28810086846351624,0.15676039457321167,0.2270432412624359,0.18779419362545013,0.21834523975849152
.,0.421799898147583,0.24185851216316223,0.4569662809371948,0.35574623942375183,0.25649359822273254,0.4549728035926819,0.34427863359451294,0.2844318151473999,0.5352458953857422,0.2503892779350281,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5593622326850891,0.300344854593277,0.4130953550338745
