,are,there,any,other,aviation,communities,such,as,sierra,sky,park,in,the,united,states,?
sierra,0.15553076565265656,0.12130030989646912,0.1772027611732483,0.18337500095367432,0.19497372210025787,0.20343910157680511,0.1266496777534485,0.2117309719324112,0.9999999403953552,0.18558359146118164,0.2702120840549469,0.2110828310251236,0.24346426129341125,0.2740510106086731,0.24475271999835968,0.07792355120182037
sky,0.18122971057891846,0.1475900560617447,0.15165121853351593,0.183919757604599,0.113828644156456,0.10393272340297699,0.148077130317688,0.18261636793613434,0.18558359146118164,1.0,0.10262452065944672,0.20324937999248505,0.26521286368370056,0.19968673586845398,0.21542562544345856,0.11270341277122498
park,0.10887601226568222,0.1617884486913681,0.05123496055603027,0.11992302536964417,0.10482612252235413,0.21755586564540863,0.14655959606170654,0.18360856175422668,0.2702120840549469,0.10262452065944672,1.0,0.22758090496063232,0.24748283624649048,0.24208851158618927,0.19378487765789032,0.13508929312229156
was,0.3076191842556,0.24909798800945282,0.22746296226978302,0.14651623368263245,0.18023724853992462,0.14950911700725555,0.12487147748470306,0.3677520453929901,0.17171026766300201,0.181777685880661,0.22738584876060486,0.45514053106307983,0.48711544275283813,0.31727492809295654,0.2847922146320343,0.18412111699581146
the,0.40399202704429626,0.47025805711746216,0.4525727927684784,0.44152235984802246,0.2703816592693329,0.24729211628437042,0.3575236201286316,0.48381632566452026,0.24346426129341125,0.26521286368370056,0.24748283624649048,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
first,0.20306691527366638,0.2373337596654892,0.32448044419288635,0.23885147273540497,0.18802331387996674,0.1371813416481018,0.18129806220531464,0.33842000365257263,0.19413045048713684,0.17186269164085388,0.22013017535209656,0.4127444326877594,0.49448907375335693,0.37439173460006714,0.3145790100097656,0.18701928853988647
aviation,0.17162001132965088,0.2138100117444992,0.22742317616939545,0.20399510860443115,1.0,0.20714221894741058,0.19167768955230713,0.20560260117053986,0.19497372210025787,0.113828644156456,0.10482612252235413,0.2580392062664032,0.2703816592693329,0.29017433524131775,0.2738320827484131,0.1517462134361267
community,0.2440178245306015,0.2993071973323822,0.24966725707054138,0.24753764271736145,0.187704935669899,0.7136564254760742,0.18409378826618195,0.22733435034751892,0.19213290512561798,0.0677354633808136,0.2173295021057129,0.21838891506195068,0.2601400911808014,0.2618454694747925,0.27721264958381653,0.2380419820547104
to,0.3504326641559601,0.40669289231300354,0.46410247683525085,0.4193183183670044,0.18106655776500702,0.23594450950622559,0.2871878743171692,0.42092081904411316,0.1575334221124649,0.17630793154239655,0.14257338643074036,0.45010748505592346,0.535392165184021,0.2715383470058441,0.2828785181045532,0.29463258385658264
be,0.5556803941726685,0.41019052267074585,0.5107080936431885,0.4629868268966675,0.15632078051567078,0.20893393456935883,0.5239806771278381,0.5230465531349182,0.1384909451007843,0.17031224071979523,0.16533304750919342,0.3481820821762085,0.4248143136501312,0.20382754504680634,0.24637973308563232,0.3324260413646698
built,0.15228483080863953,0.30883505940437317,0.12222371995449066,0.18388311564922333,0.24902012944221497,0.17309339344501495,0.18687067925930023,0.20560723543167114,0.1679614633321762,0.14819997549057007,0.24183687567710876,0.25829681754112244,0.2950156033039093,0.2197282761335373,0.1694454550743103,0.09449632465839386
[,0.021565506234765053,0.07203960418701172,0.04252152517437935,0.16010931134223938,0.2075498253107071,0.07265777140855789,0.13755206763744354,0.018050309270620346,0.075590580701828,0.24573160707950592,0.16338638961315155,0.12324675917625427,0.07130392640829086,0.20306652784347534,0.16663382947444916,0.011015460826456547
citation,0.19570352137088776,0.25233954191207886,0.31771862506866455,0.21905770897865295,0.2602370083332062,0.14004027843475342,0.17370402812957764,0.19104808568954468,0.0733484998345375,0.06627020984888077,0.15035192668437958,0.22942641377449036,0.2536581754684448,0.18277521431446075,0.18940255045890808,0.3382055461406708
needed,0.3141024708747864,0.42806243896484375,0.4696193039417267,0.367343544960022,0.15963228046894073,0.1468452662229538,0.3388327658176422,0.2788996696472168,0.15303608775138855,0.10997254401445389,0.10984046757221222,0.21117523312568665,0.3064746856689453,0.18165351450443268,0.1881115585565567,0.2863257825374603
],-0.02216748520731926,-0.02297152951359749,-0.06282070279121399,-0.054534874856472015,-0.006845037452876568,-0.006785189267247915,-0.10006842017173767,-0.03319411352276802,-0.003191713010892272,0.054362546652555466,-0.06478358805179596,-0.1088862195611,-0.04779602214694023,-0.046722471714019775,-0.03917205333709717,-0.0022520492784678936
and,0.48576638102531433,0.4242868423461914,0.3363793194293976,0.5504306554794312,0.2400548756122589,0.2877669930458069,0.44540345668792725,0.49487000703811646,0.2265646904706955,0.2200697511434555,0.21340665221214294,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
