,what,institute,published,findings,in,september,2012,regarding,the,forbes,richest,400,americans,?
in,0.30808621644973755,0.2517135441303253,0.26697060465812683,0.2707597017288208,1.0,0.25402772426605225,0.3800647258758545,0.2634240984916687,0.6662389636039734,0.2087683081626892,0.2720588445663452,0.1977328509092331,0.24953381717205048,0.20430970191955566
september,0.2153792530298233,0.17492370307445526,0.1873580366373062,0.14985212683677673,0.25402772426605225,1.0,0.21462257206439972,0.18552543222904205,0.2516939043998718,0.25621721148490906,0.158529594540596,0.15920792520046234,0.21034622192382812,0.2665146589279175
2012,0.2266836017370224,0.12980933487415314,0.09614935517311096,0.20553110539913177,0.3800647258758545,0.21462257206439972,1.0,0.16532433032989502,0.46885523200035095,0.2761761546134949,0.3305136263370514,0.231156587600708,0.1866443008184433,0.18042556941509247
",",0.3087472915649414,0.25896888971328735,0.2937801778316498,0.25852248072624207,0.5201468467712402,0.4139758348464966,0.42079734802246094,0.2758248746395111,0.4933079481124878,0.31137344241142273,0.2780846655368805,0.15647920966148376,0.2545861303806305,0.31091248989105225
according,0.2776208221912384,0.2403002232313156,0.22962026298046112,0.2903149724006653,0.29259276390075684,0.21421092748641968,0.2674421966075897,0.3785082995891571,0.3202974498271942,0.299521803855896,0.27411696314811707,0.04457101225852966,0.19246500730514526,0.21173474192619324
to,0.455847829580307,0.18375186622142792,0.12403073906898499,0.30011293292045593,0.45010748505592346,0.22485187649726868,0.32762008905410767,0.29117533564567566,0.535392165184021,0.19530744850635529,0.17104682326316833,0.0779322162270546,0.30128014087677,0.29463258385658264
the,0.42745697498321533,0.24399729073047638,0.22017472982406616,0.2911088168621063,0.6662389636039734,0.2516939043998718,0.46885523200035095,0.29280903935432434,1.0,0.22108957171440125,0.27766263484954834,0.17705115675926208,0.3275100290775299,0.22068053483963013
institute,0.17608846724033356,1.0,0.23575131595134735,0.26613664627075195,0.2517135441303253,0.17492370307445526,0.12980933487415314,0.24005135893821716,0.24399729073047638,0.21515882015228271,0.19727864861488342,0.02457873336970806,0.17652985453605652,0.115291528403759
for,0.3017193675041199,0.23579588532447815,0.21304498612880707,0.2538018822669983,0.4322226941585541,0.2689499855041504,0.22560004889965057,0.3162982165813446,0.4739971458911896,0.151666060090065,0.19477729499340057,0.09554251283407211,0.30406907200813293,0.264628142118454
policy,0.3869883120059967,0.2636879086494446,0.1944802850484848,0.2321556806564331,0.1459147185087204,0.2597397267818451,0.12422274053096771,0.40915146470069885,0.2358427494764328,0.2038467526435852,0.09499547630548477,0.026958348229527473,0.29253700375556946,0.30462446808815
studies,0.18772079050540924,0.49636271595954895,0.2965688705444336,0.41240206360816956,0.30442532896995544,0.10270727425813675,0.17354977130889893,0.2406005710363388,0.22738903760910034,0.14797843992710114,0.15784355998039246,-0.003512158989906311,0.198722705245018,0.1388726830482483
",",0.3087472915649414,0.25896888971328735,0.2937801778316498,0.25852248072624207,0.5201468467712402,0.4139758348464966,0.42079734802246094,0.2758248746395111,0.4933079481124878,0.31137344241142273,0.2780846655368805,0.15647920966148376,0.2545861303806305,0.31091248989105225
``,0.008517155423760414,-0.13274848461151123,-0.08193813264369965,0.028370235115289688,0.04765888676047325,0.0468718446791172,0.1563650369644165,-0.06146683171391487,0.029072100296616554,-0.06194201111793518,0.030559908598661423,-0.10072708129882812,0.00415491359308362,0.0685480609536171
over,0.28007611632347107,0.16511377692222595,0.14109431207180023,0.20546524226665497,0.3605569899082184,0.207455575466156,0.2756870985031128,0.3167096972465515,0.39856547117233276,0.23177477717399597,0.2077694982290268,0.11600986868143082,0.24713510274887085,0.25742942094802856
60,0.07328611612319946,-0.025220919400453568,0.06207848712801933,0.18021227419376373,0.008437495678663254,-0.06569360196590424,0.024945518001914024,0.07118118554353714,0.04635925963521004,-0.060244038701057434,-0.0759105458855629,-0.08150212466716766,-0.0006241506198421121,0.06999651342630386
percent,0.2506202459335327,0.26507288217544556,0.15128515660762787,0.24268710613250732,0.24886950850486755,0.0727178230881691,0.2411753088235855,0.23472805321216583,0.277066707611084,0.19306914508342743,0.2750873863697052,0.09053029119968414,0.27703842520713806,0.14671556651592255
'',0.08143015950918198,0.03744862228631973,0.013779557310044765,0.023538371548056602,0.07432962208986282,-0.10145189613103867,0.05186492204666138,0.023724932223558426,0.041273195296525955,-0.0041730040684342384,0.06304971128702164,-0.025032708421349525,-0.01845560036599636,0.018684765323996544
of,0.33290785551071167,0.2977932393550873,0.23023100197315216,0.25754475593566895,0.5696388483047485,0.16787530481815338,0.4422316551208496,0.2715161442756653,0.733189046382904,0.22141948342323303,0.3122171461582184,0.1451684534549713,0.22938047349452972,0.1826142966747284
the,0.42745697498321533,0.24399729073047638,0.22017472982406616,0.2911088168621063,0.6662389636039734,0.2516939043998718,0.46885523200035095,0.29280903935432434,1.0,0.22108957171440125,0.27766263484954834,0.17705115675926208,0.3275100290775299,0.22068053483963013
forbes,0.11085224151611328,0.21515882015228271,0.14584627747535706,0.2803563177585602,0.2087683081626892,0.25621721148490906,0.2761761546134949,0.19126515090465546,0.22108957171440125,1.0000001192092896,0.45115312933921814,0.11917620152235031,0.18753477931022644,0.1712266504764557
richest,0.15347081422805786,0.19727864861488342,0.1531788557767868,0.17348366975784302,0.2720588445663452,0.158529594540596,0.3305136263370514,0.08685224503278732,0.27766263484954834,0.45115312933921814,1.0,0.03967668116092682,0.2053712159395218,0.15691500902175903
400,0.19401682913303375,0.02457873336970806,0.11249956488609314,0.01999077945947647,0.1977328509092331,0.15920792520046234,0.231156587600708,0.032245803624391556,0.17705115675926208,0.11917620152235031,0.03967668116092682,1.0,0.026167768985033035,0.14271585643291473
americans,0.2497653216123581,0.17652985453605652,0.11742448806762695,0.2299736589193344,0.24953381717205048,0.21034622192382812,0.1866443008184433,0.2137576937675476,0.3275100290775299,0.18753477931022644,0.2053712159395218,0.026167768985033035,1.0,0.19417695701122284
``,0.008517155423760414,-0.13274848461151123,-0.08193813264369965,0.028370235115289688,0.04765888676047325,0.0468718446791172,0.1563650369644165,-0.06146683171391487,0.029072100296616554,-0.06194201111793518,0.030559908598661423,-0.10072708129882812,0.00415491359308362,0.0685480609536171
grew,0.11968503892421722,0.1428823620080948,0.17207074165344238,0.12020637094974518,0.2749199867248535,0.19036170840263367,0.28861477971076965,0.07399578392505646,0.226883202791214,0.22024866938591003,0.28797242045402527,0.09777183830738068,0.2422735095024109,0.05505307391285896
up,0.28591108322143555,0.09551126509904861,0.04966786876320839,0.22043907642364502,0.3120773434638977,0.18870128691196442,0.23487414419651031,0.2004762887954712,0.38423117995262146,0.18503159284591675,0.21923236548900604,0.13767556846141815,0.21202625334262848,0.1819818764925003
in,0.30808621644973755,0.2517135441303253,0.26697060465812683,0.2707597017288208,1.0,0.25402772426605225,0.3800647258758545,0.2634240984916687,0.6662389636039734,0.2087683081626892,0.2720588445663452,0.1977328509092331,0.24953381717205048,0.20430970191955566
substantial,0.33448854088783264,0.166748508810997,0.2170083373785019,0.3084108829498291,0.248609721660614,0.19744494557380676,0.20812161266803741,0.44103288650512695,0.32639044523239136,0.1553381085395813,0.18809302151203156,0.04528072848916054,0.20359273254871368,0.25194647908210754
privilege,0.29359346628189087,0.04536207392811775,0.044381774961948395,0.15772540867328644,0.15304477512836456,0.1823650449514389,0.2241554856300354,0.31770509481430054,0.22783038020133972,0.18834643065929413,0.1641572117805481,0.13580982387065887,0.24347588419914246,0.2573690712451935
'',0.08143015950918198,0.03744862228631973,0.013779557310044765,0.023538371548056602,0.07432962208986282,-0.10145189613103867,0.05186492204666138,0.023724932223558426,0.041273195296525955,-0.0041730040684342384,0.06304971128702164,-0.025032708421349525,-0.01845560036599636,0.018684765323996544
.,0.3567904531955719,0.21288537979125977,0.23857341706752777,0.28905197978019714,0.5591574311256409,0.34760621190071106,0.37805238366127014,0.27343305945396423,0.5934505462646484,0.26415112614631653,0.25926893949508667,0.1989181786775589,0.2883085310459137,0.4130953550338745
,what,institute,published,findings,in,september,2012,regarding,the,forbes,richest,400,americans,?
according,0.2776208221912384,0.2403002232313156,0.22962026298046112,0.2903149724006653,0.29259276390075684,0.21421092748641968,0.2674421966075897,0.3785082995891571,0.3202974498271942,0.299521803855896,0.27411696314811707,0.04457101225852966,0.19246500730514526,0.21173474192619324
to,0.455847829580307,0.18375186622142792,0.12403073906898499,0.30011293292045593,0.45010748505592346,0.22485187649726868,0.32762008905410767,0.29117533564567566,0.535392165184021,0.19530744850635529,0.17104682326316833,0.0779322162270546,0.30128014087677,0.29463258385658264
