,when,was,this,committee,by,seaman,established,?
seamans,0.1967916488647461,0.2059934288263321,0.22823208570480347,0.13263414800167084,0.1846989542245865,0.8644747734069824,0.06521701067686081,0.15091076493263245
',0.2558356821537018,0.33675912022590637,0.4329338073730469,0.19803671538829803,0.2610379159450531,0.190947487950325,0.26741066575050354,0.330942302942276
establishment,0.2026376724243164,0.25249096751213074,0.24523486196994781,0.2688809633255005,0.18964755535125732,0.0791943371295929,0.6873134970664978,0.1661023646593094
of,0.3757161796092987,0.4069072902202606,0.45148900151252747,0.2920650243759155,0.3646814823150635,0.19348077476024628,0.2735237777233124,0.1826142966747284
an,0.33026179671287537,0.3694365322589874,0.41881775856018066,0.16761980950832367,0.2719563841819763,0.24050086736679077,0.1547301560640335,0.19793890416622162
ad-hoc,0.21229654550552368,0.07568023353815079,0.27488818764686584,0.26531222462654114,0.17080140113830566,0.11184839904308319,0.06411389261484146,0.2784298360347748
committee,0.1912611424922943,0.25449851155281067,0.17773574590682983,1.0,0.18816545605659485,0.16862988471984863,0.2293817102909088,0.12144632637500763
headed,0.21031363308429718,0.23560331761837006,0.15511226654052734,0.20929211378097534,0.25338810682296753,0.08463076502084732,0.2622109055519104,0.1387181431055069
by,0.4376842677593231,0.4752357602119446,0.38438332080841064,0.18816545605659485,1.0000001192092896,0.14408929646015167,0.21138796210289001,0.17966607213020325
his,0.37120407819747925,0.4405253231525421,0.3549620509147644,0.1817333698272705,0.3107621967792511,0.2614203691482544,0.18046686053276062,0.18075084686279297
special,0.2383107990026474,0.1585642695426941,0.3379964530467987,0.20615798234939575,0.2578898072242737,0.18686968088150024,0.1105196550488472,0.29623302817344666
technical,0.17869530618190765,0.15379370748996735,0.290319561958313,0.24573738873004913,0.1823938935995102,0.22264894843101501,0.13122092187404633,0.1962660700082779
assistant,0.1956077516078949,0.2206253707408905,0.11621326953172684,0.23697127401828766,0.17069260776042938,0.23708593845367432,0.15250827372074127,0.08149340003728867
nicholas,0.1807752549648285,0.2999419569969177,0.11520963162183762,0.11812631040811539,0.2331184446811676,0.22174783051013947,0.12516173720359802,0.17208030819892883
e.,0.03003227524459362,0.04124482721090317,0.04401832073926926,-0.03665868192911148,0.03714229539036751,-0.012399236671626568,0.054696645587682724,0.04848470166325569
golovin,0.2598544657230377,0.24650949239730835,0.2043428122997284,0.17580728232860565,0.20845849812030792,0.1593734174966812,0.07883203774690628,0.27774158120155334
in,0.4431333839893341,0.45514053106307983,0.45205554366111755,0.2107008546590805,0.370934396982193,0.2014540284872055,0.3118882477283478,0.20430970191955566
july,0.24211758375167847,0.40724116563796997,0.2439165860414505,0.18255048990249634,0.16927224397659302,0.19492265582084656,0.17987826466560364,0.2897891402244568
1961,0.1012396439909935,0.09389110654592514,0.0610705241560936,0.051973067224025726,0.09517981112003326,-0.15582787990570068,0.04895463213324547,0.009729373268783092
",",0.36674630641937256,0.45456063747406006,0.4316047728061676,0.20982497930526733,0.3680937886238098,0.23666124045848846,0.22739723324775696,0.31091248989105225
to,0.5423505902290344,0.3636345863342285,0.5759071707725525,0.24979650974273682,0.33534231781959534,0.16338634490966797,0.15850777924060822,0.29463258385658264
recommend,0.28207191824913025,0.15832670032978058,0.3663546144962311,0.2642325758934021,0.21968042850494385,0.17996430397033691,0.19996961951255798,0.3685612082481384
a,0.44397395849227905,0.4508470594882965,0.5422310829162598,0.1903151571750641,0.32094135880470276,0.1993575543165207,0.23500119149684906,0.23916715383529663
launch,0.21188455820083618,0.22367219626903534,0.28155717253685,0.14637216925621033,0.1562509536743164,0.15800192952156067,0.21322891116142273,0.22009649872779846
vehicle,0.22462770342826843,0.18102683126926422,0.2185939997434616,0.18042780458927155,0.18302859365940094,0.2870524525642395,0.11356053501367569,0.16397647559642792
to,0.5423505902290344,0.3636345863342285,0.5759071707725525,0.24979650974273682,0.33534231781959534,0.16338634490966797,0.15850777924060822,0.29463258385658264
be,0.4451393485069275,0.42228707671165466,0.566177248954773,0.17965561151504517,0.43158695101737976,0.16840049624443054,0.11399583518505096,0.3324260413646698
used,0.3272556662559509,0.23679393529891968,0.3996967375278473,0.17781762778759003,0.27705541253089905,0.16048352420330048,0.18702277541160583,0.22430120408535004
in,0.4431333839893341,0.45514053106307983,0.45205554366111755,0.2107008546590805,0.370934396982193,0.2014540284872055,0.3118882477283478,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,0.6274310946464539,0.24322165548801422,0.4408751428127289,0.24083149433135986,0.33092597126960754,0.22068053483963013
apollo,0.20691178739070892,0.2306441366672516,0.1840856671333313,0.07521950453519821,0.1803566962480545,0.1766129583120346,0.08824821561574936,0.191528782248497
program,0.2301054745912552,0.1849333792924881,0.24903999269008636,0.21612441539764404,0.19954828917980194,0.20084376633167267,0.16274482011795044,0.1440187245607376
",",0.36674630641937256,0.45456063747406006,0.4316047728061676,0.20982497930526733,0.3680937886238098,0.23666124045848846,0.22739723324775696,0.31091248989105225
represented,0.17774929106235504,0.28321829438209534,0.17991112172603607,0.23432333767414093,0.23673410713672638,0.169035404920578,0.19436773657798767,0.11276352405548096
a,0.44397395849227905,0.4508470594882965,0.5422310829162598,0.1903151571750641,0.32094135880470276,0.1993575543165207,0.23500119149684906,0.23916715383529663
turning,0.3669416904449463,0.19385327398777008,0.3598117530345917,0.0640723779797554,0.23226891458034515,0.1107727661728859,0.09532704949378967,0.1670563519001007
point,0.2634613811969757,0.17757032811641693,0.33995872735977173,0.12767770886421204,0.16723552346229553,0.1626465767621994,0.16421166062355042,0.19189560413360596
in,0.4431333839893341,0.45514053106307983,0.45205554366111755,0.2107008546590805,0.370934396982193,0.2014540284872055,0.3118882477283478,0.20430970191955566
nasa,0.1527581512928009,0.19417528808116913,0.23177671432495117,0.19271156191825867,0.19248856604099274,0.19854483008384705,0.09566091001033783,0.1809994876384735
's,-0.03368149697780609,0.008974763564765453,0.02106832154095173,0.04900093004107475,-0.010884488001465797,0.04405951872467995,-0.05163693428039551,-0.023395681753754616
mission,0.16602827608585358,0.20951420068740845,0.19341635704040527,0.21945661306381226,0.18301942944526672,0.21416038274765015,0.29688605666160583,0.19506393373012543
mode,0.21603362262248993,0.09855202585458755,0.19412969052791595,0.06887936592102051,0.10417608171701431,0.13196340203285217,-0.024187833070755005,0.29990461468696594
decision,0.2485322803258896,0.25498270988464355,0.34536606073379517,0.30345335602760315,0.28215938806533813,0.16452978551387787,0.18002347648143768,0.2796577215194702
.,0.475719153881073,0.40146201848983765,0.500583827495575,0.18011361360549927,0.3936232924461365,0.2635311186313629,0.23771190643310547,0.4130953550338745
