,how,old,was,toghun,temur,when,he,became,emperor,?
after,0.23871733248233795,0.2722609341144562,0.49306565523147583,0.16416199505329132,0.22335144877433777,0.5331412553787231,0.3936046361923218,0.35676637291908264,0.20954112708568573,0.16608688235282898
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.270424485206604,0.2950887978076935,0.5091903209686279,0.4571082592010498,0.36325156688690186,0.2871226370334625,0.22068053483963013
death,0.19782234728336334,0.19877919554710388,0.28516459465026855,0.1552698165178299,0.12405194342136383,0.21254116296768188,0.2806733548641205,0.2599899172782898,0.21480946242809296,0.21149799227714539
of,0.2480744868516922,0.30522194504737854,0.4069072902202606,0.2873504161834717,0.2597799301147461,0.3757161796092987,0.38706058263778687,0.3638904094696045,0.2615426778793335,0.1826142966747284
tugh,0.2374228686094284,0.19161628186702728,0.2578143775463104,0.4406002163887024,0.2936148941516876,0.2573229670524597,0.3185633420944214,0.27016741037368774,0.2619072198867798,0.2607990801334381
temür,0.24690347909927368,0.2550675868988037,0.3291587233543396,0.39955708384513855,0.6543241739273071,0.28122594952583313,0.37570610642433167,0.265487939119339,0.2638644278049469,0.17946790158748627
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.2642333507537842,0.17947465181350708,0.4431333839893341,0.41690486669540405,0.31047213077545166,0.21183210611343384,0.20430970191955566
1332,0.13486716151237488,0.12494197487831116,0.21476563811302185,0.05165191739797592,0.17988228797912598,0.16464835405349731,0.15163648128509521,0.15419743955135345,0.14687961339950562,0.11227733641862869
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.22120755910873413,0.24190698564052582,0.4716290831565857,0.45427167415618896,0.31226563453674316,0.18361839652061462,0.20544172823429108
subsequent,0.2477182298898697,0.1146533340215683,0.20916680991649628,0.21060416102409363,0.21959500014781952,0.20265498757362366,0.20806249976158142,0.1453617662191391,0.1549224853515625,0.13111010193824768
death,0.19782234728336334,0.19877919554710388,0.28516459465026855,0.1552698165178299,0.12405194342136383,0.21254116296768188,0.2806733548641205,0.2599899172782898,0.21480946242809296,0.21149799227714539
of,0.2480744868516922,0.30522194504737854,0.4069072902202606,0.2873504161834717,0.2597799301147461,0.3757161796092987,0.38706058263778687,0.3638904094696045,0.2615426778793335,0.1826142966747284
rinchinbal,0.2818441689014435,0.2594727575778961,0.24017401039600372,0.41516369581222534,0.43441128730773926,0.22670431435108185,0.27086886763572693,0.17299890518188477,0.2776246964931488,0.29905715584754944
(,0.1676948219537735,0.2107291966676712,0.2980341613292694,0.23982663452625275,0.2593231797218323,0.2459595799446106,0.21137313544750214,0.15322089195251465,0.21068136394023895,0.40561532974243164
emperor,0.1337691843509674,0.13908547163009644,0.2147601991891861,0.30412057042121887,0.37377452850341797,0.18443609774112701,0.2295811027288437,0.13269418478012085,0.9999998807907104,0.19661661982536316
ningzong,0.18233290314674377,0.22963473200798035,0.303575724363327,0.5821026563644409,0.4983862340450287,0.26383548974990845,0.28637659549713135,0.24901583790779114,0.5436159372329712,0.2255663275718689
),0.17939934134483337,0.217467799782753,0.3267642855644226,0.24103815853595734,0.26544782519340515,0.2538422644138336,0.24215729534626007,0.19107717275619507,0.20842525362968445,0.42300865054130554
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.270424485206604,0.2950887978076935,0.5091903209686279,0.4571082592010498,0.36325156688690186,0.2871226370334625,0.22068053483963013
same,0.28913575410842896,0.2594296336174011,0.27172183990478516,0.18556079268455505,0.13743877410888672,0.37020012736320496,0.22371946275234222,0.18364201486110687,0.18116159737110138,0.22649677097797394
year,0.19631797075271606,0.3157127797603607,0.3209837079048157,0.1962355524301529,0.16868995130062103,0.3014719784259796,0.2827935814857483,0.28121209144592285,0.21337616443634033,0.18315006792545319
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.29529309272766113,0.24545347690582275,0.36674630641937256,0.40251094102859497,0.2798398435115814,0.20295536518096924,0.31091248989105225
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.270424485206604,0.2950887978076935,0.5091903209686279,0.4571082592010498,0.36325156688690186,0.2871226370334625,0.22068053483963013
13-year-old,0.23638023436069489,0.3333681523799896,0.274393230676651,0.3202939033508301,0.22534646093845367,0.24152244627475739,0.258232057094574,0.2553180754184723,0.3373008966445923,0.4002852141857147
toghun,0.14359700679779053,0.18275687098503113,0.16988223791122437,0.9999998807907104,0.46132710576057434,0.1324557214975357,0.17581364512443542,0.21247199177742004,0.30412057042121887,0.1859661489725113
temür,0.24690347909927368,0.2550675868988037,0.3291587233543396,0.39955708384513855,0.6543241739273071,0.28122594952583313,0.37570610642433167,0.265487939119339,0.2638644278049469,0.17946790158748627
(,0.1676948219537735,0.2107291966676712,0.2980341613292694,0.23982663452625275,0.2593231797218323,0.2459595799446106,0.21137313544750214,0.15322089195251465,0.21068136394023895,0.40561532974243164
emperor,0.1337691843509674,0.13908547163009644,0.2147601991891861,0.30412057042121887,0.37377452850341797,0.18443609774112701,0.2295811027288437,0.13269418478012085,0.9999998807907104,0.19661661982536316
huizong,0.2134413868188858,0.20660503208637238,0.2758188843727112,0.5226269364356995,0.39977407455444336,0.2967430651187897,0.3092506229877472,0.208628848195076,0.5771478414535522,0.2626197636127472
),0.17939934134483337,0.217467799782753,0.3267642855644226,0.24103815853595734,0.26544782519340515,0.2538422644138336,0.24215729534626007,0.19107717275619507,0.20842525362968445,0.42300865054130554
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.29529309272766113,0.24545347690582275,0.36674630641937256,0.40251094102859497,0.2798398435115814,0.20295536518096924,0.31091248989105225
