,which,genus,lack,tentacles,and,sheaths,?
in,0.4840516746044159,0.14933288097381592,0.18643079698085785,0.12050669640302658,0.4954058527946472,0.2057407647371292,0.20430970191955566
the,0.6521818041801453,0.17396312952041626,0.2674623131752014,0.24109509587287903,0.5171257257461548,0.2693948447704315,0.22068053483963013
genus,0.23049888014793396,0.9999998807907104,0.18867625296115875,0.36110320687294006,0.1453694999217987,0.2661299705505371,0.1421816647052765
beroe,0.2473602592945099,0.3087311387062073,0.0781378224492073,0.2224379926919937,0.2627253532409668,0.26561692357063293,0.1766621172428131
the,0.6521818041801453,0.17396312952041626,0.2674623131752014,0.24109509587287903,0.5171257257461548,0.2693948447704315,0.22068053483963013
juveniles,0.2906670868396759,0.32354870438575745,0.30093759298324585,0.30419886112213135,0.27985578775405884,0.27212244272232056,0.20202435553073883
",",0.3658004403114319,0.1849420666694641,0.27166152000427246,0.2031479775905609,0.6633074283599854,0.2507517337799072,0.31091248989105225
like,0.48410770297050476,0.21247859299182892,0.324754536151886,0.2728797495365143,0.46997135877609253,0.26960328221321106,0.3268813192844391
the,0.6521818041801453,0.17396312952041626,0.2674623131752014,0.24109509587287903,0.5171257257461548,0.2693948447704315,0.22068053483963013
adults,0.2534089982509613,0.21327827870845795,0.2840540111064911,0.3441857695579529,0.2903856337070465,0.21037009358406067,0.22581297159194946
",",0.3658004403114319,0.1849420666694641,0.27166152000427246,0.2031479775905609,0.6633074283599854,0.2507517337799072,0.31091248989105225
lack,0.3622901141643524,0.18867625296115875,0.9999998807907104,0.2655338644981384,0.29595619440078735,0.2839219272136688,0.16953514516353607
tentacles,0.3532736003398895,0.36110320687294006,0.2655338644981384,0.9999999403953552,0.24069741368293762,0.3916676640510559,0.15145425498485565
and,0.506277859210968,0.1453694999217987,0.29595619440078735,0.24069741368293762,1.0,0.2630910873413086,0.20544172823429108
tentacle,0.3879106938838959,0.3357991576194763,0.2566998600959778,0.9210126399993896,0.22313043475151062,0.3422621488571167,0.15486949682235718
sheaths,0.39457282423973083,0.2661299705505371,0.2839219272136688,0.3916676640510559,0.2630910873413086,0.9999998807907104,0.0896209254860878
.,0.45942068099975586,0.18282905220985413,0.21505410969257355,0.23579104244709015,0.588965117931366,0.23808176815509796,0.4130953550338745
