,how,much,damage,does,breathing,oxygen,in,space,conditions,cause,?
breathing,0.2678857445716858,0.34920525550842285,0.3011592924594879,0.24275265634059906,1.0,0.5621939897537231,0.16646145284175873,0.21788223087787628,0.31959453225135803,0.36338603496551514,0.20811115205287933
pure,0.18379703164100647,0.2690959870815277,0.09116283804178238,0.27201005816459656,0.2630224823951721,0.3194023668766022,0.18685252964496613,0.23070773482322693,0.19060193002223969,0.1783585399389267,0.06826777756214142
o,0.1453389823436737,0.11613502353429794,0.0878986045718193,0.1532406359910965,0.15898755192756653,0.2476140707731247,0.17052006721496582,0.09991100430488586,0.07410658150911331,0.09615258127450943,0.23868927359580994
2,-0.02554285153746605,-0.1400752067565918,-0.014749756082892418,-0.06106966361403465,0.05700775235891342,0.04063820466399193,0.01447046548128128,-0.05579118803143501,0.0030062817968428135,0.046277742832899094,0.001977203879505396
in,0.2601168751716614,0.2725222110748291,0.21804088354110718,0.214483380317688,0.16646145284175873,0.1672476977109909,1.0,0.17648501694202423,0.2580132484436035,0.24822883307933807,0.20430970191955566
space,0.1899009644985199,0.22150516510009766,0.19394318759441376,0.1845475137233734,0.21788223087787628,0.25929561257362366,0.17648501694202423,1.0000001192092896,0.11391065269708633,0.16475984454154968,0.1885536164045334
applications,0.26299619674682617,0.2090873122215271,0.17234401404857635,0.28049442172050476,0.2540510296821594,0.24149829149246216,0.2334391176700592,0.27071332931518555,0.34953927993774414,0.24346593022346497,0.19125857949256897
",",0.22659391164779663,0.36182254552841187,0.27360406517982483,0.28617382049560547,0.2195068597793579,0.21812842786312103,0.5201468467712402,0.2285580337047577,0.17239321768283844,0.2546827793121338,0.31091248989105225
such,0.307365357875824,0.36736616492271423,0.20626714825630188,0.2787191867828369,0.26113927364349365,0.23563316464424133,0.2704046070575714,0.14706631004810333,0.3232220411300659,0.27554231882095337,0.17851735651493073
as,0.33782753348350525,0.36514025926589966,0.18210068345069885,0.31202155351638794,0.15514549612998962,0.16691245138645172,0.3887844979763031,0.1954064816236496,0.23607788980007172,0.22159208357334137,0.27043893933296204
in,0.2601168751716614,0.2725222110748291,0.21804088354110718,0.214483380317688,0.16646145284175873,0.1672476977109909,1.0,0.17648501694202423,0.2580132484436035,0.24822883307933807,0.20430970191955566
some,0.4180530905723572,0.498896986246109,0.26361343264579773,0.39611563086509705,0.3054865300655365,0.23425762355327606,0.4010399878025055,0.157902792096138,0.3181972801685333,0.36354589462280273,0.2562315762042999
modern,0.15316444635391235,0.2588532567024231,0.10779497027397156,0.20442184805870056,0.08524690568447113,0.1480504274368286,0.29808807373046875,0.15957890450954437,0.1359425187110901,0.049956243485212326,0.12475407868623734
space,0.1899009644985199,0.22150516510009766,0.19394318759441376,0.1845475137233734,0.21788223087787628,0.25929561257362366,0.17648501694202423,1.0000001192092896,0.11391065269708633,0.16475984454154968,0.1885536164045334
suits,0.181116983294487,0.27453112602233887,0.22550322115421295,0.23398403823375702,0.2650686502456665,0.24044306576251984,0.1673949509859085,0.16642162203788757,0.271660178899765,0.1828150600194931,0.12951350212097168
",",0.22659391164779663,0.36182254552841187,0.27360406517982483,0.28617382049560547,0.2195068597793579,0.21812842786312103,0.5201468467712402,0.2285580337047577,0.17239321768283844,0.2546827793121338,0.31091248989105225
or,0.3378981947898865,0.313159704208374,0.2854667901992798,0.4248845875263214,0.29103219509124756,0.2669152021408081,0.3586423695087433,0.28110602498054504,0.36241093277931213,0.4080146849155426,0.32389625906944275
in,0.2601168751716614,0.2725222110748291,0.21804088354110718,0.214483380317688,0.16646145284175873,0.1672476977109909,1.0,0.17648501694202423,0.2580132484436035,0.24822883307933807,0.20430970191955566
early,0.2415190190076828,0.3483094871044159,0.17323589324951172,0.14057663083076477,0.199484720826149,0.16186754405498505,0.34672921895980835,0.09611685574054718,0.25175705552101135,0.16670967638492584,0.15272949635982513
spacecraft,0.22779840230941772,0.23687851428985596,0.20297177135944366,0.1343306452035904,0.3068906366825104,0.33789265155792236,0.19417698681354523,0.6220287084579468,0.19384309649467468,0.17029400169849396,0.17708687484264374
such,0.307365357875824,0.36736616492271423,0.20626714825630188,0.2787191867828369,0.26113927364349365,0.23563316464424133,0.2704046070575714,0.14706631004810333,0.3232220411300659,0.27554231882095337,0.17851735651493073
as,0.33782753348350525,0.36514025926589966,0.18210068345069885,0.31202155351638794,0.15514549612998962,0.16691245138645172,0.3887844979763031,0.1954064816236496,0.23607788980007172,0.22159208357334137,0.27043893933296204
apollo,0.13699254393577576,0.19292719662189484,0.11139687150716782,0.11931309103965759,0.2966403663158417,0.21209172904491425,0.1461767554283142,0.3076713979244232,0.09574396163225174,0.130637526512146,0.191528782248497
",",0.22659391164779663,0.36182254552841187,0.27360406517982483,0.28617382049560547,0.2195068597793579,0.21812842786312103,0.5201468467712402,0.2285580337047577,0.17239321768283844,0.2546827793121338,0.31091248989105225
causes,0.20016539096832275,0.253495991230011,0.3724367916584015,0.28676533699035645,0.342896431684494,0.26106759905815125,0.2674790024757385,0.09536989033222198,0.2614823579788208,0.6853874921798706,0.19991323351860046
no,0.2603875398635864,0.3037329912185669,0.24285118281841278,0.29778221249580383,0.21225744485855103,0.21197353303432465,0.24372287094593048,0.17581519484519958,0.22120840847492218,0.2623012065887451,0.32165053486824036
damage,0.24169136583805084,0.31233304738998413,1.0,0.20152024924755096,0.3011592924594879,0.2673439383506775,0.21804088354110718,0.19394318759441376,0.30878397822380066,0.5174788236618042,0.2121051400899887
due,0.19407185912132263,0.2505093812942505,0.2723099887371063,0.20878952741622925,0.20395705103874207,0.23325195908546448,0.2516716718673706,0.09593380987644196,0.24607224762439728,0.3990713655948639,0.10954997688531876
to,0.44169697165489197,0.40610215067863464,0.23714354634284973,0.4391997456550598,0.2888062000274658,0.24193501472473145,0.45010748505592346,0.22712917625904083,0.2756218910217285,0.3172815442085266,0.29463258385658264
the,0.33890387415885925,0.35023224353790283,0.2545957863330841,0.35928019881248474,0.21453244984149933,0.20428593456745148,0.6662389636039734,0.24495907127857208,0.2622014284133911,0.2551237642765045,0.22068053483963013
low,0.24991987645626068,0.3446047902107239,0.22525949776172638,0.22342078387737274,0.3081015944480896,0.25884735584259033,0.21458278596401215,0.18392392992973328,0.25322794914245605,0.24107719957828522,0.10658930987119675
total,0.22199897468090057,0.26354777812957764,0.3072342276573181,0.17424942553043365,0.11126524209976196,0.19989705085754395,0.27667245268821716,0.1903727948665619,0.17780815064907074,0.19786235690116882,0.14396025240421295
pressures,0.2623712122440338,0.3256780505180359,0.24701686203479767,0.26805350184440613,0.37220755219459534,0.3483974039554596,0.17277829349040985,0.19509921967983246,0.4161626100540161,0.27511197328567505,0.12055351585149765
used,0.34819337725639343,0.3209210932254791,0.24747617542743683,0.3498048484325409,0.23636169731616974,0.21276918053627014,0.3090210556983948,0.18470054864883423,0.24783556163311005,0.3019976019859314,0.22430120408535004
.,0.3287222981452942,0.3374604284763336,0.2985546886920929,0.3022993505001068,0.26123711466789246,0.2554275095462799,0.5591574311256409,0.2385488897562027,0.17719176411628723,0.267557293176651,0.4130953550338745
