,who,was,the,creator,of,nypd,blue,?
september,0.21365830302238464,0.4425655007362366,0.2516939043998718,0.2463149130344391,0.16787530481815338,0.2114240527153015,0.13668760657310486,0.2665146589279175
1994,0.19574828445911407,0.1360125094652176,-0.03378653898835182,0.0071855890564620495,-0.07057395577430725,-0.05309785529971123,-0.12467345595359802,0.12888094782829285
saw,0.3193628191947937,0.42132335901260376,0.318278044462204,0.15483999252319336,0.28204935789108276,0.13879330456256866,0.19888614118099213,0.14690998196601868
the,0.3733934462070465,0.48711544275283813,1.0,0.20919115841388702,0.733189046382904,0.2773469090461731,0.2734997570514679,0.22068053483963013
debut,0.09844397008419037,0.2954440414905548,0.2226441204547882,0.11114798486232758,0.12960465252399445,0.17288213968276978,0.18382567167282104,0.10726679861545563
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.1888532191514969,1.0,0.24223239719867706,0.23528409004211426,0.1826142966747284
nypd,0.21673806011676788,0.17526713013648987,0.2773469090461731,0.1920182704925537,0.24223239719867706,0.9999998807907104,0.39410024881362915,0.24937035143375397
blue,0.1325749307870865,0.15539668500423431,0.2734997570514679,0.19160431623458862,0.23528409004211426,0.39410024881362915,1.0000001192092896,0.15668673813343048
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2825612425804138,0.4946078956127167,0.29324811697006226,0.23822021484375,0.31091248989105225
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.24955110251903534,0.5052502155303955,0.21789465844631195,0.26627033948898315,0.23916715383529663
gritty,0.13864098489284515,0.14444130659103394,0.21098695695400238,0.14624539017677307,0.18382027745246887,0.33182191848754883,0.2858186960220337,0.18115630745887756
police,0.24648535251617432,0.2523312270641327,0.2206914722919464,0.12199687957763672,0.19770009815692902,0.5216435194015503,0.13308317959308624,0.1765819936990738
procedural,0.2759069502353668,0.1799820065498352,0.26202109456062317,0.2198657989501953,0.2197355329990387,0.3189014494419098,0.09847670048475266,0.2812325656414032
from,0.27839982509613037,0.31171464920043945,0.40150508284568787,0.12942446768283844,0.4249346852302551,0.18856044113636017,0.15666526556015015,0.19969791173934937
steven,0.22480571269989014,0.2666833996772766,0.21446210145950317,0.26104727387428284,0.20107577741146088,0.26498621702194214,0.179308220744133,0.10277901589870453
bochco,0.18442386388778687,0.32254019379615784,0.3141820430755615,0.13771428167819977,0.2515159249305725,0.27263742685317993,0.16138002276420593,0.1939363181591034
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.28652894496917725,0.35032153129577637,0.21178418397903442,0.25301891565322876,0.40561532974243164
who,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.25051745772361755,0.2827862501144409,0.21673806011676788,0.1325749307870865,0.26220351457595825
created,0.25695955753326416,0.3592788577079773,0.3539263904094696,0.5728592276573181,0.32043445110321045,0.2390867918729782,0.16599316895008087,0.21177415549755096
doogie,0.16633589565753937,0.21203212440013885,0.19254866242408752,0.19008472561836243,0.14795415103435516,0.38442930579185486,0.26640671491622925,0.2597062289714813
howser,0.2099226713180542,0.2455800622701645,0.213891863822937,0.31530526280403137,0.1447049379348755,0.3156653046607971,0.17527525126934052,0.2864007353782654
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2825612425804138,0.4946078956127167,0.29324811697006226,0.23822021484375,0.31091248989105225
m.d,-0.01785287633538246,0.12250862270593643,-0.04324948042631149,-0.13497012853622437,0.01315299328416586,-0.25195062160491943,-0.13704079389572144,-0.1597365438938141
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2559517025947571,0.5352458953857422,0.30538663268089294,0.2285863310098648,0.4130953550338745
