,which,single,did,beyoncé,and,coldplay,collaborate,on,?
on,0.4245251417160034,0.28480544686317444,0.2670976221561432,0.2736927270889282,0.4077630043029785,0.328664094209671,0.30426880717277527,0.9999999403953552,0.2714994251728058
january,0.1371559500694275,0.08942655473947525,0.23508968949317932,0.18084724247455597,0.24588775634765625,0.1838347464799881,0.2913837432861328,0.3576357066631317,0.28608936071395874
7,-0.21589960157871246,-0.10965019464492798,-0.147744283080101,-0.09410170465707779,-0.012642918154597282,-0.20110511779785156,-0.17458951473236084,-0.10819486528635025,-0.15092156827449799
",",0.3658004403114319,0.21322597563266754,0.3015086054801941,0.2718474268913269,0.6633074283599854,0.27876466512680054,0.3157489001750946,0.49057599902153015,0.31091248989105225
2016,0.14482253789901733,-0.0606730654835701,0.1935887485742569,-0.058302827179431915,-0.004591997247189283,-0.025646686553955078,-0.05377885326743126,-0.03417709469795227,-0.12147852033376694
",",0.3658004403114319,0.21322597563266754,0.3015086054801941,0.2718474268913269,0.6633074283599854,0.27876466512680054,0.3157489001750946,0.49057599902153015,0.31091248989105225
pepsi,0.216170996427536,0.23051875829696655,0.15350653231143951,0.2724451720714569,0.13560044765472412,0.278208464384079,0.09559834748506546,0.1770431101322174,0.09204287827014923
confirmed,0.21503883600234985,0.200642392039299,0.23830153048038483,0.16656257212162018,0.20325973629951477,0.20357553660869598,0.17999142408370972,0.2786523103713989,0.20580808818340302
to,0.5345056653022766,0.2593121826648712,0.4452643394470215,0.1861352026462555,0.48971283435821533,0.3219316899776459,0.24352769553661346,0.41031414270401,0.29463258385658264
the,0.6521818041801453,0.29338565468788147,0.34736719727516174,0.2099055051803589,0.5171257257461548,0.2809646725654602,0.16017888486385345,0.5107308030128479,0.22068053483963013
associated,0.3083685338497162,0.1619964987039566,0.1503729224205017,0.1391141265630722,0.30157923698425293,0.20813310146331787,0.20768147706985474,0.17161807417869568,0.1453326791524887
press,0.17202308773994446,0.08718863129615784,0.17585355043411255,0.1393391489982605,0.21916458010673523,0.2511794865131378,0.21347573399543762,0.21994465589523315,0.14048311114311218
that,0.6894589066505432,0.2703927755355835,0.47518548369407654,0.1907527595758438,0.4731321930885315,0.25482890009880066,0.2586032748222351,0.42569106817245483,0.32716336846351624
beyoncé,0.17179223895072937,0.4442112445831299,0.18132297694683075,1.0,0.2252984493970871,0.5033506155014038,0.31586939096450806,0.2736927270889282,0.25188755989074707
",",0.3658004403114319,0.21322597563266754,0.3015086054801941,0.2718474268913269,0.6633074283599854,0.27876466512680054,0.3157489001750946,0.49057599902153015,0.31091248989105225
who,0.3688730001449585,0.15813320875167847,0.34038686752319336,0.23366473615169525,0.41279885172843933,0.21639695763587952,0.21809713542461395,0.2340552806854248,0.26220351457595825
headlined,0.23312006890773773,0.22630378603935242,0.2925143241882324,0.37132003903388977,0.22864364087581635,0.3842167556285858,0.2738727331161499,0.32002466917037964,0.26601076126098633
the,0.6521818041801453,0.29338565468788147,0.34736719727516174,0.2099055051803589,0.5171257257461548,0.2809646725654602,0.16017888486385345,0.5107308030128479,0.22068053483963013
super,0.25759580731391907,0.22201479971408844,0.16038043797016144,0.24138446152210236,0.18368244171142578,0.1792786419391632,0.1094716489315033,0.1569211632013321,0.166326642036438
bowl,0.23468568921089172,0.15296460688114166,0.18569406867027283,0.12174837291240692,0.1698254644870758,0.2318706214427948,0.06388271600008011,0.1334993690252304,0.21118052303791046
xlvii,0.2609062194824219,0.17806629836559296,0.22147855162620544,0.1944548487663269,0.1989569365978241,0.2444736659526825,0.11223272979259491,0.1790473908185959,0.19350703060626984
halftime,0.27708420157432556,0.324224591255188,0.25294193625450134,0.4306446313858032,0.34601953625679016,0.5025559067726135,0.2627854347229004,0.3158947825431824,0.21138669550418854
show,0.32096749544143677,0.24212293326854706,0.1697595715522766,0.2562267482280731,0.3455478549003601,0.28030601143836975,0.231691375374794,0.3708709180355072,0.2520138621330261
and,0.506277859210968,0.21896247565746307,0.34479495882987976,0.2252984493970871,1.0,0.25966835021972656,0.3159010112285614,0.4077630043029785,0.20544172823429108
collaborated,0.16781020164489746,0.175639346241951,0.19728268682956696,0.30063509941101074,0.2934834361076355,0.38578665256500244,0.8994319438934326,0.2856511175632477,0.17153695225715637
with,0.46403205394744873,0.24549491703510284,0.25472134351730347,0.20463798940181732,0.5477725267410278,0.2788647711277008,0.31137320399284363,0.40749499201774597,0.2433311939239502
coldplay,0.266986221075058,0.39245250821113586,0.2094622254371643,0.5033506155014038,0.25966835021972656,0.9999998807907104,0.40550458431243896,0.328664094209671,0.2499987930059433
on,0.4245251417160034,0.28480544686317444,0.2670976221561432,0.2736927270889282,0.4077630043029785,0.328664094209671,0.30426880717277527,0.9999999403953552,0.2714994251728058
the,0.6521818041801453,0.29338565468788147,0.34736719727516174,0.2099055051803589,0.5171257257461548,0.2809646725654602,0.16017888486385345,0.5107308030128479,0.22068053483963013
single,0.34546270966529846,0.9999998807907104,0.18021610379219055,0.4442112445831299,0.21896247565746307,0.39245250821113586,0.17179642617702484,0.28480544686317444,0.2151121199131012
``,0.05178012326359749,0.03589877486228943,-0.029888948425650597,-0.09872347861528397,0.036644238978624344,-0.043688900768756866,0.03309912979602814,-0.03274054825305939,0.0685480609536171
hymn,0.23427073657512665,0.1241140067577362,0.13866516947746277,0.2162579447031021,0.1816401183605194,0.20288200676441193,0.16487090289592743,0.15253622829914093,0.15131041407585144
for,0.44095608592033386,0.247688427567482,0.318512886762619,0.1585460603237152,0.5064792633056641,0.2923817038536072,0.2374127358198166,0.36199691891670227,0.264628142118454
the,0.6521818041801453,0.29338565468788147,0.34736719727516174,0.2099055051803589,0.5171257257461548,0.2809646725654602,0.16017888486385345,0.5107308030128479,0.22068053483963013
weekend,0.1872393637895584,0.14956359565258026,0.18369917571544647,0.22543977200984955,0.19469299912452698,0.3233741521835327,0.22582276165485382,0.31891369819641113,0.29261621832847595
'',-0.03332270681858063,0.05933864414691925,0.01978493109345436,-0.009797428734600544,0.021612688899040222,-0.0542275607585907,-0.02019296959042549,0.04238596186041832,0.018684765323996544
",",0.3658004403114319,0.21322597563266754,0.3015086054801941,0.2718474268913269,0.6633074283599854,0.27876466512680054,0.3157489001750946,0.49057599902153015,0.31091248989105225
would,0.3854503035545349,0.2524743378162384,0.6268245577812195,0.20711424946784973,0.34921059012413025,0.25914010405540466,0.26189395785331726,0.35589995980262756,0.37178951501846313
be,0.476310670375824,0.2603433430194855,0.22657383978366852,0.18968576192855835,0.41766801476478577,0.24400204420089722,0.2297331988811493,0.37900757789611816,0.3324260413646698
making,0.38859307765960693,0.2408839762210846,0.32095879316329956,0.23582889139652252,0.38677045702934265,0.18984241783618927,0.2117650806903839,0.3108430504798889,0.2539324164390564
an,0.3611921966075897,0.20847202837467194,0.22598257660865784,0.12051878869533539,0.2838519215583801,0.166375070810318,0.16510766744613647,0.3192969560623169,0.19793890416622162
appearance,0.27942386269569397,0.2914350628852844,0.21570497751235962,0.22029316425323486,0.2565235495567322,0.2352624088525772,0.21281763911247253,0.2527751624584198,0.17315366864204407
.,0.45942068099975586,0.2360001504421234,0.35288307070732117,0.23348042368888855,0.588965117931366,0.2623732089996338,0.2209598422050476,0.49257001280784607,0.4130953550338745
,which,single,did,beyoncé,and,coldplay,collaborate,on,?
bruno,0.12552030384540558,0.11153608560562134,0.12515291571617126,0.21792900562286377,0.22197243571281433,0.26815322041511536,0.2725919783115387,0.19046342372894287,0.1273501217365265
mars,0.1841440051794052,0.17396995425224304,0.12220901995897293,0.2558685541152954,0.24351778626441956,0.3150629997253418,0.2026377022266388,0.1807323396205902,0.1826961636543274
",",0.3658004403114319,0.21322597563266754,0.3015086054801941,0.2718474268913269,0.6633074283599854,0.27876466512680054,0.3157489001750946,0.49057599902153015,0.31091248989105225
who,0.3688730001449585,0.15813320875167847,0.34038686752319336,0.23366473615169525,0.41279885172843933,0.21639695763587952,0.21809713542461395,0.2340552806854248,0.26220351457595825
headlined,0.23312006890773773,0.22630378603935242,0.2925143241882324,0.37132003903388977,0.22864364087581635,0.3842167556285858,0.2738727331161499,0.32002466917037964,0.26601076126098633
the,0.6521818041801453,0.29338565468788147,0.34736719727516174,0.2099055051803589,0.5171257257461548,0.2809646725654602,0.16017888486385345,0.5107308030128479,0.22068053483963013
super,0.25759580731391907,0.22201479971408844,0.16038043797016144,0.24138446152210236,0.18368244171142578,0.1792786419391632,0.1094716489315033,0.1569211632013321,0.166326642036438
bowl,0.23468568921089172,0.15296460688114166,0.18569406867027283,0.12174837291240692,0.1698254644870758,0.2318706214427948,0.06388271600008011,0.1334993690252304,0.21118052303791046
xlviii,0.25636178255081177,0.169009730219841,0.20195414125919342,0.18658800423145294,0.1842089742422104,0.21241793036460876,0.07131095230579376,0.1522042453289032,0.18409758806228638
halftime,0.27708420157432556,0.324224591255188,0.25294193625450134,0.4306446313858032,0.34601953625679016,0.5025559067726135,0.2627854347229004,0.3158947825431824,0.21138669550418854
show,0.32096749544143677,0.24212293326854706,0.1697595715522766,0.2562267482280731,0.3455478549003601,0.28030601143836975,0.231691375374794,0.3708709180355072,0.2520138621330261
",",0.3658004403114319,0.21322597563266754,0.3015086054801941,0.2718474268913269,0.6633074283599854,0.27876466512680054,0.3157489001750946,0.49057599902153015,0.31091248989105225
and,0.506277859210968,0.21896247565746307,0.34479495882987976,0.2252984493970871,1.0,0.25966835021972656,0.3159010112285614,0.4077630043029785,0.20544172823429108
mark,0.1689654439687729,0.1333393007516861,0.10116355866193771,0.2295505404472351,0.21048615872859955,0.22062991559505463,0.10565367341041565,0.16977544128894806,0.11634156107902527
ronson,0.2114500254392624,0.25263848900794983,0.12272507697343826,0.4480569362640381,0.3400821089744568,0.44748979806900024,0.2549508512020111,0.24683484435081482,0.21791435778141022
also,0.6566565632820129,0.24681571125984192,0.39334940910339355,0.20497485995292664,0.5755972862243652,0.2613230049610138,0.21738500893115997,0.3762153089046478,0.21848613023757935
