,the,kuznets,curve,says,with,economic,development,",",inequality,will,decrease,after,what,?
studies,0.22738903760910034,0.19412080943584442,0.17848852276802063,0.15231716632843018,0.17316602170467377,0.3205581605434418,0.38890406489372253,0.26373082399368286,0.28749555349349976,0.15403982996940613,0.19398511946201324,0.16451141238212585,0.18772079050540924,0.1388726830482483
on,0.5107308030128479,0.223419651389122,0.19089771807193756,0.23053111135959625,0.40749499201774597,0.20757777988910675,0.23800693452358246,0.49057599902153015,0.16136983036994934,0.3240351676940918,0.19241824746131897,0.39330315589904785,0.34226128458976746,0.2714994251728058
income,0.23699946701526642,0.1684095859527588,0.18007220327854156,0.16607502102851868,0.19497792422771454,0.408316433429718,0.28954026103019714,0.19703416526317596,0.46967795491218567,0.19403384625911713,0.29398244619369507,0.09535764157772064,0.21837803721427917,0.14935168623924255
inequality,0.23508106172084808,0.14391092956066132,0.3580670952796936,0.30061396956443787,0.2160445749759674,0.4401332437992096,0.312652587890625,0.21822890639305115,1.0000001192092896,0.2407531589269638,0.3187161982059479,0.08424751460552216,0.30072227120399475,0.23619021475315094
and,0.5171257257461548,0.30466631054878235,0.20769961178302765,0.2720807194709778,0.5477725267410278,0.2707010805606842,0.26069340109825134,0.6633074283599854,0.2590520679950714,0.35983073711395264,0.21722403168678284,0.3765919506549835,0.31309178471565247,0.20544172823429108
growth,0.2912366986274719,0.0764404833316803,0.28721582889556885,0.07266595959663391,0.1721288114786148,0.4732155203819275,0.5030932426452637,0.2218456119298935,0.3248327970504761,0.20677675306797028,0.4244953691959381,0.13771148025989532,0.1739405393600464,0.07547862827777863
have,0.40389683842658997,0.19766679406166077,0.2409001886844635,0.27025383710861206,0.48046383261680603,0.18631099164485931,0.2828937768936157,0.3541618287563324,0.2617298364639282,0.4443284869194031,0.3100585639476776,0.2838422358036041,0.39808809757232666,0.32991164922714233
sometimes,0.35816407203674316,0.1867980808019638,0.2770964205265045,0.2240857630968094,0.30637601017951965,0.20467376708984375,0.140165776014328,0.26600122451782227,0.22946806252002716,0.29358258843421936,0.2485804706811905,0.22894060611724854,0.34229418635368347,0.1751544177532196
found,0.3452354073524475,0.11448094248771667,0.1583031713962555,0.20174024999141693,0.2364431470632553,0.0887618139386177,0.16671839356422424,0.27385151386260986,0.11657499521970749,0.16058588027954102,0.17205993831157684,0.18869371712207794,0.1796332150697708,0.16790300607681274
evidence,0.25031140446662903,0.09151454269886017,0.2123829424381256,0.26061180233955383,0.1642714887857437,0.13647836446762085,0.21959789097309113,0.2751304507255554,0.2529197633266449,0.16000054776668549,0.20038831233978271,0.18614111840724945,0.33425694704055786,0.24151235818862915
confirming,0.3460308313369751,0.1631147265434265,0.13547660410404205,0.2944738566875458,0.24512825906276703,0.144255131483078,0.19120429456233978,0.23652184009552002,0.213083878159523,0.28156813979148865,0.18398238718509674,0.309113085269928,0.29070624709129333,0.2766484320163727
the,1.0,0.2102777063846588,0.23416027426719666,0.29071056842803955,0.4223487675189972,0.282455176115036,0.3362044394016266,0.4933079481124878,0.23508106172084808,0.3635469079017639,0.2781965136528015,0.4565047025680542,0.42745697498321533,0.22068053483963013
kuznets,0.2102777063846588,1.0,0.14647100865840912,0.16827622056007385,0.24366825819015503,0.19276274740695953,0.1900709718465805,0.3423115313053131,0.14391092956066132,0.21712718904018402,0.05893777683377266,0.20401670038700104,0.1295931190252304,0.19523082673549652
curve,0.23416027426719666,0.14647100865840912,1.0000001192092896,0.2022646814584732,0.19491487741470337,0.14225448668003082,0.15989117324352264,0.1843925416469574,0.3580670952796936,0.24100597202777863,0.34544599056243896,0.0877426341176033,0.26433035731315613,0.18092067539691925
hypothesis,0.2221619188785553,0.2025340497493744,0.2695067822933197,0.22697384655475616,0.15847256779670715,0.2912777364253998,0.30245441198349,0.15448060631752014,0.3431401252746582,0.21004492044448853,0.25616756081581116,0.1699979603290558,0.32678523659706116,0.20027662813663483
",",0.4933079481124878,0.3423115313053131,0.1843925416469574,0.30697324872016907,0.4120737314224243,0.2340485155582428,0.23776917159557343,1.0000001192092896,0.21822890639305115,0.29706671833992004,0.16787058115005493,0.38860568404197693,0.3087472915649414,0.31091248989105225
which,0.6521818041801453,0.21944037079811096,0.2989516258239746,0.297697514295578,0.46403205394744873,0.2570582926273346,0.3198052942752838,0.3658004403114319,0.25761353969573975,0.3827246427536011,0.3083269000053406,0.3217443823814392,0.5261979103088379,0.25814583897590637
states,0.3463578522205353,0.1577611118555069,0.1925165206193924,0.23936699330806732,0.21424104273319244,0.18787707388401031,0.22601374983787537,0.3315127193927765,0.3115520179271698,0.15718387067317963,0.22310227155685425,0.20801226794719696,0.21526020765304565,0.16272737085819244
that,0.5473989248275757,0.19955454766750336,0.30360865592956543,0.4701751470565796,0.4154358208179474,0.2305225282907486,0.2717459201812744,0.4137537479400635,0.3467824459075928,0.4857470989227295,0.29537636041641235,0.373811811208725,0.6297725439071655,0.32716336846351624
with,0.4223487675189972,0.24366825819015503,0.19491487741470337,0.18660522997379303,0.9999999403953552,0.21086382865905762,0.20933356881141663,0.4120737314224243,0.2160445749759674,0.33888739347457886,0.18136104941368103,0.33843478560447693,0.2464839518070221,0.2433311939239502
economic,0.282455176115036,0.19276274740695953,0.14225448668003082,0.13761349022388458,0.21086382865905762,0.9999999403953552,0.4335330128669739,0.2340485155582428,0.4401332437992096,0.2078423649072647,0.30031031370162964,0.17254146933555603,0.18082544207572937,0.1206481084227562
development,0.3362044394016266,0.1900709718465805,0.15989117324352264,0.12506701052188873,0.20933356881141663,0.4335330128669739,0.9999998807907104,0.23776917159557343,0.312652587890625,0.22059494256973267,0.24977056682109833,0.12098006904125214,0.19014155864715576,0.1211358830332756
",",0.4933079481124878,0.3423115313053131,0.1843925416469574,0.30697324872016907,0.4120737314224243,0.2340485155582428,0.23776917159557343,1.0000001192092896,0.21822890639305115,0.29706671833992004,0.16787058115005493,0.38860568404197693,0.3087472915649414,0.31091248989105225
inequality,0.23508106172084808,0.14391092956066132,0.3580670952796936,0.30061396956443787,0.2160445749759674,0.4401332437992096,0.312652587890625,0.21822890639305115,1.0000001192092896,0.2407531589269638,0.3187161982059479,0.08424751460552216,0.30072227120399475,0.23619021475315094
first,0.49448907375335693,0.25457504391670227,0.15710397064685822,0.17695634067058563,0.2691199779510498,0.13375134766101837,0.25595250725746155,0.34503069519996643,0.20953580737113953,0.27595582604408264,0.1516154706478119,0.42302387952804565,0.28086137771606445,0.18701928853988647
increases,0.38141000270843506,0.1066090390086174,0.3342157006263733,0.19018319249153137,0.2766038775444031,0.2508953809738159,0.26837158203125,0.17835964262485504,0.35470065474510193,0.3642156422138214,0.7286248803138733,0.20000842213630676,0.23849372565746307,0.10270863026380539
",",0.4933079481124878,0.3423115313053131,0.1843925416469574,0.30697324872016907,0.4120737314224243,0.2340485155582428,0.23776917159557343,1.0000001192092896,0.21822890639305115,0.29706671833992004,0.16787058115005493,0.38860568404197693,0.3087472915649414,0.31091248989105225
then,0.4297412931919098,0.21436509490013123,0.23113282024860382,0.25107038021087646,0.37121716141700745,0.12529461085796356,0.1531941145658493,0.36768391728401184,0.16427282989025116,0.4348750412464142,0.19836755096912384,0.4163074791431427,0.4072686731815338,0.2884598970413208
decreases,0.3310878574848175,0.08717042952775955,0.3844149708747864,0.16779319941997528,0.21472154557704926,0.2723405957221985,0.24025858938694,0.16435565054416656,0.3263569474220276,0.34852397441864014,0.9086412787437439,0.19407758116722107,0.23214028775691986,0.09293979406356812
.,0.5934505462646484,0.29673638939857483,0.2089635133743286,0.270800918340683,0.4446153938770294,0.22435031831264496,0.2822875380516052,0.6812511086463928,0.22563500702381134,0.33682769536972046,0.24486805498600006,0.35870397090911865,0.3567904531955719,0.4130953550338745
