,what,app,did,viewers,use,to,watch,the,game,on,their,smartphones,?
due,0.15204688906669617,0.17359194159507751,0.15152592957019806,0.1564829796552658,0.24184012413024902,0.35188060998916626,0.19463381171226501,0.22577603161334991,0.12858666479587555,0.3553527891635895,0.24727599322795868,0.15740622580051422,0.10954997688531876
to,0.455847829580307,0.26492059230804443,0.4452643394470215,0.2661592364311218,0.47261837124824524,1.0,0.2955072224140167,0.535392165184021,0.2540906071662903,0.41031414270401,0.44619059562683105,0.24930500984191895,0.29463258385658264
verizon,0.18558116257190704,0.3881092369556427,0.14520104229450226,0.2977442443370819,0.2561756372451782,0.2154601663351059,0.19742938876152039,0.25158894062042236,0.23836243152618408,0.27186712622642517,0.18617357313632965,0.4311070144176483,0.17554552853107452
communications,0.18950708210468292,0.28704729676246643,0.18106533586978912,0.2398526668548584,0.29127711057662964,0.2257905900478363,0.22886177897453308,0.2746332883834839,0.18174539506435394,0.2067214697599411,0.24513447284698486,0.5304256677627563,0.09561901539564133
exclusivity,0.2562703490257263,0.27165889739990234,0.17837056517601013,0.2906510829925537,0.3107970654964447,0.30238789319992065,0.21015939116477966,0.32945024967193604,0.2248242050409317,0.30348527431488037,0.2993907332420349,0.2913414537906647,0.16407433152198792
",",0.3087472915649414,0.2026575654745102,0.3015086054801941,0.18595917522907257,0.3276674151420593,0.44245919585227966,0.19597528874874115,0.4933079481124878,0.2653886377811432,0.49057599902153015,0.3045167922973633,0.21262073516845703,0.31091248989105225
streaming,0.21690556406974792,0.37455976009368896,0.09285816550254822,0.3365054726600647,0.2853803038597107,0.27191177010536194,0.268684446811676,0.25890758633613586,0.3096821904182434,0.320134699344635,0.2478855699300766,0.40092864632606506,0.19690081477165222
on,0.34226128458976746,0.2234780639410019,0.2670976221561432,0.25155362486839294,0.2776605486869812,0.41031414270401,0.26631927490234375,0.5107308030128479,0.22967135906219482,0.9999999403953552,0.3598666191101074,0.21007202565670013,0.2714994251728058
smartphones,0.3014732599258423,0.489206999540329,0.17680449783802032,0.35335680842399597,0.4124443829059601,0.24930500984191895,0.3008146584033966,0.18904532492160797,0.32388952374458313,0.21007202565670013,0.2718501389026642,1.0,0.23329822719097137
was,0.22111038863658905,0.2205445021390915,0.41399896144866943,0.1538165658712387,0.17744606733322144,0.3636345863342285,0.17132973670959473,0.48711544275283813,0.2568269371986389,0.3909217119216919,0.2396296262741089,0.14944015443325043,0.18412111699581146
only,0.41415658593177795,0.3104207515716553,0.4039593040943146,0.24416042864322662,0.4312303364276886,0.5096819996833801,0.253092885017395,0.5497692227363586,0.2288096845149994,0.38586410880088806,0.374733567237854,0.2927170693874359,0.2767370045185089
provided,0.2206064909696579,0.24270333349704742,0.2778315246105194,0.1906810849905014,0.3348276913166046,0.28066325187683105,0.16491536796092987,0.304488867521286,0.16750991344451904,0.24629086256027222,0.2698320150375366,0.2136317789554596,0.16893617808818817
to,0.455847829580307,0.26492059230804443,0.4452643394470215,0.2661592364311218,0.47261837124824524,1.0,0.2955072224140167,0.535392165184021,0.2540906071662903,0.41031414270401,0.44619059562683105,0.24930500984191895,0.29463258385658264
verizon,0.18558116257190704,0.3881092369556427,0.14520104229450226,0.2977442443370819,0.2561756372451782,0.2154601663351059,0.19742938876152039,0.25158894062042236,0.23836243152618408,0.27186712622642517,0.18617357313632965,0.4311070144176483,0.17554552853107452
wireless,0.18138271570205688,0.3465479910373688,0.11166471242904663,0.27025875449180603,0.33449870347976685,0.26774564385414124,0.2198387235403061,0.2474355399608612,0.3200130760669708,0.23828737437725067,0.15725412964820862,0.5781135559082031,0.08461163192987442
customers,0.2209549993276596,0.39191868901252747,0.2711557447910309,0.40127184987068176,0.3105793595314026,0.3428913950920105,0.2879295349121094,0.18648205697536469,0.20146805047988892,0.18067432940006256,0.36871853470802307,0.45900747179985046,0.203953355550766
via,0.16736915707588196,0.23550312221050262,0.04282603785395622,0.09763681143522263,0.23712041974067688,0.27847176790237427,0.19676101207733154,0.23979412019252777,0.11397305876016617,0.29968157410621643,0.0970168262720108,0.25976264476776123,0.19443516433238983
the,0.42745697498321533,0.20327165722846985,0.34736719727516174,0.24207380414009094,0.34342584013938904,0.535392165184021,0.24077482521533966,1.0,0.285271555185318,0.5107308030128479,0.516537070274353,0.18904532492160797,0.22068053483963013
nfl,0.12579965591430664,0.2098170965909958,0.16524574160575867,0.25603190064430237,0.12984168529510498,0.1526731252670288,0.2321063131093979,0.15305201709270477,0.3143478333950043,0.18523651361465454,0.14959773421287537,0.22335059940814972,0.10610254108905792
mobile,0.20647284388542175,0.38290271162986755,0.14520208537578583,0.17201049625873566,0.26894083619117737,0.18712052702903748,0.25966620445251465,0.22962960600852966,0.24308064579963684,0.2281070202589035,0.1784258335828781,0.5469534397125244,0.15319456160068512
service,0.16857224702835083,0.3079882860183716,0.14130860567092896,0.14475487172603607,0.25248321890830994,0.24411341547966003,0.1689300537109375,0.22661015391349792,0.18696928024291992,0.21384719014167786,0.1622014343738556,0.2829724848270416,0.1676298975944519
.,0.3567904531955719,0.23099741339683533,0.35288307070732117,0.28379327058792114,0.3711656630039215,0.4645031690597534,0.24653306603431702,0.5934505462646484,0.2581658959388733,0.49257001280784607,0.34427863359451294,0.22512121498584747,0.4130953550338745
,what,app,did,viewers,use,to,watch,the,game,on,their,smartphones,?
cbs,0.1950361132621765,0.21845018863677979,0.15259867906570435,0.36970505118370056,0.12657983601093292,0.16981691122055054,0.18120227754116058,0.2283918708562851,0.3367152214050293,0.25146469473838806,0.21012632548809052,0.22754701972007751,0.14594407379627228
provided,0.2206064909696579,0.24270333349704742,0.2778315246105194,0.1906810849905014,0.3348276913166046,0.28066325187683105,0.16491536796092987,0.304488867521286,0.16750991344451904,0.24629086256027222,0.2698320150375366,0.2136317789554596,0.16893617808818817
digital,0.1757969856262207,0.28904369473457336,0.10377924144268036,0.2740001678466797,0.20289145410060883,0.1787031590938568,0.25451627373695374,0.18361380696296692,0.24347911775112152,0.2216719537973404,0.19136942923069,0.4697096049785614,0.12982943654060364
streams,0.12328469753265381,0.245815247297287,0.1004127711057663,0.23329155147075653,0.19024203717708588,0.23461183905601501,0.1981705129146576,0.260405570268631,0.19654138386249542,0.2370377779006958,0.20763829350471497,0.2394658923149109,0.1508319228887558
of,0.33290785551071167,0.14500018954277039,0.2513895630836487,0.1391541063785553,0.2750902473926544,0.41548454761505127,0.19463703036308289,0.733189046382904,0.2298848181962967,0.3966929316520691,0.4329940676689148,0.1593746840953827,0.1826142966747284
the,0.42745697498321533,0.20327165722846985,0.34736719727516174,0.24207380414009094,0.34342584013938904,0.535392165184021,0.24077482521533966,1.0,0.285271555185318,0.5107308030128479,0.516537070274353,0.18904532492160797,0.22068053483963013
game,0.2246788740158081,0.3152838349342346,0.19789010286331177,0.3067985475063324,0.18695856630802155,0.2540906071662903,0.2591683864593506,0.285271555185318,0.9999998807907104,0.22967135906219482,0.2491205334663391,0.32388952374458313,0.1829071193933487
via,0.16736915707588196,0.23550312221050262,0.04282603785395622,0.09763681143522263,0.23712041974067688,0.27847176790237427,0.19676101207733154,0.23979412019252777,0.11397305876016617,0.29968157410621643,0.0970168262720108,0.25976264476776123,0.19443516433238983
cbssports.com,0.23111073672771454,0.2500198483467102,0.18448859453201294,0.2987344264984131,0.23489302396774292,0.2394762635231018,0.2500690221786499,0.23132777214050293,0.3767992854118347,0.20769809186458588,0.2145972102880478,0.33255964517593384,0.24396127462387085
",",0.3087472915649414,0.2026575654745102,0.3015086054801941,0.18595917522907257,0.3276674151420593,0.44245919585227966,0.19597528874874115,0.4933079481124878,0.2653886377811432,0.49057599902153015,0.3045167922973633,0.21262073516845703,0.31091248989105225
and,0.31309178471565247,0.16792462766170502,0.34479495882987976,0.20451174676418304,0.34145063161849976,0.48971283435821533,0.28016096353530884,0.5171257257461548,0.25192898511886597,0.4077630043029785,0.45114588737487793,0.25871336460113525,0.20544172823429108
the,0.42745697498321533,0.20327165722846985,0.34736719727516174,0.24207380414009094,0.34342584013938904,0.535392165184021,0.24077482521533966,1.0,0.285271555185318,0.5107308030128479,0.516537070274353,0.18904532492160797,0.22068053483963013
cbs,0.1950361132621765,0.21845018863677979,0.15259867906570435,0.36970505118370056,0.12657983601093292,0.16981691122055054,0.18120227754116058,0.2283918708562851,0.3367152214050293,0.25146469473838806,0.21012632548809052,0.22754701972007751,0.14594407379627228
